
[00:00:00.000 --> 00:00:02.000]  不知道的 是不是
[00:00:02.000 --> 00:00:06.000]  因為它是你們教會支持的工作
[00:00:06.000 --> 00:00:09.000]  Anyway 剛才我看其實很有感觸
[00:00:09.000 --> 00:00:12.000]  因為其中有幅掃就是在安徽省的農村
[00:00:12.000 --> 00:00:14.000]  我是第一年去的時候
[00:00:14.000 --> 00:00:17.000]  我是1989年去安徽省農村
[00:00:17.000 --> 00:00:18.000]  他們不知道 我都不知道
[00:00:18.000 --> 00:00:23.000]  睡完那晚我全身被蚤咬了二百多顆
[00:00:23.000 --> 00:00:26.000]  農村的人咬不進去
[00:00:26.000 --> 00:00:29.000]  我這些是很嫩的 是新鮮熱辣
[00:00:29.000 --> 00:00:31.000]  我叫同工幫我掃幾多顆
[00:00:31.000 --> 00:00:34.000]  一排一排全身都是
[00:00:34.000 --> 00:00:35.000]  現在就知道了
[00:00:35.000 --> 00:00:37.000]  他們知道不可以放我在草堆那裡
[00:00:37.000 --> 00:00:39.000]  因為會成為他們的大餐
[00:00:39.000 --> 00:00:42.000]  所以現在就有些改變
[00:00:42.000 --> 00:00:44.000]  很快今天是最後一堂
[00:00:44.000 --> 00:00:46.000]  但是之前我想
[00:00:46.000 --> 00:00:49.000]  不要緊 我會說得很快 你放心
[00:00:49.000 --> 00:00:51.000]  我有張相給你們看一看
[00:00:51.000 --> 00:00:52.000]  還有一個很短的
[00:00:52.000 --> 00:00:55.000]  這張相我很開心
[00:00:55.000 --> 00:00:57.000]  大家知不知道這個是誰
[00:00:57.000 --> 00:01:01.000]  這是我女兒
[00:01:01.000 --> 00:01:04.000]  她最近暑假去了中國教英文
[00:01:04.000 --> 00:01:06.000]  所以很開心
[00:01:06.000 --> 00:01:08.000]  另外我想提
[00:01:08.000 --> 00:01:10.000]  今早我兩點多就起床了
[00:01:10.000 --> 00:01:12.000]  有人說徐鼎你為什麼不睡覺呢
[00:01:12.000 --> 00:01:13.000]  昨天我很累
[00:01:13.000 --> 00:01:15.000]  這幾天都是九點到九點
[00:01:15.000 --> 00:01:16.000]  非常累
[00:01:16.000 --> 00:01:17.000]  昨晚那對夫婦很好
[00:01:17.000 --> 00:01:18.000]  帶我出去吃飯
[00:01:18.000 --> 00:01:25.000]  而且很勉強地叫我喝了一杯紅酒
[00:01:25.000 --> 00:01:27.000]  她說你會很睏
[00:01:27.000 --> 00:01:28.000]  我真的很睏
[00:01:28.000 --> 00:01:29.000]  但我兩點多就起床
[00:01:29.000 --> 00:01:30.000]  為什麼呢
[00:01:30.000 --> 00:01:31.000]  我要看著天
[00:01:31.000 --> 00:01:32.000]  看著加拿大
[00:01:32.000 --> 00:01:33.000]  我也不知道是哪個方向
[00:01:33.000 --> 00:01:35.000]  因為今天早上兩點
[00:01:35.000 --> 00:01:36.000]  就是加拿大的下午
[00:01:36.000 --> 00:01:37.000]  星期六兩點
[00:01:37.000 --> 00:01:39.000]  是我的兒子受咒
[00:01:39.000 --> 00:01:40.000]  很開心
[00:01:40.000 --> 00:01:42.000]  放了二十秒鐘
[00:01:42.000 --> 00:01:46.000]  之後我發了一個信息給我的兒子
[00:01:46.000 --> 00:01:50.000]  說爸爸很開心你受咒
[00:01:50.000 --> 00:01:52.000]  有沒有一個影片
[00:01:52.000 --> 00:01:55.000]  是他的妹妹發給我的
[00:01:55.000 --> 00:01:57.000]  不可以不要緊
[00:01:57.000 --> 00:02:01.000]  由她吧
[00:02:01.000 --> 00:02:02.000]  好嗎
[00:02:02.000 --> 00:02:03.000]  由她吧
[00:02:03.000 --> 00:02:05.000]  因為她很開心
[00:02:05.000 --> 00:02:06.000]  受咒的時候的樣子
[00:02:06.000 --> 00:02:08.000]  我想和你們看看
[00:02:08.000 --> 00:02:09.000]  牧師很小顆
[00:02:09.000 --> 00:02:10.000]  因為我兒子很高
[00:02:10.000 --> 00:02:12.000]  六尺多
[00:02:12.000 --> 00:02:15.000]  所以我看完之後再睡
[00:02:15.000 --> 00:02:17.000]  為我兒子感恩
[00:02:17.000 --> 00:02:19.000]  雖然今次看不到他受咒
[00:02:19.000 --> 00:02:20.000]  但也很開心
[00:02:20.000 --> 00:02:21.000]  還有一件開心的事
[00:02:21.000 --> 00:02:22.000]  我太太和我說
[00:02:22.000 --> 00:02:24.000]  我兒子正式告訴我們
[00:02:24.000 --> 00:02:26.000]  他談戀愛了
[00:02:26.000 --> 00:02:28.000]  我們做個祈禱
[00:02:28.000 --> 00:02:29.000]  天父我們感謝你
[00:02:29.000 --> 00:02:30.000]  給我們剛才的分享
[00:02:30.000 --> 00:02:33.000]  看見你如何用自己的教會
[00:02:33.000 --> 00:02:34.000]  來祝福教會
[00:02:34.000 --> 00:02:36.000]  求你幫助我們以下時間
[00:02:36.000 --> 00:02:38.000]  來認識在保羅身上
[00:02:38.000 --> 00:02:39.000]  我們學習的功課
[00:02:39.000 --> 00:02:40.000]  我們恭敬的仰望
[00:02:40.000 --> 00:02:41.000]  奉耶穌的名義祈禱
[00:02:41.000 --> 00:02:42.000]  阿們
[00:02:42.000 --> 00:02:44.000]  今次說三個人物
[00:02:44.000 --> 00:02:48.000]  瓦國和參孫和保羅
[00:02:48.000 --> 00:02:50.000]  剛才說了蜀寧北島翁的第一講
[00:02:50.000 --> 00:02:52.000]  說到保羅有三樣東西很特別
[00:02:52.000 --> 00:02:53.000]  第一樣東西就是
[00:02:53.000 --> 00:02:56.000]  一個多行多動的人不會跌
[00:02:56.000 --> 00:02:58.000]  一個有情有義的人不會倒
[00:02:58.000 --> 00:03:01.000]  一個不貪不怕的人也不會倒
[00:03:01.000 --> 00:03:03.000]  三個的純就是
[00:03:03.000 --> 00:03:06.000]  Vision, Passion和Action
[00:03:06.000 --> 00:03:09.000]  第二堂說的是保羅的三對
[00:03:09.000 --> 00:03:10.000]  我很感恩
[00:03:10.000 --> 00:03:11.000]  因為我信主的時候
[00:03:11.000 --> 00:03:13.000]  弟兄姊妹對我很好
[00:03:13.000 --> 00:03:14.000]  給我很大的栽培
[00:03:14.000 --> 00:03:16.000]  徐弟兄你信主的時候
[00:03:16.000 --> 00:03:17.000]  他很鼓勵我看一種書
[00:03:17.000 --> 00:03:18.000]  什麼書呢
[00:03:18.000 --> 00:03:19.000]  就是很多的見證書
[00:03:19.000 --> 00:03:22.000]  見證書裡面有中西不同的
[00:03:22.000 --> 00:03:24.000]  蜀寧偉人的書籍
[00:03:24.000 --> 00:03:25.000]  給我看他們見證
[00:03:25.000 --> 00:03:26.000]  他們學兩樣東西
[00:03:26.000 --> 00:03:29.000]  他們好的和他們不好的東西
[00:03:29.000 --> 00:03:31.000]  每一個人有好有不好的
[00:03:31.000 --> 00:03:32.000]  好好看人的傳記
[00:03:32.000 --> 00:03:34.000]  幫你少走很多冤枉路
[00:03:34.000 --> 00:03:37.000]  所以我很喜歡看蜀寧的傳記
[00:03:37.000 --> 00:03:39.000]  很喜歡看蜀寧的人物
[00:03:39.000 --> 00:03:41.000]  幫我自己少走很多冤枉路
[00:03:41.000 --> 00:03:43.000]  見到人家好的東西學多點
[00:03:43.000 --> 00:03:45.000]  不好的東西不要學
[00:03:45.000 --> 00:03:47.000]  避免去做這些事
[00:03:47.000 --> 00:03:49.000]  取人之長 保己之短
[00:03:49.000 --> 00:03:52.000]  避人之短 守己之長
[00:03:52.000 --> 00:03:54.000]  每個基督徒應該學這些東西
[00:03:54.000 --> 00:03:56.000]  不需要再走回人家走過的
[00:03:56.000 --> 00:03:58.000]  以致你去明白
[00:03:58.000 --> 00:04:00.000]  人家已經做過已經知道不行的
[00:04:00.000 --> 00:04:01.000]  你就不要做了
[00:04:01.000 --> 00:04:03.000]  知道危險的你就不要碰了
[00:04:03.000 --> 00:04:06.000]  我兒子是很好奇的
