
[00:00:00.000 --> 00:00:08.000]  各位午安 我們繼續思想盧家聰的信息
[00:00:08.000 --> 00:00:12.000]  請我們再一次同心愛和圖告
[00:00:12.000 --> 00:00:14.000]  天父我們再一次感謝你
[00:00:14.000 --> 00:00:16.000]  讓你寶貴的話語作為我們生命的指引
[00:00:16.000 --> 00:00:18.000]  求你藉著你的話語提醒
[00:00:18.000 --> 00:00:21.000]  勸勉安慰督責改變我們
[00:00:21.000 --> 00:00:24.000]  奉耶穌面求 阿們
[00:00:24.000 --> 00:00:28.000]  Mitch Album是美國一個很出名的作家
[00:00:28.000 --> 00:00:30.000]  他寫過好幾本小說
[00:00:30.000 --> 00:00:32.000]  以前我都跟大家講過
[00:00:32.000 --> 00:00:34.000]  比如說Tuesday with Borey
[00:00:34.000 --> 00:00:36.000]  Five People You Meet in Heaven
[00:00:36.000 --> 00:00:38.000]  或者Have a Little Faith
[00:00:38.000 --> 00:00:40.000]  不過今天想跟大家講他有一本非常有趣的書
[00:00:40.000 --> 00:00:44.000]  叫做The First Phone Call from Heaven
[00:00:44.000 --> 00:00:48.000]  從天堂來的第一個電話
[00:00:48.000 --> 00:00:52.000]  話說在美國密西根州
[00:00:52.000 --> 00:00:55.000]  一個小鎮叫Coldwater
[00:00:55.000 --> 00:00:57.000]  有一天星期日的早上
[00:00:57.000 --> 00:01:00.000]  Pastor Warren如常的去到教會講道
[00:01:00.000 --> 00:01:03.000]  講完道準備祝福散會
[00:01:03.000 --> 00:01:05.000]  突然間有一個姐妹舉手
[00:01:05.000 --> 00:01:07.000]  名叫Catherine Yellen
[00:01:07.000 --> 00:01:09.000]  就站起來說
[00:01:09.000 --> 00:01:13.000]  牧師牧師 我有些很重要的東西想跟會眾分享
[00:01:13.000 --> 00:01:15.000]  不知道可不可以給我一點時間呢
[00:01:15.000 --> 00:01:17.000]  牧師說當然了
[00:01:17.000 --> 00:01:19.000]  她說各位弟兄姐妹
[00:01:19.000 --> 00:01:23.000]  我想告訴你一個很重要的消息
[00:01:23.000 --> 00:01:26.000]  上個星期五
[00:01:26.000 --> 00:01:29.000]  我收到我姐妹的電話
[00:01:29.000 --> 00:01:32.000]  我姐妹是半年前死的
[00:01:32.000 --> 00:01:36.000]  她說她是從天堂打電話來告訴我
[00:01:36.000 --> 00:01:39.000]  我們談了半個小時
[00:01:39.000 --> 00:01:42.000]  姐妹說你不用擔心
[00:01:42.000 --> 00:01:46.000]  我們在天堂很舒服 很幸福
[00:01:46.000 --> 00:01:49.000]  比你在地上好得多
[00:01:49.000 --> 00:01:53.000]  我每天與主同在 很開心
[00:01:53.000 --> 00:01:56.000]  他們談了半個小時
[00:01:56.000 --> 00:02:00.000]  當時弟兄姐妹聽到的時候
[00:02:00.000 --> 00:02:04.000]  驚心動魄 嘩然
[00:02:04.000 --> 00:02:07.000]  Catherine是不是撞邪了
[00:02:07.000 --> 00:02:09.000]  她是不是瘋了
[00:02:09.000 --> 00:02:11.000]  從天堂打來的電話
[00:02:11.000 --> 00:02:13.000]  有些人就相信她
[00:02:13.000 --> 00:02:15.000]  嘩 好棒 好棒
[00:02:15.000 --> 00:02:17.000]  這次真是厲害
[00:02:17.000 --> 00:02:19.000]  這個見證真是沒得頂
[00:02:19.000 --> 00:02:22.000]  一個死了的人回來告訴你天堂是怎樣
[00:02:22.000 --> 00:02:24.000]  你說厲害不厲害
[00:02:24.000 --> 00:02:26.000]  她說了沒多久
[00:02:26.000 --> 00:02:28.000]  又有一個男人舉手
[00:02:28.000 --> 00:02:30.000]  牧師牧師 我有些事想跟大家說
[00:02:30.000 --> 00:02:32.000]  這個叫做
[00:02:32.000 --> 00:02:36.000]  這個男人叫Elias
[00:02:36.000 --> 00:02:38.000]  他又上來說
[00:02:38.000 --> 00:02:41.000]  你們不要疑惑Catherine所說的話
[00:02:41.000 --> 00:02:44.000]  上個星期五我又收到我一個朋友的電話
[00:02:44.000 --> 00:02:46.000]  我朋友幾個月前死的
[00:02:46.000 --> 00:02:49.000]  他就告訴我天堂是多麼好多麼幸福
[00:02:49.000 --> 00:02:54.000]  嘩 當時整個會眾為之嘩然
[00:02:54.000 --> 00:02:57.000]  Pastor Warren一時不知所措
[00:02:57.000 --> 00:02:59.000]  又不能否定他們所說的
[00:02:59.000 --> 00:03:01.000]  但他有很多疑惑
[00:03:01.000 --> 00:03:03.000]  又不知道怎麼搞
[00:03:03.000 --> 00:03:05.000]  但這件轟動的事
[00:03:05.000 --> 00:03:08.000]  很快就從教會傳了出去
[00:03:08.000 --> 00:03:10.000]  傳出去的時候
[00:03:10.000 --> 00:03:13.000]  不單止這個小鎮 其他的人都有
[00:03:13.000 --> 00:03:16.000]  自此之後這個小鎮就變得完全不同一樣
[00:03:16.000 --> 00:03:21.000]  首先每日教會
[00:03:21.000 --> 00:03:24.000]  Pastor Warren教會的secretary
[00:03:24.000 --> 00:03:28.000]  每日接收到差不多超過一萬個電話
[00:03:28.000 --> 00:03:30.000]  都是問究竟發生什麼事
[00:03:30.000 --> 00:03:32.000]  怎樣怎樣
[00:03:32.000 --> 00:03:35.000]  他只要回答電話都不用做
[00:03:35.000 --> 00:03:37.000]  於是他就跟牧師說牧師我要辭職
[00:03:37.000 --> 00:03:39.000]  搞不定
[00:03:39.000 --> 00:03:40.000]  不單止是這樣
[00:03:40.000 --> 00:03:43.000]  還有很多人聽到的時候就湧入這個小鎮
[00:03:43.000 --> 00:03:46.000]  成千上萬的人湧入
[00:03:46.000 --> 00:03:47.000]  有很多信徒
[00:03:47.000 --> 00:03:49.000]  嘩 這個很厲害的事
[00:03:49.000 --> 00:03:52.000]  馬上走來朝聖一樣
[00:03:52.000 --> 00:03:54.000]  他有禮拜堂去朝聖
[00:03:54.000 --> 00:03:57.000]  而且要訪問一下那些目擊見證人
[00:03:57.000 --> 00:03:59.000]  覺得他們是一級聖人
[00:03:59.000 --> 00:04:01.000]  竟然這間信徒選中了他
[00:04:01.000 --> 00:04:05.000]  而且是告訴他死了的人怎樣怎樣
[00:04:05.000 --> 00:04:06.000]  在天堂怎樣怎樣
[00:04:06.000 --> 00:04:08.000]  嘩 個個走來訪問
[00:04:08.000 --> 00:04:11.000]  那些信徒很興奮
[00:04:11.000 --> 00:04:12.000]  你們不可以不信
[00:04:12.000 --> 00:04:15.000]  你看看有一個從死裡面的人告訴你
[00:04:15.000 --> 00:04:18.000]  成千上萬的人湧入來
[00:04:18.000 --> 00:04:21.000]  嘩 突然間這個小鎮完全不同了
[00:04:21.000 --> 00:04:23.000]  所有的酒店都滿了客
[00:04:23.000 --> 00:04:26.000]  所有的餐館日日爆棚
[00:04:26.000 --> 00:04:29.000]  落日不絕的人人都過來了
[00:04:29.000 --> 00:04:31.000]  這個牧師開始搞不定
[00:04:31.000 --> 00:04:32.000]  怎樣辦
[00:04:32.000 --> 00:04:34.000]  就去跟市長說
[00:04:34.000 --> 00:04:35.000]  市長說
[00:04:35.000 --> 00:04:38.000]  我們本來這麼窮的小鎮現在發達了
[00:04:38.000 --> 00:04:39.000]  你看看有多少東西
[00:04:39.000 --> 00:04:42.000]  嘩 牧師就說
[00:04:42.000 --> 00:04:44.000]  你出去看看
[00:04:44.000 --> 00:04:45.000]  你看看我們的公園
[00:04:45.000 --> 00:04:46.000]  沒有公園了
[00:04:46.000 --> 00:04:48.000]  全部都是家庭住戶
[00:04:48.000 --> 00:04:50.000]  因為沒有酒店住
[00:04:50.000 --> 00:04:55.000]  全部在公園裡搭建了客房
[00:04:55.000 --> 00:04:57.000]  衛生又差又吵又煽
[00:04:57.000 --> 00:04:59.000]  搞不定
[00:04:59.000 --> 00:05:01.000]  唉 真是不得了
[00:05:01.000 --> 00:05:04.000]  我們全國鎮只有六個警察
[00:05:04.000 --> 00:05:07.000]  怎樣去搞成千上萬的人
[00:05:07.000 --> 00:05:09.000]  搞不定
[00:05:09.000 --> 00:05:11.000]  於是就打電話去
[00:05:11.000 --> 00:05:16.000]  派很多隔離埠
[00:05:16.000 --> 00:05:21.000]  或者防衛軍進來
[00:05:21.000 --> 00:05:23.000]  不單止這樣
[00:05:23.000 --> 00:05:25.000]  還有第一件事是什麼呢
[00:05:25.000 --> 00:05:28.000]  來的人分開兩大批
[00:05:28.000 --> 00:05:31.000]  一批就是信徒
[00:05:31.000 --> 00:05:34.000]  信徒就好像朝聖一樣
[00:05:34.000 --> 00:05:37.000]  去訪問這些目擊見證人
[00:05:37.000 --> 00:05:39.000]  那些目擊見證人突然間變成明星
[00:05:39.000 --> 00:05:42.000]  嘩 真是很厲害
[00:05:42.000 --> 00:05:44.000]  但有很多人不信他們
[00:05:44.000 --> 00:05:46.000]  覺得這班人迷信的
[00:05:46.000 --> 00:05:47.000]  蠻蟲的
[00:05:47.000 --> 00:05:48.000]  不信科學的
[00:05:48.000 --> 00:05:49.000]  搞得亂七八糟
[00:05:49.000 --> 00:05:51.000]  又湧進去小鎮抗議
[00:05:51.000 --> 00:05:55.000]  於是兩批人就好像共和黨和民主黨
[00:05:55.000 --> 00:05:56.000]  你又抗議他又抗議
[00:05:56.000 --> 00:05:58.000]  搞得亂七八糟
[00:05:58.000 --> 00:06:00.000]  那些警察真的搞不定
[00:06:00.000 --> 00:06:02.000]  完全搞不定
[00:06:02.000 --> 00:06:05.000]  這一班目擊見證人就想
[00:06:05.000 --> 00:06:08.000]  上帝揀選了我們
[00:06:08.000 --> 00:06:11.000]  讓我們親人打電話來跟我們說
[00:06:11.000 --> 00:06:13.000]  我們應該要做些事去服侍主
[00:06:13.000 --> 00:06:15.000]  於是就組織了一個團契
[00:06:15.000 --> 00:06:17.000]  這個團契的使命就是去探訪
[00:06:17.000 --> 00:06:20.000]  探訪什麼 垂死的病人
[00:06:20.000 --> 00:06:22.000]  一去到醫院就問
[00:06:22.000 --> 00:06:23.000]  有什麼癌症病人
[00:06:23.000 --> 00:06:24.000]  就去告訴你
[00:06:24.000 --> 00:06:26.000]  你不用怕
[00:06:26.000 --> 00:06:28.000]  死不是那麼重要
[00:06:28.000 --> 00:06:30.000]  我收到個電話
[00:06:30.000 --> 00:06:31.000]  我家人死了之後
[00:06:31.000 --> 00:06:33.000]  告訴你天堂不知道多好
[00:06:33.000 --> 00:06:35.000]  好像移民去到一個更好的地方
[00:06:35.000 --> 00:06:36.000]  怕什麼
[00:06:36.000 --> 00:06:38.000]  那些人聽到就很開心
[00:06:38.000 --> 00:06:40.000]  何必需要醫
[00:06:40.000 --> 00:06:42.000]  化療又痛
[00:06:42.000 --> 00:06:43.000]  電療又慘
[00:06:43.000 --> 00:06:44.000]  又要浪費錢
[00:06:44.000 --> 00:06:46.000]  不如早點移民去天堂
[00:06:46.000 --> 00:06:47.000]  不就更好
[00:06:47.000 --> 00:06:49.000]  於是就很多人
[00:06:49.000 --> 00:06:52.000]  不理醫生的勸告
[00:06:52.000 --> 00:06:53.000]  走人了
[00:06:53.000 --> 00:06:54.000]  想早點死
[00:06:54.000 --> 00:06:56.000]  家人見到就怕了
[00:06:56.000 --> 00:06:57.000]  就告這一班人
[00:06:57.000 --> 00:06:59.000]  警員之間
[00:06:59.000 --> 00:07:02.000]  慫恿我們親人
[00:07:02.000 --> 00:07:03.000]  不去接受治療
[00:07:03.000 --> 00:07:05.000]  於是就搞到亂了大龍
[00:07:05.000 --> 00:07:07.000]  總之這個小鎮
[00:07:07.000 --> 00:07:09.000]  本來安安定定
[00:07:09.000 --> 00:07:10.000]  平平安安的小鎮
[00:07:10.000 --> 00:07:11.000]  就突然間發生
[00:07:11.000 --> 00:07:13.000]  從天堂來電話的時候
[00:07:13.000 --> 00:07:15.000]  搞到亂了大龍
[00:07:15.000 --> 00:07:17.000]  話說有個記者
[00:07:17.000 --> 00:07:18.000]  叫做Amy
[00:07:18.000 --> 00:07:20.000]  她在電台裏面鬱鬱不得志
[00:07:20.000 --> 00:07:22.000]  老闆就說不如你去訪問一下
[00:07:22.000 --> 00:07:23.000]  以為這些是小事
[00:07:23.000 --> 00:07:28.000]  這些是道聽途說的訪問
[00:07:28.000 --> 00:07:29.000]  她就很不開心
[00:07:29.000 --> 00:07:30.000]  走到這裏
[00:07:30.000 --> 00:07:31.000]  看到這個情況
[00:07:31.000 --> 00:07:32.000]  嘩
[00:07:32.000 --> 00:07:33.000]  這個機會來了
[00:07:33.000 --> 00:07:35.000]  她就開始訪問Catherine Yan
[00:07:35.000 --> 00:07:37.000]  就跟她說
[00:07:37.000 --> 00:07:40.000]  突然間她就去電視台
[00:07:40.000 --> 00:07:42.000]  播出了
[00:07:42.000 --> 00:07:43.000]  就開始有很多人
[00:07:43.000 --> 00:07:45.000]  她就把這些電視片
[00:07:45.000 --> 00:07:46.000]  發到Fox也好
[00:07:46.000 --> 00:07:47.000]  CNN也好
[00:07:47.000 --> 00:07:48.000]  CBS也好
[00:07:48.000 --> 00:07:50.000]  突然間全國都知道了
[00:07:50.000 --> 00:07:51.000]  嘩
[00:07:51.000 --> 00:07:52.000]  這個Amy的記者
[00:07:52.000 --> 00:07:54.000]  突然間變了一個明星記者
[00:07:54.000 --> 00:07:55.000]  更厲害
[00:07:55.000 --> 00:07:56.000]  嘩
[00:07:56.000 --> 00:07:57.000]  但是呢
[00:07:57.000 --> 00:07:58.000]  搞不定
[00:07:58.000 --> 00:08:00.000]  這個小鎮怎麼搞呢
[00:08:00.000 --> 00:08:01.000]  這個Amy聰明
[00:08:01.000 --> 00:08:03.000]  終於想到一個方法
[00:08:03.000 --> 00:08:05.000]  她想到什麼方法
[00:08:05.000 --> 00:08:06.000]  她就跟Catherine說
[00:08:06.000 --> 00:08:08.000]  不如你姐姐下次打電話給你
[00:08:08.000 --> 00:08:10.000]  約定她
[00:08:10.000 --> 00:08:11.000]  某個星期五
[00:08:11.000 --> 00:08:15.000]  我們就預備了所有電台的電視
[00:08:15.000 --> 00:08:16.000]  的camera
[00:08:16.000 --> 00:08:17.000]  都照實了
[00:08:17.000 --> 00:08:19.000]  在大會堂那裏
[00:08:19.000 --> 00:08:21.000]  所有人都可以來的
[00:08:21.000 --> 00:08:22.000]  就叫她打電話
[00:08:22.000 --> 00:08:23.000]  你就接電話
[00:08:23.000 --> 00:08:25.000]  那時候
[00:08:25.000 --> 00:08:27.000]  就全部可以公開
[00:08:27.000 --> 00:08:29.000]  全美國人都會知道
[00:08:29.000 --> 00:08:30.000]  還有
[00:08:30.000 --> 00:08:32.000]  如果這些是假的
[00:08:32.000 --> 00:08:34.000]  那把聲音一認出不是的時候
[00:08:34.000 --> 00:08:36.000]  那就證明這些是假貨
[00:08:36.000 --> 00:08:38.000]  但是如果是真的
[00:08:38.000 --> 00:08:39.000]  真的假不了
[00:08:39.000 --> 00:08:41.000]  那你又不怕
[00:08:41.000 --> 00:08:42.000]  那你又好
[00:08:42.000 --> 00:08:44.000]  這個Catherine和其他人說
[00:08:44.000 --> 00:08:46.000]  厲害
[00:08:46.000 --> 00:08:47.000]  要查出真相
[00:08:47.000 --> 00:08:49.000]  最重要就是水落石出
[00:08:49.000 --> 00:08:50.000]  水落石出
[00:08:50.000 --> 00:08:52.000]  不如我們安排這個節目
[00:08:52.000 --> 00:08:53.000]  果然之間
[00:08:53.000 --> 00:08:54.000]  那個禮拜五
[00:08:54.000 --> 00:08:55.000]  姐姐打電話來
[00:08:55.000 --> 00:08:57.000]  從天堂來的電話
[00:08:57.000 --> 00:08:58.000]  她跟姐姐說
[00:08:58.000 --> 00:08:59.000]  姐姐
[00:08:59.000 --> 00:09:01.000]  於是就安排了一天
[00:09:01.000 --> 00:09:03.000]  星期五晚
[00:09:03.000 --> 00:09:04.000]  哇
[00:09:04.000 --> 00:09:07.000]  好多好多人湧入去那個鎮
[00:09:07.000 --> 00:09:11.000]  好多好多人走去看這個歷史的時刻
[00:09:11.000 --> 00:09:13.000]  好多可能走去看
[00:09:13.000 --> 00:09:14.000]  好多記者
[00:09:14.000 --> 00:09:15.000]  全美國人就在那裏看
[00:09:15.000 --> 00:09:16.000]  更厲害
[00:09:16.000 --> 00:09:17.000]  這個superbowl
[00:09:17.000 --> 00:09:18.000]  好厲害
[00:09:18.000 --> 00:09:19.000]  好厲害
[00:09:19.000 --> 00:09:21.000]  時候到了
[00:09:21.000 --> 00:09:25.000]  Catherine的手提電話響了
[00:09:25.000 --> 00:09:29.000]  大家都聽到
[00:09:29.000 --> 00:09:31.000]  Hello
[00:09:31.000 --> 00:09:33.000]  一說Hello
[00:09:33.000 --> 00:09:35.000]  認識她姐姐的人
[00:09:35.000 --> 00:09:37.000]  嚇了一跳
[00:09:37.000 --> 00:09:39.000]  真的是她姐姐的聲音
[00:09:39.000 --> 00:09:41.000]  真的是她姐姐
[00:09:41.000 --> 00:09:43.000]  他們開始說話
[00:09:43.000 --> 00:09:45.000]  哇
[00:09:45.000 --> 00:09:47.000]  全國的基督徒都看著
[00:09:47.000 --> 00:09:49.000]  一聽到
[00:09:49.000 --> 00:09:51.000]  這個就是她姐姐的時候
[00:09:51.000 --> 00:09:53.000]  全體起來
[00:09:53.000 --> 00:09:54.000]  Hallelujah
[00:09:54.000 --> 00:09:55.000]  讚美主
[00:09:55.000 --> 00:09:56.000]  Hallelujah
[00:09:56.000 --> 00:09:57.000]  讚美主
[00:09:57.000 --> 00:09:58.000]  你們要信耶穌了
[00:09:58.000 --> 00:10:00.000]  現在有一個死了的人復活
[00:10:00.000 --> 00:10:01.000]  打電話來告訴你
[00:10:01.000 --> 00:10:03.000]  證據確鑿
[00:10:03.000 --> 00:10:05.000]  你應該信耶穌了
[00:10:05.000 --> 00:10:06.000]  哇
[00:10:06.000 --> 00:10:08.000]  所有的基督徒
[00:10:08.000 --> 00:10:10.000]  信這些的基督徒
[00:10:10.000 --> 00:10:13.000]  個個起來拍手掌歡呼大叫
[00:10:13.000 --> 00:10:14.000]  哇
[00:10:14.000 --> 00:10:15.000]  好厲害
[00:10:15.000 --> 00:10:16.000]  真的有復活
[00:10:16.000 --> 00:10:17.000]  真的有永生
[00:10:17.000 --> 00:10:19.000]  真的有天堂
[00:10:19.000 --> 00:10:22.000]  或者暫時不說這裡
