
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹 平安
[00:00:05.000 --> 00:00:09.600]  我們來到從創造到新創造的第26講
[00:00:09.600 --> 00:00:13.000]  題目是耶穌是誰
[00:00:13.000 --> 00:00:15.400]  在上個月聖誕節
[00:00:15.400 --> 00:00:18.000]  我們講了耶穌的出生
[00:00:18.000 --> 00:00:22.800]  來到救贖歷史的中間部分
[00:00:22.800 --> 00:00:25.720]  就有關於耶穌來到這個世界
[00:00:25.720 --> 00:00:27.400]  道成肉身
[00:00:27.400 --> 00:00:29.600]  讓我們一路透過新約聖經
[00:00:29.600 --> 00:00:32.000]  我們更加認識耶穌的工作
[00:00:32.000 --> 00:00:35.200]  透過新約聖經我們更加認識教會
[00:00:35.200 --> 00:00:39.200]  讓我們一同置身在救贖歷史的其中
[00:00:39.200 --> 00:00:41.400]  究竟聖經想讓我們知道
[00:00:41.400 --> 00:00:43.800]  有關於耶穌的甚麼事情
[00:00:43.800 --> 00:00:48.800]  究竟耶穌怎樣讓人知道祂是誰
[00:00:48.800 --> 00:00:51.400]  在馬克福音8:27說
[00:00:51.400 --> 00:00:54.680]  耶穌和門徒出去往凱撒利亞
[00:00:54.680 --> 00:00:58.480]  菲勒比村莊去 在路上問門徒說
[00:00:58.480 --> 00:01:01.080]  人說我是誰
[00:01:01.080 --> 00:01:02.680]  耶穌和門徒聊天
[00:01:02.680 --> 00:01:06.680]  然後問那些人說我是誰
[00:01:06.680 --> 00:01:09.080]  耶穌想和門徒一起反省
[00:01:09.080 --> 00:01:12.080]  究竟耶穌是誰
[00:01:12.080 --> 00:01:14.480]  可能這個問題太過重要
[00:01:14.480 --> 00:01:16.080]  很多時候我們看聖經的時候
[00:01:16.080 --> 00:01:18.680]  我們容易忽略了一些細節
[00:01:18.680 --> 00:01:20.080]  甚麼是細節?
[00:01:20.080 --> 00:01:21.680]  例如這次這裡
[00:01:21.680 --> 00:01:24.880]  凱撒利亞 菲勒比 好像是細節
[00:01:24.880 --> 00:01:26.480]  因為不知道有多少弟兄姊妹
[00:01:26.480 --> 00:01:27.680]  以前看聖經的時候
[00:01:27.680 --> 00:01:28.880]  會立刻想一下
[00:01:28.880 --> 00:01:31.680]  為甚麼耶穌要特意說這個地方呢?
[00:01:31.680 --> 00:01:33.280]  有甚麼原因呢?
[00:01:33.280 --> 00:01:35.280]  如果我們太容易忽略了那些
[00:01:35.280 --> 00:01:36.680]  可能叫細節
[00:01:36.680 --> 00:01:38.280]  但我們忘記了
[00:01:38.280 --> 00:01:41.680]  微言可能有大義
[00:01:41.680 --> 00:01:43.880]  而且我深信在聖經裏面
[00:01:43.880 --> 00:01:45.480]  是沒有廢話的
[00:01:45.480 --> 00:01:47.680]  上帝啟示得 默示得
[00:01:47.680 --> 00:01:48.880]  給聖經的作者
[00:01:48.880 --> 00:01:51.880]  擺放的人物 地方
[00:01:51.880 --> 00:01:53.880]  一定有上帝的心意
[00:01:53.880 --> 00:01:57.680]  為甚麼要在凱撒利亞 菲勒比呢?
[00:01:57.680 --> 00:01:59.880]  為甚麼要去這裡呢?
[00:01:59.880 --> 00:02:01.680]  為甚麼在路上
[00:02:01.680 --> 00:02:04.280]  問門徒這麼重要的問題呢?
[00:02:04.280 --> 00:02:05.680]  凱撒利亞 菲勒比
[00:02:05.680 --> 00:02:06.880]  是一個甚麼地方呢?
[00:02:06.880 --> 00:02:07.880]  大家不要混亂了
[00:02:07.880 --> 00:02:09.480]  是歐洲的菲勒比
[00:02:09.480 --> 00:02:10.880]  給你看看地圖
[00:02:10.880 --> 00:02:12.880]  凱撒利亞 菲勒比
[00:02:12.880 --> 00:02:14.880]  就是上面現在藍色的地方
[00:02:14.880 --> 00:02:19.880]  其實它位於加利利湖以北的40公里左右
[00:02:19.880 --> 00:02:21.880]  其中一個很主要的原因
[00:02:21.880 --> 00:02:23.880]  很多解經學家都說到
[00:02:23.880 --> 00:02:28.880]  因為這是一個充滿著外邦人的地方
[00:02:28.880 --> 00:02:32.880]  而這個地方是充滿著很多的神廟
[00:02:32.880 --> 00:02:38.880]  另外 特意強調凱撒利亞 菲勒比
[00:02:38.880 --> 00:02:41.880]  是因為你看到現在棗紅色的圈
[00:02:41.880 --> 00:02:44.880]  在海邊有一個又叫做凱撒利亞
[00:02:44.880 --> 00:02:46.880]  而叫做菲勒比
[00:02:46.880 --> 00:02:49.880]  一來是分開兩個的凱撒利亞
[00:02:49.880 --> 00:02:51.880]  二來就是因為之前
[00:02:51.880 --> 00:02:55.880]  凱撒利亞 菲勒比是叫做帕奈瓦斯
[00:02:55.880 --> 00:02:58.880]  是用一個神 他們的假神的名字
[00:02:58.880 --> 00:03:00.880]  但後來因為希律 菲力
[00:03:00.880 --> 00:03:02.880]  接管了之後
[00:03:02.880 --> 00:03:05.880]  然後就擴建和改名
[00:03:05.880 --> 00:03:08.880]  以下你看到的那兩幅圖
[00:03:08.880 --> 00:03:10.880]  都是在凱撒利亞 菲勒比
[00:03:10.880 --> 00:03:12.880]  一些所謂的景點
[00:03:12.880 --> 00:03:14.880]  就是很多神廟
[00:03:14.880 --> 00:03:16.880]  所臨立的一些地方
[00:03:16.880 --> 00:03:17.880]  如果你去到
[00:03:17.880 --> 00:03:18.880]  你還會看到很多
[00:03:18.880 --> 00:03:22.880]  是以前那些神廟流下來的遺跡
[00:03:22.880 --> 00:03:24.880]  你會看到很多不同的石頭
[00:03:24.880 --> 00:03:26.880]  去到這裡
[00:03:26.880 --> 00:03:29.880]  原來耶穌曾經和彼得說過這番話
[00:03:29.880 --> 00:03:31.880]  你先記一記這幅圖
[00:03:31.880 --> 00:03:33.880]  很多的石頭
[00:03:33.880 --> 00:03:35.880]  或許耶穌和門徒就是來到
[00:03:35.880 --> 00:03:37.880]  類似這個地方
[00:03:37.880 --> 00:03:39.880]  甚至可能來到這裡
[00:03:39.880 --> 00:03:41.880]  他這樣和彼得說
[00:03:41.880 --> 00:03:43.880]  我還告訴你 你是彼得
[00:03:43.880 --> 00:03:47.880]  我要把我的教會建造在這盆石上
[00:03:47.880 --> 00:03:51.880]  陰間的權柄不能勝過他
[00:03:51.880 --> 00:03:54.880]  陰間的權柄不能勝過他
[00:03:54.880 --> 00:03:57.880]  要把教會建造在這個石頭上
[00:03:57.880 --> 00:03:59.880]  他們可能看到這些地方
[00:03:59.880 --> 00:04:02.880]  而你今天去到凱撒利亞 菲勒比
[00:04:02.880 --> 00:04:06.880]  有一個地方他們叫做陰間的門閘
[00:04:06.880 --> 00:04:09.880]  他們以前拜賈神的時候
[00:04:09.880 --> 00:04:13.880]  可能相信這個地方是通向陰間的
[00:04:13.880 --> 00:04:15.880]  所以或許就是因為這樣
[00:04:15.880 --> 00:04:17.880]  耶穌很清晰地告訴他們
[00:04:17.880 --> 00:04:19.880]  教會將會在這裡
[00:04:19.880 --> 00:04:21.880]  永遠的屹立在這裡
[00:04:21.880 --> 00:04:25.880]  要彼得建造教會在這個盆石上
[00:04:25.880 --> 00:04:29.880]  當我們剛才看回8章27節的時候
[00:04:29.880 --> 00:04:30.880]  有另一個細節
[00:04:30.880 --> 00:04:32.880]  或許你未必留意到
[00:04:32.880 --> 00:04:34.880]  就是在路上
[00:04:34.880 --> 00:04:37.880]  原來在第8章27節開始
[00:04:37.880 --> 00:04:39.880]  去到第10章
[00:04:39.880 --> 00:04:41.880]  馬可很強調
[00:04:41.880 --> 00:04:44.880]  他們在路上強調了幾次
[00:04:44.880 --> 00:04:46.880]  而在路上之前
[00:04:46.880 --> 00:04:50.880]  就是在馬可福音8章27節之前
[00:04:50.880 --> 00:04:52.880]  耶穌行了一個神蹟
[00:04:52.880 --> 00:04:54.880]  這個神蹟以往
[00:04:54.880 --> 00:04:57.880]  或許我們都忽略了一些細節
[00:04:57.880 --> 00:04:59.880]  我來讀給大家聽
[00:04:59.880 --> 00:05:02.880]  馬可福音8章22節說
[00:05:02.880 --> 00:05:04.880]  他們來到白菜大
[00:05:04.880 --> 00:05:05.880]  一會兒我會給你看看
[00:05:05.880 --> 00:05:07.880]  白菜大在哪一個地方
[00:05:07.880 --> 00:05:09.880]  有人帶一個核子來
[00:05:09.880 --> 00:05:11.880]  求耶穌摸他
[00:05:11.880 --> 00:05:14.880]  沒有什麼特別
[00:05:14.880 --> 00:05:16.880]  不同的神蹟都有不同的人
[00:05:16.880 --> 00:05:17.880]  或者在街上大叫
[00:05:17.880 --> 00:05:18.880]  或者有人帶他來
[00:05:18.880 --> 00:05:20.880]  繼續看下去
[00:05:20.880 --> 00:05:23.880]  耶穌拉著核子的手
[00:05:23.880 --> 00:05:26.880]  領他到村外
[00:05:26.880 --> 00:05:30.880]  就套扯末在他眼睛上
[00:05:30.880 --> 00:05:32.880]  按手在他身上
[00:05:32.880 --> 00:05:37.880]  問他說:你看見什麼了?
[00:05:37.880 --> 00:05:38.880]  你說:也沒什麼特別
[00:05:38.880 --> 00:05:41.880]  耶穌說我們都記得
[00:05:41.880 --> 00:05:43.880]  套扯末在他的眼睛上
[00:05:43.880 --> 00:05:46.880]  然後按手在他身上
[00:05:46.880 --> 00:05:50.880]  問他說:你看見什麼了?
[00:05:50.880 --> 00:05:52.880]  你看見什麼了?
[00:05:52.880 --> 00:05:53.880]  有什麼特別呢?
[00:05:53.880 --> 00:05:54.880]  再看
[00:05:54.880 --> 00:05:56.880]  然後當耶穌問他
[00:05:56.880 --> 00:05:58.880]  你看到什麼了?
[00:05:58.880 --> 00:06:00.880]  他抬頭一看
[00:06:00.880 --> 00:06:03.880]  說:我看見人了
[00:06:03.880 --> 00:06:08.880]  他們好像樹木並且行走
[00:06:08.880 --> 00:06:10.880]  你說:耶穌醫治了
[00:06:10.880 --> 00:06:12.880]  如果來到這裡完結
[00:06:12.880 --> 00:06:14.880]  是可以的
[00:06:14.880 --> 00:06:15.880]  什麼意思呢?
[00:06:15.880 --> 00:06:16.880]  看見人
[00:06:16.880 --> 00:06:19.880]  但是你說:好像樹木
[00:06:19.880 --> 00:06:22.880]  那看得清楚嗎?
[00:06:22.880 --> 00:06:24.880]  其實看得不太清楚
[00:06:24.880 --> 00:06:27.880]  你說:我可能剛好還沒適應
[00:06:27.880 --> 00:06:30.880]  總之這裡就是還不清楚
[00:06:30.880 --> 00:06:33.880]  我給你看看前一節
[00:06:33.880 --> 00:06:35.880]  耶穌做了不同的動作
[00:06:35.880 --> 00:06:38.880]  領他到村外
[00:06:38.880 --> 00:06:39.880]  走了一段時間
[00:06:39.880 --> 00:06:42.880]  套扯末在他眼睛上
[00:06:42.880 --> 00:06:44.880]  做了一個很具體的動作
[00:06:44.880 --> 00:06:48.880]  就是耶穌的口水套在他眼睛上
[00:06:48.880 --> 00:06:50.880]  還要按手
[00:06:50.880 --> 00:06:52.880]  套扯末再按手
[00:06:52.880 --> 00:06:54.880]  然後問他
[00:06:54.880 --> 00:06:57.880]  他竟然抬頭一看
[00:06:57.880 --> 00:07:01.880]  就看見好像樹木並且行走
[00:07:01.880 --> 00:07:04.880]  你來前看聖經有沒有問過這個問題呢?
[00:07:04.880 --> 00:07:06.880]  為什麼會這樣呢?
[00:07:06.880 --> 00:07:07.880]  有些《釋經》書說
[00:07:07.880 --> 00:07:09.880]  好像很尷尬
[00:07:09.880 --> 00:07:12.880]  難道耶穌也不行嗎?
[00:07:12.880 --> 00:07:14.880]  但是我們看其他神蹟知道
[00:07:14.880 --> 00:07:16.880]  當然不可能耶穌不行
[00:07:16.880 --> 00:07:18.880]  然後你再看下去
[00:07:18.880 --> 00:07:19.880]  兩節
[00:07:19.880 --> 00:07:22.880]  隨後又按手在他眼睛上
[00:07:22.880 --> 00:07:25.880]  他定睛一看就復了緣
[00:07:25.880 --> 00:07:27.880]  樣樣都看得清楚了
[00:07:27.880 --> 00:07:29.880]  有第二節
[00:07:29.880 --> 00:07:31.880]  可以說耶穌要再按手
[00:07:31.880 --> 00:07:33.880]  又按手
[00:07:33.880 --> 00:07:35.880]  在他眼睛上
[00:07:35.880 --> 00:07:39.880]  他定睛一看就復了緣
[00:07:39.880 --> 00:07:41.880]  然後樣樣都看得清楚
[00:07:41.880 --> 00:07:43.880]  這個什麼意思呢?
[00:07:43.880 --> 00:07:45.880]  你有沒有問過?
[00:07:45.880 --> 00:07:47.880]  你有沒有問過?
[00:07:47.880 --> 00:07:49.880]  你記住這個意思
[00:07:49.880 --> 00:07:51.880]  你記住這個
[00:07:51.880 --> 00:07:54.880]  這個好像是一個比較懸疑的地方
[00:07:54.880 --> 00:07:56.880]  為什麼會這樣呢?
[00:07:56.880 --> 00:07:58.880]  耶穌之前其他神蹟是不用的
[00:07:58.880 --> 00:08:00.880]  或者根本耶穌不用去
[00:08:00.880 --> 00:08:01.880]  也可以醫好
[00:08:01.880 --> 00:08:02.880]  你記得吧
[00:08:02.880 --> 00:08:04.880]  有一個很有信心的人說
[00:08:04.880 --> 00:08:05.880]  我是做官的
[00:08:05.880 --> 00:08:07.880]  我叫我的僕人去就去
[00:08:07.880 --> 00:08:11.880]  你現在說我復了緣就復了緣
[00:08:11.880 --> 00:08:13.880]  說我兒子復了緣就復了緣
[00:08:13.880 --> 00:08:14.880]  耶穌肯定可以
[00:08:14.880 --> 00:08:15.880]  他是神的兒子
[00:08:15.880 --> 00:08:17.880]  但是為什麼這裡會這樣呢?
