
[00:00:00.000 --> 00:00:05.240]  各位大兄姐妹、各位朋友 你們好
[00:00:05.240 --> 00:00:07.600]  歡迎大家參加我們三藩市播道會
[00:00:07.600 --> 00:00:09.600]  網上的五堂崇拜
[00:00:09.600 --> 00:00:11.380]  我們今天繼續思想
[00:00:11.380 --> 00:00:14.080]  《馬太福音》登山補份的信息
[00:00:14.080 --> 00:00:17.760]  我們去到《馬太福音》第五章27至30節
[00:00:17.760 --> 00:00:21.920]  題目叫做《識字頭上一把刀》
[00:00:21.920 --> 00:00:24.080]  未開始思想這段聖經之前
[00:00:24.080 --> 00:00:26.800]  請我們同心低頭 我也同禱告
[00:00:26.800 --> 00:00:29.680]  慈悲的人 我的天父 我們滿心多謝你
[00:00:29.680 --> 00:00:31.520]  你是一個聖潔的神
[00:00:31.520 --> 00:00:34.680]  你也吩咐我們要過一個聖潔的生活
[00:00:34.680 --> 00:00:37.200]  但天父很多時候我們軟弱
[00:00:37.200 --> 00:00:40.320]  跌在罪的陷阱當中
[00:00:40.320 --> 00:00:44.040]  求你藉著話語提醒、勸勉、督責
[00:00:44.040 --> 00:00:45.480]  改變我們
[00:00:45.480 --> 00:00:46.600]  我們這樣的禱告
[00:00:46.600 --> 00:00:50.480]  乃是奉耶穌基督的名號 阿們
[00:00:50.480 --> 00:00:55.360]  在1980年的奧林匹克冬季運動會
[00:00:55.360 --> 00:01:01.060]  那一隊寂寂無名的美國冰地曲棍球員
[00:01:01.060 --> 00:01:04.240]  竟然之間一夜成名
[00:01:04.240 --> 00:01:07.060]  一開始是打敗了蘇聯
[00:01:07.060 --> 00:01:10.560]  接著打敗了芬蘭 勇奪冠軍
[00:01:10.560 --> 00:01:13.240]  在這次的世衛會當中
[00:01:13.240 --> 00:01:17.160]  其中一個英雄就是守門員Jim Crane
[00:01:17.160 --> 00:01:20.640]  他自從獲得這個金牌之後
[00:01:20.640 --> 00:01:23.720]  就成為家家戶戶的英雄人物
[00:01:23.720 --> 00:01:27.720]  但是因為這樣他的麻煩就接踵而來
[00:01:27.720 --> 00:01:31.140]  根據《LA Times》的記者報道
[00:01:31.140 --> 00:01:33.720]  就說一說他的麻煩是什麼
[00:01:33.720 --> 00:01:36.140]  有一次當Jim Crane去到芝加哥
[00:01:36.140 --> 00:01:38.220]  下榻在一個酒店的時候
[00:01:38.220 --> 00:01:40.120]  誰知道他一打開酒店房門
[00:01:40.120 --> 00:01:44.940]  就看到一個陌生的少女赤裸裸的躺在他的床上
[00:01:44.940 --> 00:01:48.180]  Jim Crane堅決地對他說
[00:01:48.180 --> 00:01:50.580]  請你立即離去
[00:01:50.580 --> 00:01:54.320]  有一次他跟球隊去到阿蘭塔打球
[00:01:54.320 --> 00:01:57.180]  一個少女忽然間走到他面前
[00:01:57.180 --> 00:01:58.780]  然後就大聲說
[00:01:58.780 --> 00:02:02.300]  我祈禱了很久了 我想親你一口
[00:02:02.300 --> 00:02:04.960]  於是瘋狂地抱著Jim Crane
[00:02:04.960 --> 00:02:07.420]  強行和他接吻
[00:02:07.420 --> 00:02:10.760]  之後他就暈倒在地上
[00:02:10.760 --> 00:02:13.360]  其實性慾的引誘
[00:02:13.360 --> 00:02:16.960]  不限於英雄人物 像John Craig
[00:02:16.960 --> 00:02:19.940]  無論你是老還是亂
[00:02:19.940 --> 00:02:22.680]  英雄人物或者是無名小卒
[00:02:22.680 --> 00:02:25.220]  做牧師還是做經紀
[00:02:25.220 --> 00:02:28.660]  同樣都很容易被色所誘惑
[00:02:28.660 --> 00:02:31.460]  所謂色字頭上一把刀
[00:02:31.460 --> 00:02:35.680]  多少英雄人物或者是泛夫走卒
[00:02:35.680 --> 00:02:38.560]  都是被色這件事摧毀的
[00:02:38.560 --> 00:02:40.580]  尤其是在今天美國的社會
[00:02:40.580 --> 00:02:43.520]  道德淪亡分分鐘就會墮落
[00:02:43.520 --> 00:02:45.600]  我記得很多年前
[00:02:45.600 --> 00:02:49.660]  我自己那些人從美國回去香港
[00:02:49.660 --> 00:02:51.580]  路經夏威夷
[00:02:51.580 --> 00:02:54.660]  星航是留在夏威夷
[00:02:54.660 --> 00:02:57.800]  大概晚上一點多才到的
[00:02:57.800 --> 00:03:01.280]  我於是決定在夏威夷度宿一晚
[00:03:01.280 --> 00:03:03.240]  為了節省金錢
[00:03:03.240 --> 00:03:05.720]  我就住一間三樓酒店
[00:03:05.720 --> 00:03:08.440]  飛機半夜一點多就抵達夏威夷
[00:03:08.440 --> 00:03:10.880]  我就坐的士去到酒店
[00:03:10.880 --> 00:03:14.400]  一下車見到一個年輕漂亮的女子
[00:03:14.400 --> 00:03:16.800]  打開車門一望而知
[00:03:16.800 --> 00:03:19.040]  她當然是妓女找生意
[00:03:19.040 --> 00:03:20.460]  她對我笑一笑 我說
[00:03:20.460 --> 00:03:25.800]  先生 要不要我幫你拿行李上去酒店房
[00:03:25.800 --> 00:03:27.720]  她想跟我一起進酒店
[00:03:27.720 --> 00:03:30.580]  當時我心跳加速想一想
[00:03:30.580 --> 00:03:33.420]  夜深一個熟人都沒有
[00:03:33.420 --> 00:03:35.760]  一定沒有人見到 又沒有家人
[00:03:35.760 --> 00:03:37.200]  酒店就在眼前
[00:03:37.200 --> 00:03:40.960]  如果是犯罪真的是黃金機會
[00:03:40.960 --> 00:03:42.380]  當時我立即對她說
[00:03:42.380 --> 00:03:45.780]  不用了不用了 飛跑走上自己的房間
[00:03:45.780 --> 00:03:47.860]  頭都不敢回
[00:03:47.860 --> 00:03:49.140]  當我進了房間的時候
[00:03:49.140 --> 00:03:50.900]  我心裏面跳得很厲害
[00:03:50.900 --> 00:03:53.100]  一方面我感謝神沒有犯罪
[00:03:53.100 --> 00:03:55.860]  但另一方面我又想到自己軟弱的一面
[00:03:55.860 --> 00:03:59.540]  為什麼會想到犯罪的黃金機會?
[00:03:59.540 --> 00:04:02.780]  突然間我體驗到我絕對不是一個留下位
[00:04:02.780 --> 00:04:05.060]  也不是一個超級的屬靈人
[00:04:05.060 --> 00:04:08.540]  我一樣很多時候為情慾所困擾
[00:04:08.540 --> 00:04:11.040]  只不過是神保守了我
[00:04:11.040 --> 00:04:13.080]  事實上在今天美國的社會裏面
[00:04:13.080 --> 00:04:14.740]  真的是世風日下
[00:04:14.740 --> 00:04:17.760]  情慾橫流 色情的刊物
[00:04:17.760 --> 00:04:23.060]  色情的電影 隨時可以隨手而得
[00:04:23.060 --> 00:04:25.100]  滿街滿巷都是
[00:04:25.100 --> 00:04:28.180]  打開你的電腦 隨時可以看到
[00:04:28.180 --> 00:04:33.620]  如果你看看一些資料、事實、數據
[00:04:33.620 --> 00:04:36.440]  我相信嚇我們一跳
[00:04:36.440 --> 00:04:39.540]  在今天這個美國的社會
[00:04:39.540 --> 00:04:42.900]  竟然有4000萬的美國人
[00:04:42.900 --> 00:04:51.220]  是經常上網去看那些色情的電影、色情的刊物等等
[00:04:51.220 --> 00:04:55.660]  大學生有87個的男大學生
[00:04:55.660 --> 00:05:00.600]  承認有時會上網去看這些色情的
[00:05:00.600 --> 00:05:02.480]  有些是上上的
[00:05:02.480 --> 00:05:08.180]  有31%的女性大學生也如是
[00:05:08.180 --> 00:05:11.220]  真是令人害怕的
[00:05:11.220 --> 00:05:15.820]  看上網去看色情的 2/3是男性
[00:05:15.820 --> 00:05:19.580]  1/3是女性
[00:05:19.580 --> 00:05:22.740]  在今天這個世界裏面來說
[00:05:22.740 --> 00:05:25.540]  你知不知道花在色情事業的
[00:05:25.540 --> 00:05:28.940]  在美國社會裏面是有多大?
[00:05:28.940 --> 00:05:32.580]  是16.9 Billion
[00:05:32.580 --> 00:05:35.740]  每年是用了16.9 Billion
[00:05:35.740 --> 00:05:39.660]  足以支付美國所有的教育費用
[00:05:39.660 --> 00:05:43.620]  還有不只是看得見的錢
[00:05:43.620 --> 00:05:45.620]  還有無形的損失
[00:05:45.620 --> 00:05:51.260]  根據調查有28%的美國人在做工的時候
[00:05:51.260 --> 00:05:54.500]  打開電腦來看這些色情的東西
[00:05:54.500 --> 00:05:55.980]  就是說他們不用做工
[00:05:55.980 --> 00:06:01.820]  你想一想如果每個小時是100元的
[00:06:01.820 --> 00:06:05.940]  那你有28%的美國人做工的時候
[00:06:05.940 --> 00:06:07.860]  偷看這些色情刊物
[00:06:07.860 --> 00:06:11.300]  就是不做工你想想花費是多少?
[00:06:11.300 --> 00:06:14.180]  事實上在今天這個美國的社會
[00:06:14.180 --> 00:06:17.700]  色情的刊物真是比比皆是
[00:06:17.700 --> 00:06:20.020]  大家可能不知道
[00:06:20.020 --> 00:06:23.340]  以為A市很厲害 濫交所指
[00:06:23.340 --> 00:06:27.100]  但是事實上死在性病 HPV
[00:06:27.100 --> 00:06:29.780]  就是死在性病的女士
[00:06:29.780 --> 00:06:34.660]  是比死在愛滋病的人還要多
[00:06:34.660 --> 00:06:36.460]  你再來看一看
[00:06:36.460 --> 00:06:41.260]  所謂的英雄人物、政界人物
[00:06:41.260 --> 00:06:46.260]  你會發覺不少都是走不過這個色的陷阱
[00:06:46.260 --> 00:06:48.060]  就算我們看聖經
[00:06:48.060 --> 00:06:51.820]  大衛被認為是神所重用的人
[00:06:51.820 --> 00:06:53.540]  寫了這麼多的詩篇
[00:06:53.540 --> 00:06:56.420]  他一樣是在色裡面跌倒的
[00:06:56.420 --> 00:07:02.020]  參宣一樣是被色情所蒙蔽著的
[00:07:02.020 --> 00:07:04.500]  所以難怪Richard Forster在他寫的書中
[00:07:04.500 --> 00:07:06.380]  Money, Sex, Power
[00:07:06.380 --> 00:07:08.180]  是三樣東西
[00:07:08.180 --> 00:07:11.500]  是今天我們面臨一個最大的問題
[00:07:11.500 --> 00:07:15.260]  其中所謂的「萬惡淫為首」
[00:07:15.260 --> 00:07:17.460]  「雖不忠亦不遠矣」
[00:07:17.460 --> 00:07:19.820]  有很多人以為一旦結婚問題就解決了
[00:07:19.820 --> 00:07:22.540]  結了婚就不會有事 錯了 大錯了
[00:07:22.540 --> 00:07:27.820]  很多人是因為第三者的緣故婚姻破裂
[00:07:27.820 --> 00:07:29.980]  有人以為我只要孤立自己
[00:07:29.980 --> 00:07:31.340]  好像安東尼那樣
[00:07:31.340 --> 00:07:33.740]  在第二、四世紀安東尼去到曠野裡
[00:07:33.740 --> 00:07:35.820]  自己一個人就解決了
[00:07:35.820 --> 00:07:38.420]  不是的 如果你這樣想法就大錯了
[00:07:38.420 --> 00:07:40.740]  心中的慾念會跟著你去哪裡
[00:07:40.740 --> 00:07:42.860]  你去酒店也在
[00:07:42.860 --> 00:07:44.060]  你去沙漠也在
[00:07:44.060 --> 00:07:45.100]  你去哪裡也在
[00:07:45.100 --> 00:07:47.220]  是心中的問題
[00:07:47.220 --> 00:07:48.940]  有些人說我多去教會
[00:07:48.940 --> 00:07:50.260]  去做牧師、做傳道
[00:07:50.260 --> 00:07:52.060]  問題就解決了
[00:07:52.060 --> 00:07:53.660]  也是錯的
[00:07:53.660 --> 00:07:57.660]  一樣是有為色所困
[00:07:57.660 --> 00:07:59.260]  因為這不是外在的問題
[00:07:59.260 --> 00:08:00.700]  是內在的問題
[00:08:00.700 --> 00:08:02.420]  所以耶穌就是這樣說
[00:08:02.420 --> 00:08:05.020]  你看見婦女動淫念
[00:08:05.020 --> 00:08:07.220]  就已經跟她分奸
[00:08:07.220 --> 00:08:09.220]  可惜在今天的世代
[00:08:09.220 --> 00:08:12.620]  太過做個人的滿足、個人的享受
[00:08:12.620 --> 00:08:16.500]  將道德漠視、將是非漠視
[00:08:16.500 --> 00:08:19.300]  所以學校裡面教性教育
[00:08:19.300 --> 00:08:21.820]  不是教學生不要濫交
[00:08:21.820 --> 00:08:24.780]  不是教學生不可以在婚前做性行為
[00:08:24.780 --> 00:08:28.740]  它只是教導他怎樣採取一些安全措施
[00:08:28.740 --> 00:08:32.940]  避免懷孕或者染上了愛滋病
[00:08:32.940 --> 00:08:36.020]  完全不想到道德的問題
[00:08:36.020 --> 00:08:39.420]  你想一想是不是真的濫交
[00:08:39.420 --> 00:08:45.340]  只要戴上了安全帶、安全套就可以搞定呢?
[00:08:45.340 --> 00:08:48.020]  政府用了花了數以億計的錢
[00:08:48.020 --> 00:08:51.380]  在中學生當中宣傳
[00:08:51.380 --> 00:08:55.340]  你有安全套、避孕套這樣就可以了嗎?
[00:08:55.340 --> 00:09:00.780]  事實上有些研究告訴我們
[00:09:00.780 --> 00:09:04.620]  已婚的夫婦 即是已婚的夫婦
[00:09:04.620 --> 00:09:08.340]  如果是用避孕套來避孕的
[00:09:08.340 --> 00:09:12.820]  發覺意外率是有15.7%
[00:09:12.820 --> 00:09:18.180]  是其中一個所謂避孕方法最無效的方法
[00:09:18.180 --> 00:09:19.900]  如果你採取避孕的方法
[00:09:19.900 --> 00:09:23.020]  即是有15%的機會會懷孕
[00:09:23.020 --> 00:09:25.580]  如果那些是未婚的
[00:09:25.580 --> 00:09:28.940]  即是已婚的有15.7%
[00:09:28.940 --> 00:09:31.780]  在未婚的人當中又做了一個調查
[00:09:31.780 --> 00:09:36.860]  意外率竟然達到36.3%
[00:09:36.860 --> 00:09:40.700]  真是厲害 根據British Medical Journal
[00:09:40.700 --> 00:09:45.740]  它認為用這個方法穿透或者其它機會
[00:09:45.740 --> 00:09:50.540]  引致懷孕的機會是極之極之高的
[00:09:50.540 --> 00:09:54.900]  你想一想 如果是用避孕套
[00:09:54.900 --> 00:09:57.620]  避孕的方法都困難
[00:09:57.620 --> 00:10:00.540]  那你以為可以用避孕套
[00:10:00.540 --> 00:10:05.380]  就不會染上ACE這些疾病嗎?
[00:10:05.380 --> 00:10:07.860]  可能有很多人不知道
[00:10:07.860 --> 00:10:11.140]  原來男性的精液
[00:10:11.140 --> 00:10:16.500]  比ACE這個病菌這個virus
[00:10:16.500 --> 00:10:21.100]  是大很多倍的 大很多很多倍
[00:10:21.100 --> 00:10:23.180]  如果避孕都避不了
[00:10:23.180 --> 00:10:25.940]  那些更加小的ACE的病菌
[00:10:25.940 --> 00:10:28.020]  豈不是更加容易呢?
[00:10:28.020 --> 00:10:32.140]  或者說得實在一點
[00:10:32.140 --> 00:10:35.660]  當有人做了一個研究
[00:10:35.660 --> 00:10:39.220]  如果是用避孕套做的質料
[00:10:39.220 --> 00:10:43.740]  用手套 發覺5個微米的避菌
[00:10:43.740 --> 00:10:45.860]  就可以穿過這個手套
[00:10:45.860 --> 00:10:51.940]  而HIV的病菌比男性的精子小450倍
[00:10:51.940 --> 00:10:55.700]  只是有0.1、0.3的微米
[00:10:55.700 --> 00:10:58.940]  意思是這個所謂的安全方法
[00:10:58.940 --> 00:11:01.500]  是一點都不安全的
[00:11:01.500 --> 00:11:02.620]  如果有人告訴你
[00:11:02.620 --> 00:11:04.340]  我發明了一個降落傘
[00:11:04.340 --> 00:11:06.420]  我從10樓跳下來
[00:11:06.420 --> 00:11:07.940]  但我告訴你
[00:11:07.940 --> 00:11:09.860]  這個降落傘
[00:11:09.860 --> 00:11:13.140]  最低限度有30至50%的機會失靈
[00:11:13.140 --> 00:11:15.260]  那你會不會跳呢?
[00:11:15.260 --> 00:11:18.100]  我相信只有傻子才會跳
[00:11:18.100 --> 00:11:21.980]  但政府花上數以億計的錢
[00:11:21.980 --> 00:11:25.420]  來宣傳這個所謂的安全套
[00:11:25.420 --> 00:11:27.740]  其實一點都不安全
[00:11:27.740 --> 00:11:30.340]  不要說是懷孕的問題
[00:11:30.340 --> 00:11:35.060]  原來濫交是帶來很多很多的問題
[00:11:35.060 --> 00:11:38.180]  不單只是身體的問題
[00:11:38.180 --> 00:11:40.140]  也都有心靈的問題
[00:11:40.140 --> 00:11:42.820]  結了婚就引起婚姻的破裂
[00:11:42.820 --> 00:11:44.620]  家庭的破壞
[00:11:44.620 --> 00:11:48.300]  實在是一個極大的問題
[00:11:48.300 --> 00:11:50.940]  所以耶穌在登山補訓時
[00:11:50.940 --> 00:11:55.180]  祂非常嚴厲地警告我們
[00:11:55.180 --> 00:11:57.860]  「識字頭上一把刀」
[00:11:57.860 --> 00:11:59.260]  首先我們看看
[00:11:59.260 --> 00:12:03.380]  凍淫孽和性慾有甚麼關係?
[00:12:03.380 --> 00:12:05.700]  27至28節
[00:12:05.700 --> 00:12:07.340]  耶穌說:古人有話說
[00:12:07.340 --> 00:12:08.740]  不可姦淫
[00:12:08.740 --> 00:12:11.740]  只是我告訴你們
[00:12:11.740 --> 00:12:14.620]  凡看見婦女就凍淫孽的
[00:12:14.620 --> 00:12:17.220]  就是與她凡姦淫了
[00:12:17.220 --> 00:12:18.620]  耶穌說是甚麼意思呢?
