
[00:00:00.000 --> 00:00:11.520]  今天我和大家一起分享的經文是出自於馬太福音第五章第33至第37節
[00:00:11.520 --> 00:00:15.840]  今天我們講題就是多次一舉的信仰
[00:00:15.840 --> 00:00:20.000]  仍然是登山補訓的其中一部分
[00:00:20.000 --> 00:00:24.320]  在教會這麼多年裏我會留意到一件事
[00:00:24.320 --> 00:00:32.480]  就是教會很喜歡創作很多神學的口號或者宣言
[00:00:32.480 --> 00:00:37.520]  最常見的例子就是神是愛
[00:00:37.520 --> 00:00:40.880]  信耶穌可以得永生
[00:00:40.880 --> 00:00:45.600]  要彼此相愛 信者得救等等
[00:00:45.600 --> 00:00:49.760]  你可以環顧一下今天的教會
[00:00:49.760 --> 00:00:54.240]  有很多各式各樣甚至有些你沒想過的口號
[00:00:54.240 --> 00:00:56.080]  他們創作出來的
[00:00:56.080 --> 00:01:02.080]  但是如果當我們再仔細去看一下初期教會歷史的時候
[00:01:02.080 --> 00:01:05.840]  我們發現到原來初期教會的時候
[00:01:05.840 --> 00:01:11.520]  人家都已經很喜歡創作一些所謂神學宣言
[00:01:11.520 --> 00:01:16.320]  不過用了一個字眼叫做信經
[00:01:16.320 --> 00:01:22.160]  其實當我們仔細去看一下這些所謂的信經或者這些口號
[00:01:22.160 --> 00:01:27.040]  其實都是嘗試用一些最簡單的文字
[00:01:27.040 --> 00:01:32.640]  來嘗試總括出一些神學的觀念
[00:01:32.640 --> 00:01:40.080]  所以今天當大家如果有機會去參加一些不同宗派的教會的時候
[00:01:40.080 --> 00:01:43.280]  我很喜歡當我去旅行的時候
[00:01:43.280 --> 00:01:46.240]  去參加一下其他不同宗派的教會
[00:01:46.240 --> 00:01:50.160]  看看不同宗派的教會的現況是怎麼樣
[00:01:50.160 --> 00:01:57.200]  你就會留意到原來在其他的宗派崇拜裡面
[00:01:57.200 --> 00:02:01.200]  原來他們都仍然是很喜歡有一個環節
[00:02:01.200 --> 00:02:04.560]  叫做唸誦信經
[00:02:04.560 --> 00:02:09.840]  這些唸誦信經的習慣其實都很特別的
[00:02:09.840 --> 00:02:18.960]  他們一群信徒都會一起去齊聲去唸誦這些所謂信經的條文
[00:02:18.960 --> 00:02:24.400]  但是你會留意到在二馬內利和人浸信會這麼多年裡面
[00:02:24.400 --> 00:02:29.360]  我們都沒有去唸誦信經這個環節的
[00:02:29.360 --> 00:02:30.800]  為什麼呢?
[00:02:30.800 --> 00:02:34.800]  只需要我們去留心看一下的時候
[00:02:34.800 --> 00:02:40.480]  很多的信經其實他們的發展過程當中
[00:02:40.480 --> 00:02:43.760]  都有很多時的更改更動
[00:02:43.760 --> 00:02:47.360]  將原本一篇的信經又將它增加一些
[00:02:47.360 --> 00:02:49.360]  又將它減省一些
[00:02:49.360 --> 00:02:52.720]  譬如大家很熟悉的《仕途信經》
[00:02:52.720 --> 00:02:54.720]  《Apostle Creed》
[00:02:54.720 --> 00:03:01.120]  因為它的內容有些地方也都未能夠盡善盡美
[00:03:01.120 --> 00:03:03.760]  所以後來又有一些更新的版本
[00:03:03.760 --> 00:03:09.040]  有後來所謂的《尼西亞君士坦丁堡信經》
[00:03:09.040 --> 00:03:13.200]  《Nazin Constantinople Creed》
[00:03:13.200 --> 00:03:18.000]  而更加有些的中派還會去背誦譬如
[00:03:18.000 --> 00:03:20.240]  《阿塔拉修信經》
[00:03:20.240 --> 00:03:22.640]  《Athanasian Creed》
[00:03:22.640 --> 00:03:25.600]  還有一些所謂另外一個信經叫做
[00:03:25.600 --> 00:03:27.200]  《加克頓信經》
[00:03:27.200 --> 00:03:30.000]  《Chalcedonian Creed》
[00:03:30.000 --> 00:03:36.000]  你會在二馬內利和人浸信會只見到我們去背誦主禱文
[00:03:36.000 --> 00:03:39.840]  但是我們從來不去背誦信經
[00:03:39.840 --> 00:03:45.920]  因為這些信經很多時候都是一些神學的口號
[00:03:45.920 --> 00:03:52.320]  或者宣言是藉著當時的教父他們的神學思想
[00:03:52.320 --> 00:03:56.240]  而進行不斷的更新改變
[00:03:56.240 --> 00:04:01.520]  所以大家要了解教父就不是那些黑社會的教父
[00:04:01.520 --> 00:04:04.800]  是說到一些在教會的父親
[00:04:04.800 --> 00:04:08.080]  教父在教會裡面
[00:04:08.080 --> 00:04:11.360]  可以說是作為一個目者的身份
[00:04:11.360 --> 00:04:16.400]  他們去嘗試去理解聖經裡面的教導
[00:04:16.400 --> 00:04:20.240]  並且將它去演繹給當時的信徒知道
[00:04:20.240 --> 00:04:22.880]  而這種的習慣
[00:04:22.880 --> 00:04:27.920]  久而久之就傳流在很多不同的中派裡面
[00:04:27.920 --> 00:04:33.680]  正因為這些信經只不過是人的一種產物
[00:04:33.680 --> 00:04:37.600]  就不是由神原本的啟示
[00:04:37.600 --> 00:04:39.840]  按照它原本的內容
[00:04:39.840 --> 00:04:43.360]  直接用原汁原味的說話去陳述
[00:04:43.360 --> 00:04:46.160]  所以很多時候
[00:04:46.160 --> 00:04:50.080]  很多的教會去背誦這些信經的時候
[00:04:50.080 --> 00:04:53.280]  都會有一些神學的偏頗
[00:04:53.280 --> 00:04:58.320]  而我們在以馬來還浸信會這麼多年的裡面
[00:04:58.320 --> 00:05:03.280]  強調的一點是我們回到上帝的說話裡面
[00:05:03.280 --> 00:05:05.920]  去明白上帝的意思
[00:05:05.920 --> 00:05:09.680]  而不是去靠賴一些由人塑造
[00:05:09.680 --> 00:05:13.280]  或者編輯出來的神學宣言
[00:05:13.280 --> 00:05:15.200]  因為這些的神學宣言
[00:05:15.200 --> 00:05:19.120]  在它的建構過程當中
[00:05:19.120 --> 00:05:22.640]  可能會造成一些錯信的機會
[00:05:22.640 --> 00:05:26.080]  導致信徒也有一些偏頗
[00:05:26.080 --> 00:05:30.400]  或者甚至扭曲了對神在聖經裡面的啟示
[00:05:30.400 --> 00:05:32.960]  今天我們就會聽到
[00:05:32.960 --> 00:05:38.080]  在《馬太福音》第五章第33至37節裡面
[00:05:38.080 --> 00:05:43.600]  耶穌再次如何去針對當時的猶太人
[00:05:43.600 --> 00:05:47.760]  一段他們的神學口號或者神學主張
[00:05:47.760 --> 00:05:51.280]  耶穌作出一連串的糾正
[00:05:51.280 --> 00:05:56.400]  其中當中的不單只是要討論的內容
[00:05:56.400 --> 00:05:58.720]  以及它當中的題目
[00:05:58.720 --> 00:06:01.840]  更重要值得我們去反思的就是
[00:06:01.840 --> 00:06:05.840]  這種依賴神學口號式的信仰
[00:06:05.840 --> 00:06:09.360]  其實在當中有它本身的危機
[00:06:09.360 --> 00:06:12.800]  而耶穌就在這裡要去作出提醒
[00:06:12.800 --> 00:06:16.080]  所以當耶穌帶著這些門徒
[00:06:16.080 --> 00:06:20.400]  在山上去傳講主的信息的時候
[00:06:20.400 --> 00:06:26.080]  耶穌很著意要去糾正這些人他們的錯信
[00:06:26.080 --> 00:06:28.320]  所以今天的講題就是叫做
[00:06:28.320 --> 00:06:30.320]  多此一舉的信仰
[00:06:30.320 --> 00:06:32.720]  Religious Falsehood
[00:06:32.720 --> 00:06:34.480]  好了 為了方便大家
[00:06:34.480 --> 00:06:36.800]  我們再次一起打開這段聖經
[00:06:36.800 --> 00:06:40.960]  《馬太福音》第五章第33至37節
[00:06:40.960 --> 00:06:44.240]  讓我們先仔細去讀一次 好不好?
[00:06:44.240 --> 00:06:48.320]  讀完之後我們再去詳細一點
[00:06:48.320 --> 00:06:51.120]  去看看這段經文所講的內容是什麼
[00:06:51.120 --> 00:06:55.360]  好 我們一起打開和合本的版本聖經
[00:06:55.360 --> 00:07:01.280]  《馬太福音》第五章第33至37節
[00:07:01.280 --> 00:07:02.720]  我們一起讀
[00:07:02.720 --> 00:07:07.760]  「你們又聽見有吩咐古人的話說
[00:07:07.760 --> 00:07:10.160]  不可背誓
[00:07:10.160 --> 00:07:14.320]  所起的誓總要向主謹守
[00:07:14.320 --> 00:07:16.400]  只是我告訴你們
[00:07:16.400 --> 00:07:18.880]  什麼誓都不可起
[00:07:18.880 --> 00:07:21.280]  不可指著天起誓
[00:07:21.280 --> 00:07:24.640]  因為天是上帝的寶座
[00:07:24.640 --> 00:07:27.120]  不可指著地起誓
[00:07:27.120 --> 00:07:30.400]  因為地是他的腳凳
[00:07:30.400 --> 00:07:34.240]  也不可指著耶路撒冷起誓
[00:07:34.240 --> 00:07:38.000]  因為耶路撒冷是大君的京城
[00:07:38.000 --> 00:07:41.760]  又不可指著你的頭起誓
[00:07:41.760 --> 00:07:47.520]  因為你不能使一根頭髮變黑變白了
[00:07:47.520 --> 00:07:48.960]  你們的話
[00:07:48.960 --> 00:07:50.800]  是就說是
[00:07:50.800 --> 00:07:53.200]  不是就說不是
[00:07:53.200 --> 00:07:55.120]  若再多說
[00:07:55.120 --> 00:07:58.320]  就是出於那惡者」
[00:07:58.320 --> 00:08:03.440]  這段聖經我們會分為三個部分一起去看
[00:08:03.440 --> 00:08:08.240]  第一個部分我們去看的是第五章第33節
[00:08:08.240 --> 00:08:10.000]  我給了一個副題
[00:08:10.000 --> 00:08:14.560]  它叫做「口號式信仰的歹毒性」
[00:08:14.560 --> 00:08:18.800]  The poisonous of religious motives
[00:08:18.800 --> 00:08:22.000]  我們進入到這段經文的時候
[00:08:22.000 --> 00:08:26.800]  可以說是耶穌從第21至第48節
[00:08:26.800 --> 00:08:32.400]  六個連串的反思題目的第四個反思題目
[00:08:32.400 --> 00:08:36.400]  在這個第四個反思題目裡面
[00:08:36.400 --> 00:08:42.160]  耶穌要提出的是一種似是而非的信仰
[00:08:42.160 --> 00:08:45.280]  如何去處理好這種信仰
[00:08:45.280 --> 00:08:49.920]  其實一開始我們看第15章第33節的時候
[00:08:49.920 --> 00:08:51.920]  就很熟悉這個開始
[00:08:51.920 --> 00:08:56.960]  「你們又聽見有吩咐古人的話」
[00:08:56.960 --> 00:09:03.120]  其實這個陳述早在先前第五章的第21和第27節裡面
[00:09:03.120 --> 00:09:06.560]  我們已經見過很熟悉的了
[00:09:06.560 --> 00:09:12.720]  只不過在之後第五章第31節的時候
[00:09:12.720 --> 00:09:20.000]  談論到有關於夫妻 優妻這個題目的時候
[00:09:20.000 --> 00:09:22.000]  就停用過一次而已
[00:09:22.000 --> 00:09:26.960]  現在再次這個陳述開始可以說是告訴我們
[00:09:26.960 --> 00:09:30.800]  耶穌要提出一個新的討論的題目
[00:09:30.800 --> 00:09:33.040]  所以又再次用這個說法
[00:09:33.040 --> 00:09:37.520]  你們應該在座的人曾經聽過
[00:09:37.520 --> 00:09:40.000]  有些吩咐你們的先祖
[00:09:40.000 --> 00:09:42.720]  就是他們猶太人的先祖
[00:09:42.720 --> 00:09:45.760]  猶太人以色列民希伯來民
[00:09:45.760 --> 00:09:51.040]  他們在先前已經流傳了一個這樣的介紹
[00:09:51.040 --> 00:09:52.720]  介紹什麼呢?
[00:09:52.720 --> 00:09:57.040]  是一個已經你們聽慣聽熟
[00:09:57.040 --> 00:09:59.360]  變得一個傳統
[00:09:59.360 --> 00:10:02.480]  甚至可以說是一個已如木掩
[00:10:02.480 --> 00:10:05.760]  已經熟悉不過的教訓
[00:10:05.760 --> 00:10:10.880]  其實這種教訓正正就是影響你們的錯信的狀態
[00:10:10.880 --> 00:10:16.000]  所以耶穌就在這個時候要提出這個討論
[00:10:16.000 --> 00:10:19.120]  希望讓這班在座的人明白
[00:10:19.120 --> 00:10:21.600]  上帝的心意是什麼
[00:10:21.600 --> 00:10:23.840]  這句話是什麼呢?
[00:10:23.840 --> 00:10:27.040]  耶穌就在這裡告訴他們
[00:10:27.040 --> 00:10:33.680]  「不可背誓,所起的誓,總要向主謹守」
[00:10:33.680 --> 00:10:38.560]  這個是你們已經已如木掩很熟悉的一個陳述
[00:10:38.560 --> 00:10:40.880]  這句話在哪裡出的呢?
[00:10:40.880 --> 00:10:44.480]  如果大家去查考聖經的時候就會發現到
[00:10:44.480 --> 00:10:49.520]  這句話沒有直接在一段的聖經裡面出現的
[00:10:49.520 --> 00:10:55.440]  原來這句話「不可背誓,所起的誓,總要向主謹守」
[00:10:55.440 --> 00:10:59.920]  是一句神學的創作口號
[00:10:59.920 --> 00:11:08.400]  它是當時以色列文以利未記第十九章第十二節的其中一句
[00:11:08.400 --> 00:11:14.240]  「不可背誓,所起的誓,總要向主謹守」
[00:11:14.240 --> 00:11:19.520]  這個陳述的部分的經節
[00:11:19.520 --> 00:11:23.440]  組合了其他的經文
[00:11:23.440 --> 00:11:29.360]  在哪裡呢?原來它參合了出埃及記第二十章第七節
[00:11:29.360 --> 00:11:33.520]  文素記第三十章第二節
[00:11:33.520 --> 00:11:37.040]  和生命記的兩段經文五章一節
[00:11:37.040 --> 00:11:42.160]  和二十三章二十一至二十三節
[00:11:42.160 --> 00:11:48.320]  總共加起來這裡有四卷的經書
[00:11:48.320 --> 00:11:52.560]  而加起來總共有五段的經文
[00:11:52.560 --> 00:11:58.080]  而他們湊合創作一個合成本
[00:11:58.080 --> 00:12:06.400]  就是我們今天所看到的這一句「不可背誓,所起的誓,總要向主謹守」
[00:12:06.400 --> 00:12:13.760]  他們以一句由利未記第十九章十二節的下半節的經文
[00:12:13.760 --> 00:12:19.600]  來組合出一句這樣的神學用語或者口號
[00:12:19.600 --> 00:12:24.960]  就好像我們今天所聽到的那些「信耶穌得永生」
[00:12:24.960 --> 00:12:31.520]  將這句話幾段經文湊在一起
[00:12:31.520 --> 00:12:34.800]  然後希望能夠容易被人記得
[00:12:34.800 --> 00:12:36.800]  於是就創造了這句話
[00:12:36.800 --> 00:12:42.960]  看上去這句「不可背誓,所起的誓,總要向主謹守」
[00:12:42.960 --> 00:12:44.960]  看上去挺好的
