
[00:00:00.000 --> 00:00:09.000]  五個月的時間我們終於讀完第一次 讀完十誡
[00:00:09.000 --> 00:00:17.400]  讀十誡在一些教會是每個主日在崇拜裏面都讀的
[00:00:17.400 --> 00:00:21.000]  譬如香港的禮賢會就是
[00:00:21.000 --> 00:00:25.600]  只有禮賢會的弟兄姊妹在書 你會不會懷念這個傳統
[00:00:25.600 --> 00:00:29.800]  讀之前弟兄姊妹要起立聽的
[00:00:29.800 --> 00:00:33.800]  剛才我很想叫大家起身
[00:00:33.800 --> 00:00:37.800]  然後有管風琴奏樂
[00:00:37.800 --> 00:00:42.200]  真的好像在西乃山雷轟閃電
[00:00:42.200 --> 00:00:46.600]  然後牧師就好像摩西一樣宣佈
[00:00:46.600 --> 00:00:52.800]  耶和華上帝在他的山上的十條星階
[00:00:52.800 --> 00:00:55.800]  讀完之後管風琴奏樂
[00:00:55.800 --> 00:00:59.400]  大家很震撼地坐在地上
[00:00:59.400 --> 00:01:04.400]  不過剛才我們都很留心聽神的話
[00:01:04.400 --> 00:01:08.000]  所以今天我們來到第十誡
[00:01:08.000 --> 00:01:13.400]  或者說上帝所說的第十個重點
[00:01:13.400 --> 00:01:17.200]  上帝的說話的第十句
[00:01:17.200 --> 00:01:20.800]  不可貪戀人的房屋
[00:01:20.800 --> 00:01:24.800]  也不可貪戀人的妻子
[00:01:24.800 --> 00:01:31.800]  焗皮牛肉並他一切所有的
[00:01:31.800 --> 00:01:36.800]  這一句的教導不是
[00:01:36.800 --> 00:01:39.800]  聽清楚了 不是
[00:01:39.800 --> 00:01:44.800]  不是叫我們做基督徒的
[00:01:44.800 --> 00:01:49.800]  心指水四大皆空
[00:01:49.800 --> 00:01:54.800]  不可貪心
[00:01:54.800 --> 00:01:57.800]  你明白嗎?
[00:01:57.800 --> 00:02:00.800]  不會的 你心動的
[00:02:00.800 --> 00:02:04.800]  不可以 聖經說四大皆空
[00:02:04.800 --> 00:02:06.800]  我都犯這個毛病
[00:02:06.800 --> 00:02:08.800]  因為定這個題目很久以前了
[00:02:08.800 --> 00:02:10.800]  為了要三個字三個字
[00:02:10.800 --> 00:02:14.800]  就定了「貪戀」
[00:02:14.800 --> 00:02:16.800]  基督徒不貪心的
[00:02:16.800 --> 00:02:19.800]  沒有什麼會恨的
[00:02:19.800 --> 00:02:23.800]  所以見到任何的東西都無動於衷
[00:02:23.800 --> 00:02:28.800]  那麼屬靈的功力就夠深厚
[00:02:28.800 --> 00:02:30.800]  所以弟兄可能容易一點
[00:02:30.800 --> 00:02:32.800]  剛才主要是說麻木
[00:02:32.800 --> 00:02:34.800]  姐妹就不行了
[00:02:34.800 --> 00:02:36.800]  見到一樣東西都心動的
[00:02:36.800 --> 00:02:38.800]  這樣東西便宜的 看一陣子
[00:02:38.800 --> 00:02:39.800]  明明去買個西瓜
[00:02:39.800 --> 00:02:41.800]  結果買了一大堆東西回來
[00:02:41.800 --> 00:02:44.800]  但是不是 聖經不是說這件事
[00:02:44.800 --> 00:02:46.800]  如果我們這樣想
[00:02:46.800 --> 00:02:49.800]  我們就完全搞錯了
[00:02:49.800 --> 00:02:52.800]  為什麼我這樣說呢?
[00:02:52.800 --> 00:02:54.800]  因為我們翻譯聖經
[00:02:54.800 --> 00:02:56.800]  來到這一句話
[00:02:56.800 --> 00:02:59.800]  我們翻譯「貪戀」
[00:02:59.800 --> 00:03:01.800]  出現了兩次 是不是?
[00:03:01.800 --> 00:03:03.800]  不可貪戀人的房屋
[00:03:03.800 --> 00:03:07.800]  不可貪戀人的妻子
[00:03:07.800 --> 00:03:11.800]  其實在另外的經文出現
[00:03:11.800 --> 00:03:15.800]  我們不會這樣翻譯這個動詞的
[00:03:15.800 --> 00:03:17.800]  另外哪段經文出現這個字
[00:03:17.800 --> 00:03:19.800]  我們不是這樣翻譯的呢?
[00:03:19.800 --> 00:03:25.800]  詩篇十九篇第十節
[00:03:25.800 --> 00:03:26.800]  不知道你熟不熟
[00:03:26.800 --> 00:03:29.800]  這節金句是我女兒的名字
[00:03:29.800 --> 00:03:33.800]  所以我很喜歡這一節的金句
[00:03:33.800 --> 00:03:38.800]  詩篇十九篇第十節
[00:03:38.800 --> 00:03:43.800]  「都比金紙可羨慕
[00:03:43.800 --> 00:03:48.800]  且比極多的證金可羨慕
[00:03:48.800 --> 00:03:51.800]  比物甘甜
[00:03:51.800 --> 00:03:58.800]  且比風放下的的物甘甜」
[00:03:58.800 --> 00:04:01.800]  這裡說了兩個比喻
[00:04:01.800 --> 00:04:04.800]  一個是說黃金
[00:04:04.800 --> 00:04:09.800]  一個是說蜂蜜蜜糖
[00:04:09.800 --> 00:04:13.800]  兩個都不是現代人明白的比喻
[00:04:13.800 --> 00:04:17.800]  所以有時候我們讀完之後
[00:04:17.800 --> 00:04:21.800]  「無動於衷生如止水」
[00:04:21.800 --> 00:04:24.800]  這裡其實說的是
[00:04:24.800 --> 00:04:28.800]  人對於兩樣東西的反應
[00:04:28.800 --> 00:04:34.800]  第一樣就是財富、錢
[00:04:34.800 --> 00:04:40.800]  第二樣就是美食、珍饈、百味
[00:04:40.800 --> 00:04:43.800]  如果兩樣都不是你喜歡的東西
[00:04:43.800 --> 00:04:46.800]  你可以自己代第三樣東西進去
[00:04:46.800 --> 00:04:52.800]  哪樣東西會令你整個人不一樣呢?
[00:04:52.800 --> 00:04:56.800]  譬如我父親見到狗仔的時候
[00:04:56.800 --> 00:04:59.800]  他平時已經八十多歲了
[00:04:59.800 --> 00:05:01.800]  不說話、打瞌睡
[00:05:01.800 --> 00:05:03.800]  但我女兒留意到
[00:05:03.800 --> 00:05:05.800]  「你看爺爺一有隻狗走過
[00:05:05.800 --> 00:05:07.800]  整個不同了樣子」
[00:05:07.800 --> 00:05:09.800]  「年輕了三十年」
[00:05:09.800 --> 00:05:13.800]  如果這些聖經應用在他老人家身上
[00:05:13.800 --> 00:05:15.800]  就應該是說一隻狗仔
[00:05:15.800 --> 00:05:17.800]  我不知道你是什麼
[00:05:17.800 --> 00:05:21.800]  這裡用「可羨慕」這個動詞
[00:05:21.800 --> 00:05:31.800]  在希伯來文和十誡說「貪戀」是同一個字
[00:05:31.800 --> 00:05:35.800]  有些東西你不應該羨慕
[00:05:35.800 --> 00:05:37.800]  不應該貪戀
[00:05:37.800 --> 00:05:41.800]  但有些東西你不貪
[00:05:41.800 --> 00:05:44.800]  就反而是問題
[00:05:44.800 --> 00:05:47.800]  「聖經教我們貪黃金」
[00:05:47.800 --> 00:05:48.800]  「不要貪白飯」
[00:05:48.800 --> 00:05:50.800]  那是兩個比喻
[00:05:50.800 --> 00:05:52.800]  有些東西你會心動
[00:05:52.800 --> 00:05:56.800]  不過那篇十九篇第十節說的是什麼?
[00:05:56.800 --> 00:06:02.800]  是什麼比黃金、精金更加可羨慕?
[00:06:02.800 --> 00:06:08.800]  是什麼比風房下滴的蜜糖更加甘甜?
[00:06:08.800 --> 00:06:10.800]  你要看前面
[00:06:10.800 --> 00:06:15.800]  「耶和華的律法傳遞能甦醒人心」
[00:06:15.800 --> 00:06:21.800]  「耶和華的法道確定能使愚人有智慧」
[00:06:21.800 --> 00:06:23.800]  在說聖經的話
[00:06:23.800 --> 00:06:25.800]  最簡單最低限度
[00:06:25.800 --> 00:06:29.800]  基督徒見到聖經
[00:06:29.800 --> 00:06:32.800]  聽見神的話
[00:06:32.800 --> 00:06:40.800]  「如果身如紙水,四大皆空,無動於衷」
[00:06:40.800 --> 00:06:43.800]  你說是不是很靈性很高超?
[00:06:43.800 --> 00:06:46.800]  他道行很高深
[00:06:46.800 --> 00:06:49.800]  沒有東西能令他心動
[00:06:49.800 --> 00:06:51.800]  不是,不應該是這樣
[00:06:51.800 --> 00:06:57.800]  聖經甚至用了兩個很通俗很普遍的例子
[00:06:57.800 --> 00:07:01.800]  你見到錢會不會微飛星舞?
[00:07:01.800 --> 00:07:04.800]  會呀,在地上撿到50元
[00:07:04.800 --> 00:07:06.800]  你見到好吃的東西
[00:07:06.800 --> 00:07:07.800]  你會不會流口水?
[00:07:07.800 --> 00:07:08.800]  會呀
[00:07:08.800 --> 00:07:10.800]  你見到神的話的時候
[00:07:10.800 --> 00:07:12.800]  你有什麼反應?
[00:07:12.800 --> 00:07:21.800]  可見聖經裡面不是禁止我們有這種反應
[00:07:21.800 --> 00:07:26.800]  同一個字在一些情況下可以這樣做
[00:07:26.800 --> 00:07:30.800]  在另一些情況下應該這樣做
[00:07:30.800 --> 00:07:32.800]  那你要分了
[00:07:32.800 --> 00:07:35.800]  在什麼情況下應該這樣做?
[00:07:35.800 --> 00:07:39.800]  剛才我們讀的這句第十誡最後一句話
[00:07:39.800 --> 00:07:41.800]  我再讀一次給你聽
[00:07:41.800 --> 00:07:46.800]  這次是按著希伯來文很論盡的說法
[00:07:46.800 --> 00:07:52.800]  所以中文翻譯是改善了他的表達
[00:07:52.800 --> 00:07:54.800]  是很簡潔的
[00:07:54.800 --> 00:07:56.800]  原本他是這樣說的
[00:07:56.800 --> 00:08:03.800]  「不可貪戀你的鄰舍的房屋
[00:08:03.800 --> 00:08:11.800]  你也不可貪戀你的鄰舍的妻子
[00:08:11.800 --> 00:08:23.800]  和她的奴僕和她的婢女和她的牛和她的奴
[00:08:23.800 --> 00:08:29.800]  和你鄰舍一切所有的」
[00:08:29.800 --> 00:08:31.800]  你說是不是很論盡呢?
[00:08:31.800 --> 00:08:33.800]  不用說你是中文老師
[00:08:33.800 --> 00:08:36.800]  就算你是普通一個懂中文的人
[00:08:36.800 --> 00:08:40.800]  你也來翻譯他的「她的」、「他的」、「她的」、「和」、「和」
[00:08:40.800 --> 00:08:41.800]  是這麼論盡的
[00:08:41.800 --> 00:08:44.800]  聖經有時候我們翻譯起來
[00:08:44.800 --> 00:08:48.800]  很難避免我們要通述的中文
[00:08:48.800 --> 00:08:52.800]  不過原本這句話這麼論盡是有意思的
[00:08:52.800 --> 00:08:56.800]  因為你這樣讀完之後你聽到些什麼?
[00:08:56.800 --> 00:09:03.800]  原來你不應該羨慕的是什麼?
[00:09:03.800 --> 00:09:07.800]  是別人的東西
[00:09:07.800 --> 00:09:08.800]  是他的
[00:09:08.800 --> 00:09:10.800]  譬如他的房子
[00:09:10.800 --> 00:09:13.800]  你去到別人的房子
[00:09:13.800 --> 00:09:17.800]  哎呀 真是妒忌死我了
[00:09:17.800 --> 00:09:18.800]  我現在不會了
[00:09:18.800 --> 00:09:21.800]  因為我知道我們走了之後他要做多少功夫
[00:09:21.800 --> 00:09:25.800]  越大間越多功夫做
[00:09:25.800 --> 00:09:29.800]  環境越美越多raccoons
[00:09:29.800 --> 00:09:32.800]  別人的妻子
[00:09:32.800 --> 00:09:33.800]  是不是?
[00:09:33.800 --> 00:09:35.800]  哎呀 真是美了
[00:09:35.800 --> 00:09:37.800]  我們不要這麼庸俗
[00:09:37.800 --> 00:09:40.800]  別人的真是溫柔
[00:09:40.800 --> 00:09:43.800]  說話真的沒有這麼兇的
[00:09:43.800 --> 00:09:44.800]  別人的丈夫
[00:09:44.800 --> 00:09:46.800]  我經常都在這裡冤枉弟兄
[00:09:46.800 --> 00:09:49.800]  這次要沒有性別歧視
[00:09:49.800 --> 00:09:51.800]  你不像他
[00:09:51.800 --> 00:09:54.800]  他才是很體貼的
[00:09:54.800 --> 00:09:56.800]  他叫就做事的
[00:09:56.800 --> 00:09:58.800]  你躺在這裡
[00:09:58.800 --> 00:09:59.800]  別人的
[00:09:59.800 --> 00:10:02.800]  你明白我的意思了嗎?
[00:10:02.800 --> 00:10:08.800]  你對你自己的妻子不貪戀是罪惡
[00:10:08.800 --> 00:10:12.800]  你有沒有想過這件事?
[00:10:12.800 --> 00:10:15.800]  曾賢教我們什麼?
[00:10:15.800 --> 00:10:19.800]  我看到我太太無動於衷
[00:10:19.800 --> 00:10:21.800]  心如止水
[00:10:21.800 --> 00:10:25.800]  我看到我丈夫簡直死心
[00:10:25.800 --> 00:10:28.800]  對不起 這是犯罪
[00:10:28.800 --> 00:10:33.800]  你看到別人的你心臃就不對
[00:10:33.800 --> 00:10:35.800]  是不是?
[00:10:35.800 --> 00:10:38.800]  我們經常都有誤會
[00:10:38.800 --> 00:10:42.800]  不要貪別人的
[00:10:42.800 --> 00:10:46.800]  為什麼我會羨慕別人呢?
[00:10:46.800 --> 00:10:49.800]  很簡單 因為我的房子小
[00:10:49.800 --> 00:10:52.800]  因為我的房子不夠好
[00:10:52.800 --> 00:10:54.800]  我有我就不會貪
[00:10:54.800 --> 00:10:56.800]  這是我們的誤會
[00:10:56.800 --> 00:10:58.800]  聖經裡面
[00:10:58.800 --> 00:11:02.800]  舊約聖經裡面最出名的兩個貪的例子
[00:11:02.800 --> 00:11:04.800]  你記得嗎?
[00:11:04.800 --> 00:11:07.800]  第一個是阿哈旺
[00:11:07.800 --> 00:11:09.800]  以色列北國
[00:11:09.800 --> 00:11:13.800]  一個很出色的皇帝
[00:11:13.800 --> 00:11:20.800]  他貪倫舍那白的葡萄園
[00:11:20.800 --> 00:11:24.800]  回來就不開心
[00:11:24.800 --> 00:11:27.800]  皇后夜使別教他
[00:11:27.800 --> 00:11:29.800]  你有沒有搞錯?
[00:11:29.800 --> 00:11:30.800]  你是什麼?你記不記得?
[00:11:30.800 --> 00:11:32.800]  你是皇帝
[00:11:32.800 --> 00:11:33.800]  皇帝又怎樣?
[00:11:33.800 --> 00:11:35.800]  皇帝就拿嘛
[00:11:35.800 --> 00:11:37.800]  那怎麼拿?
[00:11:37.800 --> 00:11:38.800]  皇帝不是搶的
[00:11:38.800 --> 00:11:41.800]  皇帝是去誣告他
[00:11:41.800 --> 00:11:43.800]  他就去作假見證
[00:11:43.800 --> 00:11:44.800]  上次我們說的
[00:11:44.800 --> 00:11:47.800]  然後就把那白治死罪
[00:11:47.800 --> 00:11:50.800]  於是就充公他的葡萄園
[00:11:50.800 --> 00:11:52.800]  收為國有
[00:11:52.800 --> 00:11:54.800]  阿哈旺就走進去
[00:11:54.800 --> 00:11:58.800]  享受他恨的葡萄園
[00:11:58.800 --> 00:12:00.800]  結果在那裡遇到伊利亞
[00:12:00.800 --> 00:12:04.800]  你回去自己讀獵王紀上的經文
[00:12:04.800 --> 00:12:07.800]  阿哈旺什麼都有
[00:12:07.800 --> 00:12:09.800]  不是說有
[00:12:09.800 --> 00:12:12.800]  就不會羨慕別人那個
[00:12:12.800 --> 00:12:13.800]  不要搞錯
[00:12:13.800 --> 00:12:16.800]  第二個例子你一定記得
[00:12:16.800 --> 00:12:18.800]  既然說完阿哈旺
