
[00:00:00.000 --> 00:00:06.000]  我們傳注一個歡喜快樂的心
[00:00:06.000 --> 00:00:08.000]  來到上帝的殿裏面
[00:00:08.000 --> 00:00:10.000]  在神的家裏面
[00:00:10.000 --> 00:00:12.000]  我們來到是敬拜
[00:00:12.000 --> 00:00:14.000]  侍奉神
[00:00:14.000 --> 00:00:16.000]  無論你是在現場的
[00:00:16.000 --> 00:00:18.000]  實體的
[00:00:18.000 --> 00:00:20.000]  或者是家中在線上的
[00:00:20.000 --> 00:00:22.000]  我們大家一齊都可以來到
[00:00:22.000 --> 00:00:24.000]  這位無所不在的神的面前
[00:00:24.000 --> 00:00:26.000]  我們來到用詩歌
[00:00:26.000 --> 00:00:28.000]  用禱告
[00:00:28.000 --> 00:00:30.000]  用心靈
[00:00:30.000 --> 00:00:32.000]  用誠實來敬拜神
[00:00:32.000 --> 00:00:34.000]  多麼好啊
[00:00:34.000 --> 00:00:36.000]  我們感謝讚美主
[00:00:36.000 --> 00:00:38.000]  我們來到思想
[00:00:38.000 --> 00:00:40.000]  思想一個意象
[00:00:40.000 --> 00:00:42.000]  我們從聖經說
[00:00:42.000 --> 00:00:44.000]  民無意象
[00:00:44.000 --> 00:00:46.000]  民就會放肆
[00:00:46.000 --> 00:00:48.000]  就會
[00:00:48.000 --> 00:00:50.000]  鋒頭散發
[00:00:50.000 --> 00:00:52.000]  就會沒有一個約束力
[00:00:52.000 --> 00:00:56.000]  沒有一個我們專注的目標
[00:00:56.000 --> 00:00:58.000]  特別在這個世界
[00:00:58.000 --> 00:01:00.000]  這麼紛亂的環境裏
[00:01:00.000 --> 00:01:02.000]  今天你和我
[00:01:02.000 --> 00:01:04.000]  所面對的世界
[00:01:04.000 --> 00:01:06.000]  無論是在歐洲
[00:01:06.000 --> 00:01:08.000]  所發展出來的
[00:01:08.000 --> 00:01:10.000]  這個俄烏的戰爭
[00:01:10.000 --> 00:01:12.000]  或者我們自己在社會裏面
[00:01:12.000 --> 00:01:14.000]  所面對的通貨的膨脹
[00:01:14.000 --> 00:01:16.000]  各方面的壓力
[00:01:16.000 --> 00:01:18.000]  或者是現在
[00:01:18.000 --> 00:01:20.000]  在台海上面
[00:01:20.000 --> 00:01:22.000]  所出現的緊張的局面
[00:01:22.000 --> 00:01:24.000]  感覺到我們
[00:01:24.000 --> 00:01:26.000]  處於高壓的環境裏
[00:01:26.000 --> 00:01:28.000]  疫情還是非常嚴峻
[00:01:28.000 --> 00:01:30.000]  在這種環境裏
[00:01:30.000 --> 00:01:32.000]  我們如何能夠
[00:01:32.000 --> 00:01:34.000]  生活得安穩呢
[00:01:34.000 --> 00:01:36.000]  如何在平靜
[00:01:36.000 --> 00:01:38.000]  安穩中間
[00:01:38.000 --> 00:01:40.000]  能夠重新得力呢
[00:01:40.000 --> 00:01:42.000]  今天我們就開始
[00:01:42.000 --> 00:01:44.000]  在以西傑先知
[00:01:44.000 --> 00:01:46.000]  他所領受耶和華神
[00:01:46.000 --> 00:01:48.000]  給他的訊息裏
[00:01:48.000 --> 00:01:50.000]  我們來思想一下
[00:01:50.000 --> 00:01:52.000]  將我們的心靈
[00:01:52.000 --> 00:01:54.000]  推到神的寶座面前
[00:01:54.000 --> 00:01:56.000]  我們來觀看
[00:01:56.000 --> 00:01:58.000]  觀看這個世界
[00:01:58.000 --> 00:02:00.000]  在一個最高點
[00:02:00.000 --> 00:02:02.000]  在一個高處裏面
[00:02:02.000 --> 00:02:04.000]  來看這個萬變的世界
[00:02:04.000 --> 00:02:06.000]  我們一開始的時候
[00:02:06.000 --> 00:02:08.000]  來看以西傑書
[00:02:08.000 --> 00:02:10.000]  當時以西傑先知
[00:02:10.000 --> 00:02:12.000]  他在30年
[00:02:12.000 --> 00:02:14.000]  這個30年
[00:02:14.000 --> 00:02:16.000]  一般我們解釋為一個祭司
[00:02:16.000 --> 00:02:18.000]  以西傑
[00:02:18.000 --> 00:02:20.000]  他是一個祭司出身的
[00:02:20.000 --> 00:02:22.000]  他從一個
[00:02:22.000 --> 00:02:24.000]  30歲開始出來
[00:02:24.000 --> 00:02:26.000]  侍奉的人生裏面
[00:02:26.000 --> 00:02:28.000]  他感受到什麼情況呢
[00:02:28.000 --> 00:02:30.000]  而且當時是遇到
[00:02:30.000 --> 00:02:32.000]  國破家亡
[00:02:32.000 --> 00:02:34.000]  當時猶太國
[00:02:34.000 --> 00:02:36.000]  已經是被巴比倫國
[00:02:36.000 --> 00:02:38.000]  所攻滅的
[00:02:38.000 --> 00:02:40.000]  他們的首都他們的聖殿
[00:02:40.000 --> 00:02:42.000]  已經被摧毀
[00:02:42.000 --> 00:02:44.000]  他們的子民一波一波
[00:02:44.000 --> 00:02:46.000]  三波被擄到巴比倫
[00:02:46.000 --> 00:02:48.000]  而以西傑
[00:02:48.000 --> 00:02:52.000]  同時在被擄的民中間
[00:02:52.000 --> 00:02:54.000]  面對這個國破家亡
[00:02:54.000 --> 00:02:56.000]  面對這個
[00:02:56.000 --> 00:02:58.000]  種種的紛亂的世局裏面
[00:02:58.000 --> 00:03:00.000]  神讓他們
[00:03:00.000 --> 00:03:02.000]  看見什麼的異象呢
[00:03:02.000 --> 00:03:04.000]  今天你和我一樣
[00:03:04.000 --> 00:03:06.000]  面對很多很多的問題
[00:03:06.000 --> 00:03:08.000]  很多我們難以控制的問題
[00:03:08.000 --> 00:03:10.000]  怎樣可以安穩
[00:03:10.000 --> 00:03:12.000]  怎樣可以
[00:03:12.000 --> 00:03:14.000]  過一個
[00:03:14.000 --> 00:03:16.000]  平安喜樂的人生呢
[00:03:16.000 --> 00:03:18.000]  今天我們來到思想
[00:03:18.000 --> 00:03:20.000]  就是這個題目
[00:03:20.000 --> 00:03:22.000]  當時在加伯老河
[00:03:22.000 --> 00:03:24.000]  在這個
[00:03:24.000 --> 00:03:26.000]  幼法拉底河一條支流
[00:03:26.000 --> 00:03:28.000]  他身為一個亡國奴
[00:03:28.000 --> 00:03:30.000]  身為一個被擄到
[00:03:30.000 --> 00:03:32.000]  外邦的一個人
[00:03:32.000 --> 00:03:34.000]  他在這個
[00:03:34.000 --> 00:03:36.000]  景象裏面
[00:03:36.000 --> 00:03:38.000]  在這個情景裏面
[00:03:38.000 --> 00:03:40.000]  突然間他見到天開了
[00:03:40.000 --> 00:03:42.000]  突然間見到一個異象
[00:03:42.000 --> 00:03:44.000]  這個異象呢
[00:03:44.000 --> 00:03:46.000]  是一個非常奇特的景象
[00:03:46.000 --> 00:03:48.000]  當時將歷史的背景
[00:03:48.000 --> 00:03:50.000]  講出來
[00:03:50.000 --> 00:03:52.000]  就是末代的皇帝
[00:03:52.000 --> 00:03:54.000]  約瓦敬王被擄
[00:03:54.000 --> 00:03:56.000]  第五年的時間
[00:03:56.000 --> 00:03:58.000]  四月初五
[00:03:58.000 --> 00:04:00.000]  當時他在加勒底
[00:04:00.000 --> 00:04:02.000]  巴比倫
[00:04:02.000 --> 00:04:04.000]  加伯老河邊
[00:04:04.000 --> 00:04:06.000]  神的話
[00:04:06.000 --> 00:04:08.000]  臨到這一位
[00:04:08.000 --> 00:04:10.000]  祭司
[00:04:10.000 --> 00:04:12.000]  布西的兒子
[00:04:12.000 --> 00:04:14.000]  以西傑
[00:04:14.000 --> 00:04:16.000]  三十歲
[00:04:16.000 --> 00:04:18.000]  是一個祭司出來
[00:04:18.000 --> 00:04:20.000]  侍奉的年齡
[00:04:20.000 --> 00:04:22.000]  當時他生活在外邦
[00:04:22.000 --> 00:04:24.000]  聖殿已經被摧毀
[00:04:24.000 --> 00:04:26.000]  但神仍然使用他
[00:04:26.000 --> 00:04:28.000]  然後約瓦敬的靈
[00:04:28.000 --> 00:04:30.000]  即是約瓦敬的手
[00:04:30.000 --> 00:04:32.000]  降臨在他身上
[00:04:32.000 --> 00:04:34.000]  而整卷的
[00:04:34.000 --> 00:04:36.000]  以西傑的先知書
[00:04:36.000 --> 00:04:38.000]  都可以說是聖靈的一卷書卷
[00:04:38.000 --> 00:04:40.000]  有三個大先知
[00:04:40.000 --> 00:04:42.000]  大先知的篇幅比較長
[00:04:42.000 --> 00:04:44.000]  有耶利米的先知
[00:04:44.000 --> 00:04:46.000]  他的重點是
[00:04:46.000 --> 00:04:48.000]  聖父
[00:04:48.000 --> 00:04:50.000]  聖父耶和華神
[00:04:50.000 --> 00:04:52.000]  如何呼喚
[00:04:52.000 --> 00:04:54.000]  他的百姓回傳過來
[00:04:54.000 --> 00:04:56.000]  以察書就說到
