
[00:00:00.000 --> 00:00:05.520]  各位朋友你們好
[00:00:05.520 --> 00:00:08.320]  歡迎大家參加我們三藩市報道會
[00:00:08.320 --> 00:00:10.320]  網上的五堂崇拜
[00:00:10.320 --> 00:00:13.840]  今天我們繼續思想約翰福音的信息
[00:00:13.840 --> 00:00:16.640]  我們來到約翰福音第十九章
[00:00:16.640 --> 00:00:18.880]  三十八節到四十二節
[00:00:18.880 --> 00:00:21.360]  題目叫做「退便」
[00:00:21.360 --> 00:00:24.560]  未開始思想這件聖經之前
[00:00:24.560 --> 00:00:26.880]  請同心低頭不得同禱告
[00:00:26.880 --> 00:00:29.920]  此彼兩天奉你本心多謝你
[00:00:29.920 --> 00:00:33.280]  若有人在基督裡他就是新造的人
[00:00:33.280 --> 00:00:35.680]  舊時已過都變成新的
[00:00:35.680 --> 00:00:37.680]  求你幫助我們
[00:00:37.680 --> 00:00:41.840]  經歷這個「退便」的時候
[00:00:41.840 --> 00:00:44.640]  叫我們能夠懂得感恩的心
[00:00:44.640 --> 00:00:47.840]  也叫我們不是做一個秘密基督徒
[00:00:47.840 --> 00:00:50.400]  而是能夠將你的福音傳開
[00:00:50.400 --> 00:00:52.480]  求你用你的說話去提醒
[00:00:52.480 --> 00:00:54.880]  勸勉教導安慰督責我們
[00:00:54.880 --> 00:00:58.000]  我們這樣禱告乃是奉耶穌基督明教
[00:00:58.000 --> 00:01:00.000]  阿們
[00:01:00.000 --> 00:01:02.960]  Bob Richards 是美國奧林匹克運動會
[00:01:02.960 --> 00:01:04.960]  撐桿選手
[00:01:04.960 --> 00:01:08.000]  他曾經說過一個非常有趣的故事
[00:01:08.000 --> 00:01:09.520]  有一個年輕人
[00:01:09.520 --> 00:01:12.000]  是一個大學足球隊的隊員
[00:01:12.000 --> 00:01:15.040]  但是他從未曾出賽過
[00:01:15.040 --> 00:01:17.840]  每一場都是坐冷板椅
[00:01:17.840 --> 00:01:20.240]  事實上他都不太介意
[00:01:20.240 --> 00:01:23.040]  因為他是一個名副其實的
[00:01:23.040 --> 00:01:25.920]  又死火的老油條一樣
[00:01:25.920 --> 00:01:27.920]  凡事提不起見
[00:01:27.920 --> 00:01:29.920]  樣樣躺平
[00:01:29.920 --> 00:01:32.480]  練球的時候人家跑50個圈
[00:01:32.480 --> 00:01:35.200]  他就只是跑25個
[00:01:35.200 --> 00:01:37.200]  減了一半
[00:01:37.200 --> 00:01:39.200]  人家落力10分的
[00:01:39.200 --> 00:01:41.200]  他只是5成
[00:01:41.200 --> 00:01:43.200]  樣樣東西都是媽媽夫婦
[00:01:43.200 --> 00:01:45.200]  按章辦事
[00:01:45.200 --> 00:01:47.200]  辦完就算
[00:01:47.200 --> 00:01:49.200]  他當交差
[00:01:49.200 --> 00:01:51.200]  他喜歡穿球衣
[00:01:51.200 --> 00:01:53.200]  但不喜歡練球
[00:01:53.200 --> 00:01:55.200]  他喜歡贏球
[00:01:55.200 --> 00:01:57.200]  但不願意付出代價
[00:01:57.200 --> 00:01:59.200]  所以每一場
[00:01:59.200 --> 00:02:01.200]  教練都讓他坐冷板椅
[00:02:01.200 --> 00:02:03.200]  他也不介意
[00:02:03.200 --> 00:02:05.200]  有一天練球的時候
[00:02:05.200 --> 00:02:07.200]  教練對他說
[00:02:07.200 --> 00:02:09.200]  你有電報
[00:02:09.200 --> 00:02:11.200]  他都懶得看
