
[00:00:00.000 --> 00:00:04.000]  各位網友早安
[00:00:04.000 --> 00:00:08.000]  今天是聖靈降臨日
[00:00:08.000 --> 00:00:12.000]  我們為了今天有受洗的
[00:00:12.000 --> 00:00:16.000]  有見證的 有轉會的弟兄姊妹
[00:00:16.000 --> 00:00:20.000]  為他們高興 為他們感恩
[00:00:20.000 --> 00:00:24.000]  所以今堂黃牧師提醒我
[00:00:24.000 --> 00:00:28.000]  這堂道跟其他不同
[00:00:28.000 --> 00:00:32.000]  是為受洗的 也為大家講
[00:00:32.000 --> 00:00:36.000]  因此這個題目特別是受洗之後
[00:00:36.000 --> 00:00:40.000]  究竟我們有什麼要留意和做
[00:00:40.000 --> 00:00:44.000]  當中當然有很多已經受洗了
[00:00:44.000 --> 00:00:48.000]  我們再重新思考聖靈的問題
[00:00:48.000 --> 00:00:52.000]  聖靈的題目一般不多說
[00:00:52.000 --> 00:00:56.000]  不單止我們教會 其實在很多場合或地方
[00:00:56.000 --> 00:01:00.000]  也不多說 所以今天好好思考學習
[00:01:00.000 --> 00:01:04.000]  今日經文一節 馬太福音三章十一節
[00:01:04.000 --> 00:01:08.000]  我們一起讀
[00:01:08.000 --> 00:01:12.000]  我是用水給你們施洗 叫你們悔改
[00:01:12.000 --> 00:01:16.000]  但在我以後來的能力比我更大
[00:01:16.000 --> 00:01:20.000]  我就是給他提鞋也不配
[00:01:20.000 --> 00:01:24.000]  他要用聖靈與火給你們施洗
[00:01:24.000 --> 00:01:28.000]  在新學聖經有幾處地方說
[00:01:28.000 --> 00:01:32.000]  馬太 馬可 路加 約翰都有提到
[00:01:32.000 --> 00:01:36.000]  經文約翰為耶穌作見證
[00:01:36.000 --> 00:01:40.000]  約翰說我用水給他們施洗 叫他們悔改
[00:01:40.000 --> 00:01:44.000]  當時的洗禮 猶太人不用接受洗禮
[00:01:44.000 --> 00:01:48.000]  猶太人認為外邦人加入猶太教
[00:01:48.000 --> 00:01:52.000]  因為不潔 所以要洗禮
[00:01:52.000 --> 00:01:58.000]  約翰打破傳統 約翰對猶太人說
[00:01:58.000 --> 00:02:02.000]  不要以為你是阿伯 何韻的子孫就不用洗禮
[00:02:02.000 --> 00:02:06.000]  因為每一個人在上帝面前都會犯罪 都有軟弱
[00:02:06.000 --> 00:02:12.000]  所以約翰要所有猶太人都接受洗禮
[00:02:12.000 --> 00:02:14.000]  所以猶太領袖就不高興
[00:02:14.000 --> 00:02:18.000]  到耶穌的時候 約翰說你是神的兒子
[00:02:18.000 --> 00:02:23.000]  你怎會洗禮呢 耶穌說要盡諸般的義
[00:02:23.000 --> 00:02:27.000]  耶穌要體諒我們 要和我們一樣
[00:02:27.000 --> 00:02:30.000]  不是要高高在上 要和我們一樣
[00:02:30.000 --> 00:02:33.000]  在地位上接受洗禮
[00:02:33.000 --> 00:02:37.000]  洗禮是悔改 很清楚
[00:02:37.000 --> 00:02:44.000]  但接著說將來哪一位就是耶穌基督
[00:02:44.000 --> 00:02:49.000]  祂會為你們用聖靈來洗
[00:02:49.000 --> 00:02:52.000]  事實上耶穌在約翰的方案也提及過
[00:02:52.000 --> 00:02:56.000]  不單止水 水和聖靈
[00:02:56.000 --> 00:03:03.000]  在馬太方案最後的28章提及要奉父子靈
[00:03:03.000 --> 00:03:08.000]  我們會有一個印象 今天洗禮
[00:03:08.000 --> 00:03:13.000]  聖靈就遲一點 慢慢看聖靈什麼時候
[00:03:13.000 --> 00:03:15.000]  聖靈洗是什麼呢
[00:03:15.000 --> 00:03:21.000]  事實上耶穌在他在生的時候
[00:03:21.000 --> 00:03:24.000]  沒有聖靈來為門徒洗禮
[00:03:24.000 --> 00:03:26.000]  直到什麼時候呢
[00:03:26.000 --> 00:03:30.000]  直到他升天之前和門徒說
[00:03:30.000 --> 00:03:32.000]  你要留在耶路撒冷
[00:03:32.000 --> 00:03:36.000]  然後就要接受聖靈的洗
[00:03:36.000 --> 00:03:43.000]  在聖經第一章第五節
[00:03:43.000 --> 00:03:48.000]  耶穌臨走前說要等候聖靈
[00:03:48.000 --> 00:03:51.000]  我們一起讀紅色的字
[00:03:51.000 --> 00:03:54.000]  要得著能力並要在耶路撒冷
[00:03:54.000 --> 00:03:58.000]  猶太傳地 撒瑪利亞 直到地際
[00:03:58.000 --> 00:04:00.000]  作我的見證
[00:04:00.000 --> 00:04:03.000]  約翰的洗禮說要悔改
[00:04:03.000 --> 00:04:06.000]  但聖靈的洗禮是要得著能力
[00:04:06.000 --> 00:04:11.000]  在耶路撒冷 猶太傳地 撒瑪利亞 直到地際
[00:04:11.000 --> 00:04:12.000]  作我的見證
[00:04:12.000 --> 00:04:15.000]  即是說水的洗禮和聖靈的洗禮
[00:04:15.000 --> 00:04:18.000]  是有少少本質的不同
[00:04:18.000 --> 00:04:20.000]  洗禮是赦罪 潔淨
[00:04:20.000 --> 00:04:23.000]  聖靈的洗禮是得能力
[00:04:23.000 --> 00:04:26.000]  我們今天接受水的洗禮
[00:04:26.000 --> 00:04:28.000]  是不是又要等一段時間
[00:04:28.000 --> 00:04:30.000]  等聖靈降臨才有能力呢
[00:04:30.000 --> 00:04:33.000]  我們看下去就發現不是這樣的
[00:04:33.000 --> 00:04:38.000]  聖靈當我們接受洗禮之後
[00:04:38.000 --> 00:04:43.000]  本來我們要追求聖靈 要被聖靈充滿
[00:04:43.000 --> 00:04:46.000]  在審訊的時候
[00:04:46.000 --> 00:04:48.000]  彼得就被聖靈充滿
[00:04:48.000 --> 00:04:50.000]  為主放膽講道
[00:04:50.000 --> 00:04:52.000]  門徒被聖靈充滿 放膽講神的道
[00:04:52.000 --> 00:04:56.000]  即是聖靈和能力就很有關係
[00:04:56.000 --> 00:04:58.000]  今天我們會問
[00:04:58.000 --> 00:05:00.000]  我好像沒什麼能力
[00:05:00.000 --> 00:05:02.000]  我洗了禮 怎樣得到能力呢
[00:05:02.000 --> 00:05:06.000]  洗禮之後 怎樣等候聖靈呢
[00:05:06.000 --> 00:05:09.000]  聖靈很抽象 無形無相
[00:05:09.000 --> 00:05:12.000]  我經常求聖靈充滿我
[00:05:12.000 --> 00:05:14.000]  什麼時候充滿我呢
[00:05:14.000 --> 00:05:20.000]  今天我就要和大家思考一個很重要的問題
[00:05:20.000 --> 00:05:25.000]  首先就是受洗是一個身份的確認
[00:05:25.000 --> 00:05:31.000]  就是我們今天在眾人面前承認相信耶穌基督
[00:05:31.000 --> 00:05:34.000]  這個身份在眾人面前確認
[00:05:34.000 --> 00:05:39.000]  我上帝而來 信而受洗必然得救
[00:05:39.000 --> 00:05:43.000]  所以受洗是我們身份確認的起點
[00:05:43.000 --> 00:05:48.000]  但接著耶穌就說你將來要受聖靈
[00:05:48.000 --> 00:05:54.000]  沒錯 耶穌的時候聖靈未降臨
[00:05:54.000 --> 00:05:59.000]  所以要洗是潔淨灰改
[00:05:59.000 --> 00:06:04.000]  等到五旬節聖靈降臨就有兩段時間
[00:06:04.000 --> 00:06:07.000]  但今天我們已經過了這段時間
[00:06:07.000 --> 00:06:13.000]  我們今天不是黃牧師幫你施洗
[00:06:13.000 --> 00:06:15.000]  然後你有一天等聖靈降臨
[00:06:15.000 --> 00:06:18.000]  不是 是當你受洗的時候
[00:06:18.000 --> 00:06:21.000]  是奉父子的名施洗
[00:06:21.000 --> 00:06:29.000]  所以受洗水的洗禮和聖靈是同時領受同時發生
[00:06:29.000 --> 00:06:38.000]  馬太福音很清楚洗禮是父子來的
[00:06:38.000 --> 00:06:41.000]  所以水的洗禮是包括了聖靈
[00:06:41.000 --> 00:06:44.000]  並且洗禮是即時生效
[00:06:44.000 --> 00:06:48.000]  即是聖靈降臨到你即時生效
[00:06:48.000 --> 00:06:51.000]  但問題還未解決
[00:06:51.000 --> 00:06:54.000]  那我怎樣得到能力呢
[00:06:54.000 --> 00:06:56.000]  那你今天洗禮之後
[00:06:56.000 --> 00:07:02.000]  突然很有能力 又不是
[00:07:02.000 --> 00:07:04.000]  你洗禮的時候都差不多
[00:07:04.000 --> 00:07:06.000]  舊的都沒有什麼改變
[00:07:06.000 --> 00:07:09.000]  以前洗禮都是忠實辣椒
[00:07:09.000 --> 00:07:12.000]  洗禮之前睡眠質素不好
[00:07:12.000 --> 00:07:14.000]  洗禮之後可能睡眠質素也不好
[00:07:14.000 --> 00:07:16.000]  沒有什麼分別吧
[00:07:16.000 --> 00:07:21.000]  究竟水的洗禮和領受聖靈
[00:07:21.000 --> 00:07:23.000]  聖靈說我們得著能力
[00:07:23.000 --> 00:07:25.000]  在哪裡我們知道呢
[00:07:25.000 --> 00:07:30.000]  首先我們要確認洗禮的時候
[00:07:30.000 --> 00:07:32.000]  聖靈已經在心中運行
[00:07:32.000 --> 00:07:34.000]  但問題是聖靈怎樣運行呢
[00:07:34.000 --> 00:07:36.000]  運行性怎樣呢
[00:07:36.000 --> 00:07:38.000]  那是一個開始點
[00:07:38.000 --> 00:07:39.000]  你不需要再等候
[00:07:39.000 --> 00:07:41.000]  聖靈已經在心裏
[00:07:41.000 --> 00:07:46.000]  這個運行本來就是追求聖靈充滿
[00:07:46.000 --> 00:07:50.000]  當一個人聖靈在心裏
[00:07:50.000 --> 00:07:53.000]  但聖靈未完全掌管他
[00:07:53.000 --> 00:07:57.000]  就好像種子在他心裏
[00:07:57.000 --> 00:07:59.000]  所以洗禮悔改
[00:07:59.000 --> 00:08:02.000]  然後聖靈在心裏開始成性生活
[00:08:02.000 --> 00:08:05.000]  是即時的 同時的
[00:08:05.000 --> 00:08:07.000]  只不過是開始
[00:08:07.000 --> 00:08:09.000]  有些人開始得快
[00:08:09.000 --> 00:08:11.000]  有些人開始得慢
[00:08:11.000 --> 00:08:13.000]  有些人聖靈在裏面
[00:08:13.000 --> 00:08:16.000]  但一路運作很少
[00:08:16.000 --> 00:08:18.000]  因為你不理他
[00:08:18.000 --> 00:08:20.000]  或者你不重視他
[00:08:20.000 --> 00:08:22.000]  沒錯 聖靈在心裏提醒你
[00:08:22.000 --> 00:08:24.000]  你又不去聽
[00:08:24.000 --> 00:08:26.000]  不是說你沒有聖靈
[00:08:26.000 --> 00:08:31.000]  只不過聖靈在你裏面的運作不夠強烈
[00:08:31.000 --> 00:08:35.000]  所以我們洗禮的時候
[00:08:35.000 --> 00:08:37.000]  聖靈已經在心裏
[00:08:37.000 --> 00:08:39.000]  但很多時候
[00:08:39.000 --> 00:08:42.000]  很多人是閒置不理
[00:08:42.000 --> 00:08:44.000]  以為洗禮後
[00:08:44.000 --> 00:08:47.000]  受洗就等上天堂
[00:08:47.000 --> 00:08:49.000]  其他的沒有改變
[00:08:49.000 --> 00:08:52.000]  問題是很多信徒的問題
[00:08:52.000 --> 00:08:54.000]  很多信徒洗禮後
[00:08:54.000 --> 00:08:56.000]  閒置不理
[00:08:56.000 --> 00:08:58.000]  聖靈已經在
[00:08:58.000 --> 00:09:00.000]  他不聽 或者不重視
[00:09:00.000 --> 00:09:02.000]  不追求
[00:09:02.000 --> 00:09:06.000]  所以繼續舊生活
[00:09:06.000 --> 00:09:08.000]  我沒有說他不行
[00:09:08.000 --> 00:09:14.000]  不過他的信徒生命很弱
[00:09:14.000 --> 00:09:18.000]  所以我們要追求聖靈充滿
[00:09:18.000 --> 00:09:22.000]  要讓聖靈在我們心裏運作
[00:09:22.000 --> 00:09:26.000]  幫助我們應付生活上的問題
[00:09:26.000 --> 00:09:28.000]  甚麼是聖靈充滿呢?
[00:09:28.000 --> 00:09:30.000]  聖靈充滿就是
[00:09:30.000 --> 00:09:33.000]  讓聖靈去治死我們肉體的軟弱
[00:09:33.000 --> 00:09:35.000]  去順從聖靈的引導
[00:09:35.000 --> 00:09:39.000]  我們怎知道某人的聖靈大大運行呢?
[00:09:39.000 --> 00:09:41.000]  甚至被聖靈充滿呢?
[00:09:41.000 --> 00:09:43.000]  有些人以為講方言
[00:09:43.000 --> 00:09:45.000]  醫病趕鬼
[00:09:45.000 --> 00:09:47.000]  沒錯 我不否定講方言
[00:09:47.000 --> 00:09:49.000]  有些人會講方言
[00:09:49.000 --> 00:09:51.000]  很有能力醫病趕鬼
[00:09:51.000 --> 00:09:53.000]  但聖經裏面說
[00:09:53.000 --> 00:09:57.000]  其實最重要的是見證神
[00:09:57.000 --> 00:09:59.000]  即是有聖靈在裏面
[00:09:59.000 --> 00:10:01.000]  甚至有聖靈的激勵
[00:10:01.000 --> 00:10:04.000]  我們是有能力去見證上帝
[00:10:04.000 --> 00:10:06.000]  所以你有沒有去見證上帝
[00:10:06.000 --> 00:10:12.000]  這是測試你的聖靈在你心裏有多少運行
[00:10:12.000 --> 00:10:16.000]  有一位加拿大民眾教會創辦人
[00:10:16.000 --> 00:10:18.000]  很有名的史密斯
[00:10:18.000 --> 00:10:22.000]  他當時面對教會很多人說
[00:10:22.000 --> 00:10:24.000]  你沒有講方言
[00:10:24.000 --> 00:10:26.000]  你又沒有超級能力
[00:10:26.000 --> 00:10:28.000]  他說不是這樣
[00:10:28.000 --> 00:10:31.000]  他說真正聖靈在你心裏運作
[00:10:31.000 --> 00:10:35.000]  就是你有沒有能力去勝過罪
[00:10:35.000 --> 00:10:37.000]  不貪心
[00:10:37.000 --> 00:10:39.000]  關心人
[00:10:39.000 --> 00:10:41.000]  服侍主
[00:10:41.000 --> 00:10:45.000]  當你心裏時時思考上帝的事情
[00:10:45.000 --> 00:10:47.000]  當你愛慕神的話語
[00:10:47.000 --> 00:10:49.000]  當你關心你的姐妹
[00:10:49.000 --> 00:10:51.000]  愛你身邊的人
[00:10:51.000 --> 00:10:55.000]  其實聖靈就是這樣運作
[00:10:55.000 --> 00:10:59.000]  不是要有些很神奇的東西
[00:10:59.000 --> 00:11:01.000]  很智能的東西
[00:11:01.000 --> 00:11:05.000]  所以被聖靈充滿的信徒的生活
[00:11:05.000 --> 00:11:08.000]  就是他是一個愛主的
[00:11:08.000 --> 00:11:09.000]  愛人的
[00:11:09.000 --> 00:11:11.000]  因為聖靈提醒他 鼓勵他
[00:11:11.000 --> 00:11:15.000]  所以聖靈充滿也不是一次的
[00:11:15.000 --> 00:11:17.000]  我今天被聖靈充滿了
[00:11:17.000 --> 00:11:19.000]  不是 是一個不斷的追求
[00:11:19.000 --> 00:11:22.000]  最重要是對神的話語的愛慕
[00:11:22.000 --> 00:11:24.000]  很中毒神的話
[00:11:24.000 --> 00:11:26.000]  看聖經
[00:11:26.000 --> 00:11:28.000]  對弟兄姐妹關懷
[00:11:28.000 --> 00:11:30.000]  關心天的福音
[00:11:30.000 --> 00:11:32.000]  這個就是一個測試
[00:11:32.000 --> 00:11:34.000]  當你什麼都沒有的時候
[00:11:34.000 --> 00:11:37.000]  你一定要去求神
[00:11:37.000 --> 00:11:39.000]  為什麼我這麼冷淡
[00:11:39.000 --> 00:11:41.000]  不過如果你連求神都沒有的時候
[00:11:41.000 --> 00:11:43.000]  就更加沒有了
[00:11:43.000 --> 00:11:47.000]  你求神的時候證明你都想有
[00:11:47.000 --> 00:11:49.000]  所以這個很重要
[00:11:49.000 --> 00:11:52.000]  不要閒置不理
[00:11:52.000 --> 00:11:55.000]  另外更重要的就是
[00:11:55.000 --> 00:12:00.000]  聖靈在心裡叫我們對付罪惡
[00:12:00.000 --> 00:12:02.000]  對肉體
[00:12:02.000 --> 00:12:04.000]  我們的私慾
[00:12:04.000 --> 00:12:05.000]  我們的自私
[00:12:05.000 --> 00:12:07.000]  我們的貪念
[00:12:07.000 --> 00:12:10.000]  或者我們的漠不關心
[00:12:10.000 --> 00:12:14.000]  聖靈很多時候都會幫助我們
[00:12:14.000 --> 00:12:16.000]  有聖靈在心裡
[00:12:16.000 --> 00:12:18.000]  不表示我們不會軟弱
[00:12:18.000 --> 00:12:21.000]  不表示我們不會犯錯
[00:12:21.000 --> 00:12:23.000]  所以每一次領聖餐的時候
[00:12:23.000 --> 00:12:26.000]  保祿提醒我們
[00:12:26.000 --> 00:12:31.000]  上帝因為基督的緣故赦免了我們的罪
[00:12:31.000 --> 00:12:35.000]  所以我們在聖餐之後
[00:12:35.000 --> 00:12:36.000]  我們心中平安
[00:12:36.000 --> 00:12:39.000]  我們繼續為主活下去
[00:12:39.000 --> 00:12:42.000]  不要讓我們已經有過錯
[00:12:42.000 --> 00:12:43.000]  或者我們犯過錯
[00:12:43.000 --> 00:12:45.000]  來纏繞著我們
[00:12:45.000 --> 00:12:49.000]  所以在我們整個生活裡
[00:12:49.000 --> 00:12:51.000]  我們不是一天成為聖人
[00:12:51.000 --> 00:12:53.000]  但我們要不斷成長
[00:12:53.000 --> 00:12:55.000]  不斷減少
[00:12:55.000 --> 00:12:57.000]  所以那是一個過程
[00:12:57.000 --> 00:12:59.000]  成性是一個過程
[00:12:59.000 --> 00:13:03.000]  並且約翰特別提醒
[00:13:03.000 --> 00:13:07.000]  千萬不要因為我們犯了錯
[00:13:07.000 --> 00:13:10.000]  罪會纏繞著我們
[00:13:10.000 --> 00:13:15.000]  我們要擺脫過去的不好
[00:13:15.000 --> 00:13:17.000]  不要灰心
[00:13:17.000 --> 00:13:20.000]  最重要是回到神那裡
[00:13:20.000 --> 00:13:23.000]  最怕的是我們做錯事
[00:13:23.000 --> 00:13:25.000]  不敢見弟兄姊妹
[00:13:25.000 --> 00:13:26.000]  離開教會
[00:13:26.000 --> 00:13:29.000]  這就是真正的悲劇
[00:13:29.000 --> 00:13:31.000]  無論如何
[00:13:31.000 --> 00:13:33.000]  神有憐憫
[00:13:33.000 --> 00:13:35.000]  聖靈幫助我們
[00:13:35.000 --> 00:13:38.000]  哪一個人不會有錯呢?
[00:13:38.000 --> 00:13:39.000]  不是要放縱
[00:13:39.000 --> 00:13:43.000]  而是聖靈提醒幫助我們
[00:13:43.000 --> 00:13:46.000]  一個願意信服主
[00:13:46.000 --> 00:13:48.000]  有肉體軟弱的人
[00:13:48.000 --> 00:13:51.000]  其實是很淒涼的
[00:13:51.000 --> 00:13:54.000]  我們靠著耶穌基督
[00:13:54.000 --> 00:13:56.000]  我們就得勝
[00:13:56.000 --> 00:13:59.000]  我們面對很多挑戰
[00:13:59.000 --> 00:14:00.000]  但我們記得一件事
[00:14:00.000 --> 00:14:02.000]  基督已經得勝
[00:14:02.000 --> 00:14:03.000]  所以這件事
[00:14:03.000 --> 00:14:05.000]  每次領聖餐的時候
[00:14:05.000 --> 00:14:10.000]  我們肯定基督給我們的恩典
[00:14:10.000 --> 00:14:12.000]  我今天要說的多一點
[00:14:12.000 --> 00:14:19.000]  當我們不斷追求與主同在
[00:14:19.000 --> 00:14:21.000]  拒絕各樣誘惑
[00:14:21.000 --> 00:14:24.000]  不要被罪難了和上帝
[00:14:24.000 --> 00:14:26.000]  但有一個很重要的
[00:14:26.000 --> 00:14:31.000]  當我們追求聖靈與主合一
[00:14:31.000 --> 00:14:33.000]  就是要聽聖靈的話
[00:14:33.000 --> 00:14:36.000]  怎樣聽聖靈的話呢?
[00:14:36.000 --> 00:14:38.000]  聖靈在哪裡呢?
[00:14:38.000 --> 00:14:40.000]  是否要做夢呢?
[00:14:40.000 --> 00:14:43.000]  聆聽聖靈
[00:14:43.000 --> 00:14:47.000]  就是我今天和洗禮的弟兄姊妹要說的
[00:14:47.000 --> 00:14:49.000]  我們求主赦免我們的罪
[00:14:49.000 --> 00:14:50.000]  沒有問題
[00:14:50.000 --> 00:14:51.000]  神會赦免我們
[00:14:51.000 --> 00:14:53.000]  神會幫助我們
[00:14:53.000 --> 00:14:56.000]  但最重要的是我們聆聽聖靈
[00:14:56.000 --> 00:14:59.000]  在帖撒萊德前書五章十九節
[00:14:59.000 --> 00:15:02.000]  說不要撕裂聖靈的感動
[00:15:02.000 --> 00:15:04.000]  因為聖靈其實是感動我們
[00:15:04.000 --> 00:15:05.000]  聆聽我們
[00:15:05.000 --> 00:15:11.000]  保祿又說基督徒可以令聖靈擔憂
[00:15:11.000 --> 00:15:13.000]  即是聖靈和我們在一起的時候
[00:15:13.000 --> 00:15:14.000]  我們做得不好的時候
[00:15:14.000 --> 00:15:16.000]  聖靈會擔心的
[00:15:16.000 --> 00:15:18.000]  會消滅聖靈的感動
[00:15:18.000 --> 00:15:20.000]  又會令聖靈擔憂
[00:15:20.000 --> 00:15:23.000]  我們怎樣知道聖靈擔心呢?
[00:15:23.000 --> 00:15:27.000]  我們怎樣知道聖靈感動我們呢?
[00:15:27.000 --> 00:15:29.000]  很抽象
[00:15:29.000 --> 00:15:31.000]  聖靈無影無相
[00:15:31.000 --> 00:15:32.000]  很抽象
[00:15:32.000 --> 00:15:33.000]  有人說
[00:15:33.000 --> 00:15:35.000]  會否是晚上我做夢
[00:15:35.000 --> 00:15:37.000]  聖靈和我說話呢?
[00:15:37.000 --> 00:15:42.000]  又或者我去參加一些很特別的聚會
[00:15:42.000 --> 00:15:48.000]  香港有一個使團教你怎樣祈禱
[00:15:48.000 --> 00:15:50.000]  叫你見異象
[00:15:50.000 --> 00:15:51.000]  是不是這樣呢?
[00:15:51.000 --> 00:15:52.000]  我再說
[00:15:52.000 --> 00:15:54.000]  聖靈是上帝
[00:15:54.000 --> 00:15:56.000]  聖靈是神
[00:15:56.000 --> 00:15:58.000]  聖靈怎樣和我們說話
[00:15:58.000 --> 00:16:02.000]  這個才重要
[00:16:02.000 --> 00:16:04.000]  聖靈很少
[00:16:04.000 --> 00:16:06.000]  我不敢說完全沒有
[00:16:06.000 --> 00:16:08.000]  有些很特殊的情況
[00:16:08.000 --> 00:16:10.000]  是很少
[00:16:10.000 --> 00:16:13.000]  用做夢或見異象
[00:16:13.000 --> 00:16:18.000]  因為聖靈有渠道幫我們說話
[00:16:18.000 --> 00:16:20.000]  聆聽聖靈
[00:16:20.000 --> 00:16:24.000]  怎樣聆聽聖靈
[00:16:24.000 --> 00:16:27.000]  我們信上帝是三為一體
[00:16:27.000 --> 00:16:30.000]  父子聖靈
[00:16:30.000 --> 00:16:34.000]  聖靈不會說自己做事
[00:16:34.000 --> 00:16:36.000]  正如耶穌說
[00:16:36.000 --> 00:16:37.000]  他也不會自己做事
[00:16:37.000 --> 00:16:39.000]  父和他一起
[00:16:39.000 --> 00:16:41.000]  聖靈也不會自己做事
[00:16:41.000 --> 00:16:44.000]  是子父和他一起
[00:16:44.000 --> 00:16:48.000]  如果聖靈三為一體的神
[00:16:48.000 --> 00:16:52.000]  聖靈和我們接觸
[00:16:52.000 --> 00:16:53.000]  是怎樣接觸呢?
[00:16:53.000 --> 00:16:55.000]  無影無相
[00:16:55.000 --> 00:16:57.000]  很抽象
[00:16:57.000 --> 00:17:03.000]  但有一樣東西是透過耶穌基督和他接觸
[00:17:03.000 --> 00:17:05.000]  怎樣透過耶穌基督接觸
[00:17:05.000 --> 00:17:07.000]  就是上帝的話
[00:17:07.000 --> 00:17:09.000]  耶穌就是上帝的道
[00:17:09.000 --> 00:17:13.000]  所以馬丁路德說的話很重要
[00:17:13.000 --> 00:17:19.000]  聖靈是要透過主的道和他說話
[00:17:19.000 --> 00:17:24.000]  聖靈不會找一個很奇怪的東西
[00:17:24.000 --> 00:17:26.000]  在街上看到一個字
[00:17:26.000 --> 00:17:28.000]  或者一個小孩
[00:17:28.000 --> 00:17:31.000]  聖靈不需要這樣
[00:17:31.000 --> 00:17:36.000]  聖靈不需要找這麼多天上的異象
[00:17:36.000 --> 00:17:38.000]  很多人說看到雲
[00:17:38.000 --> 00:17:40.000]  看到奇怪的東西
