
[00:00:00.000 --> 00:00:06.000]  今天我們繼續講盧家呼音的訊息
[00:00:06.000 --> 00:00:08.000]  世界末日
[00:00:08.000 --> 00:00:10.000]  再一次同心
[00:00:10.000 --> 00:00:12.000]  我們一起祈禱
[00:00:12.000 --> 00:00:14.000]  天父我們再一次感謝你
[00:00:14.000 --> 00:00:16.000]  給你寶貴的話語作為我們生命的指引
[00:00:16.000 --> 00:00:18.000]  求你藉著你的話語去提醒
[00:00:18.000 --> 00:00:20.000]  勸勉 教導 安慰 督責 改變我們
[00:00:20.000 --> 00:00:22.000]  讓我們能夠警醒到日
[00:00:22.000 --> 00:00:24.000]  奉耶穌基督名求
[00:00:24.000 --> 00:00:26.000]  阿們
[00:00:26.000 --> 00:00:28.000]  1975年
[00:00:28.000 --> 00:00:30.000]  4月30日
[00:00:30.000 --> 00:00:32.000]  如果我們中間是從越南來的
[00:00:32.000 --> 00:00:34.000]  就永遠不會忘記這個日子
[00:00:34.000 --> 00:00:36.000]  這天
[00:00:36.000 --> 00:00:38.000]  就是西貢淪陷
[00:00:38.000 --> 00:00:40.000]  北越的軍隊和越共
[00:00:40.000 --> 00:00:42.000]  進入西貢
[00:00:42.000 --> 00:00:44.000]  在這裡發生之前一個月
[00:00:44.000 --> 00:00:46.000]  我和我太太那時候
[00:00:46.000 --> 00:00:48.000]  是在菲律賓住
[00:00:48.000 --> 00:00:50.000]  就收到一個
[00:00:50.000 --> 00:00:52.000]  朋友寄來一封信
[00:00:52.000 --> 00:00:54.000]  這封信是自西貢寄來的
[00:00:54.000 --> 00:00:56.000]  是我們一個朋友
[00:00:56.000 --> 00:00:58.000]  我們在菲律賓認識的
[00:00:58.000 --> 00:01:00.000]  他從越南到菲律賓讀書
[00:01:00.000 --> 00:01:02.000]  後來有機會認識了我們
[00:01:02.000 --> 00:01:04.000]  我們帶他去信耶穌
[00:01:04.000 --> 00:01:06.000]  但他覺得上帝呼籲他回越南
[00:01:06.000 --> 00:01:08.000]  所以一年前就回了越南
[00:01:08.000 --> 00:01:10.000]  這封信說了什麼呢
[00:01:10.000 --> 00:01:12.000]  他說
[00:01:12.000 --> 00:01:14.000]  每早上我一睜開眼
[00:01:14.000 --> 00:01:16.000]  發覺我和家人仍然存在
[00:01:16.000 --> 00:01:18.000]  實在很感謝神
[00:01:18.000 --> 00:01:20.000]  我不知道這樣的日子還有多久
[00:01:20.000 --> 00:01:22.000]  我和家人仍然存在
[00:01:22.000 --> 00:01:24.000]  實在很感謝神
[00:01:24.000 --> 00:01:26.000]  我不知道這樣的日子還有多久
[00:01:26.000 --> 00:01:28.000]  我實在要趕快將這封信傳給我家人和我的朋友
[00:01:28.000 --> 00:01:30.000]  我實在要趕快將這封信傳給我家人和我的朋友
[00:01:30.000 --> 00:01:32.000]  我實在要趕快將這封信傳給我家人和我的朋友
[00:01:32.000 --> 00:01:34.000]  或者有很多人以為這是杞人憂天
[00:01:34.000 --> 00:01:36.000]  不是的
[00:01:36.000 --> 00:01:38.000]  西貢仍然屹立
[00:01:38.000 --> 00:01:40.000]  美國一定會保護我們
[00:01:40.000 --> 00:01:42.000]  我們實在不需要太過憂慮
[00:01:42.000 --> 00:01:44.000]  所以今天的西貢
[00:01:44.000 --> 00:01:46.000]  娛樂場所仍然這麼旺
[00:01:46.000 --> 00:01:48.000]  食肆仍然這麼多人
[00:01:48.000 --> 00:01:50.000]  我們是否可以在西貢
[00:01:50.000 --> 00:01:52.000]  在西貢
[00:01:52.000 --> 00:01:54.000]  雖然這麼多人
[00:01:54.000 --> 00:01:56.000]  但我們心裡知道
[00:01:56.000 --> 00:01:58.000]  這些日子不會太多
[00:01:58.000 --> 00:02:00.000]  我心裡早已預備了
[00:02:00.000 --> 00:02:02.000]  受苦的心智
[00:02:02.000 --> 00:02:04.000]  請為我祈禱
[00:02:04.000 --> 00:02:08.000]  我們收到這封信一個月後
[00:02:08.000 --> 00:02:10.000]  就聽到說西貢淪陷
[00:02:10.000 --> 00:02:14.000]  我們也失去了聯絡
[00:02:14.000 --> 00:02:18.000]  曾經接到一個消息
[00:02:18.000 --> 00:02:20.000]  他曾經投奔陸海
[00:02:20.000 --> 00:02:22.000]  希望去新加坡
[00:02:22.000 --> 00:02:26.000]  但他的船似乎永遠沒有抵達新加坡
[00:02:26.000 --> 00:02:32.000]  人是一些很奇怪的動物
[00:02:32.000 --> 00:02:36.000]  一方面我們頭腦裡懂得去思考
[00:02:36.000 --> 00:02:40.000]  知道人有悲歡離合
[00:02:40.000 --> 00:02:42.000]  有陰晴圓缺
[00:02:42.000 --> 00:02:44.000]  此事古難存
[00:02:44.000 --> 00:02:46.000]  但另一方面
[00:02:46.000 --> 00:02:48.000]  我們很奇怪
[00:02:48.000 --> 00:02:50.000]  我們不覺得這些事會在我們當中
[00:02:50.000 --> 00:02:54.000]  我們在北區住的朋友
[00:02:54.000 --> 00:02:56.000]  我想告訴你們一件事
[00:02:56.000 --> 00:02:58.000]  根據USA Today的報導
[00:02:58.000 --> 00:03:04.000]  他是訪問UC Berkeley
[00:03:04.000 --> 00:03:06.000]  很出名的科學家Peggy Halway
[00:03:06.000 --> 00:03:10.000]  她告訴我們
[00:03:10.000 --> 00:03:12.000]  在這三十年之內
[00:03:12.000 --> 00:03:14.000]  有99.9%
[00:03:16.000 --> 00:03:18.000]  在這區發生大地震
[00:03:18.000 --> 00:03:24.000]  比1900年代的地震來得更大
[00:03:24.000 --> 00:03:32.000]  我相信大多數
[00:03:32.000 --> 00:03:34.000]  認識加州的人
[00:03:34.000 --> 00:03:38.000]  都不會反對這種看法
[00:03:38.000 --> 00:03:40.000]  但我相信每個住在加州的人
[00:03:40.000 --> 00:03:44.000]  心底裡都會覺得
[00:03:44.000 --> 00:03:46.000]  這事不會在我有生之日發生
[00:03:46.000 --> 00:03:50.000]  就算發生也不會在我家
[00:03:50.000 --> 00:03:54.000]  我們很奇怪
[00:03:54.000 --> 00:03:56.000]  有一種否定的本能
[00:03:56.000 --> 00:03:58.000]  在我們生命中
[00:03:58.000 --> 00:04:02.000]  所以一個很出名的英國歷史學家
[00:04:02.000 --> 00:04:04.000]  安翰·托米說
[00:04:04.000 --> 00:04:06.000]  每個人都知道
[00:04:06.000 --> 00:04:08.000]  有一天會沒有明天
[00:04:08.000 --> 00:04:12.000]  但大多數人都不覺得
[00:04:12.000 --> 00:04:14.000]  在我有生之日
[00:04:14.000 --> 00:04:16.000]  會有明天
[00:04:16.000 --> 00:04:18.000]  聰明人就懂得預備那一天
[00:04:18.000 --> 00:04:20.000]  愚蠢人就懂得逃避
[00:04:20.000 --> 00:04:24.000]  原來聖經裡說
[00:04:24.000 --> 00:04:26.000]  今天我們所處的世界
[00:04:26.000 --> 00:04:28.000]  會有末日
[00:04:28.000 --> 00:04:32.000]  但大多數人說
[00:04:32.000 --> 00:04:34.000]  沒有的
[00:04:34.000 --> 00:04:36.000]  日日如是
[00:04:36.000 --> 00:04:38.000]  沒有科學根據的世界
[00:04:38.000 --> 00:04:40.000]  怎會末日呢
[00:04:40.000 --> 00:04:42.000]  最近我看
[00:04:42.000 --> 00:04:44.000]  斯蒂芬·霍根
[00:04:44.000 --> 00:04:46.000]  一個很出名的諾貝爾獎學金物理學家
[00:04:46.000 --> 00:04:48.000]  英國剛去世的一個人
[00:04:48.000 --> 00:04:50.000]  患了ASL
[00:04:50.000 --> 00:04:54.000]  肌肉萎縮症
[00:04:54.000 --> 00:04:56.000]  76歲就離開了
[00:04:56.000 --> 00:05:00.000]  他寫了一本書
[00:05:00.000 --> 00:05:02.000]  《Brief Answer to Big Questions》
[00:05:02.000 --> 00:05:04.000]  他不是一個信徒
[00:05:04.000 --> 00:05:06.000]  他甚至是一個無神論者
[00:05:08.000 --> 00:05:10.000]  我們從科學中
[00:05:10.000 --> 00:05:12.000]  相信今天這個世界仍然在膨脹
[00:05:12.000 --> 00:05:14.000]  今天這個宇宙
[00:05:14.000 --> 00:05:16.000]  有Billions and Billions of Galaxies
[00:05:16.000 --> 00:05:18.000]  一直在膨脹
[00:05:18.000 --> 00:05:20.000]  膨脹的意思
[00:05:20.000 --> 00:05:22.000]  是最終期
[00:05:22.000 --> 00:05:24.000]  一定有一個開始
[00:05:24.000 --> 00:05:26.000]  一個大爆炸
[00:05:26.000 --> 00:05:28.000]  然後一直伸延出去
[00:05:28.000 --> 00:05:30.000]  大多數科學家都相信
[00:05:30.000 --> 00:05:32.000]  在這個宇宙裡
[00:05:32.000 --> 00:05:34.000]  是有一個開始
[00:05:34.000 --> 00:05:36.000]  有Beginning就一定有End
[00:05:36.000 --> 00:05:38.000]  沒有Beginning就沒有End
[00:05:38.000 --> 00:05:40.000]  所以大多數人都會相信
[00:05:40.000 --> 00:05:42.000]  世界每天
[00:05:42.000 --> 00:05:44.000]  絕對不是一件非科學的事情
[00:05:44.000 --> 00:05:48.000]  聖經裡也很強調
[00:05:48.000 --> 00:05:50.000]  這個真理
[00:05:50.000 --> 00:05:52.000]  今天
[00:05:52.000 --> 00:05:54.000]  我們要明白一件事
[00:05:54.000 --> 00:05:56.000]  有一天是會有世界的末了
[00:05:56.000 --> 00:06:02.000]  彼得候書記第三章十二節就說明了
[00:06:02.000 --> 00:06:04.000]  在哪一天
[00:06:04.000 --> 00:06:06.000]  有燒就燒化了
[00:06:06.000 --> 00:06:08.000]  有型則的
[00:06:08.000 --> 00:06:10.000]  都要被烈火融化
[00:06:10.000 --> 00:06:12.000]  我們不知道什麼時候會發生
[00:06:12.000 --> 00:06:14.000]  有些人認為
[00:06:14.000 --> 00:06:16.000]  騙人的
[00:06:16.000 --> 00:06:18.000]  彼得跟著說
[00:06:18.000 --> 00:06:20.000]  主所應許的尚未成就
[00:06:20.000 --> 00:06:22.000]  有人以為他是擔言
[00:06:22.000 --> 00:06:24.000]  其實不是擔言
[00:06:24.000 --> 00:06:26.000]  乃是寬容我們
[00:06:26.000 --> 00:06:28.000]  因為他不願有一人沉淪
[00:06:28.000 --> 00:06:30.000]  乃願人人都悔改
[00:06:30.000 --> 00:06:32.000]  彼得告訴我們
[00:06:32.000 --> 00:06:34.000]  不會的
[00:06:34.000 --> 00:06:36.000]  順利不會來的
[00:06:36.000 --> 00:06:38.000]  耶穌不會回來的
