
[00:00:00.000 --> 00:00:09.000]  各位電影姊妹平安 願神與你們同在
[00:00:09.000 --> 00:00:15.000]  我很感恩我可以回到北村的禮堂
[00:00:15.000 --> 00:00:17.000]  和大家一起在網上崇拜
[00:00:17.000 --> 00:00:22.000]  我心裡有點激動 覺得這段很長的時間
[00:00:22.000 --> 00:00:25.000]  沒有機會和北村家電影姊妹一齊來敬拜
[00:00:25.000 --> 00:00:29.000]  我想回到過去幾個月我在美國
[00:00:29.000 --> 00:00:33.000]  因為當地疫情嚴重 所以在家中崇拜
[00:00:33.000 --> 00:00:40.000]  因此我有機會繼續在網上和北村一齊崇拜
[00:00:40.000 --> 00:00:43.000]  我記得在六月間的時候
[00:00:43.000 --> 00:00:48.000]  較有機會有幾次實體崇拜
[00:00:48.000 --> 00:00:52.000]  我在網上看到崇拜的情況
[00:00:52.000 --> 00:00:55.000]  和看到部分電影姊妹的面容
[00:00:55.000 --> 00:00:59.000]  我記得當鏡頭拍到某些電影姊妹
[00:00:59.000 --> 00:01:00.000]  很多熟悉的面孔
[00:01:00.000 --> 00:01:04.000]  我看到的時候心中有點激動
[00:01:04.000 --> 00:01:06.000]  很想見到大家
[00:01:06.000 --> 00:01:11.000]  也聽到電影姊妹一起很大聲一起頌讚的時候
[00:01:11.000 --> 00:01:14.000]  心裡很盼望有機會有一天
[00:01:14.000 --> 00:01:17.000]  可以和大家再一次在神的殿堂中
[00:01:17.000 --> 00:01:19.000]  一起同心敬拜
[00:01:19.000 --> 00:01:22.000]  雖然現在我們未能夠這樣做
[00:01:22.000 --> 00:01:26.000]  但我們仍然期待上帝恩代這個城市
[00:01:26.000 --> 00:01:28.000]  讓疫情可以得到控制
[00:01:28.000 --> 00:01:31.000]  我們都可以在一起在神教教中
[00:01:31.000 --> 00:01:34.000]  同心一起來敬拜神
[00:01:34.000 --> 00:01:36.000]  今天我也感謝神
[00:01:36.000 --> 00:01:40.000]  讓我有機會和大家再分享這段時間聖經的訊息
[00:01:40.000 --> 00:01:46.000]  我們今天繼續會思想到聖經亞國書第三章13-18的經文
[00:01:46.000 --> 00:01:50.000]  經文裏面有一個很清楚的訊息告訴我們
[00:01:50.000 --> 00:01:53.000]  神給我們天上的智慧
[00:01:53.000 --> 00:01:58.000]  在一個充滿邪惡和患難的世界裏面
[00:01:58.000 --> 00:02:04.000]  神給我們可以仍然活出一種和平和美善的生活
[00:02:04.000 --> 00:02:06.000]  我們大家一起再祈禱
[00:02:06.000 --> 00:02:10.000]  我們仰望主帶領我們
[00:02:10.000 --> 00:02:14.000]  天上的主永恆的上帝
[00:02:14.000 --> 00:02:18.000]  沒有恩慈沒有能力的主
[00:02:18.000 --> 00:02:20.000]  主祢以祢的大能的手
[00:02:20.000 --> 00:02:23.000]  祢都去托住祢自己的教會
[00:02:23.000 --> 00:02:26.000]  因為我們屬於祢
[00:02:26.000 --> 00:02:28.000]  主我們尊崇祢
[00:02:28.000 --> 00:02:30.000]  因為無論地上如何
[00:02:30.000 --> 00:02:32.000]  就算洪水氾濫
[00:02:32.000 --> 00:02:35.000]  祢仍然坐在寶座上為王
[00:02:35.000 --> 00:02:37.000]  因此我們倚靠祢
[00:02:37.000 --> 00:02:38.000]  我們尊崇祢
[00:02:38.000 --> 00:02:40.000]  我們跟隨祢
[00:02:40.000 --> 00:02:42.000]  現在我們在祢面前
[00:02:42.000 --> 00:02:44.000]  第一次會雖然在不同的地方
[00:02:44.000 --> 00:02:47.000]  但主我們願意同心敬拜祢
[00:02:47.000 --> 00:02:49.000]  高舉祢的聖名
[00:02:49.000 --> 00:02:51.000]  求祢保守我們的心
[00:02:51.000 --> 00:02:52.000]  讓我們的敬拜
[00:02:52.000 --> 00:02:55.000]  不單止在崇拜的時刻
[00:02:55.000 --> 00:02:57.000]  在每一天我們所行所作的事情
[00:02:57.000 --> 00:02:59.000]  成為對祢的敬拜
[00:02:59.000 --> 00:03:01.000]  榮耀祢的名字
[00:03:01.000 --> 00:03:03.000]  也叫我們在祢面前
[00:03:03.000 --> 00:03:07.000]  我們心可以更加緊緊的跟隨祢
[00:03:07.000 --> 00:03:10.000]  求主賜福我們今天一起思想聖經的話
[00:03:10.000 --> 00:03:13.000]  求主的聖靈開啟我們心思
[00:03:13.000 --> 00:03:15.000]  領受祢自己的真道
[00:03:15.000 --> 00:03:17.000]  我們願望祈禱
[00:03:17.000 --> 00:03:18.000]  奉主耶穌
[00:03:18.000 --> 00:03:19.000]  明治祈求
[00:03:19.000 --> 00:03:21.000]  阿們
[00:03:21.000 --> 00:03:24.000]  我都很鼓勵大家
[00:03:24.000 --> 00:03:26.000]  如果你在家中崇拜的時候
[00:03:26.000 --> 00:03:28.000]  都可以拿回自己的聖經
[00:03:28.000 --> 00:03:29.000]  我們一起讀聖經
[00:03:29.000 --> 00:03:31.000]  一起看有關的經文
[00:03:31.000 --> 00:03:33.000]  我今天很想和大家
[00:03:33.000 --> 00:03:35.000]  集中兩方面來思想這段經文
[00:03:35.000 --> 00:03:37.000]  首先我想和大家重溫
[00:03:37.000 --> 00:03:40.000]  《亞谷書》一個很重點的訊息
[00:03:40.000 --> 00:03:44.000]  這也是在第一章已經開始講述的一件事情
[00:03:44.000 --> 00:03:47.000]  就是在困難當中
[00:03:47.000 --> 00:03:51.000]  是否仍然可以捍衛喜樂的事呢?
[00:03:51.000 --> 00:03:55.000]  當我們回看我們所身處的香港
[00:03:55.000 --> 00:03:56.000]  大家都很體會了
[00:03:56.000 --> 00:03:58.000]  我都不需要多說
[00:03:58.000 --> 00:03:59.000]  香港過這一年
[00:03:59.000 --> 00:04:02.000]  真的經歷了很多很多的艱難
[00:04:02.000 --> 00:04:04.000]  無論社會運動
[00:04:04.000 --> 00:04:05.000]  或者社區的健康
[00:04:05.000 --> 00:04:09.000]  所帶給我們很多的不安
[00:04:09.000 --> 00:04:11.000]  我們自己的家人
[00:04:11.000 --> 00:04:12.000]  我們的個人
[00:04:12.000 --> 00:04:15.000]  都受到不同方面的衝擊
[00:04:15.000 --> 00:04:18.000]  這段日子更體會到各種經濟的生活
[00:04:18.000 --> 00:04:20.000]  受到很多方面的影響
[00:04:20.000 --> 00:04:22.000]  我回來的時候見到
[00:04:22.000 --> 00:04:24.000]  很多商鋪關門
[00:04:24.000 --> 00:04:28.000]  很多餐廳當然現在不能做正式的生意
[00:04:28.000 --> 00:04:30.000]  亦都聽到很多弟兄姊妹說到
[00:04:30.000 --> 00:04:33.000]  他們是失去了工作
[00:04:33.000 --> 00:04:38.000]  因為弟兄他本來是自己做足球教練的
[00:04:38.000 --> 00:04:42.000]  但因為這段時間所有運動設施球場都關閉
[00:04:42.000 --> 00:04:44.000]  所以他突然失去工作
[00:04:44.000 --> 00:04:47.000]  他就一直要找方法
[00:04:47.000 --> 00:04:51.000]  所以後來就在網上賣水果
[00:04:51.000 --> 00:04:54.000]  當然有少少收入
[00:04:54.000 --> 00:04:55.000]  但很大適應
[00:04:55.000 --> 00:04:59.000]  生活上有很多方面的重新調整
[00:04:59.000 --> 00:05:03.000]  我們的確面對著很多不同的困難
[00:05:03.000 --> 00:05:07.000]  但想回到當時阿叔的一班弟兄姊妹
[00:05:07.000 --> 00:05:10.000]  他們都有很多困難
[00:05:10.000 --> 00:05:15.000]  大家知道阿叔是被當時散居在巴勒斯坦地區以外的
[00:05:15.000 --> 00:05:17.000]  很多猶太信徒
[00:05:17.000 --> 00:05:20.000]  他們都面對著很多不同的患難
[00:05:20.000 --> 00:05:23.000]  他們都在很多貧困當中
[00:05:23.000 --> 00:05:25.000]  你讀聖經的時候留意到
[00:05:25.000 --> 00:05:32.000]  有很多當時的權貴是欺壓、迫害很多屬神的子民
[00:05:32.000 --> 00:05:36.000]  當我們在這些患難的處境當中
[00:05:36.000 --> 00:05:39.000]  就像亞國書當時所提及的這些情況
[00:05:39.000 --> 00:05:42.000]  我們都會想起一件事情
[00:05:42.000 --> 00:05:45.000]  就是當主耶穌快要離開世界的時候
[00:05:45.000 --> 00:05:48.000]  很清楚地跟當時的門徒說
[00:05:48.000 --> 00:05:53.000]  「在世上你們有苦難」
[00:05:53.000 --> 00:05:57.000]  的確,這是我們所面對的事實
[00:05:57.000 --> 00:06:00.000]  我們在世上生活是會有苦難的
[00:06:00.000 --> 00:06:03.000]  但當我們讀亞國書第一章的時候
[00:06:03.000 --> 00:06:06.000]  我們就發現聖經告訴我們
[00:06:06.000 --> 00:06:10.000]  神容許很多苦難、患難淋到我們身上
[00:06:10.000 --> 00:06:12.000]  原來有一個目的
[00:06:12.000 --> 00:06:15.000]  這個目的很清楚
[00:06:15.000 --> 00:06:18.000]  在聖經的亞國書第一章第二節
[00:06:18.000 --> 00:06:21.000]  就清楚告訴我們
[00:06:21.000 --> 00:06:26.000]  「我的弟兄們,你們遭遇各種試煉的時候
[00:06:26.000 --> 00:06:29.000]  都要捍衛喜樂」
[00:06:30.000 --> 00:06:33.000]  聖經描述這些事情不是說他是患難
[00:06:33.000 --> 00:06:36.000]  而是說他是試煉
[00:06:36.000 --> 00:06:41.000]  是神對人,特別是對他的子民的試煉
[00:06:41.000 --> 00:06:42.000]  當想起試煉的時候
[00:06:42.000 --> 00:06:45.000]  你會想起彼得前書第一章第七節
[00:06:45.000 --> 00:06:47.000]  聖經就提及到
[00:06:47.000 --> 00:06:51.000]  有一些金子經歷過試煉之後
[00:06:51.000 --> 00:06:54.000]  就能夠成為精金
[00:06:54.000 --> 00:06:55.000]  為什麼?
[00:06:55.000 --> 00:06:56.000]  因為試煉的過程
[00:06:56.000 --> 00:07:00.000]  將金子裏面的很多雜質
[00:07:00.000 --> 00:07:03.000]  很多其他不純粹的東西
[00:07:03.000 --> 00:07:05.000]  煉淨了
[00:07:05.000 --> 00:07:09.000]  因此成為了更加純淨的精金
[00:07:09.000 --> 00:07:11.000]  聖經提到
[00:07:11.000 --> 00:07:15.000]  上帝容許很多這些患難淋到我們身上
[00:07:15.000 --> 00:07:17.000]  是為了試煉我們
[00:07:17.000 --> 00:07:21.000]  我在美國有一個夏令會
[00:07:21.000 --> 00:07:23.000]  遇到一對夫婦
[00:07:24.000 --> 00:07:26.000]  當他們聊天的時候
[00:07:26.000 --> 00:07:28.000]  當初印象很深刻
[00:07:28.000 --> 00:07:30.000]  因為他們是平易近人
[00:07:30.000 --> 00:07:31.000]  很談得來
[00:07:31.000 --> 00:07:35.000]  很寬顏的一對夫婦
[00:07:35.000 --> 00:07:37.000]  但慢慢跟他們交往多一點
[00:07:37.000 --> 00:07:41.000]  才發覺原來他們經歷了很多辛酸
[00:07:41.000 --> 00:07:46.000]  因為弟兄過去在馬來西亞那邊有很大的生意
[00:07:46.000 --> 00:07:48.000]  生意做得很好,很成功
[00:07:48.000 --> 00:07:51.000]  因此他們生活豐裕
[00:07:51.000 --> 00:07:53.000]  很多工人照顧他們
[00:07:54.000 --> 00:07:55.000]  但在那個時候
[00:07:55.000 --> 00:08:01.000]  突然間一個合夥人騙了他們的錢財
[00:08:01.000 --> 00:08:05.000]  將公司很多資源騙走了
[00:08:05.000 --> 00:08:08.000]  因此他們有很大的損失
[00:08:08.000 --> 00:08:09.000]  但不單止這樣
[00:08:09.000 --> 00:08:13.000]  後來這個合夥人更加去法庭
[00:08:13.000 --> 00:08:16.000]  去告他們,欺騙了他們
[00:08:16.000 --> 00:08:19.000]  反過來告他們
[00:08:19.000 --> 00:08:23.000]  因此進入了一個很繁複的訴訟程序
[00:08:23.000 --> 00:08:25.000]  在整個過程中
[00:08:25.000 --> 00:08:29.000]  慢慢他拿到很多所謂的證據
[00:08:29.000 --> 00:08:32.000]  因此開始有一個結論
[00:08:32.000 --> 00:08:36.000]  證明了這位弟兄真的欺騙別人
[00:08:36.000 --> 00:08:38.000]  但在整個過程中
[00:08:38.000 --> 00:08:39.000]  不單止這樣
[00:08:39.000 --> 00:08:42.000]  他的太太染了癌症
[00:08:42.000 --> 00:08:48.000]  一直要面對一個很痛楚的治療過程
[00:08:49.000 --> 00:08:51.000]  有幾年時間
[00:08:51.000 --> 00:08:52.000]  這位弟兄說
[00:08:52.000 --> 00:08:55.000]  他以前是一個掛名的焦土
[00:08:55.000 --> 00:08:59.000]  但突然間他無所依靠
[00:08:59.000 --> 00:09:04.000]  他開始更加警覺地去依靠神
[00:09:04.000 --> 00:09:06.000]  面對著這一切的艱難
[00:09:06.000 --> 00:09:10.000]  最終他是被判輸數
[00:09:10.000 --> 00:09:15.000]  他全部公司的資源要充公
[00:09:15.000 --> 00:09:17.000]  給了其他的合夥人
[00:09:17.000 --> 00:09:19.000]  因此他一無所有
[00:09:19.000 --> 00:09:22.000]  一個很大的改變
[00:09:22.000 --> 00:09:25.000]  在這段時間他們很艱難
[00:09:25.000 --> 00:09:29.000]  但神幫助他們一步一步經過
[00:09:29.000 --> 00:09:30.000]  當我見到他們的時候
[00:09:30.000 --> 00:09:33.000]  他們已經經過了這個過程
[00:09:33.000 --> 00:09:34.000]  太太康復了
[00:09:34.000 --> 00:09:37.000]  他們開始重新再做生意
[00:09:37.000 --> 00:09:39.000]  我一邊聽他們說的時候
[00:09:39.000 --> 00:09:43.000]  一邊問他們覺得怎樣
[00:09:43.000 --> 00:09:46.000]  是不是神很殘忍
[00:09:46.000 --> 00:09:48.000]  我沒有這樣說
[00:09:48.000 --> 00:09:51.000]  不過我心裏真的想這樣問他們
[00:09:51.000 --> 00:09:55.000]  但我亦都很深刻記得他們跟我說
[00:09:55.000 --> 00:09:57.000]  他說這件事情發生
[00:09:57.000 --> 00:10:02.000]  我突然覺得自己成長了
