
[00:00:00.000 --> 00:00:04.000]  請問大家平安
[00:00:04.000 --> 00:00:10.000]  我曾經說過我希望用三次的講道
[00:00:10.000 --> 00:00:14.000]  和大家一起去從聖經神的說話裏面
[00:00:14.000 --> 00:00:16.000]  看看怎樣教導我們
[00:00:16.000 --> 00:00:20.000]  共融與復和這個真理
[00:00:20.000 --> 00:00:23.000]  我們已經說了兩次了
[00:00:23.000 --> 00:00:25.000]  今天我們來到第三次
[00:00:25.000 --> 00:00:27.000]  也是最後的一次
[00:00:27.000 --> 00:00:29.000]  如果大家一直有來全福堂的
[00:00:29.000 --> 00:00:31.000]  可能會有些印象
[00:00:31.000 --> 00:00:34.000]  第一次我們從舊約
[00:00:34.000 --> 00:00:37.000]  尤其是尼希米記裏面看
[00:00:37.000 --> 00:00:40.000]  尼希米和眾猶太人一起
[00:00:40.000 --> 00:00:44.000]  翻越老撒冷去重建這個城市
[00:00:44.000 --> 00:00:47.000]  尤其是重建這個城牆
[00:00:47.000 --> 00:00:50.000]  我記得我們大家就開玩笑地說
[00:00:50.000 --> 00:00:52.000]  我們要報復式重建
[00:00:52.000 --> 00:00:54.000]  就好像尼希米一樣
[00:00:54.000 --> 00:00:56.000]  城牆都爛了
[00:00:56.000 --> 00:00:58.000]  要報復式的意思就是說
[00:00:58.000 --> 00:01:00.000]  是拼到盡的
[00:01:00.000 --> 00:01:03.000]  爭取機會的不用做的都要做的
[00:01:03.000 --> 00:01:07.000]  因為現在我們很多人都要報復式購物
[00:01:07.000 --> 00:01:13.000]  疫情好一點的時候就預備報復式去旅行
[00:01:13.000 --> 00:01:18.000]  為什麼我們不可以去報復式的重建教會
[00:01:18.000 --> 00:01:20.000]  因為教會都好像當日
[00:01:20.000 --> 00:01:23.000]  尼希米所見到的那幅圖畫
[00:01:23.000 --> 00:01:26.000]  那些城牆被拆毀了
[00:01:26.000 --> 00:01:29.000]  城門都被焚燒
[00:01:29.000 --> 00:01:31.000]  好像尼希米說的
[00:01:31.000 --> 00:01:34.000]  內巴讓我們重建我們的教會
[00:01:34.000 --> 00:01:37.000]  免得神自己的名受凌辱
[00:01:37.000 --> 00:01:39.000]  這個是我們的火
[00:01:39.000 --> 00:01:43.000]  希望我們一樣在聖經裏面得到那種激勵
[00:01:43.000 --> 00:01:46.000]  上一次我們大家就看新約
[00:01:46.000 --> 00:01:50.000]  新約我們特別集中在耶穌基督的身上
[00:01:50.000 --> 00:01:52.000]  耶穌基督是一個悲憫
[00:01:52.000 --> 00:01:55.000]  也是關懷的一個榜樣
[00:01:55.000 --> 00:01:57.000]  我們發覺耶穌基督無論去到哪裡
[00:01:57.000 --> 00:02:01.000]  周圍的人都可以進入他們的生命當中
[00:02:01.000 --> 00:02:03.000]  去心同感受很敏銳的
[00:02:03.000 --> 00:02:08.000]  他們生命裏面的掙扎和苦和困難和需要
[00:02:08.000 --> 00:02:10.000]  而且我們特別留意到
[00:02:10.000 --> 00:02:12.000]  主耶穌從來不只是感受
[00:02:12.000 --> 00:02:15.000]  從來不只是敏銳和說
[00:02:15.000 --> 00:02:17.000]  他一定有行動
[00:02:17.000 --> 00:02:20.000]  於是他會成為他的醫治
[00:02:20.000 --> 00:02:21.000]  他的包扎
[00:02:21.000 --> 00:02:23.000]  他也是祝福
[00:02:23.000 --> 00:02:26.000]  這個令我們心裏面很受感動
[00:02:26.000 --> 00:02:27.000]  今天我們來到最後一次了
[00:02:27.000 --> 00:02:28.000]  都是說新約
[00:02:28.000 --> 00:02:32.000]  我們從耶穌基督轉到初期教會
[00:02:32.000 --> 00:02:39.000]  我們一起看初期的教會究竟怎樣是共融與復和
[00:02:39.000 --> 00:02:42.000]  剛才我們讀了三段聖經
[00:02:42.000 --> 00:02:44.000]  第一段是我很喜歡的
[00:02:44.000 --> 00:02:46.000]  菲律賓書的第一章
[00:02:46.000 --> 00:02:48.000]  為什麼這麼喜歡呢?
[00:02:48.000 --> 00:02:52.000]  因為這裡描述了一幅很美麗的教會圖畫
[00:02:52.000 --> 00:02:54.000]  你見我自己侍奉了教會這麼久
[00:02:54.000 --> 00:02:56.000]  或者大家也來了教會
[00:02:56.000 --> 00:02:59.000]  你真的很希望教會就像菲律賓教會
[00:02:59.000 --> 00:03:02.000]  保羅筆下所形容的那麼美麗
[00:03:02.000 --> 00:03:03.000]  怎樣美麗呢?
[00:03:03.000 --> 00:03:04.000]  用幾個字
[00:03:04.000 --> 00:03:06.000]  我用這個和盤讀出來
[00:03:06.000 --> 00:03:07.000]  大家會很熟悉的
[00:03:07.000 --> 00:03:12.000]  他們是同心合二的興旺福音
[00:03:12.000 --> 00:03:14.000]  簡單單單幾個字
[00:03:14.000 --> 00:03:19.000]  描述出一幅很美麗的教會圖畫
[00:03:19.000 --> 00:03:21.000]  都是我們很嚮往的教會那幅圖畫
[00:03:21.000 --> 00:03:25.000]  而且保羅如果留意第三至第六節
[00:03:25.000 --> 00:03:28.000]  他講的時候不單單只是說
[00:03:28.000 --> 00:03:30.000]  教會很好
[00:03:30.000 --> 00:03:34.000]  保羅用他自己那種很深刻的表達
[00:03:34.000 --> 00:03:37.000]  第三至第四節說到
[00:03:37.000 --> 00:03:40.000]  保羅用一個很深情
[00:03:40.000 --> 00:03:43.000]  或者我們可以說很澎湃的感情
[00:03:43.000 --> 00:03:48.000]  又感恩又感動來講這句話
[00:03:48.000 --> 00:03:49.000]  第三節說
[00:03:49.000 --> 00:03:52.000]  保羅每逢想起你們
[00:03:52.000 --> 00:03:54.000]  我就感謝神
[00:03:54.000 --> 00:03:57.000]  每逢一想起你們我就感謝神
[00:03:57.000 --> 00:03:59.000]  每次為你們祈禱
[00:03:59.000 --> 00:04:01.000]  總是歡歡喜喜
[00:04:01.000 --> 00:04:03.000]  這個教會真的很好
[00:04:03.000 --> 00:04:07.000]  保羅一講的時候忍不住又感恩又感動
[00:04:07.000 --> 00:04:10.000]  當然就是剛才我們那句話
[00:04:10.000 --> 00:04:11.000]  你們怎樣好呢?
[00:04:11.000 --> 00:04:12.000]  我告訴你
[00:04:12.000 --> 00:04:13.000]  在我心目中
[00:04:13.000 --> 00:04:16.000]  你們從頭一天直到如今
[00:04:16.000 --> 00:04:20.000]  都是這樣同心合意的興旺福音
[00:04:20.000 --> 00:04:22.000]  從頭一天到現在
[00:04:22.000 --> 00:04:24.000]  保羅寫這句話的時候
[00:04:24.000 --> 00:04:26.000]  大大話話都12年了
[00:04:26.000 --> 00:04:29.000]  保羅想起12年前
