
[00:00:00.000 --> 00:00:05.000]  各位頂主再一次平安
[00:00:05.000 --> 00:00:07.000]  平安
[00:00:07.000 --> 00:00:09.000]  今日分享的題目是
[00:00:09.000 --> 00:00:11.000]  風浪中見耶穌
[00:00:11.000 --> 00:00:15.000]  是馬可畢夏的耶穌第十講
[00:00:15.000 --> 00:00:18.000]  大家有沒有經歷過風浪?
[00:00:18.000 --> 00:00:20.000]  有啊
[00:00:20.000 --> 00:00:22.000]  九成人都說有
[00:00:22.000 --> 00:00:24.000]  大家之前所遇到的風浪
[00:00:24.000 --> 00:00:26.000]  有沒有見到耶穌呢?
[00:00:26.000 --> 00:00:29.000]  如果說耶穌平靜風浪
[00:00:29.000 --> 00:00:34.000]  你記得有一次還是兩次?
[00:00:34.000 --> 00:00:37.000]  和門徒經歷風浪有關的
[00:00:37.000 --> 00:00:40.000]  在加里里海或加里里湖
[00:00:40.000 --> 00:00:42.000]  多少次?
[00:00:42.000 --> 00:00:44.000]  一次?
[00:00:44.000 --> 00:00:45.000]  兩次?
[00:00:45.000 --> 00:00:46.000]  有人舉手
[00:00:46.000 --> 00:00:47.000]  聖女的手勢
[00:00:47.000 --> 00:00:48.000]  兩次
[00:00:48.000 --> 00:00:50.000]  如果說耶穌平靜風浪
[00:00:50.000 --> 00:00:51.000]  大家都很熟悉
[00:00:51.000 --> 00:00:53.000]  但大家有沒有試過
[00:00:53.000 --> 00:00:56.000]  將兩次放在一起思考?
[00:00:56.000 --> 00:00:58.000]  有沒有試過
[00:00:58.000 --> 00:01:01.000]  當你思考耶穌平靜風浪的時候
[00:01:01.000 --> 00:01:04.000]  究竟對你有甚麼提醒?
[00:01:04.000 --> 00:01:07.000]  甚至對今天有甚麼特別意義?
[00:01:07.000 --> 00:01:11.000]  我知道在座可能還未熟悉聖經
[00:01:11.000 --> 00:01:13.000]  我先很快地說說
[00:01:13.000 --> 00:01:16.000]  究竟這兩次的平靜風浪
[00:01:16.000 --> 00:01:19.000]  這兩次的門徒遇到很大的風浪
[00:01:19.000 --> 00:01:21.000]  究竟情況是怎樣?
[00:01:21.000 --> 00:01:26.000]  在《馬拉福音》第四章35節說
[00:01:26.000 --> 00:01:28.000]  當日晚上
[00:01:28.000 --> 00:01:30.000]  耶穌對門徒說
[00:01:30.000 --> 00:01:33.000]  大家看到我平時藍色的字
[00:01:33.000 --> 00:01:35.000]  是特別想留意的
[00:01:35.000 --> 00:01:36.000]  有甚麼特別呢?
[00:01:36.000 --> 00:01:37.000]  一會兒告訴你
[00:01:37.000 --> 00:01:38.000]  耶穌對門徒說
[00:01:38.000 --> 00:01:40.000]  我們到那邊去
[00:01:40.000 --> 00:01:42.000]  到船去那邊
[00:01:42.000 --> 00:01:45.000]  然後門徒離開眾人
[00:01:45.000 --> 00:01:46.000]  耶穌在船上
[00:01:46.000 --> 00:01:48.000]  他們和耶穌一起去
[00:01:48.000 --> 00:01:54.000]  也有另外的船同行
[00:01:54.000 --> 00:01:55.000]  出發了
[00:01:55.000 --> 00:01:57.000]  大家想像一下當時的情景
[00:01:57.000 --> 00:01:59.000]  在加利利海和加利利湖
[00:01:59.000 --> 00:02:02.000]  可能不同的船隻一起出發
[00:02:02.000 --> 00:02:03.000]  但當出發的時候
[00:02:03.000 --> 00:02:05.000]  忽然起了暴風
[00:02:05.000 --> 00:02:07.000]  很大的風
[00:02:07.000 --> 00:02:10.000]  浪還打入船裏
[00:02:10.000 --> 00:02:13.000]  甚至船都滿了水
[00:02:13.000 --> 00:02:14.000]  我們可以想像一下
[00:02:14.000 --> 00:02:16.000]  當時的情形肯定很危急
[00:02:16.000 --> 00:02:20.000]  船大約是多大
[00:02:20.000 --> 00:02:21.000]  還要滿水
[00:02:21.000 --> 00:02:23.000]  可能門徒已經很慌忙
[00:02:23.000 --> 00:02:24.000]  要把水舀走
[00:02:24.000 --> 00:02:25.000]  快點把水舀走
[00:02:25.000 --> 00:02:29.000]  有些可能是為了船更加穩定
[00:02:29.000 --> 00:02:32.000]  當時耶穌在做甚麼呢?
[00:02:32.000 --> 00:02:33.000]  大家應該記得了
[00:02:33.000 --> 00:02:36.000]  耶穌在船尾
[00:02:36.000 --> 00:02:38.000]  特別有藍色的
[00:02:38.000 --> 00:02:40.000]  因為我聽過好幾次
[00:02:40.000 --> 00:02:42.000]  在網上也聽到有人分享
[00:02:42.000 --> 00:02:44.000]  耶穌在船艙
[00:02:44.000 --> 00:02:47.000]  覺得船很大
[00:02:47.000 --> 00:02:50.000]  但在聖經中是船尾
[00:02:50.000 --> 00:02:52.000]  還可以睡著
[00:02:52.000 --> 00:02:54.000]  門徒就叫醒他
[00:02:54.000 --> 00:02:56.000]  夫子或老師
[00:02:56.000 --> 00:02:58.000]  老師 我們沒命了
[00:02:58.000 --> 00:03:02.000]  你不理嗎?
[00:03:02.000 --> 00:03:04.000]  在這麼緊張的關頭
[00:03:04.000 --> 00:03:05.000]  當然會找耶穌
[00:03:05.000 --> 00:03:06.000]  但找耶穌
[00:03:06.000 --> 00:03:08.000]  你覺得他們會想著
[00:03:08.000 --> 00:03:10.000]  耶穌在做甚麼呢?
[00:03:10.000 --> 00:03:11.000]  可能有些人說
[00:03:11.000 --> 00:03:13.000]  就算不知道耶穌在做甚麼
[00:03:13.000 --> 00:03:15.000]  起碼耶穌也會做些事
[00:03:15.000 --> 00:03:17.000]  不要在那裏睡著
[00:03:17.000 --> 00:03:18.000]  不要在那裏睡著
[00:03:18.000 --> 00:03:19.000]  不理我們
[00:03:19.000 --> 00:03:20.000]  大家記住
[00:03:20.000 --> 00:03:22.000]  船尾
[00:03:22.000 --> 00:03:24.000]  我特意找字典
[00:03:24.000 --> 00:03:26.000]  船尾是哪一部份呢?
[00:03:26.000 --> 00:03:27.000]  就是最後
[00:03:27.000 --> 00:03:29.000]  Stern 那個字
[00:03:29.000 --> 00:03:31.000]  我看了好幾個英文版本
[00:03:31.000 --> 00:03:34.000]  你看NIV、NASB的版本
[00:03:34.000 --> 00:03:35.000]  原來他們都很清楚地說
[00:03:35.000 --> 00:03:37.000]  好像我們和合本那樣說
[00:03:37.000 --> 00:03:40.000]  耶穌在船尾睡著了
[00:03:40.000 --> 00:03:42.000]  我們把耶穌拍醒了
[00:03:42.000 --> 00:03:43.000]  然後就說
[00:03:43.000 --> 00:03:44.000]  耶穌醒了
[00:03:44.000 --> 00:03:46.000]  就去撈風
[00:03:46.000 --> 00:03:49.000]  然後向海說
[00:03:49.000 --> 00:03:50.000]  住了吧
[00:03:50.000 --> 00:03:52.000]  靜了吧
[00:03:52.000 --> 00:03:54.000]  然後風就靜了
[00:03:54.000 --> 00:03:56.000]  然後平靜
[00:03:56.000 --> 00:03:58.000]  大家再想像一次
[00:03:58.000 --> 00:04:00.000]  當在這麼混亂的時候
[00:04:00.000 --> 00:04:02.000]  你在船上動來動去
[00:04:02.000 --> 00:04:04.000]  很害怕 害怕到要死
[00:04:04.000 --> 00:04:06.000]  突然拍醒了耶穌之後
[00:04:06.000 --> 00:04:08.000]  耶穌撈風
[00:04:08.000 --> 00:04:10.000]  然後就靜了
[00:04:10.000 --> 00:04:14.000]  然後就風平浪靜
[00:04:14.000 --> 00:04:16.000]  然後耶穌對他們說
[00:04:16.000 --> 00:04:19.000]  你們為甚麼害怕?
[00:04:19.000 --> 00:04:21.000]  你們為甚麼害怕?
[00:04:21.000 --> 00:04:23.000]  你們還沒有信心嗎?
[00:04:23.000 --> 00:04:25.000]  想像一下
[00:04:25.000 --> 00:04:26.000]  如果你是門徒
[00:04:26.000 --> 00:04:28.000]  你會怎樣呢?
[00:04:28.000 --> 00:04:30.000]  我們在座都有很多人喜歡釣魚
[00:04:30.000 --> 00:04:32.000]  都見過風浪
[00:04:32.000 --> 00:04:36.000]  我想有風浪害怕是正常的
[00:04:36.000 --> 00:04:37.000]  耶穌竟然說
[00:04:37.000 --> 00:04:39.000]  你們害怕甚麼?
[00:04:39.000 --> 00:04:41.000]  害怕應該是很正常的
[00:04:41.000 --> 00:04:43.000]  你們還沒有信心嗎?
[00:04:43.000 --> 00:04:46.000]  如果說還沒有信心
[00:04:46.000 --> 00:04:50.000]  之前應該有機會建立了信心
[00:04:50.000 --> 00:04:52.000]  信心是要建立的
[00:04:52.000 --> 00:04:56.000]  我們看看在發生耶穌平靜風浪之前
[00:04:56.000 --> 00:04:58.000]  其實耶穌做了甚麼事
[00:04:58.000 --> 00:05:00.000]  以致他對門徒說
[00:05:00.000 --> 00:05:02.000]  我做了這麼多事
[00:05:02.000 --> 00:05:03.000]  我做了之前的事
[00:05:03.000 --> 00:05:05.000]  難道你還沒有信心嗎?
[00:05:05.000 --> 00:05:07.000]  做了甚麼?
[00:05:07.000 --> 00:05:09.000]  還記得說是趕鬼嗎?
[00:05:09.000 --> 00:05:11.000]  記得吧?
[00:05:11.000 --> 00:05:13.000]  趕鬼在第一章
[00:05:13.000 --> 00:05:15.000]  在第三章
[00:05:15.000 --> 00:05:19.000]  都是說你是神的兒子
[00:05:19.000 --> 00:05:23.000]  連鬼見到耶穌都說你是神的兒子
[00:05:23.000 --> 00:05:26.000]  連鬼都確認耶穌的身份
[00:05:26.000 --> 00:05:28.000]  在第一、第三章已經被門徒
[00:05:28.000 --> 00:05:30.000]  被很多人見到是趕鬼
[00:05:30.000 --> 00:05:33.000]  另外在第一、第二章、第三章
[00:05:33.000 --> 00:05:36.000]  也有醫治不同的疾病
[00:05:36.000 --> 00:05:39.000]  醫治了西門樂母的熱病
[00:05:39.000 --> 00:05:41.000]  醫治了麻風病人
[00:05:41.000 --> 00:05:43.000]  醫治了之前說道敬畢的癱子
[00:05:43.000 --> 00:05:45.000]  有些朋友帶去
[00:05:45.000 --> 00:05:48.000]  接著要打通屋頂才放他進去
[00:05:48.000 --> 00:05:51.000]  再有在安息日醫治了一隻手
[00:05:51.000 --> 00:05:52.000]  萎縮的病人
[00:05:52.000 --> 00:05:54.000]  大家都應該記得
[00:05:54.000 --> 00:05:56.000]  門徒都肯定記得
[00:05:56.000 --> 00:05:58.000]  醫治了不久
[00:05:58.000 --> 00:06:05.000]  還有跟食物有關
[00:06:05.000 --> 00:06:07.000]  食物是什麼呢?
[00:06:07.000 --> 00:06:09.000]  記不記得門徒在那裡
[00:06:09.000 --> 00:06:11.000]  在那裡做什麼?
[00:06:11.000 --> 00:06:13.000]  在那裡撿墨水
[00:06:13.000 --> 00:06:14.000]  在那裡撿什麼?
[00:06:14.000 --> 00:06:15.000]  在安息日
[00:06:15.000 --> 00:06:17.000]  但是耶穌已經被門徒知道
[00:06:17.000 --> 00:06:19.000]  被一群法利人知道
[00:06:19.000 --> 00:06:23.000]  我是安息日的主
[00:06:23.000 --> 00:06:24.000]  跟食物有關
[00:06:24.000 --> 00:06:27.000]  接著就是跟大自然有關
[00:06:27.000 --> 00:06:30.000]  第四章今天所說的平靜風浪
[00:06:30.000 --> 00:06:32.000]  原來耶穌跟門徒說
[00:06:32.000 --> 00:06:34.000]  之前發生了這麼多事情
[00:06:34.000 --> 00:06:36.000]  你還沒有信心嗎?
[00:06:36.000 --> 00:06:38.000]  之前發生了這麼多事情
[00:06:38.000 --> 00:06:41.000]  你還沒有信心嗎?
[00:06:41.000 --> 00:06:43.000]  今天很想跟你一起默想一下
[00:06:43.000 --> 00:06:45.000]  當我分享的時候
[00:06:45.000 --> 00:06:47.000]  你也可以同步回憶一下
[00:06:47.000 --> 00:06:49.000]  你有沒有遇到一些風浪
