
[00:00:00.000 --> 00:00:02.000]  (字幕: 陳零九)
[00:00:03.000 --> 00:00:04.000]  親愛的朋友你們好
[00:00:04.000 --> 00:00:06.000]  我們又見面了
[00:00:06.000 --> 00:00:09.000]  今天講的題目其實大家都懂得回答
[00:00:09.000 --> 00:00:12.000]  說來幹甚麼
[00:00:12.000 --> 00:00:14.000]  當然是又愛又恨
[00:00:14.000 --> 00:00:16.000]  不做又不行
[00:00:16.000 --> 00:00:18.000]  不過很煩
[00:00:18.000 --> 00:00:20.000]  我不想講又愛又恨的東西
[00:00:20.000 --> 00:00:22.000]  因為我想講其他一點
[00:00:22.000 --> 00:00:26.000]  問人究竟工作為甚麼
[00:00:26.000 --> 00:00:29.000]  當然是為錢
[00:00:29.000 --> 00:00:32.000]  不過年輕的時候就不同
[00:00:32.000 --> 00:00:36.000]  年輕的時候就是追女孩
[00:00:36.000 --> 00:00:38.000]  你沒有工作
[00:00:38.000 --> 00:00:40.000]  哪有女孩追你
[00:00:40.000 --> 00:00:42.000]  錢是非常實際
[00:00:42.000 --> 00:00:46.000]  錢可以做甚麼呢
[00:00:46.000 --> 00:00:50.000]  回報是一句話
[00:00:50.000 --> 00:00:52.000]  辛苦賺來自在食
[00:00:52.000 --> 00:00:54.000]  不知自不自在
[00:00:54.000 --> 00:00:57.000]  不過賺食廣東話真好
[00:00:57.000 --> 00:00:59.000]  現在說普教中
[00:00:59.000 --> 00:01:01.000]  我們要努力反對
[00:01:01.000 --> 00:01:03.000]  要殲滅廣東話
[00:01:03.000 --> 00:01:05.000]  廣東話是這麼好的語言
[00:01:05.000 --> 00:01:07.000]  表達力這麼豐富
[00:01:07.000 --> 00:01:09.000]  現在叫賺食
[00:01:09.000 --> 00:01:11.000]  賺到錢可以食
[00:01:11.000 --> 00:01:13.000]  當然除了食還有很多
[00:01:13.000 --> 00:01:16.000]  可以做運動
[00:01:16.000 --> 00:01:18.000]  去遊浮
[00:01:18.000 --> 00:01:20.000]  去打球養生養妻活兒
[00:01:20.000 --> 00:01:22.000]  交學費等等
[00:01:22.000 --> 00:01:24.000]  是不是這樣
[00:01:24.000 --> 00:01:26.000]  兒子要交學費
[00:01:26.000 --> 00:01:28.000]  我自己又要學粵劇
[00:01:28.000 --> 00:01:31.000]  又要學十八般武藝琴棋書畫
[00:01:31.000 --> 00:01:34.000]  又要給父母洗公樓
[00:01:34.000 --> 00:01:36.000]  給太太
[00:01:36.000 --> 00:01:40.000]  所以錢是非常有用
[00:01:40.000 --> 00:01:44.000]  但不只是給家庭家用
[00:01:44.000 --> 00:01:48.000]  有些人有個名叫如孝
[00:01:48.000 --> 00:01:52.000]  如孝多數是太太風
[00:01:52.000 --> 00:01:55.000]  什麼叫如孝
[00:01:55.000 --> 00:01:59.000]  未到如孝
[00:01:59.000 --> 00:02:01.000]  你有沒有加人工
[00:02:01.000 --> 00:02:04.000]  你要換樓
[00:02:04.000 --> 00:02:06.000]  我們換間大的
[00:02:06.000 --> 00:02:08.000]  現在要換
[00:02:08.000 --> 00:02:10.000]  施政報告說很多公屋
