
[00:00:00.000 --> 00:00:05.000]  十字路口上面的抉擇
[00:00:05.000 --> 00:00:09.000]  有很多人說我們的生命有無數的抉擇
[00:00:09.000 --> 00:00:11.000]  而組成的
[00:00:11.000 --> 00:00:16.000]  如果你想生一生的確是
[00:00:16.000 --> 00:00:21.000]  我們生命中有很多東西需要我們下決定
[00:00:21.000 --> 00:00:25.000]  而下了決定就成為我們生命的一個部分
[00:00:25.000 --> 00:00:28.000]  為什麼你會嫁給這個男生呢
[00:00:28.000 --> 00:00:32.000]  你有很多人選擇的,你選了他
[00:00:32.000 --> 00:00:35.000]  為什麼你會娶這個女生呢
[00:00:35.000 --> 00:00:38.000]  我不敢說很多給你選擇
[00:00:38.000 --> 00:00:40.000]  但是你娶了他
[00:00:40.000 --> 00:00:43.000]  但為什麼你會娶他,而不是娶那個呢
[00:00:43.000 --> 00:00:45.000]  你有抉擇的,你有選擇的
[00:00:45.000 --> 00:00:49.000]  兩情相悅的時候沒得說的,你就選了他
[00:00:49.000 --> 00:00:53.000]  在我們的生命裡面有很多這樣的抉擇
[00:00:53.000 --> 00:00:57.000]  我們的生命也有很多的抉擇組合而成
[00:00:57.000 --> 00:01:02.000]  但我們所做的抉擇都能在生命裡面榮耀上帝
[00:01:02.000 --> 00:01:06.000]  我們每一個做基督徒都願意這樣想
[00:01:06.000 --> 00:01:10.000]  但我們看看在新舊聖經裡面
[00:01:10.000 --> 00:01:14.000]  很多人在他們的生命裡都做了不同的抉擇
[00:01:14.000 --> 00:01:17.000]  他們的抉擇不是一定要我們怎樣跟隨他們
[00:01:17.000 --> 00:01:20.000]  他們的抉擇是告訴我們生命裡面有所選擇
[00:01:20.000 --> 00:01:23.000]  你會怎樣選擇呢
[00:01:23.000 --> 00:01:25.000]  所以十字路上面有一個選擇
[00:01:25.000 --> 00:01:30.000]  經文裡面有很多地方告訴我們
[00:01:30.000 --> 00:01:34.000]  他鼓勵我們你這樣選擇,你這樣選擇
[00:01:34.000 --> 00:01:37.000]  你這樣去,你這樣做,是對的
[00:01:37.000 --> 00:01:41.000]  但有很多人偏偏選擇了另外一條路
[00:01:41.000 --> 00:01:50.000]  當阿伯蘭在創世紀第十二章的時候告訴我們
[00:01:50.000 --> 00:01:52.000]  他住在加勒底的吳爾
[00:01:52.000 --> 00:02:00.000]  他阿伯帶領整家離開了加勒底的吳爾去了哈蘭
[00:02:00.000 --> 00:02:03.000]  在哈蘭他阿伯就死了
[00:02:03.000 --> 00:02:06.000]  但他們居住在哈蘭
[00:02:06.000 --> 00:02:10.000]  由南部的加勒底的吳爾相指河流域
[00:02:10.000 --> 00:02:13.000]  即是今日的波斯,即是昔日的波斯
[00:02:13.000 --> 00:02:16.000]  今日的伊朗有兩條相指河流域
[00:02:16.000 --> 00:02:19.000]  在南方,加勒底的吳爾
[00:02:19.000 --> 00:02:22.000]  哈蘭在北方
[00:02:22.000 --> 00:02:26.000]  但這條路是國際的通商大道
[00:02:26.000 --> 00:02:30.000]  他爸爸帶著阿伯蘭,帶著整家,帶著他的兒子
[00:02:30.000 --> 00:02:34.000]  帶著所有的東西離開了加勒底的吳爾
[00:02:34.000 --> 00:02:39.000]  往北方走,沿著這條所謂的鵬車隊,駱駝車隊
[00:02:39.000 --> 00:02:43.000]  是交通大道來的,一直往北走
[00:02:43.000 --> 00:02:45.000]  去到一個地方叫哈蘭
[00:02:45.000 --> 00:02:49.000]  他爸爸離開世界死了,但他們住在那個地方
[00:02:49.000 --> 00:02:51.000]  到12章的時候
[00:02:51.000 --> 00:02:56.000]  上帝對阿伯蘭說,你要離開本地,本族,富家
[00:02:56.000 --> 00:02:59.000]  往我指示你的地方去
[00:02:59.000 --> 00:03:03.000]  如果你是阿伯拉海外,你就做個選擇
[00:03:03.000 --> 00:03:06.000]  你可以選擇留在加勒哈蘭
[00:03:06.000 --> 00:03:09.000]  或者你可以選擇,因為爸爸帶我們走
[00:03:09.000 --> 00:03:11.000]  我可不可以不跟著爸爸呢?
[00:03:11.000 --> 00:03:13.000]  我回到加勒底的吳爾呢?
[00:03:13.000 --> 00:03:15.000]  我老家那處呢?
[00:03:15.000 --> 00:03:17.000]  我所有的朋友在那處
[00:03:17.000 --> 00:03:20.000]  我所有熟悉的環境,一切全部在那處
[00:03:20.000 --> 00:03:24.000]  為什麼我要離開這個加勒底的吳爾呢?
[00:03:24.000 --> 00:03:27.000]  現在我有個機會可以不這樣走
[00:03:27.000 --> 00:03:33.000]  但是上帝對阿伯蘭說,我要使你成為大國
[00:03:33.000 --> 00:03:37.000]  你的子孫好像天上的星海邊的沙這麼多
[00:03:37.000 --> 00:03:39.000]  阿伯蘭做了一個抉擇
[00:03:40.000 --> 00:03:44.000]  在十字路口上做了一個抉擇,我仍然要跟著上帝
[00:03:44.000 --> 00:03:48.000]  但是這個跟從上帝的路一點都不容易走
[00:03:48.000 --> 00:03:53.000]  我剛才有個感覺,我們很感謝上帝帶領
[00:03:53.000 --> 00:03:56.000]  我們的教會經歷了35年,未來前面
[00:03:56.000 --> 00:03:59.000]  我們仍然希望好Rosy一片
[00:03:59.000 --> 00:04:02.000]  希望前面的日子仍然快快樂樂地
[00:04:02.000 --> 00:04:05.000]  再另外35周年
[00:04:05.000 --> 00:04:09.000]  但是實際上生命不是那麼順暢的
[00:04:09.000 --> 00:04:12.000]  在過去35年裡面我們經歷了很多的風浪
[00:04:12.000 --> 00:04:15.000]  有的風浪你知道,有的風浪你不知道
[00:04:15.000 --> 00:04:18.000]  有的你看到,有的你看不到
[00:04:18.000 --> 00:04:21.000]  我們身在現在的處境之中,我們過了35年
[00:04:21.000 --> 00:04:24.000]  我們感謝上帝帶領我們
[00:04:24.000 --> 00:04:27.000]  但是當我們回心一想
[00:04:27.000 --> 00:04:30.000]  我們今天教會的情況,我們頂著心靈的情況
[00:04:30.000 --> 00:04:33.000]  是不是應該比現在更加好一點呢?
[00:04:33.000 --> 00:04:36.000]  我們未去到那個環境裡面,未去到那個階段裡面
[00:04:36.000 --> 00:04:39.000]  我們只是希望我們做了一個正確的選擇
[00:04:39.000 --> 00:04:44.000]  讓前面的道路,可以將過去35周,35年裡面
[00:04:44.000 --> 00:04:47.000]  上帝給我們的恩典,我們就可以重來一次
[00:04:47.000 --> 00:04:50.000]  讓上帝加倍祝福我們
[00:04:50.000 --> 00:04:53.000]  但是加倍祝福後面是有辛勤的工作的
[00:04:53.000 --> 00:05:00.000]  當上帝將以撒賜給阿伯拉罕之後
[00:05:00.000 --> 00:05:03.000]  離開了本地,本族附加往紙
[00:05:03.000 --> 00:05:06.000]  往上帝要指使的地方去
[00:05:06.000 --> 00:05:09.000]  我必定要使你成為大哥
[00:05:09.000 --> 00:05:12.000]  你的子孫好像天上的星,海邊的沙那麼多
[00:05:12.000 --> 00:05:15.000]  有一天上帝對他說,將你獨生的兒子
[00:05:15.000 --> 00:05:18.000]  將你所愛的以撒,帶上摩利亞山去
[00:05:18.000 --> 00:05:21.000]  獻祭給我
[00:05:21.000 --> 00:05:25.000]  到那時候以撒就問阿伯
[00:05:25.000 --> 00:05:28.000]  獻祭所用的一切器具都有了
[00:05:28.000 --> 00:05:31.000]  唯獨欠的是一個什麼呢?就是一個祭生
[00:05:31.000 --> 00:05:34.000]  到底獻祭的祭生在哪裡呢?
[00:05:34.000 --> 00:05:37.000]  阿伯拉罕心裡說
[00:05:37.000 --> 00:05:41.000]  我想那句話他很難宣之於口
[00:05:41.000 --> 00:05:45.000]  當以撒問他,獻祭的祭生在哪裡呢?
[00:05:45.000 --> 00:05:48.000]  他說耶穌上帝必有預備
[00:05:48.000 --> 00:05:52.000]  但是耶穌上帝已經預備了,就是你
[00:05:52.000 --> 00:05:59.000]  將以撒獻在祭壇上,正要守護著你
[00:05:59.000 --> 00:06:02.000]  在祭壇上正要守著你
[00:06:02.000 --> 00:06:09.000]  上帝在那個關口為他預備了一顆羊羔
[00:06:09.000 --> 00:06:13.000]  我們很喜歡這段故事
[00:06:13.000 --> 00:06:17.000]  因為我們很喜歡耶穌華爾
[00:06:17.000 --> 00:06:21.000]  因為我們很欣賞阿伯拉罕
[00:06:21.000 --> 00:06:26.000]  在生命那個關口裡,突然上帝為他有準備
[00:06:26.000 --> 00:06:30.000]  耶穌上帝必有預備,在耶穌的山上必有預備
[00:06:30.000 --> 00:06:37.000]  我相信這都是我們教會過去35年裡的經驗
[00:06:37.000 --> 00:06:42.000]  在這麼困難的日子裡,耶穌必有預備,但是我們經過
[00:06:42.000 --> 00:06:45.000]  但是我們從來都沒有經歷過那個掙扎
[00:06:45.000 --> 00:06:52.000]  上帝要將以撒獻在祭壇上的掙扎
[00:06:52.000 --> 00:06:57.000]  現在是35週年,願意這個掙扎擺在我們的眼前
[00:06:57.000 --> 00:07:00.000]  我想我們的教會成為一個怎樣的教會呢?
[00:07:00.000 --> 00:07:03.000]  我希望我們的教會成為一個怎樣的教會呢?
[00:07:03.000 --> 00:07:07.000]  在未來的日子裡,我們願意怎樣為我們的教會擺上一些東西
[00:07:07.000 --> 00:07:12.000]  擺上你的才智,擺上你的恩賜,擺上你的時間
[00:07:12.000 --> 00:07:17.000]  不計較你侍奉上帝,讓我們的教會比35年前更加好
[00:07:17.000 --> 00:07:23.000]  剛才我聽到有人祈禱說,我們初時開始的時候,有些老師在我們中間聚會
[00:07:23.000 --> 00:07:26.000]  此情不再的了
[00:07:26.000 --> 00:07:32.000]  你想想35週年,35年,他們那時候大學畢業多少歲?最多22歲
[00:07:32.000 --> 00:07:36.000]  22歲的35已經多少歲?
[00:07:36.000 --> 00:07:39.000]  57歲的了,他還有3年就退休了
[00:07:39.000 --> 00:07:43.000]  而且在這30多年裡面,他又成家立業了
[00:07:43.000 --> 00:07:49.000]  他又有自己的子女了,兩夫婦都可能很同心的侍奉了
[00:07:49.000 --> 00:07:55.000]  在各自不同的教會裡面,你再想他們回來,你不要做夢了
[00:07:55.000 --> 00:07:59.000]  沒有了
[00:07:59.000 --> 00:08:03.000]  如果你要讓教會興旺的話,你就要起來
[00:08:03.000 --> 00:08:09.000]  你不能夠說,我們那時候有老師來幫我們教主教學
[00:08:09.000 --> 00:08:14.000]  你要教主教學
[00:08:14.000 --> 00:08:20.000]  我們以前有老師帶我們回團計,你不帶,沒有人會代你帶的
[00:08:20.000 --> 00:08:24.000]  你不為你自己努力,沒有人會為你努力的
[00:08:24.000 --> 00:08:31.000]  你說我們教會裡面不是大家比之相愛嗎?是,他有他的教會要比之相愛
[00:08:31.000 --> 00:08:34.000]  我們就要在我們的教會裡面齊心努力
[00:08:34.000 --> 00:08:38.000]  我們真的站在一個十字樓上面,你要怎樣抉擇?
[00:08:38.000 --> 00:08:44.000]  如果你要歡歡喜喜快快樂樂,又不用落手落腳工作的話
[00:08:44.000 --> 00:08:49.000]  你可以的,你可以的
[00:08:49.000 --> 00:08:55.000]  就好像做三學的人,早上十點才開工
[00:08:55.000 --> 00:08:58.000]  撩著牙才能開工
[00:08:58.000 --> 00:09:02.000]  因為我們最近隔壁的房子裝修了,裝修了五個月還沒能裝修好
[00:09:02.000 --> 00:09:07.000]  所以那個房子已經快要精神崩潰了
[00:09:07.000 --> 00:09:10.000]  早上吃完早餐,這下牙就上班
[00:09:10.000 --> 00:09:13.000]  一會兒又說下午三點三了,又說要下午茶了
[00:09:13.000 --> 00:09:15.000]  聽著他的機器,全部關掉了
[00:09:15.000 --> 00:09:20.000]  然後在那裡聊天,到五點多鐘就下班了
[00:09:20.000 --> 00:09:24.000]  你可以這麼打條的
[00:09:24.000 --> 00:09:29.000]  但是作為一個基督的門徒,成為上帝自己的兒女
[00:09:29.000 --> 00:09:32.000]  那個生活不是這樣的
[00:09:32.000 --> 00:09:36.000]  你真的要落功夫,落手落腳的
[00:09:36.000 --> 00:09:40.000]  不是落手落腳地攻擊對方,看對方有什麼差錯
[00:09:40.000 --> 00:09:44.000]  但是落手落腳,將你自己所有的盡情見獎
[00:09:44.000 --> 00:09:47.000]  讓上帝的教會能夠得著興旺
[00:09:47.000 --> 00:09:51.000]  所以今天選了這一段的聖經
[00:09:51.000 --> 00:09:56.000]  在《史上傳》第九章那一段,數羅不斷用威嚇、空罕的口氣
[00:09:56.000 --> 00:10:01.000]  我在讀《華本》修訂版
[00:10:01.000 --> 00:10:08.000]  數羅不斷用威嚇、空罕的口氣向主的門徒說話
[00:10:08.000 --> 00:10:11.000]  這個就是數羅
[00:10:11.000 --> 00:10:16.000]  我們很熟悉,在大馬式路上被強光照著數羅
[00:10:16.000 --> 00:10:18.000]  我們很熟悉的
[00:10:18.000 --> 00:10:24.000]  在整個《史上傳》裡面,一共出現了三次這樣的記載
[00:10:24.000 --> 00:10:29.000]  第一次就是這個第九章,22章另外一次,26章另外一次
[00:10:29.000 --> 00:10:33.000]  另外兩次是他自己服述大馬式路上的經驗
[00:10:33.000 --> 00:10:39.000]  這是他實際上的經驗,一個濃縮的說法
[00:10:39.000 --> 00:10:45.000]  另外兩次是他講給他的百姓,講給他的同鄉盯
[00:10:45.000 --> 00:10:47.000]  上帝如何呼召我
[00:10:47.000 --> 00:10:57.000]  當經文的數,數羅仍然口出威嚇的說話
[00:10:57.000 --> 00:11:02.000]  對那些信從者道的人,他必定要加以對待
[00:11:02.000 --> 00:11:06.000]  所以他自告奮勇去見大祭司
[00:11:06.000 --> 00:11:09.000]  要求發信給大馬式甲的各個會堂
[00:11:09.000 --> 00:11:13.000]  若是找到信奉者道的人
[00:11:13.000 --> 00:11:18.000]  無論男女都准許捆綁大門耶路撒冷
[00:11:18.000 --> 00:11:25.000]  當我在讀這書的時候,這個什麼是數羅呢?
[00:11:25.000 --> 00:11:33.000]  我們現在說一地兩檢那裡,跨境捉人是不行的
[00:11:33.000 --> 00:11:38.000]  而且為什麼數羅可以跟大祭司說
[00:11:38.000 --> 00:11:42.000]  讓他由耶路撒冷可以走去大馬式甲
[00:11:42.000 --> 00:11:46.000]  就是今天的弱蛋,跨境走過去
[00:11:46.000 --> 00:11:49.000]  抓一些信從者道的人
[00:11:49.000 --> 00:11:52.000]  我們相信很可能信從者道的
[00:11:52.000 --> 00:11:55.000]  但在那個時間裏,絕大部分都是猶太人
[00:11:55.000 --> 00:11:58.000]  猶太人應該是信從摩西的律法
[00:11:58.000 --> 00:12:01.000]  但現在他們竟然除摩西律法之外
[00:12:01.000 --> 00:12:04.000]  相信了一位是上帝的兒子
[00:12:04.000 --> 00:12:07.000]  這對於一個相信猶太法律的人來說
[00:12:07.000 --> 00:12:09.000]  是一個兜底的錯誤
[00:12:09.000 --> 00:12:11.000]  哪有人可以這樣信法呢?
[00:12:11.000 --> 00:12:15.000]  上帝只有一個,怎麼可能有這麼多個呢?
[00:12:15.000 --> 00:12:18.000]  為什麼有聖父、聖子、聖靈呢?
[00:12:18.000 --> 00:12:22.000]  沒有可能的
[00:12:22.000 --> 00:12:26.000]  所以數羅自告奮勇
[00:12:26.000 --> 00:12:29.000]  這些自告奮勇的字眼
[00:12:29.000 --> 00:12:34.000]  或者他在這段時間裏面為自己認為對的事
[00:12:34.000 --> 00:12:38.000]  為律法所做的一切認為正確的事
[00:12:38.000 --> 00:12:42.000]  在這個大馬式的路上有一個兜底的改變
