
[00:00:00.000 --> 00:00:17.440]  《末世風雲》 加拿大遠東廣播製作
[00:00:17.440 --> 00:00:33.080]  親愛的弟兄、親愛的姐妹,你好!
[00:00:33.080 --> 00:00:38.520]  我們今天進入《末世風雲》的第十一廣
[00:00:38.520 --> 00:00:44.120]  在這個第十一廣中,我們會講及主耶穌降臨之前
[00:00:44.120 --> 00:00:48.320]  在這個世界裏面,有甚麼跡象、有甚麼預兆
[00:00:48.320 --> 00:00:51.440]  是我們大家都能夠看得見的
[00:00:51.440 --> 00:00:54.760]  在我們今天要看的課程裏面
[00:00:54.760 --> 00:01:00.840]  我們集中在《馬太夫》第24章的內容裏面來看看
[00:01:00.840 --> 00:01:04.640]  這是耶穌基督親口所講的一段經文
[00:01:04.640 --> 00:01:06.640]  所以是非常重要的
[00:01:06.640 --> 00:01:11.240]  上一次我們第十課裏面,是講到至聖所這個題目
[00:01:11.240 --> 00:01:14.160]  我相信你一定有很好的學習
[00:01:14.160 --> 00:01:21.280]  在至聖所裏面,我們看見希伯來書裏面給我們有一個很大的幫助
[00:01:21.280 --> 00:01:25.760]  原來希伯來書裏面主要的作用就是講聖殿
[00:01:25.760 --> 00:01:31.920]  講聖殿裏面的制度、講祭司、講耶穌基督就是我們的大祭司
[00:01:31.920 --> 00:01:34.640]  講耶穌基督的憲祭是牽上他自己
[00:01:34.640 --> 00:01:39.800]  以至我們今天能夠因著耶穌基督的憲祭,得新的生命
[00:01:39.800 --> 00:01:45.480]  我們也可以從馬太夫音、馬可夫音和路加夫音裏面
[00:01:45.480 --> 00:01:50.640]  看到耶穌基督死的時候,那個萬寺從上到下列為兩半
[00:01:50.640 --> 00:01:57.120]  就是至聖所裏面和外面的相隔的那個萬寺
[00:01:57.120 --> 00:02:02.200]  即是說耶穌基督已經打開了那條血路
[00:02:02.200 --> 00:02:05.400]  以至我們今天可以帶著耶穌基督的補血
[00:02:05.400 --> 00:02:09.960]  直入至聖所,每天都來敬拜、侍奉我們的神
[00:02:09.960 --> 00:02:13.880]  所以是一個非常非常好的一段經文
[00:02:13.880 --> 00:02:18.520]  我相信大家已經得到我們上一課裏面的精髓了
[00:02:18.520 --> 00:02:24.920]  今天我很想在這個時候裏面請你恭敬的將馬太夫音第24章打開
[00:02:24.920 --> 00:02:29.320]  我們看看這章的聖經裏面很多寶貝的話
[00:02:29.320 --> 00:02:34.600]  這一段的聖經是講及耶穌基督和他的門徒所講的話
