
[00:00:00.000 --> 00:00:02.000]  字幕:Sky Vision Media
[00:00:02.000 --> 00:00:12.000]  (音樂)
[00:00:12.000 --> 00:00:17.000]  (音樂)
[00:00:17.000 --> 00:00:30.000]  (音樂)
[00:00:30.000 --> 00:00:33.000]  親愛的弟兄 親愛的姐妹 你好
[00:00:33.000 --> 00:00:38.000]  我們今天進入我們這個末世風雲的第七講
[00:00:38.000 --> 00:00:42.000]  我不知道第六講裏面你記不記得我們講什麼
[00:00:42.000 --> 00:00:45.000]  我們曾經講到教會被提這件事
[00:00:45.000 --> 00:00:48.000]  在講到教會被提這件事裏面
[00:00:48.000 --> 00:00:50.000]  最重要的一點是什麼呢
[00:00:50.000 --> 00:00:54.000]  最重要的一點就是你會不會被提
[00:00:54.000 --> 00:00:57.000]  我相信你一定想過這個問題
[00:00:57.000 --> 00:01:00.000]  在教會裏面有很多人當我問他你信不信耶穌
[00:01:00.000 --> 00:01:04.000]  他告訴我我都未曾受洗禮
[00:01:04.000 --> 00:01:08.000]  有些時候我又問他你在教會裏面多久
[00:01:08.000 --> 00:01:11.000]  你有沒有耶穌基督住在你的心裏面
[00:01:11.000 --> 00:01:15.000]  他的回答是風牛馬不相及
[00:01:15.000 --> 00:01:18.000]  很多人告訴我我從小就來這間教會
[00:01:18.000 --> 00:01:21.000]  我自小就被媽媽抱進來這間教會
[00:01:21.000 --> 00:01:25.000]  或者說我在這間教會裏面已經參加了師班十幾年
[00:01:25.000 --> 00:01:28.000]  或者我已經聽了很多很多年
[00:01:28.000 --> 00:01:32.000]  沒錯這些都是非常好的事
[00:01:32.000 --> 00:01:34.000]  在教會裏面能夠有這麼久的歷史
[00:01:34.000 --> 00:01:40.000]  甚至受了洗禮 讚禮都是一件非常美麗的事
[00:01:40.000 --> 00:01:42.000]  但是最重要的不是這些
[00:01:42.000 --> 00:01:47.000]  最重要的就是說到底耶穌有沒有進入你的心裏面
[00:01:47.000 --> 00:01:51.000]  耶穌基督在約翰福音裏面講得很清楚
[00:01:51.000 --> 00:01:58.000]  他和尼哥底姆這個人來講重生的經歷的時候
[00:01:58.000 --> 00:02:01.000]  他三次說我實實在在告訴你
[00:02:01.000 --> 00:02:03.000]  人必須要重生
[00:02:03.000 --> 00:02:06.000]  人若不重生不能夠見神的國
[00:02:06.000 --> 00:02:11.000]  可見這個重生就是說我們原本的生命裏面
[00:02:11.000 --> 00:02:13.000]  是沒有神住在裏面的
[00:02:13.000 --> 00:02:17.000]  但是今天耶穌基督正正式式住在我們裏面的時候
[00:02:17.000 --> 00:02:19.000]  我們整個生命就改變了
[00:02:19.000 --> 00:02:22.000]  這個就是一個重生三個一次的意思
[00:02:22.000 --> 00:02:24.000]  所以在第三章十六節
[00:02:24.000 --> 00:02:28.000]  神愛世人 甚至將他的獨生子至及他們
[00:02:28.000 --> 00:02:30.000]  要一起信他的不辭面謀 凡得永生
[00:02:30.000 --> 00:02:36.000]  那個意思就是說我們必須要有神的兒子住在我們的生命裏面
[00:02:36.000 --> 00:02:38.000]  那怎樣才能夠重生呢
[00:02:38.000 --> 00:02:41.000]  就是因為三章十六節這一句話
[00:02:41.000 --> 00:02:46.000]  以致我們能夠信耶穌 有耶穌基督的生命在我們裏面
[00:02:46.000 --> 00:02:49.000]  信了耶穌之後 然後我們才受浸
[00:02:49.000 --> 00:02:51.000]  然後我們才有洗禮
[00:02:51.000 --> 00:02:53.000]  這個是第二步的事
[00:02:53.000 --> 00:02:57.000]  我們就不想將這兩件事混得太近
[00:02:57.000 --> 00:03:00.000]  但是希望大家能夠看得很清楚
[00:03:00.000 --> 00:03:04.000]  今天我們這個第七課 第七講
[00:03:04.000 --> 00:03:06.000]  我們有一個題目的
[00:03:06.000 --> 00:03:09.000]  這個題目就是毀滅地球之火
[00:03:09.000 --> 00:03:12.000]  我們所用的經文是彼得後書的第三章
[00:03:12.000 --> 00:03:14.000]  第一至到第十三節
[00:03:14.000 --> 00:03:17.000]  希望你能夠準備一下你的聖經
