
[00:00:00.000 --> 00:00:12.000]  各位丁姐妹,早安,很高兴可以来港福堂和大家一起敬拜上帝
[00:00:12.000 --> 00:00:31.000]  今天是母亲节,所以我们再次祝你旁边有一位母亲在那里,祝她母亲节快乐,你觉得她是母亲也可以
[00:00:31.000 --> 00:00:46.000]  我自己生存在一个不是很有钱的家庭,是一个贫困的家庭,我从小到大是一个木屋盔长大,我是转石山大坎村的村民
[00:00:46.000 --> 00:01:04.000]  当时我还是一个幼稚园,因为木屋村要清拆,所以政府安排我一家上楼,最早我们去了屯门的有外村,我当时还是六岁,1982年我就入了有外村
[00:01:04.000 --> 00:01:21.000]  所以让大家看看我以前的家,这就是当时我住的公屋,这里大概是四层,其实我是住八楼,可以看下来有一个有外轻铁站
[00:01:21.000 --> 00:01:41.000]  当时还没起轻铁站,那时候我们一家四后搬进来这里住,你看到下面就是我读的幼稚园,当时我读K3,我爸爸妈妈都是很进责的,我爸爸尽力赚钱,我妈妈全职去照顾我和我的妹妹
[00:01:41.000 --> 00:01:58.000]  那时候其实我妈妈很疼我,但是疼到一个地步是非常紧张我们,所以不容许我们去夜街,不容许我们做很多东西,甚至紧张到一个地步她自己真的挺辛苦,她有一个精神衰弱的问题
[00:01:58.000 --> 00:02:18.000]  我还记得我中学的时候,其实中学生多数都是不想爸爸妈妈送你上学,这个我们也要看开一点,我们看到我当时已经中二了,我的中学就是我的屋邨的旁边,五分钟走路都可以去得到
[00:02:18.000 --> 00:02:47.000]  我妈妈就一定要求我在她家的窗户里看到我走过的路,她那天才安心可以做其他东西,否则她就会打电话去学校,看看有没有我回到学校,所以你能够想象,其实我妈妈是很紧张我,并且是很疼我,很爱我,我大过我觉得她是很疼我,很进责,不过小时候不明白,小时候就觉得她好像很想控制我
[00:02:47.000 --> 00:03:08.000]  所以我整天很没礼貌地去进行反抗,又觉得整天给我的感觉就是我觉得我长不大,照顾不了自己,那种无能的感觉对我的生命很多的否定,所以,还有我妈妈也不是整天去赞赏我和我妹妹的情况
[00:03:08.000 --> 00:03:36.000]  所以我从小到大就很想争取很多人对我的赞赏和肯定,所以我很喜欢和人们比较,从小到大,我不是很多东西能干,稍微好一点,其实就是读书,读书的时候我还记得第三阶段,我就去读综合科学,大家有没有听过这个科目,叫做integrated science,IS
[00:03:36.000 --> 00:04:05.000]  那时候我就拿到98分,100分拿到98分,很厉害,我都觉得一辈子都没试过这么光宗耀祖的感觉,那个全级第一,所以应该要感谢上帝,但是我那时候还没认识耶稣,我就到处问人多少分,你多少分啊,我96分啊,我98分啊,你会不会觉得这些人是很坑人真啊?
[00:04:05.000 --> 00:04:34.000]  是很坑人真,真是很坑人真,那我有一次还记得我就去那个女同学面前,就问她你多少分啊,那女同学就死都不让我去看她多少分,然后我就眼里受到她是76分,你76分啊,我98分啊,你觉得是不是真的很坑人真啊这些人?然后我就整喊了那个女同学,她喊了出来,我一生人其实很多东西都不是很害怕,我最怕什么?我最怕女人喊,
[00:04:34.000 --> 00:04:34.980]  最怕女人哭
[00:04:34.980 --> 00:04:37.800]  那時候我看見那個女同學哭呢
[00:04:37.800 --> 00:04:39.120]  我就不知道怎麼辦
[00:04:39.120 --> 00:04:41.380]  然後我就走了
[00:04:41.380 --> 00:04:47.240]  那變成其實是整個人生是拼命很想找別人的認同
[00:04:47.240 --> 00:04:49.300]  找別人對我的讚賞
[00:04:49.300 --> 00:04:51.760]  找別人對我的肯定
[00:04:51.760 --> 00:04:53.480]  但是找的過程當中
[00:04:53.480 --> 00:04:58.020]  我在做一些手法是傷害別人
[00:04:58.020 --> 00:04:59.440]  傷害別人
[00:04:59.440 --> 00:05:00.720]  欺負別人
[00:05:00.720 --> 00:05:02.280]  其實一種這樣的手法
[00:05:02.280 --> 00:05:04.600]  我們就明白人其實是有罪性的
[00:05:04.600 --> 00:05:05.600]  大家明白
[00:05:05.600 --> 00:05:06.960]  這個罪性你又不能怪
[00:05:06.960 --> 00:05:08.480]  因為有很多時候
[00:05:08.480 --> 00:05:11.720]  人是很喜歡尋求別人的掌聲
[00:05:11.720 --> 00:05:13.320]  尋求別人的愛
[00:05:13.320 --> 00:05:16.000]  你就用一些方法去抓這些東西
[00:05:16.000 --> 00:05:18.720]  而在抓這些東西的過程裡面
[00:05:18.720 --> 00:05:20.000]  有某程度上
[00:05:20.000 --> 00:05:21.840]  是會得罪了身邊的人
[00:05:21.840 --> 00:05:23.440]  傷害了身邊的人
[00:05:23.440 --> 00:05:26.440]  又或者將其他人給下去
[00:05:26.440 --> 00:05:30.880]  然後就抬高自己的一種邪惡的手段
[00:05:30.880 --> 00:05:32.560]  我們明白這些手段
[00:05:32.560 --> 00:05:35.640]  充斥著人類間不同的細節
[00:05:35.640 --> 00:05:37.240]  源自很多時候
[00:05:37.240 --> 00:05:40.080]  都是父母對我們有一些
[00:05:40.080 --> 00:05:43.240]  不是很能夠很欣賞很讚賞的情況
[00:05:43.240 --> 00:05:44.640]  我總是想我求
[00:05:44.640 --> 00:05:46.480]  有時候父母都不是故意的
[00:05:46.480 --> 00:05:47.280]  有很多時候
[00:05:47.280 --> 00:05:49.520]  很有可能是他父母的父母
[00:05:49.520 --> 00:05:51.720]  也都給他一個這樣的成長
[00:05:51.720 --> 00:05:53.920]  我們看到原來人
[00:05:53.920 --> 00:05:55.200]  真的做很多事情
[00:05:55.200 --> 00:05:56.920]  是會有一種私心
[00:05:56.920 --> 00:05:59.920]  很想找到那個慾望
[00:05:59.920 --> 00:06:03.120]  也有些小孩子有這樣的感受
[00:06:03.120 --> 00:06:06.080]  有一種我們叫做原罪的感受
[00:06:06.080 --> 00:06:07.600]  我解釋給大家聽
[00:06:07.600 --> 00:06:09.320]  什麼叫做原罪
[00:06:09.320 --> 00:06:10.600]  原罪的意思
[00:06:10.600 --> 00:06:15.520]  其實就是不是代表你做了什麼行動
[00:06:15.520 --> 00:06:18.680]  以致證明你犯了某個罪行
[00:06:18.680 --> 00:06:19.640]  而是說真的
[00:06:19.640 --> 00:06:23.520]  你本身的存在就是一個罪
[00:06:23.520 --> 00:06:24.920]  這個叫做原罪
[00:06:24.920 --> 00:06:27.400]  你的存在就是一個罪
[00:06:27.400 --> 00:06:28.760]  我想這種感覺
[00:06:28.760 --> 00:06:30.840]  其實如果你接觸很多年輕人
[00:06:30.840 --> 00:06:32.680]  其實他在父母的心目當中
[00:06:32.680 --> 00:06:35.440]  那個感覺都是一種這樣的感覺
[00:06:35.440 --> 00:06:38.000]  好像彷彿我出生了
[00:06:38.000 --> 00:06:40.200]  就令到我的父母很麻煩
[00:06:40.200 --> 00:06:42.000]  這樣去照顧我
[00:06:42.000 --> 00:06:45.000]  令到家庭的負擔開始加重了
[00:06:45.000 --> 00:06:47.680]  令到自己的父母又要無奈地花時間
[00:06:47.680 --> 00:06:48.600]  幫你餵奶
[00:06:48.600 --> 00:06:49.560]  幫你換便
[00:06:49.560 --> 00:06:51.080]  幫你養育
[00:06:51.080 --> 00:06:52.800]  幫你供書教學之類的
[00:06:52.800 --> 00:06:55.800]  彷彿我的存在就是一個罪
[00:06:55.800 --> 00:06:59.120]  彷彿我的存在就是整個家庭的負擔
[00:06:59.120 --> 00:07:02.760]  所以我們看到前段時間有一個悲劇發生
[00:07:02.760 --> 00:07:05.240]  那個悲劇就是五歲小孩
[00:07:05.240 --> 00:07:08.240]  虐打而死的一宗這樣的個案
[00:07:08.240 --> 00:07:09.640]  我們感到悲憤
[00:07:09.640 --> 00:07:11.640]  我們感到可惜
[00:07:11.640 --> 00:07:13.280]  也感到悲慘
[00:07:13.280 --> 00:07:15.080]  但是我們也看到
[00:07:15.080 --> 00:07:19.080]  那五歲的小孩其實也不是犯了什麼罪
[00:07:19.080 --> 00:07:20.200]  為什麼要受罪
[00:07:20.200 --> 00:07:22.280]  去到一個這樣的地步
[00:07:22.280 --> 00:07:23.480]  但是有很多時候
[00:07:23.480 --> 00:07:25.720]  一個人身處在世界上
[00:07:25.720 --> 00:07:27.360]  那種的自卑感
[00:07:27.360 --> 00:07:29.640]  有很多時候在一個家庭裡面
[00:07:29.640 --> 00:07:31.400]  去到孕育出來
[00:07:31.400 --> 00:07:33.080]  那種記得在網上
[00:07:33.080 --> 00:07:35.960]  我就看過一段片段
[00:07:35.960 --> 00:07:38.680]  那個片段就是顯示到
[00:07:38.680 --> 00:07:40.480]  有一位的小孩
[00:07:40.480 --> 00:07:42.320]  我相信他是獨有自願
[00:07:42.320 --> 00:07:43.800]  畫了一幅畫
[00:07:43.800 --> 00:07:46.360]  想著給媽媽去看一看
[00:07:46.360 --> 00:07:48.320]  希望媽媽去欣賞一下他
[00:07:48.320 --> 00:07:51.040]  媽媽你覺得我畫這幅畫
[00:07:51.040 --> 00:07:52.240]  你是否漂亮
[00:07:52.240 --> 00:07:53.560]  我想大家都明白
[00:07:53.560 --> 00:07:55.480]  一個幼稚園畫的話
[00:07:55.480 --> 00:07:57.480]  其實也是很錯的
[00:07:57.480 --> 00:08:01.040]  可能對他來說已經畫得不錯
[00:08:01.040 --> 00:08:02.360]  但是他媽媽
[00:08:02.360 --> 00:08:04.480]  當時其實就沒有空閒去
[00:08:04.480 --> 00:08:06.280]  因為他正在看手機
[00:08:06.280 --> 00:08:08.080]  在看手機
[00:08:08.080 --> 00:08:09.200]  而旁邊的女兒
[00:08:09.200 --> 00:08:11.880]  就去到他面前
[00:08:11.880 --> 00:08:14.240]  就說媽媽你可不可以看看我的畫
[00:08:14.240 --> 00:08:17.040]  他媽媽就彷彿在看著手機
[00:08:17.040 --> 00:08:18.840]  就不理會他女兒
[00:08:18.840 --> 00:08:21.280]  遞了一幅畫給他認識
[00:08:21.280 --> 00:08:23.120]  後來他就轉過頭了
[00:08:23.120 --> 00:08:25.680]  真的去到看他女兒的畫
[00:08:25.680 --> 00:08:26.760]  然後看完之後
[00:08:26.760 --> 00:08:28.160]  說了一句話
[00:08:28.160 --> 00:08:30.880]  他女兒影響一輩子
[00:08:30.880 --> 00:08:33.120]  而那句話就是
[00:08:33.120 --> 00:08:36.120]  不那麼噁心
[00:08:36.120 --> 00:08:40.160]  下次你不要畫這樣的東西
[00:08:40.160 --> 00:08:41.760]  這句話
[00:08:41.760 --> 00:08:42.880]  而這句話
[00:08:42.880 --> 00:08:46.600]  是影響了他自己一生的自我形象
[00:08:46.600 --> 00:08:49.120]  其實這位女孩成長之後
[00:08:49.120 --> 00:08:51.360]  其實是一個很出色的畫家
[00:08:51.360 --> 00:08:53.680]  她畫的畫是非常美麗
[00:08:53.680 --> 00:08:55.040]  但是因為
[00:08:55.040 --> 00:08:58.120]  她那份的自信心比較脆弱
[00:08:58.120 --> 00:09:01.840]  她也沒有信心展示自己那些畫
[00:09:01.840 --> 00:09:03.280]  在別人面前
[00:09:03.280 --> 00:09:05.400]  因為她自己那份的自卑
[00:09:05.400 --> 00:09:08.120]  她打消了進一步的念頭
[00:09:08.120 --> 00:09:10.640]  去到進修去到發展去到畫展
[00:09:10.640 --> 00:09:12.960]  那些我們叫做前程
[00:09:12.960 --> 00:09:14.160]  她打消了
[00:09:14.160 --> 00:09:16.320]  但是她是一個gifted的畫家
[00:09:16.320 --> 00:09:18.800]  她是非常能夠畫出很美麗的畫
[00:09:18.800 --> 00:09:20.600]  但是一句話
[00:09:20.600 --> 00:09:22.200]  就是那句話
