
[00:00:00.000 --> 00:00:10.000]  各位聽眾,感謝神恩恩典給我們在一個星期前有機會在上面做一些培訓工作
[00:00:10.000 --> 00:00:15.000]  這次有些特別的地方就是過去的培訓主要是神學、培靈
[00:00:15.000 --> 00:00:22.000]  和分享一些穆會的需要,讓這些童工能夠更加清楚教會要走的路到底是怎樣
[00:00:22.000 --> 00:00:29.000]  但是在過去這麼多年,我們深深發現上面家庭的問題,婚姻的問題非常嚴重
[00:00:29.000 --> 00:00:40.000]  雖然我們講培靈講了很多,但是我們始終看不到那個板,到底夫妻怎樣相處,怎樣溝通,到底我們怎樣相愛,怎樣教導子女,他們不知道
[00:00:40.000 --> 00:00:47.000]  是因為這樣的緣故,我一直心裏有個意願,是希望能夠和他們開一些恩愛夫妻營
[00:00:47.000 --> 00:00:54.000]  可惜的是恩愛夫妻營有一個規矩,就是你開了都要夫妻檔,兩個一起去開才行,我一支工去不行
[00:00:54.000 --> 00:01:09.000]  幾個男人上去就開不了恩愛夫妻營,因為存款就不可能我和一個男童工兩個男人存款,雖然可以存款,但是他們要講配偶的相處,我們就沒有辦法
[00:01:09.000 --> 00:01:21.000]  所以很早的時候我就約定我太太,她都肯,本來我們是用龍力連上去的,但是誰知道那段時間上面大風雪,全部的高速公路全部封閉,所以我們上不到
[00:01:21.000 --> 00:01:36.000]  結果就改到兩個禮拜前我們才去,我也感恩,我們去到的時候她都深深的知道我們放下了我們的兒子和女兒,兒子在考MOD,女兒剛剛在考CRIS
[00:01:36.000 --> 00:01:48.000]  我們就放下他們就上去,另一個童工也放下幾歲大的女兒,都是這樣上去,所以他們的心已經預備好,他們知道我們是為了他們的緣故苦口婆心來勸他們
[00:01:48.000 --> 00:02:03.000]  這一班弟兄姐妹,雖然叫基督徒,信了這麼久,人看來是很成熟,但是因為整個風氣,就是農村裏面是盲婚啞嫁,差不多他們結婚的時候才開始見識
[00:02:03.000 --> 00:02:16.000]  透過朋友介紹,然後覺得很好,很愛主,就結婚了,只要愛主就行,但是問題是大家的性格互相之間不知道,各樣東西都不知道,溝通模式都不知道
[00:02:16.000 --> 00:02:29.000]  我記得當他們講完幾堂培營會,我們就開始講到,夫妻的恩愛其中一樣東西很重要的,就是懂得互相去欣賞,頂為露練人,露為練金,人的欣賞人的稱讚都能夠磨練人
[00:02:29.000 --> 00:02:41.000]  所以我們就開始學存款,我們就預先講完什麼叫存款,講了怎樣來存,然後我和太太示範,然後另一個童工夫婦也示範,示範完之後我就叫他去做
[00:02:41.000 --> 00:02:55.000]  我叫他做就是手牽著配偶的手,兩眼看著對方,然後大家在一個地方,你自己講出你自己欣賞對方一些什麼,我想不到有史以來是第一次這麼尷尬的
[00:02:55.000 --> 00:03:14.000]  這一幫人當我叫他們手牽著手的時候,有些人用兩個手來掩著眼睛,不敢看對方,然後有些甚至走到別處,直接不見了,走到別處,然後由頭到尾聚會的時候,他們是楚河漢界劃分得非常清楚的
[00:03:14.000 --> 00:03:26.000]  弟兄坐一邊,姐妹坐一邊,然後當我們叫他們坐在一起的時候,他們都已經很不自在的樣子,十幾二十年從來沒有牽過手,你有沒有聽過?
[00:03:26.000 --> 00:03:41.000]  在他們的鄉下,如果牽手的話,大件事,一定會被人家說到遍體鱗傷,另一方面就是他們讀書的時候,一個男同學和一個女同學只要站在那裡聊一句話,就會被人笑到糊塗
[00:03:41.000 --> 00:04:01.000]  在他們的鄉下,他們從來不會和異性交談,和異性坐在一起,更加不會手牽手,在那時候牽了手,心裡面有一個感動,我初期都想著算了,改不了的了,由得他們,看有沒有可能折衷的辦法
[00:04:01.000 --> 00:04:22.000]  但心裡面想,如果這樣,是不是白費?太太這麼辛苦上去,家庭放下了,這樣放棄白費,我再講培靈會,我們講到聖經的模式和你們傳統的模式,聖經的模式是二人成為一體,夫妻二人赤身無體並不羞恥的,這是聖經的模式
[00:04:22.000 --> 00:04:38.000]  你們傳統的模式就是丈夫牽著太太的手都叫做羞恥,這是傳統的觀念,傳統的模式,我就叫他們做一個選擇,你們今天的選擇是選擇傳統的模式還是選擇走神的路,是聖經的模式呢?
[00:04:38.000 --> 00:05:01.000]  今天我們很多人被傳統綁死了,我問他們有多少人在家裡鬧過膠,全部舉手,我問他們有多少夫婦在家裡打過膠,一半的人打過膠,我跟著跟他們說,你看到這個教會這麼大的缺口,會眾看到你們都是這樣相處,他們怎樣學習呢?
[00:05:01.000 --> 00:05:29.000]  你們的婚姻怎樣建立呢?最後我就鼓勵他們,如果你們不走出第一步的時候,你們的會眾永遠走不到第一步,結果我們再示範,我從未試過示範這麼多次,我和太太示範了三次,另一對同工也示範了三次,結果呢,我們叫他們做,初期就用手指勾住,不敢看,有一對就走進房間裡,肯牽著手來說
[00:05:29.000 --> 00:05:42.000]  我跟著呢,再一次來講培靈,講到教會的缺口,怎樣可以彌補這個缺口,然後這個是你骨中的骨,肉中的肉,為什麼你連牽手都不敢呢?
[00:05:42.000 --> 00:06:09.000]  在第二天的培訓,我看到他們開始心開放,分享感受的時候,真的握著手,赤露敞開,一個一個認罪認錯,互相分享感受,我很感恩,親愛的兄弟姐妹,中國大陸1999年,是一百六十多萬對夫婦離婚,你很難想像,家庭的制度已經破裂到體無完膚
[00:06:09.000 --> 00:06:31.000]  當你留意到香港的情形,也不能去變,我經常在想,以前傳福音的時候,報導開組,十對當中有一兩對是有需要,有問題要輔導,現在十對當中有一兩對是沒有問題的,不需要理會,非常健康成長,一兩對而已,我們看到問題非常嚴重
[00:06:31.000 --> 00:06:50.000]  我們再看看,我家人幫我剪了一些報紙,其中一兩張報紙給我很震撼,有一個十一歲的女孩留下一個字條給她媽媽,她告訴媽媽,媽媽我沒用,我生存得很痛苦,我很想解脫,請你原諒我,在二十幾樓跳下來死了
[00:06:50.000 --> 00:07:06.000]  另一個十三歲的女孩,她也說,媽媽我達不到你的期望,請原諒我吧,又是十幾樓跳下來死了,除了這些年幼無知的小朋友用自殺來逃避之外,成年人也不能去哪裡
[00:07:06.000 --> 00:07:28.000]  有一家人失業兩年多的丈夫,因為來來去去找不到出路,終於有一天又是剪報給我看的,就要求子女和太太一起困在房間裡燒炭,結果太太和兩個子女死了,他還沒死,昏迷了,送進醫院,醒來之後警方要落案起訴他謀殺
