
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹各位朋友你好
[00:00:05.000 --> 00:00:10.000]  歡迎收看三藩市報道會網上崇拜
[00:00:10.000 --> 00:00:13.000]  我們繼續思想啟示錄的訊息
[00:00:13.000 --> 00:00:17.000]  今天我們去到啟示錄第三章一節至到第六節
[00:00:17.000 --> 00:00:20.000]  行屍走肉的殺敵
[00:00:20.000 --> 00:00:26.000]  在中國歷史裏面赤壁之戰可以說是中國著名的一場戰役
[00:00:26.000 --> 00:00:32.000]  在公元208年的時候曹操平定了北方之後揮軍南下
[00:00:32.000 --> 00:00:35.000]  大舉進佔荊州
[00:00:35.000 --> 00:00:42.000]  劉備知道實力頂不住曹操於是拋棄他的妻子和兒子
[00:00:42.000 --> 00:00:47.000]  和諸葛亮張飛趙雲等數十人騎馬逃走
[00:00:47.000 --> 00:00:54.000]  並且聯絡孫權做一個所謂聯盟抵抗曹操
[00:00:54.000 --> 00:01:00.000]  在208年他們在長江的赤壁會戰
[00:01:00.000 --> 00:01:05.000]  曹操當時號稱說是率有80萬大軍
[00:01:05.000 --> 00:01:10.000]  孫權率領周瑜王蓋等將出戰
[00:01:10.000 --> 00:01:13.000]  但當時他們只有三萬兵
[00:01:13.000 --> 00:01:19.000]  而劉備帶著諸葛亮關羽張飛趙雲等出戰
[00:01:19.000 --> 00:01:22.000]  大概只有二萬
[00:01:22.000 --> 00:01:26.000]  所以論軍力有很大分別
[00:01:26.000 --> 00:01:31.000]  而且曹操領軍以迅速見稱
[00:01:31.000 --> 00:01:34.000]  一說曹操就到
[00:01:34.000 --> 00:01:37.000]  表面上是曹操行軍迅速的形容
[00:01:37.000 --> 00:01:42.000]  所以這場可以說是強弱懸殊的戰爭
[00:01:42.000 --> 00:01:49.000]  當時孫劉聯軍知道軍力無法抵擋曹操
[00:01:49.000 --> 00:01:52.000]  所以只能用智取
[00:01:52.000 --> 00:01:57.000]  周瑜的部將王蓋建議用火攻
[00:01:57.000 --> 00:02:03.000]  金蓋縱我寡 難與持久
[00:02:03.000 --> 00:02:09.000]  燃官曹軍 船首尾相接 可燒而走也
[00:02:09.000 --> 00:02:12.000]  周瑜採取了這個方法
[00:02:12.000 --> 00:02:17.000]  利用快船火燒曹操的連環船
[00:02:17.000 --> 00:02:20.000]  燒完後馬上走
[00:02:20.000 --> 00:02:26.000]  戰爭日 王蓋帶著十艘輕利戰船
[00:02:26.000 --> 00:02:30.000]  載滿了新草 高油
[00:02:30.000 --> 00:02:34.000]  剛剛在這個時候東南風急
[00:02:34.000 --> 00:02:38.000]  十艘船在江中舉帆 手持火把
[00:02:38.000 --> 00:02:41.000]  去到曹操的陣營 見到水兵
[00:02:41.000 --> 00:02:45.000]  大聲說 探探探
[00:02:45.000 --> 00:02:49.000]  當時他們處於位置距離曹操大約
[00:02:49.000 --> 00:02:52.000]  曹操的大軍大約只有兩里
[00:02:52.000 --> 00:02:55.000]  那時候曹操軍隊見到有人投降
[00:02:55.000 --> 00:02:57.000]  少了戒備之心
[00:02:57.000 --> 00:03:03.000]  於是王蓋命令點著船中柴草
[00:03:03.000 --> 00:03:10.000]  火速向曹軍的大本營直駛
[00:03:10.000 --> 00:03:17.000]  火烈風猛 船如箭般直走向曹軍
[00:03:17.000 --> 00:03:21.000]  結果燒盡曹操軍隊的戰船
[00:03:21.000 --> 00:03:24.000]  波及岸邊的軍營
[00:03:24.000 --> 00:03:27.000]  而王蓋也在這場戰役中
[00:03:27.000 --> 00:03:31.000]  因為中了流齒而墮入長江
[00:03:31.000 --> 00:03:34.000]  幸好由寒冬救起
[00:03:34.000 --> 00:03:37.000]  孫權和劉備的聯軍
[00:03:37.000 --> 00:03:41.000]  乘著這勢橫渡長江
[00:03:41.000 --> 00:03:45.000]  雷鼓大震 大敗曹軍
[00:03:45.000 --> 00:03:48.000]  曹操見敗局已經無法挽回
[00:03:48.000 --> 00:03:53.000]  立即燒掉其餘的船引軍退出
[00:03:53.000 --> 00:03:58.000]  孫劉大軍結果大勝
[00:03:58.000 --> 00:04:01.000]  而曹操退回北方
[00:04:01.000 --> 00:04:08.000]  造成曹、劉、孫三國鼎立的形勢
[00:04:08.000 --> 00:04:12.000]  這就是中國歷史中著名的赤壁之戰
[00:04:12.000 --> 00:04:16.000]  一場以寡勝眾的戰役
[00:04:16.000 --> 00:04:17.000]  八百年後
[00:04:17.000 --> 00:04:21.000]  一個非常出名的文人重返赤壁
[00:04:21.000 --> 00:04:23.000]  想到當日赤壁之戰
[00:04:23.000 --> 00:04:27.000]  不禁寫下著名的一首詩
[00:04:27.000 --> 00:04:31.000]  《念奴嬌赤壁懷古》
[00:04:31.000 --> 00:04:33.000]  這就是蘇東坡
[00:04:33.000 --> 00:04:36.000]  大江東去浪淘盡
[00:04:36.000 --> 00:04:40.000]  千古風流人物護壘西邊
[00:04:40.000 --> 00:04:45.000]  人到時三國舟浪赤壁亂石穿空
[00:04:45.000 --> 00:04:49.000]  驚濤拍案捲起千對船
[00:04:49.000 --> 00:04:54.000]  江山言話一時多少豪傑
[00:04:54.000 --> 00:04:59.000]  回想恭敬當年小橋初嫁了
[00:04:59.000 --> 00:05:03.000]  紅枝英髮雨扇關根
[00:05:03.000 --> 00:05:08.000]  談笑間強弩灰飛煙滅
[00:05:08.000 --> 00:05:11.000]  故國神友多情應笑我
[00:05:11.000 --> 00:05:15.000]  早生麻煩人生如夢
[00:05:15.000 --> 00:05:19.000]  一樽煩著江月
[00:05:19.000 --> 00:05:22.000]  蘇東坡寫這首詩的時候
[00:05:22.000 --> 00:05:25.000]  大概是七四十七歲
[00:05:25.000 --> 00:05:27.000]  剛剛之後是
[00:05:27.000 --> 00:05:30.000]  之前是遇上了這個所謂烏台斯案
[00:05:30.000 --> 00:05:33.000]  因為皇帝以為他寫的這首詩
[00:05:33.000 --> 00:05:36.000]  是諷刺他變法
[00:05:36.000 --> 00:05:38.000]  他幾乎想要殺他
[00:05:38.000 --> 00:05:42.000]  但是你看到當時這個文字獄
[00:05:42.000 --> 00:05:44.000]  真是多麼的牙癢
[00:05:44.000 --> 00:05:46.000]  以言入罪
[00:05:46.000 --> 00:05:48.000]  以為他是譏諷他而賜死
[00:05:48.000 --> 00:05:50.000]  幸好太后賞識他的才華
[00:05:50.000 --> 00:05:52.000]  求情免死
[00:05:52.000 --> 00:05:54.000]  結果被貶皇舟
[00:05:54.000 --> 00:05:56.000]  他心裏很不開心
[00:05:56.000 --> 00:05:58.000]  很憂愁
[00:05:58.000 --> 00:06:00.000]  於是到處遊山玩水
[00:06:00.000 --> 00:06:03.000]  來到皇舟城外的赤壁
[00:06:03.000 --> 00:06:05.000]  想到周瑜昔日的風光
[00:06:05.000 --> 00:06:09.000]  感慨的話大江東去浪淘盡
[00:06:09.000 --> 00:06:11.000]  千古風流人物
[00:06:11.000 --> 00:06:14.000]  這一首千古絕唱
[00:06:14.000 --> 00:06:17.000]  寫盡人間的悲歡離合
[00:06:17.000 --> 00:06:20.000]  最終都是大江東去
[00:06:20.000 --> 00:06:23.000]  與赤壁之戰齊名的
[00:06:23.000 --> 00:06:26.000]  是有西方薩迪之戰
[00:06:26.000 --> 00:06:29.000]  這個薩迪就是我們今天所說
[00:06:29.000 --> 00:06:32.000]  啟述的第三章的薩迪城
[00:06:32.000 --> 00:06:34.000]  說起來這兩場戰役
[00:06:34.000 --> 00:06:36.000]  都有很多相似的地方
[00:06:36.000 --> 00:06:40.000]  距離約翰寫這封信之前的七八年
[00:06:40.000 --> 00:06:42.000]  在這個小亞細亞的地方
[00:06:42.000 --> 00:06:44.000]  有一個非常強大的帝國
[00:06:44.000 --> 00:06:46.000]  就叫做利利亞
[00:06:46.000 --> 00:06:49.000]  他的皇帝當時極富有
[00:06:49.000 --> 00:06:53.000]  還有雄才大略的親近
[00:06:53.000 --> 00:06:56.000]  因為他發現在薩迪附近的河溪
[00:06:56.000 --> 00:06:59.000]  有黃金因而致大富
[00:06:59.000 --> 00:07:02.000]  首都薩迪是當時偉大的城市
[00:07:02.000 --> 00:07:06.000]  薩迪位於河流河口北面的高山
[00:07:06.000 --> 00:07:08.000]  繞過整個河谷
[00:07:08.000 --> 00:07:10.000]  周圍都是高山峭壁
[00:07:10.000 --> 00:07:12.000]  穩如泰山
[00:07:12.000 --> 00:07:15.000]  進可以攻退可以守的一個城市
[00:07:15.000 --> 00:07:19.000]  有了錢自然就想要有權
[00:07:19.000 --> 00:07:21.000]  有了權就想要更大的權
[00:07:21.000 --> 00:07:25.000]  所以克羅埃西斯就征服了
[00:07:25.000 --> 00:07:27.000]  到處征服了
[00:07:27.000 --> 00:07:33.000]  最後決定和當時的波斯薩迪決一死戰
[00:07:33.000 --> 00:07:36.000]  正如曹操一樣
[00:07:36.000 --> 00:07:41.000]  曹操不肯聽孔雄大臣的忠言勸告
[00:07:41.000 --> 00:07:43.000]  勸他不要這樣征伐
[00:07:43.000 --> 00:07:45.000]  要他這樣做
[00:07:45.000 --> 00:07:48.000]  終究自己都是吃虧的
[00:07:48.000 --> 00:07:50.000]  曹操不喜歡
[00:07:50.000 --> 00:07:52.000]  於是一怒之下就將孔雄
[00:07:52.000 --> 00:07:54.000]  這個孔雄就是孔雄讓利的孔雄
[00:07:54.000 --> 00:07:56.000]  將他殺死
[00:07:56.000 --> 00:08:02.000]  同樣克羅埃西斯也不聽智者蘇林之言
[00:08:02.000 --> 00:08:05.000]  以為他用的軍力可以勝過波斯
[00:08:05.000 --> 00:08:09.000]  所以不惜一切和他決一死戰
[00:08:09.000 --> 00:08:11.000]  在交鋒的時候
[00:08:11.000 --> 00:08:14.000]  沒錯 克羅埃西斯的軍隊龐大
[00:08:14.000 --> 00:08:18.000]  以重敵寡 穩握聖權
[00:08:18.000 --> 00:08:26.000]  但是 波斯的皇帝 看準了克羅埃西斯的弱點
[00:08:26.000 --> 00:08:28.000]  他就用駱駝出戰
[00:08:28.000 --> 00:08:32.000]  將克羅埃西斯的戰馬嚇到膽破而敗走
[00:08:32.000 --> 00:08:35.000]  於是克羅埃西斯只有退守薩迪
[00:08:35.000 --> 00:08:38.000]  因為薩迪的形勢
[00:08:38.000 --> 00:08:40.000]  進可以攻 不退可以守
[00:08:40.000 --> 00:08:42.000]  而駱駝也是無用武之地
[00:08:42.000 --> 00:08:46.000]  位於高山之上 周圍有設備 難以攻入
[00:08:46.000 --> 00:08:48.000]  但是慢慢上不到
[00:08:48.000 --> 00:08:50.000]  薩迪是一個士兵
[00:08:50.000 --> 00:08:55.000]  看到克羅埃西斯的士兵有一次掉了頭盔下山腳
[00:08:55.000 --> 00:08:59.000]  隔了一會兒這個士兵就可以立刻撿回頭盔
[00:08:59.000 --> 00:09:01.000]  這個士兵非常聰明
[00:09:01.000 --> 00:09:05.000]  他就想到一定是有一條通道可以下山
[00:09:05.000 --> 00:09:10.000]  於是到晚上 他就帶著突擊隊去找這條通道
[00:09:10.000 --> 00:09:17.000]  果然之間 他們找到一條通道可以直上薩迪城
[00:09:17.000 --> 00:09:21.000]  而這條通道竟然全部放守
[00:09:21.000 --> 00:09:25.000]  他們輕而易舉就偷進了薩迪城
[00:09:25.000 --> 00:09:28.000]  將克羅埃西斯打敗 以寡勝眾
[00:09:28.000 --> 00:09:31.000]  扭轉了當時整個世界局面
[00:09:31.000 --> 00:09:35.000]  而薩迪也失去昔日的光彩 不再一樣
[00:09:35.000 --> 00:09:41.000]  直到亞歷山大大帝再征服這個城的時候
[00:09:41.000 --> 00:09:46.000]  重建這個城 才仍然是擁有富貴在這個城中
[00:09:46.000 --> 00:09:50.000]  所以當約翰寫這封信給薩迪的時候
[00:09:50.000 --> 00:09:55.000]  雖然約翰是流放到拔摩洞
[00:09:55.000 --> 00:09:59.000]  正如蘇東坡被貶往黃州一樣
[00:09:59.000 --> 00:10:02.000]  但約翰並沒有像蘇東坡般悲觀
[00:10:02.000 --> 00:10:07.000]  喊一聲大江東浪淘盡 千古風流人物
[00:10:07.000 --> 00:10:10.000]  那些在基督徒中得勝的 約翰說
[00:10:10.000 --> 00:10:14.000]  他們的名字已經寄在生命冊上
[00:10:14.000 --> 00:10:18.000]  享有永生的福樂 而不是一去無盡
[00:10:18.000 --> 00:10:24.000]  但薩迪這個地方看來仍然很興旺活躍
[00:10:24.000 --> 00:10:26.000]  其實是死的
[00:10:26.000 --> 00:10:29.000]  那些教會看來很龐大很活躍
[00:10:29.000 --> 00:10:31.000]  但其實屬靈裡面是死的
[00:10:31.000 --> 00:10:34.000]  所以薩迪是七個教會裡面
[00:10:34.000 --> 00:10:37.000]  沒有什麼好東西說 沒有什麼好東西稱讚
[00:10:37.000 --> 00:10:41.000]  只是在警告他
[00:10:41.000 --> 00:10:43.000]  我們或者詳細來看看
[00:10:43.000 --> 00:10:45.000]  這是一個什麼樣的教會
[00:10:45.000 --> 00:10:47.000]  對我們今天來說
[00:10:47.000 --> 00:10:50.000]  給我們一個什麼樣的信息呢
[00:10:50.000 --> 00:10:53.000]  首先我們看看這是一個什麼樣的城市
[00:10:53.000 --> 00:10:57.000]  第一字 你要寫信給薩迪教會的使者
[00:10:57.000 --> 00:11:00.000]  說哪有神的七靈和七星的說
[00:11:00.000 --> 00:11:06.000]  我知道你的行為 安明你是活的 其實是死的
[00:11:06.000 --> 00:11:10.000]  約翰怎樣形容這個復活的主呢
[00:11:10.000 --> 00:11:14.000]  他說哪有神的七靈和七星
[00:11:14.000 --> 00:11:18.000]  在上幾回我們提過七星指的七個教會
[00:11:18.000 --> 00:11:21.000]  其實不單止是指小亞細的七個教會
[00:11:21.000 --> 00:11:25.000]  也是所有的教會 凡有已的都應當聽
[00:11:25.000 --> 00:11:29.000]  七靈就是每個教會都是由聖靈在控制著
[00:11:29.000 --> 00:11:34.000]  這個聖靈是擁有絕對的權柄 絕對的能力
[00:11:34.000 --> 00:11:38.000]  全部是在神的靈控制之下
[00:11:38.000 --> 00:11:41.000]  薩迪是一個什麼樣的城市呢
[00:11:41.000 --> 00:11:43.000]  約翰形容得非常有趣
[00:11:43.000 --> 00:11:48.000]  他說安明 你們是活的 其實是死的
[00:11:48.000 --> 00:11:55.000]  安明的意思就是你只看名字 掛名的
[00:11:55.000 --> 00:11:59.000]  你是一個掛名的信徒 掛名的教會
[00:11:59.000 --> 00:12:02.000]  但其實裏面是空空如也 什麼都沒有
