
[00:00:00.000 --> 00:00:07.000]  聖靈充滿是《士道行傳》一個很重要的主題
[00:00:07.000 --> 00:00:09.800]  來到第十九章
[00:00:09.800 --> 00:00:19.000]  其實已經是路加醫生第十二次記載聖靈充滿
[00:00:19.000 --> 00:00:21.200]  你記得第一次吧
[00:00:21.200 --> 00:00:26.600]  五巡節《士道行傳》第二章第一節
[00:00:26.600 --> 00:00:28.600]  不用看聖經 看你能不能背
[00:00:28.600 --> 00:00:34.000]  五巡節到了 門徒聚集在一處
[00:00:34.000 --> 00:00:36.800]  接著那兩個字呢?
[00:00:36.800 --> 00:00:39.600]  不知道 不是 聖經不是說不知道
[00:00:39.600 --> 00:00:44.000]  忽然 有沒有印象?打開聖經看看
[00:00:44.000 --> 00:00:53.600]  忽然天上有響聲 抱象一陣大風吹過
[00:00:53.600 --> 00:00:56.800]  忽然是什麼意思?
[00:00:56.800 --> 00:01:02.800]  就是門徒也好 使徒也好 彼得也好
[00:01:02.800 --> 00:01:08.800]  他們都不知道聖靈原來就在那個時候降臨
[00:01:08.800 --> 00:01:14.800]  這是第一次教會經歷聖靈降臨
[00:01:14.800 --> 00:01:16.800]  不過很清楚 第四節說
[00:01:16.800 --> 00:01:20.800]  他們都被聖靈充滿
[00:01:20.800 --> 00:01:28.800]  按著聖靈所賜口才說起別國的話來
[00:01:28.800 --> 00:01:32.800]  這個經歷很清楚
[00:01:32.800 --> 00:01:38.800]  第一次教會經歷聖靈降臨
[00:01:38.800 --> 00:01:44.800]  五巡節忽然之間 不是他們計劃的
[00:01:44.800 --> 00:01:47.800]  沒有人在他們身上按手祈禱
[00:01:47.800 --> 00:01:51.800]  聖靈就是這樣充滿他們
[00:01:51.800 --> 00:01:55.800]  他們所經歷的不是他們自己的力量
[00:01:55.800 --> 00:02:03.800]  不是 他們經歷的是聖靈賜他們口才
[00:02:03.800 --> 00:02:05.800]  怎麼證明不是他們自己的力量?
[00:02:05.800 --> 00:02:12.800]  因為他們竟然會懂得說別國的話來
[00:02:12.800 --> 00:02:15.800]  有時候我們都用錯了這段聖經
[00:02:15.800 --> 00:02:19.800]  教士去到海外要學另一種話
[00:02:19.800 --> 00:02:21.800]  我們為他們祈禱
[00:02:21.800 --> 00:02:25.800]  求主給他們五巡節聖靈的恩賜
[00:02:25.800 --> 00:02:29.800]  留意這裡使徒們徒不用學
[00:02:29.800 --> 00:02:31.800]  不用戴著靈格風
[00:02:31.800 --> 00:02:34.800]  還是什麼在那裡嘭嘭嘭地讀
[00:02:34.800 --> 00:02:37.800]  不用的 就是起來就說
[00:02:37.800 --> 00:02:42.800]  這個肯定是出乎他們的意料之外
[00:02:42.800 --> 00:02:45.800]  不是他們的能力範圍
[00:02:45.800 --> 00:02:51.800]  完全是神自己的作為
[00:02:51.800 --> 00:02:53.800]  這是第一節
[00:02:53.800 --> 00:02:59.800]  接著四章第八節
[00:02:59.800 --> 00:03:06.800]  「那時彼得被聖靈充滿,對他們說」
[00:03:06.800 --> 00:03:08.800]  又是兩個字
[00:03:08.800 --> 00:03:10.800]  「那時」你蓋上聖經
[00:03:10.800 --> 00:03:14.800]  能不能說出那是什麼時候?
[00:03:14.800 --> 00:03:22.800]  那是彼得約翰站在耶路撒冷猶太的公會
[00:03:22.800 --> 00:03:28.800]  接受祭司、文士、長老的盤問
[00:03:28.800 --> 00:03:32.800]  他們剛剛在聖殿的門口
[00:03:32.800 --> 00:03:40.800]  奉耶穌的名醫好了一個瘸腿的黑蓋
[00:03:40.800 --> 00:03:42.800]  跟你溫書而已
[00:03:42.800 --> 00:03:44.800]  你應該可以上來說的了
[00:03:44.800 --> 00:03:48.800]  教主學的 背得出這麼熟的了
[00:03:48.800 --> 00:03:53.800]  「那時彼得被聖靈充滿」
[00:03:53.800 --> 00:03:55.800]  結果是什麼?
[00:03:55.800 --> 00:04:00.800]  他就在猶太的長老、文士、祭司的面前
[00:04:00.800 --> 00:04:04.800]  為耶穌做見證
[00:04:04.800 --> 00:04:05.800]  十三節
[00:04:05.800 --> 00:04:10.800]  「他們」猶太人的長老、文士、祭司
[00:04:10.800 --> 00:04:14.800]  他們見彼得約翰的膽量
[00:04:14.800 --> 00:04:21.800]  又看出他們原時沒有學問的小民
[00:04:21.800 --> 00:04:25.800]  這裡不只是說他們有沒有讀書
[00:04:25.800 --> 00:04:28.800]  他們是加利利的漁夫
[00:04:28.800 --> 00:04:34.800]  「四個門徒撇下漁船漁網 跟從了耶穌」
[00:04:34.800 --> 00:04:38.800]  就是彼得、安德烈、雅各和約翰
[00:04:38.800 --> 00:04:40.800]  所以他們沒有讀書
[00:04:40.800 --> 00:04:44.800]  打魚的不用拿過PhD
[00:04:44.800 --> 00:04:46.800]  但是學問
[00:04:46.800 --> 00:04:49.800]  剛才你讀第十八章
[00:04:49.800 --> 00:04:52.800]  你記得那一處和合本翻譯
[00:04:52.800 --> 00:04:56.800]  學問「或作口才」
[00:04:56.800 --> 00:04:59.800]  這是說希臘的文明
[00:04:59.800 --> 00:05:03.800]  他們的教育制度、訓練
[00:05:03.800 --> 00:05:05.800]  不僅懂得思想
[00:05:05.800 --> 00:05:10.800]  並且懂得能言善辯
[00:05:10.800 --> 00:05:13.800]  蘇格拉底、柏拉圖、阿里士多德
[00:05:13.800 --> 00:05:15.800]  坐在這裡和你聊天
[00:05:15.800 --> 00:05:17.800]  就教你智慧
[00:05:17.800 --> 00:05:25.800]  彼得約翰不是受過這些Rhetoric訓練的人
[00:05:25.800 --> 00:05:27.800]  不但如此
[00:05:27.800 --> 00:05:30.800]  這裡說他們的膽量
[00:05:30.800 --> 00:05:33.800]  我們回頭看五重節
[00:05:33.800 --> 00:05:37.800]  你明不明白十一個使徒和彼得站起來
[00:05:37.800 --> 00:05:40.800]  高聲為耶穌做見證
[00:05:40.800 --> 00:05:47.800]  是耶穌在耶路撒冷被釘在十字架之後的五十天
[00:05:47.800 --> 00:05:50.800]  你明不明白耶穌釘在十字架上
[00:05:50.800 --> 00:05:53.800]  他的罪名是「猶太人的王」
[00:05:53.800 --> 00:05:58.800]  即羅馬帝國的「叛國」23條
[00:05:58.800 --> 00:06:04.800]  亦是猶太公會祭司長文士快利塞人薩都該人
[00:06:04.800 --> 00:06:08.800]  釘耶穌褻瀆上帝的罪
[00:06:08.800 --> 00:06:13.800]  在同一個城、同一個地方
[00:06:13.800 --> 00:06:15.800]  五十天而已
[00:06:15.800 --> 00:06:17.800]  今天是一月二十幾號
[00:06:17.800 --> 00:06:19.800]  五十天前
[00:06:19.800 --> 00:06:22.800]  十二月中旬還是上旬左右
[00:06:22.800 --> 00:06:24.800]  很近的事
[00:06:24.800 --> 00:06:27.800]  你還可能在聖誕購物
[00:06:27.800 --> 00:06:33.800]  還是中國遊客血拼
[00:06:33.800 --> 00:06:35.800]  很近的事
[00:06:35.800 --> 00:06:37.800]  但是他們能夠站在這裡
[00:06:37.800 --> 00:06:40.800]  為那撒勒人耶穌做見證
[00:06:40.800 --> 00:06:43.800]  膽量充河以來
[00:06:43.800 --> 00:06:46.800]  聖靈充河
[00:06:46.800 --> 00:06:52.800]  這是四章第十節
[00:06:52.800 --> 00:06:59.800]  這四章所記載彼得被聖靈充滿
[00:06:59.800 --> 00:07:04.800]  然後你看到四章三十一節
[00:07:04.800 --> 00:07:09.800]  第三次路加醫生記載聖靈充滿
[00:07:09.800 --> 00:07:11.800]  三十一次說
[00:07:11.800 --> 00:07:16.800]  禱告完了,聚會的地方震動
[00:07:16.800 --> 00:07:22.800]  他們就都被聖靈充滿
[00:07:22.800 --> 00:07:26.800]  放膽講論實的道
[00:07:26.800 --> 00:07:27.800]  又是兩個字
[00:07:27.800 --> 00:07:30.800]  他們是誰
[00:07:30.800 --> 00:07:34.800]  他們這個就不只是說彼得和約翰
[00:07:34.800 --> 00:07:39.800]  因為這裡說禱告完了,聚會的地方震動
[00:07:39.800 --> 00:07:41.800]  再看二十三節
[00:07:41.800 --> 00:07:46.800]  二人被釋放,都會有那裡去
[00:07:46.800 --> 00:07:51.800]  就將祭司長長老所說的話都告訴會友
[00:07:51.800 --> 00:07:58.800]  會友聽見了就同心合意高聲向神
[00:07:58.800 --> 00:08:01.800]  我們差不多可以加上禱告說
[00:08:01.800 --> 00:08:06.800]  禱告完了,他們會友
[00:08:06.800 --> 00:08:11.800]  全教會就被聖靈充滿
[00:08:11.800 --> 00:08:16.800]  留心,他們祈禱到最後的時候求什麼
[00:08:16.800 --> 00:08:21.800]  他們求,你看看,第二十九三十節
[00:08:21.800 --> 00:08:26.800]  會友說,他們恐嚇我們,現在求主鑑察
[00:08:26.800 --> 00:08:32.800]  一方面,叫你的僕人大放膽量,講你的道
[00:08:32.800 --> 00:08:38.800]  另一方面,伸出你的手來醫治疾病,使神跡其事
[00:08:38.800 --> 00:08:42.800]  因著你聖僕耶穌的名,行出來
[00:08:42.800 --> 00:08:47.800]  於是接著路加記載,禱告完了,地方震動
[00:08:47.800 --> 00:08:50.800]  他們就都被聖靈充滿
[00:08:50.800 --> 00:08:53.800]  有沒有留意到路加很幽默
[00:08:53.800 --> 00:08:55.800]  在這裡,他說
[00:08:55.800 --> 00:08:59.800]  放膽講論神的道
[00:08:59.800 --> 00:09:04.800]  不要提醫病神跡其事
[00:09:04.800 --> 00:09:06.800]  教會祈求兩件事
[00:09:06.800 --> 00:09:12.800]  路加說,上帝聖靈充滿他們
[00:09:12.800 --> 00:09:18.800]  應驗了放膽講論神的道
[00:09:18.800 --> 00:09:23.800]  不是關上門,在教會裡面舉行講道比賽
[00:09:23.800 --> 00:09:27.800]  大家放膽講道,那不是不用放膽的,每個人都有膽的
[00:09:27.800 --> 00:09:31.800]  是出去,站在耶路撒冷
[00:09:31.800 --> 00:09:36.800]  就在耶穌被釘死的同一個地方
[00:09:36.800 --> 00:09:41.800]  放膽為拿撒勒人耶穌做見證
[00:09:41.800 --> 00:09:45.800]  神跡其事呢?醫病趕鬼呢?
[00:09:45.800 --> 00:09:47.800]  有,小郎傳有記載
[00:09:47.800 --> 00:09:52.800]  不過在聖靈充滿這個大前提下
[00:09:52.800 --> 00:09:54.800]  路加沒有提這件事
[00:09:54.800 --> 00:09:59.800]  第四章是講凡物公用彼此相愛
[00:09:59.800 --> 00:10:03.800]  第五章是講不要欺控聖靈
[00:10:03.800 --> 00:10:06.800]  完全沒有提神跡其事
[00:10:06.800 --> 00:10:08.800]  沒有提醫病趕鬼
[00:10:08.800 --> 00:10:13.800]  這是第三次路加記載聖靈充滿
[00:10:13.800 --> 00:10:15.800]  第四第五次呢?
[00:10:15.800 --> 00:10:17.800]  你很熟悉了,司禮反
[00:10:17.800 --> 00:10:22.800]  第六章,教會選出七個有好明星
[00:10:22.800 --> 00:10:25.800]  被聖靈充滿智慧充足的人
[00:10:25.800 --> 00:10:27.800]  司禮反是其中一個
[00:10:27.800 --> 00:10:31.800]  他們揀選了司禮反乃是大有信心
[00:10:31.800 --> 00:10:33.800]  聖靈充滿的人
[00:10:33.800 --> 00:10:35.800]  這是講他的資格
[00:10:35.800 --> 00:10:41.800]  他被選的時候是一個聖靈充滿的司禮反
[00:10:41.800 --> 00:10:42.800]  但是你有沒有留意到
[00:10:42.800 --> 00:10:46.800]  司道行傳記載司禮反生命當中
[00:10:46.800 --> 00:10:51.800]  最後一次被聖靈充滿是什麼時候
[00:10:51.800 --> 00:10:54.800]  第七章結束的時候
[00:10:54.800 --> 00:10:56.800]  你剪下去54節
[00:10:56.800 --> 00:11:02.800]  眾人聽見者說極其擾路向司禮反咬牙切齒
[00:11:02.800 --> 00:11:07.800]  但司禮反被聖靈充滿
[00:11:07.800 --> 00:11:09.800]  啊!他講方言?不是
[00:11:09.800 --> 00:11:12.800]  啊!他有膽量?是,他有膽量
[00:11:12.800 --> 00:11:14.800]  但是你讀下去
[00:11:14.800 --> 00:11:17.800]  司禮反舉目定睛望天
[00:11:17.800 --> 00:11:18.800]  看見神的榮耀
[00:11:18.800 --> 00:11:21.800]  耶穌站在神的右邊
[00:11:21.800 --> 00:11:23.800]  他說:我看見天開了
[00:11:23.800 --> 00:11:26.800]  人子站在神的右邊
[00:11:26.800 --> 00:11:30.800]  眾人掩著耳朵大聲喊叫
[00:11:30.800 --> 00:11:32.800]  不要聽他講下去
[00:11:32.800 --> 00:11:34.800]  推他出去城外邊
[00:11:34.800 --> 00:11:39.800]  做什麼?用石頭打死他
[00:11:39.800 --> 00:11:44.800]  聖靈充滿大有信心
[00:11:44.800 --> 00:11:50.800]  司禮反是為了殉道
[00:11:50.800 --> 00:11:53.800]  今天靈恩運動從來沒有跟我們說
[00:11:53.800 --> 00:11:56.800]  原來聖靈充滿其中一個可能的結果
[00:11:56.800 --> 00:12:01.800]  是跟著為耶穌基督而死
[00:12:01.800 --> 00:12:03.800]  這是《士林傳》的記載
[00:12:03.800 --> 00:12:05.800]  司禮反被聖靈充滿
[00:12:05.800 --> 00:12:07.800]  他說:我看見天開了
[00:12:07.800 --> 00:12:08.800]  你不要這麼高興
[00:12:08.800 --> 00:12:09.800]  看見天開了
[00:12:09.800 --> 00:12:11.800]  下一步是什麼?
[00:12:11.800 --> 00:12:14.800]  被石頭打死
[00:12:14.800 --> 00:12:18.800]  這是《士林傳》第六章記載
[00:12:18.800 --> 00:12:20.800]  兩次提到聖靈充滿
[00:12:20.800 --> 00:12:23.800]  第八章十四節
[00:12:23.800 --> 00:12:25.800]  使徒在耶路撒冷聽見
[00:12:25.800 --> 00:12:27.800]  撒瑪利亞人領受神的道
[00:12:27.800 --> 00:12:32.800]  就打發彼得·約翰往他們那裡去
[00:12:32.800 --> 00:12:36.800]  兩個人到了就為他們禱告
[00:12:36.800 --> 00:12:38.800]  要叫他們受聖靈
[00:12:38.800 --> 00:12:42.800]  因為聖靈還沒有降在他們一個人的身上
[00:12:42.800 --> 00:12:46.800]  他們只奉主耶穌的名受了洗
[00:12:46.800 --> 00:12:50.800]  於是使徒按手在他們頭上
[00:12:50.800 --> 00:12:55.800]  他們就受了聖靈
[00:12:55.800 --> 00:13:00.800]  這處是唯一和十九章
[00:13:00.800 --> 00:13:05.800]  保羅按手在爾忽所十二個門徒的頭上
[00:13:05.800 --> 00:13:09.800]  聖靈降臨在他們身上
[00:13:09.800 --> 00:13:11.800]  第八章十九章
[00:13:11.800 --> 00:13:14.800]  是盧家醫生記載
[00:13:14.800 --> 00:13:19.800]  十二次聖靈降臨的經文
[00:13:19.800 --> 00:13:23.800]  兩次按手聖靈降臨
[00:13:23.800 --> 00:13:26.800]  留心這次是撒瑪利亞人
[00:13:26.800 --> 00:13:28.800]  我們記得一章第八節
[00:13:28.800 --> 00:13:33.800]  福音要從耶路撒冷猶太傳遞撒瑪利亞
[00:13:33.800 --> 00:13:35.800]  直到地極
[00:13:35.800 --> 00:13:37.800]  這是一個地標一個地標
[00:13:37.800 --> 00:13:40.800]  撒瑪利亞人和猶太人素來無來往
[00:13:40.800 --> 00:13:42.800]  並且是仇敵
[00:13:42.800 --> 00:13:44.800]  耶穌面向耶路撒冷
[00:13:44.800 --> 00:13:47.800]  撒瑪利亞人不接待他們
[00:13:47.800 --> 00:13:49.800]  兩個門徒興起上來
[00:13:49.800 --> 00:13:51.800]  和耶穌小聲說
[00:13:51.800 --> 00:13:54.800]  要不要天上降火下來
[00:13:54.800 --> 00:13:56.800]  展示一下質量給他們看看
[00:13:56.800 --> 00:14:00.800]  好像以利亞的典故
[00:14:00.800 --> 00:14:05.800]  撒瑪利亞人現在信耶穌受洗
[00:14:05.800 --> 00:14:07.800]  聖靈未曾降臨
[00:14:07.800 --> 00:14:10.800]  使徒派彼得約翰下去
[00:14:10.800 --> 00:14:14.800]  他們兩個人為撒瑪利亞的基督徒祈禱
[00:14:14.800 --> 00:14:17.800]  按手聖靈就降臨
[00:14:17.800 --> 00:14:19.800]  這是第八章的記載
[00:14:19.800 --> 00:14:21.800]  第九章
[00:14:21.800 --> 00:14:24.800]  蘇羅的悲劇
[00:14:24.800 --> 00:14:29.800]  阿拿利亞進入蘇羅所住的家
[00:14:29.800 --> 00:14:31.800]  按手在蘇羅身上
[00:14:31.800 --> 00:14:33.800]  第九章十七節
[00:14:33.800 --> 00:14:35.800]  兄弟蘇羅
[00:14:35.800 --> 00:14:37.800]  在你來的路上
[00:14:37.800 --> 00:14:39.800]  向你顯現的主耶穌
[00:14:39.800 --> 00:14:41.800]  打發我來
[00:14:41.800 --> 00:14:43.800]  叫你能看見
[00:14:43.800 --> 00:14:46.800]  又被聖靈充滿
[00:14:46.800 --> 00:14:50.800]  蘇羅眼睛好像有輪調下來
[00:14:50.800 --> 00:14:52.800]  他就能看見
[00:14:52.800 --> 00:14:54.800]  站起來受了洗
[00:14:54.800 --> 00:14:57.800]  吃過飯就見蹤了
[00:14:57.800 --> 00:14:59.800]  被聖靈充滿了
[00:14:59.800 --> 00:15:01.800]  沒有說
[00:15:01.800 --> 00:15:04.800]  鮑維坤博士曾經在我們
[00:15:04.800 --> 00:15:07.800]  城北華記的主日崇拜解釋過這段聖經
[00:15:07.800 --> 00:15:09.800]  他說你看回前面
[00:15:09.800 --> 00:15:12.800]  主對阿拿利亞說
[00:15:12.800 --> 00:15:15.800]  第十五節到第十六節
[00:15:15.800 --> 00:15:16.800]  他說你去
[00:15:16.800 --> 00:15:19.800]  因為蘇羅是我所揀選的器皿
[00:15:19.800 --> 00:15:21.800]  要在外邦人
[00:15:21.800 --> 00:15:23.800]  君王以色列人的面前
[00:15:23.800 --> 00:15:25.800]  宣揚我的名
[00:15:25.800 --> 00:15:28.800]  我要指示他為我的名
[00:15:28.800 --> 00:15:32.800]  必須受許多的苦難
[00:15:32.800 --> 00:15:36.800]  為什麼阿拿利亞沒有提受苦呢
[00:15:36.800 --> 00:15:38.800]  是不是他不想嚇倒蘇羅
[00:15:38.800 --> 00:15:40.800]  免得蘇羅不肯做使徒呢
[00:15:40.800 --> 00:15:42.800]  如果蘇羅這麼容易被人嚇倒
[00:15:42.800 --> 00:15:45.800]  大概都不是使徒了
[00:15:45.800 --> 00:15:46.800]  不是
[00:15:46.800 --> 00:15:48.800]  阿拿利亞有說
[00:15:48.800 --> 00:15:53.800]  阿拿利亞說並且又被聖靈充滿
[00:15:53.800 --> 00:15:59.800]  是否其實是在說為基督的名受苦呢
[00:15:59.800 --> 00:16:00.800]  不是
[00:16:00.800 --> 00:16:02.800]  我們想聖靈充滿是在講方言
[00:16:02.800 --> 00:16:04.800]  行神蹟奇事
[00:16:04.800 --> 00:16:06.800]  躺在地上很平安
[00:16:06.800 --> 00:16:08.800]  史提反呢
[00:16:08.800 --> 00:16:10.800]  我們忘記了嗎
[00:16:10.800 --> 00:16:13.800]  剛剛記載史提反就被聖靈充滿
[00:16:13.800 --> 00:16:15.800]  看見天開了
[00:16:15.800 --> 00:16:19.800]  然後就為基督的名被石頭打死
[00:16:19.800 --> 00:16:23.800]  所以蘇羅被聖靈充滿
[00:16:23.800 --> 00:16:25.800]  在說的是什麼呢
[00:16:25.800 --> 00:16:28.800]  如果我們不是將我們自己的意思讀進去
[00:16:28.800 --> 00:16:31.800]  從《使徒行傳》的記載來看
[00:16:31.800 --> 00:16:34.800]  可能這裡的意思
[00:16:34.800 --> 00:16:36.800]  和上文說
[00:16:36.800 --> 00:16:39.800]  為我的名受許多苦難
[00:16:39.800 --> 00:16:41.800]  是同一件事
[00:16:41.800 --> 00:16:45.800]  還有第十章44節
[00:16:45.800 --> 00:16:46.800]  你又很熟悉了
[00:16:46.800 --> 00:16:47.800]  只是溫習而已
[00:16:47.800 --> 00:16:50.800]  彼得還說這話的時候
[00:16:50.800 --> 00:16:55.800]  聖靈降在一切聽道的人身上
[00:16:55.800 --> 00:16:58.800]  彼得在哪裡呢
[00:16:58.800 --> 00:17:01.800]  哥利留的家
[00:17:01.800 --> 00:17:03.800]  教會歷史上
[00:17:03.800 --> 00:17:08.800]  頭一個外邦人信耶穌
[00:17:08.800 --> 00:17:11.800]  羅馬的軍官
[00:17:11.800 --> 00:17:13.800]  全家信主
[00:17:13.800 --> 00:17:15.800]  彼得去他家
[00:17:15.800 --> 00:17:18.800]  講道上帝要給他見異象
[00:17:18.800 --> 00:17:20.800]  他才肯去
[00:17:20.800 --> 00:17:24.800]  還未說完還說這話的時候
[00:17:24.800 --> 00:17:25.800]  最低限度
[00:17:25.800 --> 00:17:27.800]  我們說他未曾呼召
[00:17:27.800 --> 00:17:29.800]  開報道會最後要呼召
[00:17:29.800 --> 00:17:31.800]  都未曾決志
[00:17:31.800 --> 00:17:34.800]  還在說最後結束的話
[00:17:34.800 --> 00:17:41.800]  聖靈就已經降在一切聽道的人身上
[00:17:41.800 --> 00:17:46.800]  和彼得一起去奉割禮的信徒
[00:17:46.800 --> 00:17:47.800]  猶太的信徒
[00:17:47.800 --> 00:17:51.800]  他們見到這樣的情況就稀奇
[00:17:51.800 --> 00:17:54.800]  但是聽見他們說謊言
[00:17:54.800 --> 00:17:57.800]  稱讚上帝無可抵賴
[00:17:57.800 --> 00:17:58.800]  聖靈的確降臨
[00:17:58.800 --> 00:18:00.800]  於是你有沒有留意到彼得
[00:18:00.800 --> 00:18:03.800]  接著說了一句很奇怪的話
[00:18:03.800 --> 00:18:04.800]  我們讀聖經
[00:18:04.800 --> 00:18:06.800]  有時候靜耕危坐
[00:18:06.800 --> 00:18:08.800]  不是很覺得原來很有文章
[00:18:08.800 --> 00:18:09.800]  彼得說什麼
[00:18:09.800 --> 00:18:13.800]  彼得說這些人既受了聖靈與我們一樣
[00:18:13.800 --> 00:18:19.800]  誰能禁止用水給他們施洗呢
[00:18:19.800 --> 00:18:25.800]  原來當時是禁止為外邦人施洗的
[00:18:25.800 --> 00:18:26.800]  是啊
[00:18:26.800 --> 00:18:29.800]  接著回去彼得巴拿巴
[00:18:29.800 --> 00:18:30.800]  索羅
[00:18:30.800 --> 00:18:34.800]  就被耶路撒冷教會開會信他們
[00:18:34.800 --> 00:18:36.800]  這些是外邦人
[00:18:36.800 --> 00:18:37.800]  未受割禮
[00:18:37.800 --> 00:18:39.800]  你怎麼可以說他們信耶穌
[00:18:39.800 --> 00:18:40.800]  就給他們施洗呢
[00:18:40.800 --> 00:18:42.800]  當時是這樣的情況
[00:18:42.800 --> 00:18:45.800]  但是聖靈降臨
[00:18:45.800 --> 00:18:48.800]  你可以說沒有規矩
[00:18:48.800 --> 00:18:51.800]  沒有說先要受割禮
