
[00:00:00.000 --> 00:00:04.800]  各位大兄姐妹們 平安
[00:00:04.800 --> 00:00:09.200]  今天的題目是馬可不下的耶穌第五講
[00:00:09.200 --> 00:00:13.600]  副題是關顧心 心 捨 靈的耶穌
[00:00:13.600 --> 00:00:18.760]  心是身體 心是我們的心理或者心靈
[00:00:18.760 --> 00:00:21.680]  捨是和捨群的關係
[00:00:21.680 --> 00:00:24.040]  靈是我們的屬靈生命
[00:00:24.040 --> 00:00:28.520]  很想大家當我們一直透過馬可去認識耶穌的時候
[00:00:28.680 --> 00:00:31.280]  特別是當耶穌和人接觸
[00:00:31.280 --> 00:00:35.400]  我們會看到耶穌如何行神跡 醫病 趕鬼
[00:00:35.400 --> 00:00:38.200]  究竟耶穌如何展示給門徒
[00:00:38.200 --> 00:00:40.680]  如何展示給我們看
[00:00:40.680 --> 00:00:43.240]  做了很多好的示範
[00:00:43.240 --> 00:00:45.000]  就是如何關心人
[00:00:45.000 --> 00:00:49.760]  今天我們分享的是當耶穌呼召了門徒之後
[00:00:49.760 --> 00:00:52.560]  他真的好像戴著門徒
[00:00:52.560 --> 00:00:57.160]  然後如何服侍人群 如何接觸人
[00:00:57.680 --> 00:00:59.560]  馬可在一章21節裡面說
[00:00:59.560 --> 00:01:01.360]  他們到了加拔隆
[00:01:01.360 --> 00:01:05.880]  耶穌就在安息日進了會堂教導人
[00:01:05.880 --> 00:01:09.360]  馬可讓我們知道那是什麼日子
[00:01:09.360 --> 00:01:10.360]  是安息日
[00:01:10.360 --> 00:01:14.360]  安息日其中一件事就是他們會去到會堂
[00:01:14.360 --> 00:01:17.760]  然後聽教導 等於聽講道
[00:01:17.760 --> 00:01:19.240]  加拔隆在哪裡呢
[00:01:19.240 --> 00:01:21.280]  讓你看多一次這幅地圖
[00:01:21.280 --> 00:01:24.600]  加拔隆就在加里裡海
[00:01:24.600 --> 00:01:27.280]  以北的方位
[00:01:27.520 --> 00:01:28.200]  你會看到
[00:01:28.200 --> 00:01:29.680]  我再放大一點給大家看
[00:01:29.680 --> 00:01:32.680]  就是在這個地方 加拔隆
[00:01:32.680 --> 00:01:34.640]  之後我們看馬可的圖時
[00:01:34.640 --> 00:01:38.680]  都會看到耶穌在這裡行了很多神跡
[00:01:38.680 --> 00:01:40.640]  會堂
[00:01:40.640 --> 00:01:43.520]  當我們進入加拔隆的時候
[00:01:43.520 --> 00:01:48.280]  走幾分鐘就已經去到會堂的地方
[00:01:48.280 --> 00:01:51.080]  這個人站在那裡讓你看比例
[00:01:51.080 --> 00:01:54.240]  再放遠一點就讓你看到
[00:01:54.360 --> 00:01:58.400]  會堂現在留下的大概就是這個情況
[00:01:58.400 --> 00:02:02.680]  會堂外面你也會看到一些遺址
[00:02:02.680 --> 00:02:05.360]  其實你看到那些石頭
[00:02:05.360 --> 00:02:08.160]  左邊就是剛才用來做會堂的石頭
[00:02:08.160 --> 00:02:10.520]  我真的去摸過那些石頭
[00:02:10.520 --> 00:02:13.560]  雖然那天比較熱 好像三十一熱
[00:02:13.560 --> 00:02:17.200]  但是摸到的石頭很清涼
[00:02:17.200 --> 00:02:19.440]  繼續看下去
[00:02:19.440 --> 00:02:20.840]  究竟在會堂裡面
[00:02:20.840 --> 00:02:23.800]  那一天安息日發生了什麼事情呢
[00:02:24.400 --> 00:02:26.520]  馬福音一章二十二節里說
[00:02:26.520 --> 00:02:30.080]  他們對他的教導感到驚奇
[00:02:30.080 --> 00:02:32.320]  因為他教導他們
[00:02:32.320 --> 00:02:37.040]  正像有權柄的人 不像民事
[00:02:37.040 --> 00:02:40.360]  這句話其實帶有一些
[00:02:40.360 --> 00:02:43.080]  你可以說是一些諷刺的味道
[00:02:43.080 --> 00:02:44.600]  為什麼呢 諷刺誰呢
[00:02:44.600 --> 00:02:47.360]  可能是在諷刺民事
[00:02:47.360 --> 00:02:48.320]  為什麼這麼說呢
[00:02:48.320 --> 00:02:50.480]  當耶穌一直在教導
[00:02:50.480 --> 00:02:52.200]  我給你看原文
[00:02:53.360 --> 00:02:56.200]  其實這個有教導的意思
[00:02:56.200 --> 00:03:00.640]  或者你看右邊有講道的意思
[00:03:00.640 --> 00:03:02.560]  或者給一些指引
[00:03:02.560 --> 00:03:06.040]  就是說他們在聽耶穌講道的時候
[00:03:06.040 --> 00:03:08.840]  發現耶穌所講的
[00:03:08.840 --> 00:03:11.400]  他們感到很驚奇
[00:03:11.400 --> 00:03:12.880]  在聽道的時候
[00:03:12.880 --> 00:03:13.720]  大家想象一下
[00:03:13.720 --> 00:03:14.680]  你現在都在聽道
[00:03:14.680 --> 00:03:16.480]  或者你之前都聽過很多次的讀
[00:03:16.480 --> 00:03:18.080]  不知道你有沒有聽到
[00:03:18.080 --> 00:03:20.040]  一些牧者的講道分享的時候
[00:03:20.400 --> 00:03:22.320]  你會覺得很驚奇
[00:03:22.320 --> 00:03:23.440]  驚奇什麼呢
[00:03:23.440 --> 00:03:26.640]  他教導正像有權柄的人
