
[00:00:00.000 --> 00:00:05.280]  OK 大家應該看到了
[00:00:05.280 --> 00:00:10.000]  今天我們再看一個哥倫多前書第十三章
[00:00:10.000 --> 00:00:12.400]  第十三章很熟悉的 講愛嘛
[00:00:12.400 --> 00:00:14.640]  我們就問一個問題
[00:00:14.640 --> 00:00:18.560]  第十三章是不是單單講愛呢
[00:00:18.560 --> 00:00:24.800]  還是範圍比講愛更多呢
[00:00:24.800 --> 00:00:28.880]  好 剛才第一節我們讀完那篇文章
[00:00:28.880 --> 00:00:33.040]  我們還沒看第十三章之前
[00:00:33.040 --> 00:00:36.160]  我們回看第十二章最後一節
[00:00:36.160 --> 00:00:37.760]  你就會看到他講什麼
[00:00:37.760 --> 00:00:41.520]  你們卻要熱切地追求了更大的恩賜
[00:00:41.520 --> 00:00:45.920]  現在我要把更高的道路指示你們
[00:00:45.920 --> 00:00:51.600]  在第十四章第一節的時間
[00:00:51.600 --> 00:00:53.200]  保羅也說了兩句話
[00:00:53.200 --> 00:00:59.600]  你們要追求愛 也要熱切地學習屬靈的恩賜
[00:00:59.600 --> 00:01:03.200]  特別是先知講道的恩賜
[00:01:03.200 --> 00:01:06.000]  好像給我們看的圖畫很有趣
[00:01:06.000 --> 00:01:10.480]  保羅第十二章最後一節提出了兩個問題
[00:01:10.480 --> 00:01:12.400]  提出了兩樣東西
[00:01:12.400 --> 00:01:14.480]  第一樣就是更大的恩賜
[00:01:14.480 --> 00:01:17.040]  第二樣就是更高的道路
[00:01:17.040 --> 00:01:19.440]  去到第十四章第一節的時間
[00:01:19.440 --> 00:01:21.200]  他同樣是講兩樣東西
[00:01:21.200 --> 00:01:23.440]  第一樣就是追求愛
[00:01:23.440 --> 00:01:26.720]  第二樣就是學習屬靈的恩賜
[00:01:26.720 --> 00:01:28.320]  這個屬靈的恩賜是什麼呢
[00:01:28.320 --> 00:01:31.600]  他特別在說先知講道的恩賜
[00:01:31.600 --> 00:01:33.680]  所以你打開第十四章看的時候
[00:01:33.680 --> 00:01:34.960]  他有很多對比的
[00:01:34.960 --> 00:01:39.760]  對比先知講道和對比廣方言
[00:01:39.760 --> 00:01:42.720]  那種特別的屬靈恩賜
[00:01:42.720 --> 00:01:46.000]  看的時候好像剛才第十三章
[00:01:46.000 --> 00:01:47.440]  我們打開來讀的時候
[00:01:47.440 --> 00:01:50.400]  保羅好像沒有特別交代到第十二章
[00:01:50.400 --> 00:01:53.440]  最後那一節他提到的兩個問題
[00:01:53.440 --> 00:01:56.160]  更大的恩賜和更高的道路
[00:01:56.160 --> 00:02:00.480]  反而答案在第十四章一節出現了
[00:02:00.480 --> 00:02:03.360]  大家看到第十二章最後一節的時間
[00:02:03.360 --> 00:02:05.200]  他提到更高的道路
[00:02:05.200 --> 00:02:06.240]  更高的道路是什麼呢
[00:02:06.240 --> 00:02:07.760]  第十四章一節的時間
[00:02:07.760 --> 00:02:09.120]  保羅看到的答案
[00:02:09.120 --> 00:02:12.640]  他說你們要追求愛
[00:02:12.640 --> 00:02:15.040]  原來愛就是一個更高的道路
[00:02:15.040 --> 00:02:17.920]  愛本身不是屬靈的恩賜
[00:02:17.920 --> 00:02:20.480]  如果他是屬靈的恩賜
[00:02:20.480 --> 00:02:21.280]  那就慘了
[00:02:21.280 --> 00:02:22.160]  有些人就有
[00:02:22.160 --> 00:02:23.040]  有些人就沒有
[00:02:23.040 --> 00:02:24.800]  我也沒有這個屬靈的恩賜
[00:02:24.800 --> 00:02:26.880]  沒有愛這個屬靈的恩賜
[00:02:26.880 --> 00:02:28.400]  所以我沒有愛是對的
[00:02:28.400 --> 00:02:29.520]  因為上帝沒有給我
[00:02:29.520 --> 00:02:32.000]  所以這裡他不是在講
[00:02:32.000 --> 00:02:34.240]  愛不是一個恩賜
[00:02:34.240 --> 00:02:37.360]  原來你們要追求愛
[00:02:37.360 --> 00:02:39.360]  這個就是保羅在第十二章最後一節
[00:02:39.360 --> 00:02:41.360]  提到更高的道路
[00:02:41.360 --> 00:02:43.280]  同一時間在第十二章最後一節
[00:02:43.280 --> 00:02:45.600]  他提到更大的恩賜
[00:02:45.600 --> 00:02:46.400]  那是講什麼呢
[00:02:46.400 --> 00:02:49.200]  第十三章好像沒有給我們看
[00:02:49.200 --> 00:02:50.160]  多少幅圖畫
[00:02:50.160 --> 00:02:51.520]  給我們看多少個答案
[00:02:51.520 --> 00:02:54.880]  如果愛不是一個恩賜
[00:02:54.880 --> 00:02:57.920]  那這裡說的更大的恩賜是什麼呢
[00:02:57.920 --> 00:02:59.440]  第十四章開始的時候
[00:02:59.440 --> 00:03:01.280]  保羅其實就給我們看了一個答案
[00:03:01.280 --> 00:03:04.240]  就是一個屬靈的恩賜是什麼呢
[00:03:04.240 --> 00:03:05.280]  就是先知
[00:03:05.280 --> 00:03:06.240]  我們要追求那個
[00:03:06.240 --> 00:03:08.800]  要學悟那個先知
[00:03:08.800 --> 00:03:10.080]  講道的恩賜
[00:03:10.080 --> 00:03:12.880]  所以第十四章就講道的恩賜
[00:03:12.880 --> 00:03:14.560]  對比那個方言
[00:03:14.560 --> 00:03:18.080]  第十三章插在第十二章最後一節
[00:03:18.080 --> 00:03:20.960]  和第十四章一開始的這一節
[00:03:20.960 --> 00:03:23.760]  究竟保羅是想講什麼呢
[00:03:23.760 --> 00:03:28.960]  他是想講恩賜還是很集中的講愛
[00:03:28.960 --> 00:03:32.480]  那是不是有愛就不用有恩賜呢
[00:03:32.480 --> 00:03:34.800]  有愛就行了
[00:03:34.800 --> 00:03:35.680]  不用恩賜的
[00:03:35.680 --> 00:03:36.800]  恩賜是沒用的
[00:03:36.800 --> 00:03:38.640]  我有愛所以什麼都行
[00:03:38.640 --> 00:03:41.440]  還是只是講恩賜
[00:03:41.440 --> 00:03:45.040]  其實愛只是一個附加在當中的東西呢
[00:03:45.040 --> 00:03:48.160]  這個就是保羅在第十三章裡面
[00:03:48.160 --> 00:03:49.760]  給我們看見的一幅圖畫
[00:03:49.760 --> 00:03:52.560]  我們特別去集中去看
[00:03:52.560 --> 00:03:55.200]  第十三章一至三節
[00:03:55.200 --> 00:03:57.600]  開始之前我們有個簡單的敬禮禱
[00:03:57.600 --> 00:03:59.040]  我尊貴上帝我們多謝你
[00:03:59.040 --> 00:04:00.400]  我仰望你自己的恩典
[00:04:00.400 --> 00:04:01.680]  留下寶貴的信息
[00:04:01.680 --> 00:04:03.760]  若是日子來到你當中的時刻
[00:04:03.760 --> 00:04:05.520]  成為主你自己留下的拱指
[00:04:05.520 --> 00:04:08.000]  也都打開弟子們的心
[00:04:08.000 --> 00:04:09.600]  打開他們的耳朵
[00:04:09.600 --> 00:04:11.280]  也都打開他們的眼睛
[00:04:11.280 --> 00:04:13.520]  聽到主你自己今天要對他們
[00:04:13.520 --> 00:04:15.440]  每一個弟子們所說的話
[00:04:15.440 --> 00:04:16.160]  我們多謝你
[00:04:16.160 --> 00:04:17.520]  主耶穌賜給我們
[00:04:17.520 --> 00:04:18.320]  阿們
[00:04:18.320 --> 00:04:20.960]  第十三章一至三節的時間
[00:04:20.960 --> 00:04:22.800]  保羅講了幾樣東西
[00:04:22.800 --> 00:04:26.640]  這幾樣東西當我們拿走一些
[00:04:26.640 --> 00:04:28.720]  知證的時間就看得很清楚了
[00:04:28.720 --> 00:04:32.720]  他說能夠講世人和天使的邦誼
[00:04:32.720 --> 00:04:33.440]  第一節
[00:04:33.440 --> 00:04:35.920]  第二節裡面講了四樣東西
[00:04:35.920 --> 00:04:37.280]  先知講到的恩賜
