
[00:00:00.000 --> 00:00:02.000]  ( 字幕: 王子)
[00:00:02.000 --> 00:00:05.920]  我們上一次是說到希美人
[00:00:05.920 --> 00:00:09.320]  記不記得那些希美人扮鬼扮馬
[00:00:09.320 --> 00:00:12.280]  來找以色列人來跟他們納約
[00:00:12.280 --> 00:00:15.000]  因為他們知道神的話語說
[00:00:15.000 --> 00:00:17.640]  迦南的七族是要滅絕
[00:00:17.640 --> 00:00:22.840]  而希美人就剛剛在那七個族人當中的其中一個
[00:00:22.840 --> 00:00:25.880]  但他們也知道神的話語說
[00:00:25.880 --> 00:00:28.680]  比較住得遠的迦南人
[00:00:28.680 --> 00:00:31.560]  以色列人是可以跟他們納約
[00:00:31.560 --> 00:00:33.560]  所以他們就想盡辦法
[00:00:33.560 --> 00:00:36.360]  假裝自己是很遠很遠來
[00:00:36.360 --> 00:00:38.360]  跟以色列人來納約
[00:00:38.360 --> 00:00:43.720]  以色列人跟他們納完約之後就後悔不已
[00:00:43.720 --> 00:00:46.520]  因為發覺他們原來不是那麼遠來
[00:00:46.520 --> 00:00:49.320]  只是離開他們三天的路程
[00:00:49.320 --> 00:00:52.520]  但已經指著神的名來跟他們納約
[00:00:52.520 --> 00:00:54.520]  不能夠反悔
[00:00:54.520 --> 00:00:58.040]  我們今天見到的就是第十章
[00:00:58.040 --> 00:01:02.600]  剛才說耶路撒冷王亞多尼西德
[00:01:02.600 --> 00:01:08.440]  他聽見以色列人已經攻取了耶利哥城和艾城
[00:01:08.440 --> 00:01:14.040]  而且又知道自己人希美人住在機片的地方
[00:01:14.040 --> 00:01:15.400]  他們是反叛
[00:01:15.400 --> 00:01:17.400]  跟以色列人來納約
[00:01:17.400 --> 00:01:20.680]  他心想 怎麼辦呢?
[00:01:20.680 --> 00:01:23.480]  《約書亞記》的十章二節說
[00:01:23.480 --> 00:01:27.720]  因為機片是一座大城如都城一般
[00:01:27.720 --> 00:01:29.720]  比艾城更大
[00:01:29.720 --> 00:01:33.160]  並且城內的人都是勇士
[00:01:33.160 --> 00:01:36.200]  那麼大的城每個都是勇士
[00:01:36.200 --> 00:01:38.200]  都跟以色列人納約
[00:01:38.200 --> 00:01:42.280]  如果一個個的迦南國都跟以色列人納約
[00:01:42.280 --> 00:01:43.560]  怎麼辦?
[00:01:43.560 --> 00:01:46.520]  就算他們不跟以色列人納約
[00:01:46.520 --> 00:01:51.240]  被約書亞逐一來擊破迦南國國
[00:01:51.240 --> 00:01:52.440]  攻擊他們
[00:01:52.440 --> 00:01:54.440]  都是後果不堪設想
[00:01:54.440 --> 00:01:56.440]  所以他想到最好的辦法
[00:01:56.440 --> 00:01:59.640]  就是使迦南人能夠團結
[00:01:59.640 --> 00:02:05.720]  他就聯合了在迦南地南邊的五個阿摩利王
[00:02:05.720 --> 00:02:08.520]  一起來攻打機片
[00:02:08.520 --> 00:02:11.080]  因為機片反叛自己
[00:02:11.080 --> 00:02:15.640]  機片人當然就是來找以色列人求救
[00:02:15.640 --> 00:02:18.520]  換作是我們的話
[00:02:18.520 --> 00:02:20.520]  咦 跟人納了約
[00:02:20.520 --> 00:02:24.680]  發覺對方是使詭詐來納約
[00:02:24.680 --> 00:02:26.680]  雖然不能夠悔約
[00:02:26.680 --> 00:02:29.320]  現在你們鬼打鬼
[00:02:29.320 --> 00:02:31.320]  自己人打自己人
[00:02:31.320 --> 00:02:33.960]  沒理由會出手的
[00:02:33.960 --> 00:02:35.560]  讓你自相殘殺吧
[00:02:35.560 --> 00:02:36.840]  兩敗俱傷
[00:02:36.840 --> 00:02:38.840]  我們會這樣想的
[00:02:38.840 --> 00:02:41.480]  但約書亞他沒有這樣做
[00:02:41.480 --> 00:02:43.800]  他為了保護神的命
[00:02:43.800 --> 00:02:45.800]  因為是用神的命來納約
[00:02:45.800 --> 00:02:49.480]  他是願意出兵來救機片
[00:02:49.480 --> 00:02:53.640]  今天是要跟大家講信心
[00:02:53.640 --> 00:02:57.160]  多謝Winnie和Betty
[00:02:57.160 --> 00:03:01.080]  剛才跟他們揀選了很多有關信心的詩歌
[00:03:01.080 --> 00:03:04.520]  我們看到約書亞
[00:03:04.520 --> 00:03:07.000]  因為他為了神的命
[00:03:07.000 --> 00:03:09.000]  來遵守諾言
[00:03:09.000 --> 00:03:11.000]  來救機片
[00:03:11.000 --> 00:03:13.880]  撒旦就要攻擊約書亞
[00:03:13.880 --> 00:03:17.240]  在聖經裏面有很多屬靈的人物
[00:03:17.240 --> 00:03:22.680]  好像阿伯拉罕、約瑟、大衛、但爾利、保羅
[00:03:22.680 --> 00:03:26.120]  他們都是願意走在神的旨意裏
[00:03:26.120 --> 00:03:29.400]  但我們看到在他們的生命當中
[00:03:29.400 --> 00:03:31.400]  就遇見了很多挑戰
[00:03:31.400 --> 00:03:34.760]  要救機片、救希美人
[00:03:34.760 --> 00:03:37.320]  絕對不是一件容易的事
[00:03:37.320 --> 00:03:40.600]  有外和內的阻力
[00:03:40.600 --> 00:03:43.320]  內部的阻力是什麼?
[00:03:43.320 --> 00:03:48.120]  上一次說到以色列人的會眾已經投訴
[00:03:48.120 --> 00:03:50.120]  已經埋怨
[00:03:50.120 --> 00:03:53.000]  這班首領都不知道在幹什麼
[00:03:53.000 --> 00:03:55.000]  明明這班是敵人
[00:03:55.000 --> 00:03:57.000]  你怎可以跟他們納約呢
[00:03:57.000 --> 00:03:59.720]  還住得那麼近的希美人
[00:03:59.720 --> 00:04:01.720]  已經埋怨
[00:04:01.720 --> 00:04:05.400]  現在還說要出兵救他們
[00:04:05.400 --> 00:04:08.360]  開玩笑,一定反對
[00:04:08.360 --> 00:04:12.040]  在外面的阻力又有什麼?
[00:04:12.040 --> 00:04:15.000]  以前以色列人打
[00:04:15.000 --> 00:04:17.000]  無論是耶利哥城、艾城
[00:04:17.000 --> 00:04:19.000]  都是單打獨鬥
[00:04:19.000 --> 00:04:22.840]  一個國家和一個國家開戰
[00:04:22.840 --> 00:04:29.000]  現在突然間五個阿摩尼王聯手攻擊
[00:04:29.000 --> 00:04:33.080]  所以他們要和五個國家打仗
[00:04:33.080 --> 00:04:36.120]  這真是需要很多信心
[00:04:36.120 --> 00:04:37.400]  很大的信心
[00:04:37.400 --> 00:04:39.560]  因為敵中我寡
[00:04:39.560 --> 00:04:41.560]  不是一件容易的事
[00:04:41.560 --> 00:04:46.520]  當我們的信心受到挑戰的時候
[00:04:46.520 --> 00:04:49.560]  我們就應該抓住神的應許
[00:04:49.560 --> 00:04:51.560]  這是第一點
[00:04:51.560 --> 00:04:53.560]  在約書亞記的十章八節
[00:04:53.560 --> 00:04:55.560]  耶和華對約書亞說
[00:04:55.560 --> 00:04:57.560]  「不要懼怕他們
[00:04:57.560 --> 00:05:01.400]  因為我已將他們交在你的手裡
[00:05:01.400 --> 00:05:05.720]  他們無一人能在你面前站立得住」
[00:05:05.720 --> 00:05:08.760]  當我們走在神的旨意裏
[00:05:08.760 --> 00:05:12.440]  神就會給我們他的應許
[00:05:12.440 --> 00:05:15.320]  在經文說「不要懼怕」
[00:05:15.320 --> 00:05:19.480]  其實在攻打艾城和耶利哥城之前
[00:05:19.480 --> 00:05:23.000]  神同樣叫以色列人不要懼怕
[00:05:23.000 --> 00:05:26.840]  在約書亞記的六章二節和八章一節
[00:05:26.840 --> 00:05:33.480]  這次是攻打南面的五個阿摩尼王
[00:05:33.480 --> 00:05:36.280]  下一次會和大家說的十一章
[00:05:36.280 --> 00:05:39.640]  是攻打迦南地的北面
[00:05:39.640 --> 00:05:42.360]  在攻打北面之前
[00:05:42.360 --> 00:05:46.200]  神也和約書亞說不要懼怕
[00:05:46.200 --> 00:05:50.600]  在約書亞記的十一章六節
[00:05:50.600 --> 00:05:52.280]  其實在聖經裏面
[00:05:52.280 --> 00:05:54.280]  「不要懼怕」這個應許
[00:05:54.280 --> 00:05:58.520]  最早出現在創世記的十五章第一節
[00:05:58.520 --> 00:06:02.600]  是神叫亞伯蘭不要懼怕
[00:06:02.600 --> 00:06:03.880]  不要懼怕
[00:06:03.880 --> 00:06:06.360]  要有堅定的信心
[00:06:06.360 --> 00:06:09.640]  所以我們受到信心的挑戰
[00:06:09.640 --> 00:06:12.680]  我們第一件事就是要抓住神的應許
[00:06:12.680 --> 00:06:15.000]  是祂叫我們不要懼怕
[00:06:15.000 --> 00:06:18.760]  你說約書亞 亞伯拉罕就好了
[00:06:18.760 --> 00:06:20.520]  有神的應許
[00:06:20.520 --> 00:06:22.120]  叫他不要懼怕
[00:06:22.120 --> 00:06:25.160]  我們哪裏有神的應許啊?
[00:06:25.160 --> 00:06:27.320]  我們有沒有神的應許啊?
[00:06:27.320 --> 00:06:32.040]  有 在聖經裏面有很多給信徒的應許
[00:06:32.040 --> 00:06:34.600]  問題就是我們不去讀神的話語
[00:06:34.600 --> 00:06:39.480]  我們沒有去發掘來找神的應許
[00:06:39.480 --> 00:06:42.280]  當我們不知道神的應許是什麼
[00:06:42.280 --> 00:06:44.120]  我們可以求問神
[00:06:44.120 --> 00:06:47.000]  我們可以尋求神的應許
[00:06:47.000 --> 00:06:50.120]  這是神給我們的教訓
[00:06:50.120 --> 00:06:52.760]  在亞國書的一章五節
[00:06:52.760 --> 00:06:55.160]  如果我們缺少智慧
[00:06:55.160 --> 00:06:58.200]  可以去問那位口齒如人
[00:06:58.200 --> 00:06:59.960]  不斥責人的神
[00:06:59.960 --> 00:07:02.280]  所以我們如果不知道神的應許
[00:07:02.280 --> 00:07:04.280]  我們可以去求問
[00:07:04.280 --> 00:07:09.640]  但是當我們明白了神的應許就要走出來
[00:07:09.640 --> 00:07:12.040]  問題就是以色列人
[00:07:12.040 --> 00:07:14.040]  他們每做錯事犯罪
[00:07:14.040 --> 00:07:17.480]  就是因為他們沒有求問到神的應許
[00:07:17.480 --> 00:07:19.560]  第一次攻打艾城
[00:07:19.560 --> 00:07:21.480]  他們沒有問到神的應許
[00:07:21.480 --> 00:07:23.560]  靠自己的能力
[00:07:23.560 --> 00:07:25.960]  當他們和欺騙人來納約
[00:07:25.960 --> 00:07:28.200]  他們也沒有求問神
[00:07:28.200 --> 00:07:29.640]  所以當他們不求問神
[00:07:29.640 --> 00:07:31.480]  他們就出現問題
[00:07:31.480 --> 00:07:34.520]  我們很需要尋求神的旨意
[00:07:34.520 --> 00:07:37.240]  然後將神的旨意撥出來
[00:07:37.240 --> 00:07:38.840]  走出來
[00:07:38.840 --> 00:07:42.120]  這就是第二點
[00:07:42.120 --> 00:07:44.760]  在約書亞記的十章九節
[00:07:44.760 --> 00:07:48.760]  約書亞就中夜從吉格上去
[00:07:48.760 --> 00:07:51.640]  晚然臨到他們那裡
[00:07:51.640 --> 00:07:56.120]  有沒有看到那些形容詞非常生動
[00:07:56.120 --> 00:07:57.880]  約書亞沒有說
[00:07:57.880 --> 00:07:59.640]  咦 是神的應許
[00:07:59.640 --> 00:08:01.320]  自然會發生
[00:08:01.320 --> 00:08:03.320]  何必我去做呢
[00:08:03.320 --> 00:08:06.280]  很多基督徒現在也會這樣想
[00:08:06.280 --> 00:08:07.880]  既然是神的應許
[00:08:07.880 --> 00:08:08.920]  是神的旨意
[00:08:08.920 --> 00:08:10.280]  就一定會發生
[00:08:10.280 --> 00:08:11.880]  何必我去做呢
[00:08:11.880 --> 00:08:14.600]  但你看約書亞他沒有這樣
[00:08:14.600 --> 00:08:17.720]  他是中夜從吉格去到基片
[00:08:17.720 --> 00:08:21.560]  他是晚然臨到敵人那裡
