
[00:00:00.000 --> 00:00:05.560]  大圍傳第20章
[00:00:05.560 --> 00:00:09.640]  要講十五以下的十五章和第十六章
[00:00:09.640 --> 00:00:12.560]  又要重覆一下
[00:00:12.560 --> 00:00:14.360]  我講這麼多的系列
[00:00:14.360 --> 00:00:17.160]  其實都是希望陪大家讀經
[00:00:17.160 --> 00:00:19.840]  如果你每天聽我一篇道
[00:00:19.840 --> 00:00:22.080]  有讀相關的經文的話
[00:00:22.080 --> 00:00:25.520]  你可以在兩年之內讀完整部聖經
[00:00:25.520 --> 00:00:28.200]  我知道我之前是講五年
[00:00:28.200 --> 00:00:29.320]  我計錯數
[00:00:29.320 --> 00:00:31.960]  五年太久了
[00:00:31.960 --> 00:00:34.720]  如果你每天聽一篇道有讀經的話
[00:00:34.720 --> 00:00:37.520]  兩年之內你能讀完整部聖經
[00:00:37.520 --> 00:00:38.760]  絕對做得到
[00:00:38.760 --> 00:00:41.960]  你說我星期六星期日不想讀經
[00:00:41.960 --> 00:00:43.400]  不想聽道
[00:00:43.400 --> 00:00:44.400]  都可以
[00:00:44.400 --> 00:00:47.040]  你一個星期聽五篇道
[00:00:47.040 --> 00:00:48.160]  和讀經的話
[00:00:48.160 --> 00:00:50.160]  兩年半都能讀完
[00:00:50.160 --> 00:00:52.560]  都不是很長的時間
[00:00:52.560 --> 00:00:56.400]  而且這樣讀經不單止讀聖經
[00:00:56.400 --> 00:01:00.720]  因為如果你聽完我每一篇道的介紹
[00:01:00.720 --> 00:01:04.800]  我每一個系列第一篇道的介紹的話
[00:01:04.800 --> 00:01:08.960]  你會學到有很多關於這部書的背景
[00:01:08.960 --> 00:01:10.960]  有很多不詳細的資料
[00:01:10.960 --> 00:01:13.960]  以至你能夠更加深入了解
[00:01:13.960 --> 00:01:15.560]  認識聖經
[00:01:15.560 --> 00:01:17.560]  今天我要講的就是
[00:01:17.560 --> 00:01:20.160]  十五以下的十五章十六章
[00:01:20.160 --> 00:01:23.040]  講到大衛因為他犯罪
[00:01:23.040 --> 00:01:25.040]  刀劍不離他的家
[00:01:25.040 --> 00:01:27.040]  他要逃命
[00:01:27.040 --> 00:01:30.360]  因為他自己的兒子亞沙隆來追殺他
[00:01:30.360 --> 00:01:31.880]  他落難
[00:01:31.880 --> 00:01:33.880]  落難的時候
[00:01:33.880 --> 00:01:36.880]  他要面對人生的百態
[00:01:36.880 --> 00:01:40.360]  很多時候我們都會有不如意
[00:01:40.360 --> 00:01:43.040]  我們都有落難的時候
[00:01:43.040 --> 00:01:45.040]  當我們是這樣的情形
[00:01:45.040 --> 00:01:48.560]  我們又能夠在大衛的身上學到些什麼呢
[00:01:48.560 --> 00:01:50.560]  我們今天來看看
[00:01:50.560 --> 00:01:52.320]  稍微回顧一下
[00:01:52.320 --> 00:01:56.160]  我們說亞沙隆這個人是大衛第三個兒子
[00:01:56.160 --> 00:02:00.720]  他身上留著有兩個皇室的血液
[00:02:00.720 --> 00:02:03.920]  當然他的父親是大衛
[00:02:03.920 --> 00:02:05.920]  以色列的皇朝
[00:02:05.920 --> 00:02:10.080]  但是他母親是瑪嘉公主
[00:02:10.080 --> 00:02:14.720]  瑪嘉公主是基述國達邁王的女兒
[00:02:14.720 --> 00:02:18.000]  所以他身上有兩個皇室的血液
[00:02:18.000 --> 00:02:20.000]  這也可能是原因
[00:02:20.000 --> 00:02:23.640]  為什麼亞沙隆這麼希望做皇
[00:02:23.640 --> 00:02:25.640]  成為皇帝
[00:02:25.640 --> 00:02:28.640]  他的確是不到人民的擁護
[00:02:28.640 --> 00:02:31.120]  但是他的人品一般
[00:02:31.120 --> 00:02:34.120]  他雖然有很好的外貌
[00:02:34.120 --> 00:02:38.040]  但是他的內心不是一個那麼好的人
[00:02:38.040 --> 00:02:42.200]  亞沙隆也是非常有耐性
[00:02:42.200 --> 00:02:46.520]  他等了兩年才去謀殺暗亂
[00:02:46.520 --> 00:02:48.520]  替他的妹妹報仇
[00:02:48.520 --> 00:02:52.120]  他等了四年才公開反叛大衛
[00:02:52.120 --> 00:02:54.120]  奪取大衛的皇位
[00:02:54.120 --> 00:02:57.400]  他這個人老謀深算
[00:02:57.400 --> 00:02:58.840]  很有耐性
[00:02:58.840 --> 00:03:01.720]  而且他有高超的手段
[00:03:01.720 --> 00:03:05.000]  來贏得人民的支持
[00:03:05.000 --> 00:03:08.280]  大衛是怎樣贏得人民的支持
[00:03:08.280 --> 00:03:10.760]  透過對人民的關心
[00:03:10.760 --> 00:03:13.240]  透過自己犧牲
[00:03:13.240 --> 00:03:15.800]  來得到人民的心
[00:03:15.800 --> 00:03:19.640]  但是亞沙隆用很簡單的方法
[00:03:19.640 --> 00:03:22.200]  為自己製造形象
[00:03:22.200 --> 00:03:26.440]  製造形象對我們美國人很熟悉
[00:03:26.440 --> 00:03:28.440]  四年一次的大選
[00:03:28.440 --> 00:03:31.080]  總統候選人會怎樣
[00:03:31.080 --> 00:03:34.040]  走出來為自己製造形象
[00:03:34.040 --> 00:03:37.000]  說一些話是人民喜歡聽的
[00:03:37.000 --> 00:03:40.440]  但是做了總統之後完全不對辦
[00:03:40.440 --> 00:03:43.240]  亞沙隆也是一樣
[00:03:43.240 --> 00:03:47.400]  他就是用這些方法抬高自己
[00:03:47.400 --> 00:03:49.080]  他不是像大衛那樣
[00:03:49.080 --> 00:03:51.560]  大衛真是一個民族的英雄
[00:03:51.560 --> 00:03:55.720]  亞沙隆謀朝篡位的計劃
[00:03:55.720 --> 00:04:01.160]  是他和大衛講和復和之後不久就發生
[00:04:01.160 --> 00:04:07.560]  我在上一篇說到薩姆以下的十四章
[00:04:07.560 --> 00:04:11.720]  就是說到真正的復和是要認罪悔改
[00:04:11.720 --> 00:04:18.360]  大衛和亞沙隆沒有在認罪悔改的情形下復和
[00:04:18.360 --> 00:04:19.400]  是沒有用的
[00:04:19.400 --> 00:04:21.960]  結果兩父子都不和
[00:04:21.960 --> 00:04:25.560]  引致亞沙隆追殺大衛
[00:04:25.560 --> 00:04:29.640]  他第一步為自己製造形象是怎樣
[00:04:29.640 --> 00:04:33.240]  他自己坐著戰車 馬車
[00:04:33.240 --> 00:04:36.680]  前面有五十個人在為他奔跑
[00:04:36.680 --> 00:04:38.360]  做他的保鏢
[00:04:38.360 --> 00:04:43.480]  這樣的形式來宣佈他已經回到耶路撒冷
[00:04:43.480 --> 00:04:48.360]  坐著的驢子就是王子的坐騎
[00:04:48.360 --> 00:04:51.400]  但是馬是王的坐騎
[00:04:51.400 --> 00:04:53.560]  在啟示錄的十九章
[00:04:53.560 --> 00:04:56.840]  我們知道將來耶穌基督回到世上
[00:04:56.840 --> 00:04:59.240]  戰勝敵基督 戰勝撒旦
[00:04:59.240 --> 00:05:01.160]  都是騎著一匹白馬
[00:05:01.160 --> 00:05:06.120]  而薩姆以先知也曾經預言
[00:05:06.120 --> 00:05:09.960]  以色列的君王將會有這樣的排場
[00:05:09.960 --> 00:05:14.840]  就是坐著馬車前面有士兵為他開路
[00:05:14.840 --> 00:05:17.960]  在薩姆以上的第八章第十一節
[00:05:17.960 --> 00:05:22.600]  我們知道日後亞沙隆的弟弟亞多尼亞
[00:05:22.600 --> 00:05:24.360]  當他想做王的時候
[00:05:24.360 --> 00:05:26.840]  他也是採取同樣的手段
[00:05:26.840 --> 00:05:31.320]  而摩西就警告以色列的君王
[00:05:31.320 --> 00:05:35.160]  不要為自己多添麻匹
[00:05:35.160 --> 00:05:36.680]  不要倚靠麻匹
[00:05:36.680 --> 00:05:39.160]  在新命紀的十七章十六節
[00:05:39.160 --> 00:05:42.040]  大衛在詩篇的二十篇第七節
[00:05:42.040 --> 00:05:43.800]  也警告我們
[00:05:43.800 --> 00:05:47.720]  有人倚靠車 有人倚靠馬
[00:05:47.720 --> 00:05:51.800]  但我們會記得耶和華我們神的名
[00:05:51.800 --> 00:05:54.120]  我們基督徒是倚靠誰呢
[00:05:54.120 --> 00:05:55.480]  是倚靠神
[00:05:55.480 --> 00:05:59.480]  不是倚靠自己的力量車和馬
[00:05:59.480 --> 00:06:04.600]  當我們讀到大衛流亡的詩歌的時候
[00:06:04.600 --> 00:06:09.240]  我們有印象知道當時大衛可能是病了
[00:06:09.240 --> 00:06:13.080]  這個就讓亞沙隆可以乘虛而入
[00:06:13.080 --> 00:06:18.040]  能夠幫助他有機會接管國家的事務
[00:06:18.040 --> 00:06:21.080]  當時如果有法官
[00:06:21.080 --> 00:06:24.840]  他判出來的決定人民是不滿意的話
[00:06:24.840 --> 00:06:28.920]  他們可以要求王替他們主持公道
[00:06:28.920 --> 00:06:32.120]  這就是撒姆爾夏的十四章
[00:06:32.120 --> 00:06:36.040]  提哥亞婦人就是用這樣的辦法
[00:06:36.040 --> 00:06:38.200]  可以見到大衛的面
[00:06:38.200 --> 00:06:41.960]  現在百姓因為大衛病了
[00:06:41.960 --> 00:06:46.200]  不能見到大衛來替他們主持公道
[00:06:46.200 --> 00:06:50.760]  亞沙隆就在往城門口的路上
[00:06:50.760 --> 00:06:53.240]  和百姓見面
[00:06:53.240 --> 00:06:57.960]  幫他們判斷解決他們的問題
[00:06:57.960 --> 00:07:02.440]  城門口就是長老判斷是非的地方
[00:07:02.440 --> 00:07:06.920]  當時可以說是他們的市政廳
[00:07:06.920 --> 00:07:10.280]  亞沙隆就答應以色列人民
[00:07:10.280 --> 00:07:12.680]  我會成為你們的事司
[00:07:12.680 --> 00:07:16.040]  我會秉公來判斷你們的事
[00:07:16.040 --> 00:07:21.160]  亞沙隆還和他們親熱和親嘴
[00:07:21.160 --> 00:07:23.080]  在經文告訴我們
[00:07:23.080 --> 00:07:27.400]  這樣亞沙隆暗中得了以色列人的心
[00:07:27.400 --> 00:07:30.280]  這段經文令我想起
[00:07:30.280 --> 00:07:32.200]  還有誰在新約
[00:07:32.200 --> 00:07:39.560]  猶大用親吻來出賣耶穌基督
[00:07:39.560 --> 00:07:45.160]  本來親吻親嘴是很親熱
[00:07:45.160 --> 00:07:47.080]  表示出愛意
[00:07:47.080 --> 00:07:49.480]  但從這兩個例子我們見到
[00:07:49.480 --> 00:07:51.080]  有很多人都很虛假
[00:07:51.080 --> 00:07:52.600]  別有用心
[00:07:52.600 --> 00:07:56.040]  這就是亞沙隆和猶大都是一樣
[00:07:56.040 --> 00:07:59.080]  亞沙隆給人一個印象
[00:07:59.080 --> 00:08:01.160]  大衛時時不在場
[00:08:01.160 --> 00:08:03.320]  人民需要他的時候
[00:08:03.320 --> 00:08:04.520]  他都不知道去了哪裡
[00:08:04.520 --> 00:08:08.200]  只有他自己真正關心人民
[00:08:08.200 --> 00:08:12.280]  就是這樣得到人民的愛戴
[00:08:12.280 --> 00:08:15.960]  《說語十五》以下第七節
[00:08:15.960 --> 00:08:17.560]  說滿了四十年
[00:08:17.560 --> 00:08:19.240]  亞沙隆對王說
[00:08:19.240 --> 00:08:22.440]  求你准我往希伯倫去
[00:08:22.440 --> 00:08:25.720]  還我向耶和華所許的願
[00:08:25.720 --> 00:08:28.040]  這裏寫四十年
[00:08:28.040 --> 00:08:31.880]  但有很多古舊版本寫四年
[00:08:31.880 --> 00:08:34.200]  四十年太長了
[00:08:34.200 --> 00:08:38.200]  亞沙隆等了四年而不是四十年
[00:08:38.200 --> 00:08:42.040]  相信這裏有文字抄錯了經文
[00:08:42.040 --> 00:08:46.200]  有可能亞沙隆逃亡基屬國的時候
[00:08:46.200 --> 00:08:48.440]  他真的向神許願
[00:08:48.440 --> 00:08:49.560]  他說神啊
[00:08:49.560 --> 00:08:52.360]  如果有一天我能夠回到耶路撒冷
[00:08:52.360 --> 00:08:54.280]  我一定會獻祭
[00:08:54.280 --> 00:08:57.400]  我一定會去希伯倫還願
[00:08:57.400 --> 00:09:00.680]  但如果這是一個謊言
[00:09:00.680 --> 00:09:02.760]  那他就大事不妙了
[00:09:02.760 --> 00:09:06.920]  他是用神的名來過橋
[00:09:06.920 --> 00:09:09.560]  用神的名來說謊
[00:09:09.560 --> 00:09:11.720]  這就是謊稱神的名
[00:09:11.720 --> 00:09:15.480]  他犯了十誡當中的第三誡
[00:09:15.480 --> 00:09:17.640]  不可謊稱神的名
[00:09:17.640 --> 00:09:19.720]  很諷刺
[00:09:19.720 --> 00:09:21.320]  大衛聽了之後
[00:09:21.320 --> 00:09:23.080]  他和亞沙隆說
[00:09:23.080 --> 00:09:25.640]  你平平安安去吧
[00:09:25.640 --> 00:09:30.520]  這就是大衛和亞沙隆說的最後一句話
[00:09:30.520 --> 00:09:33.560]  有很多人覺得很奇怪
[00:09:33.560 --> 00:09:36.360]  有很多城市有很多的鎮
[00:09:36.360 --> 00:09:38.440]  為什麼亞沙隆不選擇
[00:09:38.440 --> 00:09:41.240]  為什麼要選擇希伯倫這個地方
[00:09:41.240 --> 00:09:44.200]  其實可能有六個原因
[00:09:44.200 --> 00:09:45.960]  第一個原因就是
[00:09:45.960 --> 00:09:49.000]  希伯倫是猶大地本來的首都
[00:09:49.560 --> 00:09:53.160]  記不記得大衛在南邊稱王的時候
[00:09:53.160 --> 00:09:55.800]  他的首都就是希伯倫
[00:09:55.800 --> 00:09:58.360]  後來他成為全以色列的王
[00:09:58.360 --> 00:10:01.480]  他才移都去耶路撒冷
[00:10:01.480 --> 00:10:05.080]  相信在希伯倫有很多人都會不滿意
[00:10:05.080 --> 00:10:08.280]  為什麼要遷都去耶路撒冷
[00:10:08.280 --> 00:10:10.680]  在希伯倫就好好的
[00:10:10.680 --> 00:10:12.360]  如果你是希伯倫的人
[00:10:12.360 --> 00:10:15.880]  你都希望希伯倫成為全以色列的首都
[00:10:15.880 --> 00:10:19.720]  所以這班人可能會支持亞沙隆
[00:10:19.720 --> 00:10:21.240]  還有第二點
[00:10:21.240 --> 00:10:24.840]  希伯倫是亞沙隆出生的地方
[00:10:24.840 --> 00:10:27.640]  在撒姆爾夏的三章告訴我們
[00:10:27.640 --> 00:10:31.000]  大衛在希伯倫一共生了六個兒子
[00:10:31.000 --> 00:10:33.800]  亞沙隆就是第三個兒子
[00:10:33.800 --> 00:10:39.560]  所以希伯倫對亞沙隆有特別親密的關係
[00:10:39.560 --> 00:10:41.240]  還有第三點
[00:10:41.240 --> 00:10:43.560]  希伯倫對猶太人來說
