
[00:00:00.000 --> 00:00:05.000]  男人心底話
[00:00:05.000 --> 00:00:06.000]  兩個意思
[00:00:06.000 --> 00:00:09.000]  一個意思就是你講你的心底話
[00:00:09.000 --> 00:00:12.000]  一個意思就是我講我的心底話
[00:00:12.000 --> 00:00:14.000]  但如果我沒有記錯
[00:00:14.000 --> 00:00:15.000]  黃牧師說
[00:00:15.000 --> 00:00:17.000]  五月份你們有機會小組分享
[00:00:17.000 --> 00:00:20.000]  所以今天應該就是我講我的心底話
[00:00:20.000 --> 00:00:22.000]  就不是你們講你們的心底話
[00:00:22.000 --> 00:00:24.000]  但你們都有機會可以分享的
[00:00:24.000 --> 00:00:25.000]  一會兒都很自由的
[00:00:25.000 --> 00:00:27.000]  如果你有東西真的想講
[00:00:27.000 --> 00:00:28.000]  你可以講
[00:00:28.000 --> 00:00:29.000]  你可以講
[00:00:29.000 --> 00:00:31.000]  都會給大家有機會的
[00:00:31.000 --> 00:00:33.000]  所以今天會講一講
[00:00:33.000 --> 00:00:36.000]  我自己對弟兄的一些心底話
[00:00:36.000 --> 00:00:37.000]  其實我自己想過的
[00:00:37.000 --> 00:00:39.000]  我憑什麼資格來講呢
[00:00:39.000 --> 00:00:41.000]  因為我又不是專家
[00:00:41.000 --> 00:00:42.000]  憑幾樣東西
[00:00:42.000 --> 00:00:44.000]  自己做人不是做了很久
[00:00:44.000 --> 00:00:45.000]  做了幾十年
[00:00:45.000 --> 00:00:48.000]  也認識很多弟兄
[00:00:48.000 --> 00:00:50.000]  從他們口中聽很多
[00:00:50.000 --> 00:00:53.000]  無論是香港的、大陸的、加拿大的、美國的
[00:00:53.000 --> 00:00:54.000]  都聽很多
[00:00:54.000 --> 00:00:56.000]  有機會跟弟兄交通、聊天
[00:00:56.000 --> 00:00:57.000]  聽很多
[00:00:57.000 --> 00:00:59.000]  第三有些是看書
[00:00:59.000 --> 00:01:03.000]  有些是一些講到男人的書
[00:01:03.000 --> 00:01:05.000]  幾樣東西加在一起
[00:01:05.000 --> 00:01:07.000]  我自己有幾樣東西今天跟大家分享
[00:01:07.000 --> 00:01:12.000]  我先讀三段聖經
[00:01:12.000 --> 00:01:15.000]  我自己比較喜歡的三段聖經
[00:01:15.000 --> 00:01:18.000]  今天都會根據這幾節的聖經跟大家分享
[00:01:18.000 --> 00:01:24.000]  提摩太前書第二章第八節
[00:01:25.000 --> 00:01:28.000]  今晚這個應該是家庭團
[00:01:28.000 --> 00:01:30.000]  應該是結了婚的
[00:01:30.000 --> 00:01:33.000]  如果在座有些人是單身或者還沒結婚的
[00:01:33.000 --> 00:01:35.000]  你也可以用另一個角度來看
[00:01:35.000 --> 00:01:37.000]  不是太太怎麼看你
[00:01:37.000 --> 00:01:38.000]  而是你朋友怎麼看你都可以
[00:01:38.000 --> 00:01:40.000]  但我就用那個框框
[00:01:40.000 --> 00:01:43.000]  就是以夫婦家庭的框框來看
[00:01:43.000 --> 00:01:52.000]  提摩太前書第二章第八節
[00:01:52.000 --> 00:01:53.000]  這段聖經怎麼說呢
[00:01:53.000 --> 00:01:54.000]  我們一起讀好不好
[00:01:54.000 --> 00:01:57.000]  我願男人無憤怒無爭論
[00:01:57.000 --> 00:02:00.000]  舉起聖義的手隨處禱告
[00:02:00.000 --> 00:02:05.000]  這裡保羅提醒提摩太願男人無憤怒無爭論
[00:02:05.000 --> 00:02:08.000]  舉起聖義的手隨處禱告
[00:02:08.000 --> 00:02:12.000]  第二段是以弗所書第五章二十五節
[00:02:12.000 --> 00:02:15.000]  第五章二十五節我們一起讀
[00:02:15.000 --> 00:02:18.000]  你們作丈夫的要愛你們的妻子
[00:02:18.000 --> 00:02:21.000]  正如基督愛教會為教會舍己
[00:02:21.000 --> 00:02:23.000]  二十八節我們一起讀
[00:02:23.000 --> 00:02:26.000]  丈夫也當照樣愛妻子
[00:02:26.000 --> 00:02:28.000]  如同愛自己的身子
[00:02:28.000 --> 00:02:30.000]  愛妻子便是愛自己了
[00:02:30.000 --> 00:02:33.000]  第六章第四節一起讀
[00:02:33.000 --> 00:02:35.000]  你們作父親的不要惹兒女的氣
[00:02:35.000 --> 00:02:39.000]  只要照著主的教訓和警戒養育他們
[00:02:39.000 --> 00:02:43.000]  有沒有人看過這份叫做
[00:02:43.000 --> 00:02:47.000]  女性心目中的理想男人
[00:02:47.000 --> 00:02:49.000]  我不讓你看哪間餐廳
[00:02:49.000 --> 00:02:51.000]  看過沒有?
[00:02:51.000 --> 00:02:54.000]  知道女性心目中的男人是怎樣嗎?
[00:02:54.000 --> 00:02:57.000]  這份是訪問了二萬名女性
[00:02:57.000 --> 00:02:59.000]  做出來的調查
[00:02:59.000 --> 00:03:02.000]  我告訴你女性二十二歲的要求
