
[00:00:00.000 --> 00:00:05.640]  首先這次的講義是十章
[00:00:05.640 --> 00:00:07.880]  但是大家不需要害怕
[00:00:07.880 --> 00:00:10.080]  我們一定在八點半準時完結
[00:00:10.080 --> 00:00:14.320]  十章因為有些東西需要解釋得清楚一點
[00:00:14.320 --> 00:00:17.680]  而且今晚我們查了絕大部分
[00:00:17.680 --> 00:00:21.080]  是耶穌自己所說的話
[00:00:21.080 --> 00:00:26.240]  祂在這段聖經裡說了三次
[00:00:26.240 --> 00:00:28.920]  「我實實在在地告訴你」
[00:00:28.920 --> 00:00:31.640]  所以祂的話是很重要的
[00:00:31.640 --> 00:00:35.160]  上一課我們開始查《約翰福音》第五章
[00:00:35.160 --> 00:00:37.440]  前面的十五節
[00:00:37.440 --> 00:00:39.840]  是記載了耶穌在耶路撒冷的
[00:00:39.840 --> 00:00:42.400]  「不事大事」那裡
[00:00:42.400 --> 00:00:47.720]  醫治了一個癱瘓了三十八年的病人
[00:00:47.720 --> 00:00:50.560]  耶穌當時開始出來傳道
[00:00:50.560 --> 00:00:52.880]  其實祂天天都在行神蹟
[00:00:52.880 --> 00:00:55.320]  天天都在醫病
[00:00:55.320 --> 00:00:58.000]  但是這次醫好這個人
[00:00:58.000 --> 00:01:00.920]  有什麼奇怪呢?
[00:01:00.920 --> 00:01:03.720]  是因為耶穌是在安息日那裡
[00:01:03.720 --> 00:01:05.720]  來醫好他
[00:01:05.720 --> 00:01:07.960]  並且我們上次說
[00:01:07.960 --> 00:01:11.440]  耶穌行這個神蹟和其他神蹟不同
[00:01:11.440 --> 00:01:15.000]  就是其他神蹟多數人去找耶穌
[00:01:15.000 --> 00:01:16.760]  求祂醫治
[00:01:16.760 --> 00:01:19.920]  但是這個癱瘓是不認識耶穌
[00:01:19.920 --> 00:01:22.520]  未聽過有耶穌這個人
[00:01:22.520 --> 00:01:25.520]  是耶穌去到「不事大事」那裡
[00:01:25.520 --> 00:01:27.600]  去找祂
[00:01:27.600 --> 00:01:30.200]  所以加上這個是安息日
[00:01:30.200 --> 00:01:34.440]  就是耶穌是故意在安息日那裡
[00:01:34.440 --> 00:01:36.240]  來醫好他
[00:01:36.240 --> 00:01:38.240]  然後當猶太人
[00:01:38.240 --> 00:01:40.600]  聖經這裡說猶太人
[00:01:40.600 --> 00:01:42.920]  其實不是一般的猶太人
[00:01:42.920 --> 00:01:44.920]  是那些宗教的領袖
[00:01:44.920 --> 00:01:47.520]  包括法利塞人
[00:01:47.520 --> 00:01:49.320]  我們查第三章的時候
[00:01:49.320 --> 00:01:50.400]  有法利塞人來
[00:01:50.400 --> 00:01:53.120]  那個「底帽」去見耶穌
[00:01:53.120 --> 00:01:56.920]  但是還有很多其他的宗教領袖
[00:01:56.920 --> 00:01:58.040]  法利塞人
[00:01:58.040 --> 00:02:01.080]  他們是迫迫耶穌的
[00:02:01.080 --> 00:02:03.480]  他們這樣做
[00:02:03.480 --> 00:02:07.000]  其實在這一章是給耶穌有個機會
[00:02:07.000 --> 00:02:09.520]  不單止反駁他們
[00:02:09.520 --> 00:02:12.360]  有關於在安息日工作
[00:02:12.360 --> 00:02:14.480]  醫病這一件事
[00:02:14.480 --> 00:02:18.480]  就是說安息日能不能夠工作呢?
[00:02:18.480 --> 00:02:23.000]  但其實耶穌不只反駁他們關於安息日
[00:02:23.000 --> 00:02:24.480]  一會兒我們看
[00:02:24.480 --> 00:02:27.000]  我們會看到
[00:02:27.000 --> 00:02:30.200]  耶穌是將祂的身份
[00:02:30.200 --> 00:02:31.760]  將祂的神聖
[00:02:31.760 --> 00:02:33.680]  神子的身份
[00:02:33.680 --> 00:02:37.080]  是很清楚地解釋出來
[00:02:37.080 --> 00:02:40.480]  也說到祂和天父的關係
[00:02:40.480 --> 00:02:43.280]  父和子的關係
[00:02:43.280 --> 00:02:45.800]  所以第十六節我們看到
[00:02:45.800 --> 00:02:48.680]  猶太人迫迫耶穌
[00:02:48.680 --> 00:02:49.680]  因為什麼呢?
[00:02:49.680 --> 00:02:53.080]  因為祂在安息日做了這些事
[00:02:53.080 --> 00:02:53.960]  做什麼事呢?
[00:02:53.960 --> 00:02:56.280]  就是要治好這個癱瘠
[00:02:56.280 --> 00:03:01.440]  但當耶穌是將祂和天父連在一起
[00:03:01.440 --> 00:03:05.040]  即是說祂其實就是神
[00:03:05.040 --> 00:03:07.000]  這些猶太人就想殺祂
[00:03:07.000 --> 00:03:10.240]  那是第十八節
[00:03:10.240 --> 00:03:11.680]  所以迫迫祂
[00:03:11.680 --> 00:03:13.640]  第十六節說迫迫祂
[00:03:13.640 --> 00:03:16.720]  到第十八節說要殺祂
[00:03:16.720 --> 00:03:20.160]  這裡顯然又是向前進了一步
[00:03:20.160 --> 00:03:22.800]  迫迫祂是可以趕祂走的
[00:03:22.800 --> 00:03:25.360]  但是到了第十八節的時候
[00:03:25.360 --> 00:03:28.600]  因為這裡說祂不僅犯了安息日
[00:03:28.600 --> 00:03:32.280]  而且祂稱神為祂的父
[00:03:32.280 --> 00:03:37.120]  將自己和神當為平等
[00:03:37.120 --> 00:03:39.520]  這個他們就不能容下祂了
[00:03:39.520 --> 00:03:41.720]  這個是死罪
[00:03:41.720 --> 00:03:46.080]  即是耶穌說祂和父是父子的關係
[00:03:46.080 --> 00:03:49.640]  祂甚至說祂與父元為一
[00:03:49.640 --> 00:03:52.560]  這個意思是這些猶太人很清楚
[00:03:52.560 --> 00:03:55.760]  他們說祂其實就是神
[00:03:55.760 --> 00:03:57.680]  這個對猶太人來說
[00:03:57.680 --> 00:03:59.960]  猶太人是信舊約的神
[00:03:59.960 --> 00:04:01.320]  聖父
[00:04:01.320 --> 00:04:04.520]  他們尊重到甚至要畫一個名字
[00:04:04.520 --> 00:04:06.720]  他們都不敢寫出來
[00:04:06.720 --> 00:04:09.080]  不敢說、不敢寫
[00:04:09.080 --> 00:04:10.640]  十節的第一節就說
[00:04:10.640 --> 00:04:14.120]  「不除我以外不可有別的神」
[00:04:14.120 --> 00:04:16.960]  所以他們絕對不能夠接受
[00:04:16.960 --> 00:04:20.040]  耶穌走出來說祂也是神
[00:04:20.040 --> 00:04:21.600]  多過一個神
[00:04:21.600 --> 00:04:26.360]  他們不明白三為一體的真理
[00:04:26.360 --> 00:04:28.760]  事實上在舊約
[00:04:28.760 --> 00:04:32.200]  這個三為一體就不是很清楚的
[00:04:32.200 --> 00:04:34.000]  今天我們有了新約
[00:04:34.000 --> 00:04:35.960]  我們回看舊約
[00:04:35.960 --> 00:04:38.000]  我們看到是聖父
[00:04:38.000 --> 00:04:40.320]  聖父當然大家看到了
[00:04:40.320 --> 00:04:42.520]  我們看到聖子
[00:04:42.520 --> 00:04:45.480]  即是到成肉身之前的聖子
[00:04:45.480 --> 00:04:48.400]  是在不同的場合出現的
[00:04:48.400 --> 00:04:50.320]  甚至我們曾經說過
[00:04:50.320 --> 00:04:52.560]  他在創造這件事上
[00:04:52.560 --> 00:04:54.320]  他是督工的
[00:04:54.320 --> 00:04:56.480]  我們也看到聖靈的工作
[00:04:56.480 --> 00:04:57.680]  但是不是很明顯的
[00:04:57.680 --> 00:04:59.360]  在舊約是不明顯的
[00:04:59.360 --> 00:05:02.880]  所以當耶穌走出來
[00:05:02.880 --> 00:05:06.160]  說祂和神是同等的
[00:05:06.160 --> 00:05:07.720]  那些猶太人是覺得
[00:05:07.720 --> 00:05:10.160]  祂是在blessed for me
[00:05:10.160 --> 00:05:12.040]  這個是淺妄的
[00:05:12.040 --> 00:05:14.000]  blessed in
[00:05:14.000 --> 00:05:16.800]  所以他們雖然是在等著彌賽亞
[00:05:16.800 --> 00:05:19.400]  舊約是有形容彌賽亞
[00:05:19.400 --> 00:05:21.800]  但是他們心目當中的彌賽亞
[00:05:21.800 --> 00:05:24.080]  就不是像耶穌那樣
[00:05:24.080 --> 00:05:26.320]  來到說我從天上來
[00:05:26.320 --> 00:05:27.480]  我是神
[00:05:27.480 --> 00:05:28.720]  我是子
[00:05:28.720 --> 00:05:30.680]  我是神子
[00:05:30.680 --> 00:05:32.000]  他們的彌賽亞
[00:05:32.000 --> 00:05:33.520]  在心目中的彌賽亞
[00:05:33.520 --> 00:05:34.760]  是一個人
[00:05:34.760 --> 00:05:37.920]  但是這個人是高過先知
[00:05:37.920 --> 00:05:39.360]  有力過先知
[00:05:39.360 --> 00:05:43.000]  帶領他們脫離外邦人的手
[00:05:43.000 --> 00:05:45.080]  拯救他們
[00:05:45.080 --> 00:05:47.720]  但是沒有想到彌賽亞
[00:05:47.720 --> 00:05:48.840]  就是神子
[00:05:48.840 --> 00:05:50.160]  其實這個東西
[00:05:50.160 --> 00:05:52.000]  是很奇怪的
[00:05:52.000 --> 00:05:53.240]  因為以賽亞
[00:05:53.240 --> 00:05:55.960]  預言彌賽亞是誰呢?
[00:05:55.960 --> 00:05:57.920]  是說得很清楚的
[00:05:57.920 --> 00:05:59.400]  以賽亞書第九章
[00:05:59.400 --> 00:06:01.360]  在我們聖誕節的時候也讀過
[00:06:01.360 --> 00:06:04.120]  有一英齊為我們而生
[00:06:04.120 --> 00:06:06.240]  有一子賜給我們
[00:06:06.240 --> 00:06:07.080]  然後說
[00:06:07.080 --> 00:06:10.640]  政權必擔在他的肩頭上
[00:06:10.640 --> 00:06:13.920]  他名稱為奇妙的測試
[00:06:13.920 --> 00:06:15.720]  全能的神
[00:06:15.720 --> 00:06:17.120]  永在的父
[00:06:17.120 --> 00:06:18.520]  和平的君
[00:06:18.520 --> 00:06:21.600]  所以舊約說到彌賽亞的時候
[00:06:21.600 --> 00:06:23.120]  不是說有一個
[00:06:23.120 --> 00:06:25.560]  比先知稍為高一些的人
[00:06:25.560 --> 00:06:27.960]  而是直接說到
[00:06:27.960 --> 00:06:29.760]  全能的神
[00:06:29.760 --> 00:06:30.760]  永在的父
[00:06:30.760 --> 00:06:31.840]  是神本身
[00:06:31.840 --> 00:06:35.320]  猶太人被蒙蔽了
[00:06:35.320 --> 00:06:37.080]  到今天猶太人
[00:06:37.080 --> 00:06:38.560]  都未能夠接受
[00:06:38.560 --> 00:06:42.440]  耶穌其實是神子
[00:06:42.440 --> 00:06:44.680]  這兩件事放在一起
[00:06:44.680 --> 00:06:47.360]  令他們起了殺機
[00:06:47.360 --> 00:06:49.440]  最後演變到
[00:06:49.440 --> 00:06:50.720]  三年之後
[00:06:50.720 --> 00:06:52.320]  他們成功地
[00:06:52.320 --> 00:06:55.360]  將耶穌送上十字架
[00:06:55.360 --> 00:06:58.680]  大家記得我以前提過
[00:06:58.680 --> 00:07:02.440]  約翰福音的目的
[00:07:02.440 --> 00:07:05.640]  是要叫我們能夠認識耶穌
[00:07:05.640 --> 00:07:06.680]  我約翰福音
[00:07:06.680 --> 00:07:09.160]  第二十章第三十一節
[00:07:09.160 --> 00:07:11.040]  他說:記者之時
[00:07:11.040 --> 00:07:13.920]  是要叫你們信耶穌是基督
[00:07:13.920 --> 00:07:15.520]  是神的兒子
[00:07:15.520 --> 00:07:17.200]  並且叫你信了祂
[00:07:17.200 --> 00:07:20.640]  就可以因祂的名得生命
[00:07:20.640 --> 00:07:24.800]  這是約翰福音的目的
[00:07:24.800 --> 00:07:27.480]  我們第一章讀到
[00:07:27.480 --> 00:07:31.280]  使徒約翰和師仔約翰的見證
[00:07:31.280 --> 00:07:34.880]  又讀到幾個門徒他們的見證
[00:07:34.880 --> 00:07:36.480]  然後第二章
[00:07:36.480 --> 00:07:39.880]  看到耶穌開始行神跡的見證
[00:07:39.880 --> 00:07:41.480]  由第一個神跡
[00:07:41.480 --> 00:07:43.480]  然後在聖殿的神跡
[00:07:43.480 --> 00:07:46.120]  然後第三章和第四章
[00:07:46.120 --> 00:07:48.640]  我們看到耶穌和尼哥底姆
[00:07:48.640 --> 00:07:52.880]  和撒瑪利亞夫人談道的見證
[00:07:52.880 --> 00:07:56.320]  然後第五章由第十六節開始
[00:07:56.320 --> 00:07:59.880]  我們讀到第四十七節
[00:07:59.880 --> 00:08:01.400]  即是最後一節
[00:08:01.400 --> 00:08:04.240]  是耶穌自己介紹祂是哪一個
[00:08:04.240 --> 00:08:10.040]  這當然是最有力的見證
[00:08:10.040 --> 00:08:13.680]  是耶穌自己說出來祂是哪一個
[00:08:13.680 --> 00:08:15.520]  如果你要推翻這一個
[00:08:15.520 --> 00:08:18.920]  你就只能夠說是耶穌說錯
[00:08:18.920 --> 00:08:19.960]  祂故意說錯
[00:08:19.960 --> 00:08:22.080]  或者祂不知道祂自己是錯
[00:08:22.080 --> 00:08:24.960]  祂故意的話就是誤導人
[00:08:24.960 --> 00:08:26.560]  不知道自己是錯
[00:08:26.560 --> 00:08:28.960]  祂就是神經有些錯亂
[00:08:28.960 --> 00:08:30.760]  明明知道祂不是神
[00:08:30.760 --> 00:08:32.240]  祂就認自己是神
[00:08:32.240 --> 00:08:34.080]  有些人是這樣的
[00:08:34.080 --> 00:08:36.440]  耶穌自己介紹耶穌
