
[00:00:00.000 --> 00:00:06.320]  願一位平安 從我招募上帝歸於每位弟子妹
[00:00:06.320 --> 00:00:10.240]  禮賢心 傳主名
[00:00:10.240 --> 00:00:13.560]  每一次唱起這首歌
[00:00:13.560 --> 00:00:16.960]  都讓我想起教會在多年來
[00:00:16.960 --> 00:00:18.320]  弘著的恩典
[00:00:18.320 --> 00:00:23.440]  今天和大家宣講的訊息
[00:00:23.440 --> 00:00:25.640]  叫做「未得之地」
[00:00:25.640 --> 00:00:28.320]  教會到了一個地步
[00:00:28.320 --> 00:00:31.840]  我們前面要怎麼走呢?
[00:00:31.840 --> 00:00:36.400]  在舊約裏面記載到當時的約書亞
[00:00:36.400 --> 00:00:40.440]  他帶領以色列人進入迦南地之後
[00:00:40.440 --> 00:00:43.080]  以為已經完成了
[00:00:43.080 --> 00:00:46.840]  誰知上帝有新的挑戰給他們
[00:00:46.840 --> 00:00:48.680]  我們先看一段經文
[00:00:48.680 --> 00:00:53.320]  約書亞記十一章十六到十七節和二十三節
[00:00:53.320 --> 00:00:54.200]  我們一起讀吧
[00:00:54.200 --> 00:01:01.800]  約書亞奪了那泉地,就是山區,整個尼格夫戈山泉地,
[00:01:01.800 --> 00:01:07.520]  低地,阿拉巴,以色列的山區和山下的低地,
[00:01:07.520 --> 00:01:15.320]  從上西爾的哈拉山直到哈門山下麗巴嫩平原的巴力加德。
[00:01:15.320 --> 00:01:19.920]  他擒獲了那裡的縱王,把他們殺死。
[00:01:19.920 --> 00:01:24.880]  約書亞和這些和作戰了很長的一段日子。
[00:01:24.880 --> 00:01:30.160]  這樣,約書亞照著耶和華所吩咐摩西的一切話
[00:01:30.160 --> 00:01:35.440]  奪了那泉地,就按照以色列支派所得的份
[00:01:35.440 --> 00:01:41.960]  把地分給他們為業,於是國中太平,沒有戰爭了。
[00:01:41.960 --> 00:01:47.960]  當上帝帶領以色列人離開埃及進入迦南
[00:01:47.960 --> 00:01:53.760]  經歷了很長的一段日子,征服了當地
[00:01:53.760 --> 00:02:03.760]  也把他們分給十二支派,所有事情都做完了,已經沒有戰爭了
[00:02:03.760 --> 00:02:10.440]  國中太平,收工了,大結局了,沒有事情做了,是吧?
[00:02:10.440 --> 00:02:16.760]  對約書亞來說,他一生的努力到了這個時候
[00:02:16.760 --> 00:02:21.360]  可以安靜下來,就像一個退休的人
[00:02:21.360 --> 00:02:25.560]  就像我這樣,退休了,不用工作,不用探訪,不用開會
[00:02:25.560 --> 00:02:32.560]  很開心,很喜歡退休的,誰知上帝和他開玩笑
[00:02:32.560 --> 00:02:37.640]  你看看,十三章一到七節,我們讀完它
[00:02:37.640 --> 00:02:41.800]  約書亞年紀老邁,耶華對他說:
[00:02:41.800 --> 00:02:46.880]  「你年紀老邁了,還有極多剩下的未得之地
[00:02:46.880 --> 00:02:53.080]  這是剩下的地,非利士人的全境和一切屬於基述人的
[00:02:53.080 --> 00:02:59.080]  是從埃及東邊的西潔河往北,直到以格倫的邊界
[00:02:59.080 --> 00:03:05.280]  算是屬迦南人的地,那裡有非利士人五個領袖統治
[00:03:05.280 --> 00:03:11.880]  加薩人、亞實特人、亞實基倫人、加特人、以格倫人
[00:03:11.880 --> 00:03:17.880]  還有屬於亞維人的,在南邊還有迦南人的全地
[00:03:17.880 --> 00:03:23.880]  以及西頓人的米亞利度亞佛,直到阿摩利人的邊界
[00:03:23.880 --> 00:03:29.880]  還有加巴勒人的地,以及向日出東方的黎巴嫩全地
[00:03:29.880 --> 00:03:38.480]  從黑門山下的巴力加德,直到哈瑪口,從黎巴嫩直到米斯尼弗馬欽
[00:03:38.480 --> 00:03:42.880]  一切山區的居民,就是所有的西頓人
[00:03:42.880 --> 00:03:46.480]  我必在以色列人面前趕走他們
[00:03:46.480 --> 00:03:52.880]  你只管照我所吩咐的,抽籤將這地分給以色列人為業
[00:03:52.880 --> 00:03:59.880]  現在你要把這地分給九個支派,和馬來西半個支派為業
[00:03:59.880 --> 00:04:04.880]  以為不用打仗了,國中太平了,安居樂業
[00:04:04.880 --> 00:04:09.880]  誰知道上帝就跟我說,不是的,你老了
[00:04:09.880 --> 00:04:14.880]  即是說需要有傳承的人,若是就做不了了
[00:04:14.880 --> 00:04:19.880]  年紀老了,但很多事還沒做完,上帝說我還有很多地給你
[00:04:19.880 --> 00:04:23.880]  不是這麼少,還有很多很多,那些地下面你不知道是哪裡來的
[00:04:23.880 --> 00:04:26.880]  待會有地圖給你看,還有很多地
[00:04:26.880 --> 00:04:31.880]  他問你夠膽嗎?下面,你夠膽嗎?你現在就分了它
[00:04:31.880 --> 00:04:36.880]  還沒征服的,你分了它,就給所有支派,然後去拿
[00:04:36.880 --> 00:04:43.880]  信心,有沒有信心啊?所以這番話是令到約瑟很沮喪
[00:04:43.880 --> 00:04:47.880]  因為約瑟以為已經做完,可以收工
[00:04:47.880 --> 00:04:55.880]  誰知道他做完這麼多事之後,這個地圖就是當時他所佔領的地方
[00:04:55.880 --> 00:05:02.880]  由南到北,就好像今天台灣那麼大,小一點,四分之三是台灣
[00:05:02.880 --> 00:05:09.880]  這個地方已經拿了,由南到北以為完工了
[00:05:09.880 --> 00:05:18.880]  並且佔領了地方,征戰多日,按據羅頁
[00:05:18.880 --> 00:05:25.880]  還將這些地分派了,國中太平,不用打仗
[00:05:25.880 --> 00:05:30.880]  本來告一段落,告一段落之後就不用想了,安心回天家
[00:05:30.880 --> 00:05:35.880]  上帝說不是,是你的問題,是你的年紀老了
[00:05:35.880 --> 00:05:39.880]  其實還有很多事要做,很多未得之地
[00:05:39.880 --> 00:05:44.880]  這個未得之地是需要信心去拿,面對兩個問題
[00:05:44.880 --> 00:05:48.880]  第一,你要繼承人,要繼承你,因為你已經老了
[00:05:48.880 --> 00:05:52.880]  老不是問題,但最重要是繼承的人
[00:05:52.880 --> 00:05:56.880]  很可惜以色別是沒有繼承的人
[00:05:56.880 --> 00:06:01.880]  約瑟死了之後,就沒有和,沒有領袖
[00:06:01.880 --> 00:06:07.880]  進入了事思時代,由頭到尾的總結就是
[00:06:07.880 --> 00:06:16.880]  那班人是任意而為,他們離開了上帝,任意而為
[00:06:16.880 --> 00:06:20.880]  沒有領袖,沒有和,任意而為
[00:06:20.880 --> 00:06:24.880]  很快拜巴力,拜亞瑟拉,拜偶像
[00:06:24.880 --> 00:06:29.880]  很多家庭就在他門口起個壇,拜祭當地的神
[00:06:29.880 --> 00:06:33.880]  沒有人管他們,約瑟拉死了,再沒有領袖
[00:06:33.880 --> 00:06:36.880]  沒有繼承人之後,沒有信心
[00:06:36.880 --> 00:06:39.880]  神說我有很多地給你,有沒有人去拿?
