
[00:00:00.000 --> 00:00:04.360]  各位兄弟姐妹
[00:00:04.360 --> 00:00:06.320]  各位朋友 平安
[00:00:06.320 --> 00:00:12.520]  今天我們繼續進入出埃及記的信息
[00:00:12.520 --> 00:00:14.520]  由今天開始
[00:00:14.520 --> 00:00:17.360]  我會連續用三堂的時間
[00:00:17.360 --> 00:00:21.080]  和大家分享出埃及記
[00:00:21.080 --> 00:00:24.880]  為了讓以色列出埃及
[00:00:24.880 --> 00:00:30.640]  神在他們當中施了十個神跡 十個災難
[00:00:30.640 --> 00:00:36.480]  我們將會分三堂的時間來講這十災
[00:00:36.480 --> 00:00:41.440]  有關這十災有很多人都問過
[00:00:41.440 --> 00:00:45.640]  信仰自由就是自由的
[00:00:45.640 --> 00:00:48.440]  你信你的 我信我的
[00:00:48.440 --> 00:00:50.840]  神不是給了人自由意志嗎?
[00:00:50.840 --> 00:00:54.280]  為何要強迫人信你的
[00:00:54.280 --> 00:00:56.280]  甚至要罰人呢?
[00:00:56.280 --> 00:01:03.680]  我發覺到有很多人對出埃及記的十災有很多誤解
[00:01:03.680 --> 00:01:08.160]  以為因為埃及人不信耶和華
[00:01:08.160 --> 00:01:12.160]  耶和華神就罰他們
[00:01:12.160 --> 00:01:18.360]  另一方面帶來今天以色列人都是一樣
[00:01:18.360 --> 00:01:21.360]  他要的東西一定要得到
[00:01:21.360 --> 00:01:24.360]  如果得不到就罰人
[00:01:24.360 --> 00:01:28.360]  甚至攻入人家的地方
[00:01:28.360 --> 00:01:32.360]  炸死人 殺死人
[00:01:32.360 --> 00:01:34.360]  當我們看到這些的時間
[00:01:34.360 --> 00:01:38.760]  我們很多時候就發覺到
[00:01:38.760 --> 00:01:45.760]  聖經的神和今天以色列人所做的事不是一樣
[00:01:45.760 --> 00:01:51.760]  而且可以說以色列人完全偏離了聖經裡面的
[00:01:51.760 --> 00:01:58.760]  有人說神為什麼要強迫人信你呢?
[00:01:58.760 --> 00:02:00.760]  為什麼要罰人呢?
[00:02:00.760 --> 00:02:04.760]  實際上當我們留意出埃及記的時候
[00:02:04.760 --> 00:02:12.760]  你就發覺到出埃及記的十災不是要勉強埃及人信耶和華
[00:02:12.760 --> 00:02:14.760]  不信就罰他們
[00:02:14.760 --> 00:02:16.760]  絕對不是
[00:02:16.760 --> 00:02:18.760]  那是什麼呢?
[00:02:18.760 --> 00:02:25.760]  我們今天逐一在四災後的四災和大家分享
[00:02:25.760 --> 00:02:29.760]  第二在五災又和大家分享
[00:02:29.760 --> 00:02:33.760]  最後才說到最後一次的災難
[00:02:33.760 --> 00:02:43.760]  首先我們要看出古埃及人的信仰的一些歷史背景
[00:02:43.760 --> 00:02:50.760]  原來埃及人以前一直信多神教、泛神教
[00:02:50.760 --> 00:02:53.760]  到底什麼叫多神教?
[00:02:53.760 --> 00:02:55.760]  什麼叫泛神教呢?
[00:02:55.760 --> 00:02:59.760]  多神教就是很多東西都是神
[00:02:59.760 --> 00:03:03.760]  泛神教就是全部東西都是神
[00:03:03.760 --> 00:03:11.760]  在記載里我們可以看到
[00:03:11.760 --> 00:03:15.760]  我們就會瞭解多多少少當時埃及人
[00:03:15.760 --> 00:03:24.760]  他們相信大自然當中那些極具影響力的東西全部都是神
[00:03:24.760 --> 00:03:26.760]  第三個方面
[00:03:26.760 --> 00:03:31.760]  多產的東西、生養眾多的東西都是神
[00:03:31.760 --> 00:03:36.760]  第四個方面是極有用的東西也是神
[00:03:36.760 --> 00:03:37.760]  第五
[00:03:37.760 --> 00:03:38.760]  法老
[00:03:38.760 --> 00:03:43.760]  這個皇帝就是萬神宗的神
[00:03:43.760 --> 00:03:46.760]  以色列是奴隸來的
[00:03:46.760 --> 00:03:48.760]  所以有這樣的緣故
[00:03:48.760 --> 00:03:52.760]  他們全部都要做法老的奴隸
[00:03:52.760 --> 00:03:55.760]  我們今天開始
[00:03:55.760 --> 00:03:58.760]  就要和大家看看十災
[00:03:58.760 --> 00:04:02.760]  神容許十災發生在埃及
[00:04:02.760 --> 00:04:06.760]  是不是純粹因為這個信仰的緣故呢?
[00:04:06.760 --> 00:04:12.760]  首先和大家介紹水遍血之災
[00:04:12.760 --> 00:04:16.760]  一共維持了多久呢?
[00:04:16.760 --> 00:04:17.760]  是七天
[00:04:17.760 --> 00:04:21.760]  主要的原因是什麼呢?
[00:04:21.760 --> 00:04:24.760]  就是法老的心肝頦
[00:04:24.760 --> 00:04:29.760]  不容許以色列人去拜他們的神
[00:04:29.760 --> 00:04:34.760]  主要針對的神子就是尼羅河
[00:04:34.760 --> 00:04:39.760]  是埃及人心目中非常重要的一個神
[00:04:39.760 --> 00:04:45.760]  他的名字叫做阿批河神
[00:04:45.760 --> 00:04:49.760]  我們首先來看看聖經裡面怎麼說
[00:04:49.760 --> 00:04:51.760]  14節
[00:04:51.760 --> 00:04:53.760]  耶和華對摩西說
[00:04:53.760 --> 00:04:55.760]  法老的心固執
[00:04:55.760 --> 00:04:58.760]  不容許百姓去
[00:04:58.760 --> 00:05:01.760]  明日早晨你出來去水邊那裡
[00:05:01.760 --> 00:05:04.760]  你要在河邊迎接他
[00:05:04.760 --> 00:05:08.760]  手裡拿著變過蛇的杖子
[00:05:08.760 --> 00:05:09.760]  對他說
[00:05:09.760 --> 00:05:13.760]  耶和華這位來人的神打發我來見你
[00:05:13.760 --> 00:05:16.760]  告訴你用我的百姓去
[00:05:16.760 --> 00:05:19.760]  好在曠野來侍奉我
[00:05:19.760 --> 00:05:22.760]  到如今你還是不聽
[00:05:22.760 --> 00:05:23.760]  耶和華這樣說
[00:05:23.760 --> 00:05:25.760]  我就要用手裡的杖子
[00:05:25.760 --> 00:05:27.760]  擊打河裡的水
[00:05:27.760 --> 00:05:28.760]  水就會變成血
[00:05:28.760 --> 00:05:30.760]  因此你就一定知道
[00:05:30.760 --> 00:05:33.760]  我就是耶和華了
[00:05:33.760 --> 00:05:36.760]  河裡的魚一定會死
[00:05:36.760 --> 00:05:37.760]  那些魚都會死
[00:05:37.760 --> 00:05:39.760]  河要變成牲頭
[00:05:39.760 --> 00:05:42.760]  埃及人都要厭惡
[00:05:42.760 --> 00:05:45.760]  飲用河裡的水
[00:05:45.760 --> 00:05:47.760]  耶和華曉然摩西說
[00:05:47.760 --> 00:05:48.760]  你對阿倫說
[00:05:48.760 --> 00:05:52.760]  將你的杖伸在埃及人所有的水之上
[00:05:52.760 --> 00:05:54.760]  就是他們的江
[00:05:54.760 --> 00:05:55.760]  他們的河
[00:05:55.760 --> 00:05:56.760]  他們的池
[00:05:56.760 --> 00:05:57.760]  他們的塘
[00:05:57.760 --> 00:05:59.760]  叫所有全部的水
[00:05:59.760 --> 00:06:01.760]  在埃及遍地
[00:06:01.760 --> 00:06:04.760]  無論在木塘裡面的
[00:06:04.760 --> 00:06:05.760]  石器裡面的
[00:06:05.760 --> 00:06:08.760]  全部都要變成魚
[00:06:08.760 --> 00:06:12.760]  摩西阿倫就照著耶和華所吩咐的去
[00:06:12.760 --> 00:06:16.760]  阿倫在法老和神父的面前舉杖
[00:06:16.760 --> 00:06:18.760]  擊打河裡的水
[00:06:18.760 --> 00:06:21.760]  河裡的水都變成血
[00:06:21.760 --> 00:06:23.760]  河裡的魚就死了
[00:06:23.760 --> 00:06:25.760]  河就變成牲頭了
[00:06:25.760 --> 00:06:32.760]  埃及人就不能夠飲用和吃河裡的魚
[00:06:32.760 --> 00:06:34.760]  和飲用的水
[00:06:34.760 --> 00:06:36.760]  埃及遍地都有了血
[00:06:36.760 --> 00:06:39.760]  埃及行法術的人
[00:06:39.760 --> 00:06:41.760]  他們又用邪術照樣來行
[00:06:41.760 --> 00:06:43.760]  其實真的很離譜
[00:06:43.760 --> 00:06:45.760]  明知道有害的東西
[00:06:45.760 --> 00:06:47.760]  就為了要贏呢
[00:06:47.760 --> 00:06:49.760]  照樣來行
[00:06:49.760 --> 00:06:51.760]  但是結果是什麼呢?
[00:06:51.760 --> 00:06:53.760]  法老的心肝硬
[00:06:53.760 --> 00:06:57.760]  不肯聽摩西阿倫正如耶和華所說的
[00:06:57.760 --> 00:06:59.760]  二十三次
[00:06:59.760 --> 00:07:01.760]  法老轉身進宮
[00:07:01.760 --> 00:07:06.760]  也不會將這件事放在心裡
[00:07:06.760 --> 00:07:09.760]  埃及人就在河的兩邊挖地
[00:07:09.760 --> 00:07:11.760]  要得水來河
[00:07:11.760 --> 00:07:13.760]  為什麼呢?
[00:07:13.760 --> 00:07:15.760]  因為他們不能喝河裡的水
[00:07:15.760 --> 00:07:17.760]  耶和華擊打河以後
[00:07:17.760 --> 00:07:20.760]  一共換了七天
[00:07:20.760 --> 00:07:23.760]  水變血
[00:07:23.760 --> 00:07:26.760]  到底是什麼原因呢?
[00:07:26.760 --> 00:07:28.760]  首先我們要看一看
[00:07:28.760 --> 00:07:30.760]  神施行這個災難之前
[00:07:30.760 --> 00:07:34.760]  有沒有合理的警告呢?
[00:07:34.760 --> 00:07:38.760]  神很清楚地說
[00:07:38.760 --> 00:07:42.760]  你要容許我的百姓去抗野
[00:07:42.760 --> 00:07:44.760]  去侍奉耶和華
[00:07:44.760 --> 00:07:46.760]  換句話來說
[00:07:46.760 --> 00:07:48.760]  神對法老說
[00:07:48.760 --> 00:07:52.760]  你要容讓以色列這群人有信仰
[00:07:52.760 --> 00:07:54.760]  你不能攔阻他們
