
[00:00:00.000 --> 00:00:05.380]  各位電影主媒各位朋友你們好
[00:00:05.380 --> 00:00:08.180]  歡迎大家參加我們三藩市播道會
[00:00:08.180 --> 00:00:10.300]  網上的五堂崇拜
[00:00:10.300 --> 00:00:15.620]  今天我們繼續思想論盡人生系列
[00:00:15.620 --> 00:00:19.700]  我們這次是講到第七講了
[00:00:19.700 --> 00:00:22.140]  題目叫做做人為甚麼
[00:00:22.140 --> 00:00:26.100]  經文記載在前度書第一章第一節
[00:00:26.100 --> 00:00:30.700]  至第二章十一節 未開始思想這段聖經之前
[00:00:30.700 --> 00:00:34.100]  在心底下我都向祖告
[00:00:34.100 --> 00:00:37.460]  慈悲亞人天父我們滿心感謝你
[00:00:37.460 --> 00:00:41.140]  因為我們是按照你的形象所做
[00:00:41.140 --> 00:00:47.380]  你也賜給我們有權柄和使命去管理這個宇宙萬物
[00:00:47.380 --> 00:00:49.020]  但求你赦免我們的罪
[00:00:49.020 --> 00:00:51.500]  因為我們背叛你的緣故
[00:00:51.500 --> 00:00:57.700]  以致我們人生會在一個空虛沒有意義的狀態當中
[00:00:57.700 --> 00:01:01.940]  求你藉著你的話語再一次提醒勸勉教導我們
[00:01:01.940 --> 00:01:03.740]  回到神裡面
[00:01:03.740 --> 00:01:07.860]  以致我們能夠得夢耶穌基督的救贖
[00:01:07.860 --> 00:01:11.340]  在人生裡面是活得精彩的
[00:01:11.340 --> 00:01:13.220]  求你聽我們的禱告
[00:01:13.220 --> 00:01:17.020]  奉耶穌基督名求 阿們
[00:01:17.020 --> 00:01:21.180]  著名哲學家卡莫寫過一個非常有趣的故事
[00:01:21.180 --> 00:01:24.780]  名叫「薛西弗斯神話」
[00:01:24.780 --> 00:01:27.580]  薛西弗斯從陰間來到地上
[00:01:27.580 --> 00:01:31.580]  看到陽光河流山川花草樹木
[00:01:31.580 --> 00:01:33.380]  一時樂不思蜀
[00:01:33.380 --> 00:01:35.860]  忘記了向天神許下的諾言
[00:01:35.860 --> 00:01:38.620]  要限時限刻趕回陰間
[00:01:38.620 --> 00:01:41.900]  事實上他無意回到黑暗的天地
[00:01:41.900 --> 00:01:45.820]  在那裡只有活著毫無意義絕不精彩
[00:01:45.820 --> 00:01:48.420]  由於他抗拒天神的命令
[00:01:48.420 --> 00:01:51.740]  不肯回到地府觸弄了天神
[00:01:51.740 --> 00:01:54.780]  一怒之下將薛西弗斯
[00:01:54.780 --> 00:01:57.740]  來一個非常極殘忍的刑罰
[00:01:57.740 --> 00:02:02.500]  命令他將一塊石頭從山腳搬到山頂
[00:02:02.500 --> 00:02:05.140]  將到達山頂之際
[00:02:05.140 --> 00:02:09.540]  忽然之間不知為何石頭從山上滾下來
[00:02:09.540 --> 00:02:15.300]  薛西弗斯又重新將石頭搬回到山頂
[00:02:15.300 --> 00:02:19.380]  又到山頂的時候石頭又滾下來
[00:02:19.380 --> 00:02:23.300]  他先前所付出的一切勞力和勞心
[00:02:23.300 --> 00:02:26.060]  突然之間什麼都沒有了
[00:02:26.060 --> 00:02:29.260]  搬和不搬其實沒什麼分別
[00:02:29.260 --> 00:02:32.980]  因為他永遠都達不到目的地
[00:02:32.980 --> 00:02:38.420]  只是不停重複這項無成就無意義的工作
[00:02:38.420 --> 00:02:40.980]  卡摩不是講神話
[00:02:40.980 --> 00:02:44.420]  是透過這個故事描繪人生
[00:02:44.420 --> 00:02:48.740]  薛西弗斯神話告訴我們一個荒謬
[00:02:48.740 --> 00:02:53.380]  人生似乎唯一的出路就是咬緊牙根
[00:02:53.380 --> 00:02:54.980]  不要問為什麼
[00:02:54.980 --> 00:02:56.980]  也不要求達到目的
[00:02:56.980 --> 00:02:58.980]  只求每一步的滿足
[00:02:58.980 --> 00:03:00.980]  每一刻的歡樂
[00:03:00.980 --> 00:03:02.980]  套用現在的話來說
[00:03:02.980 --> 00:03:04.980]  就是躺平的人生觀
[00:03:04.980 --> 00:03:10.500]  無可否認我們每個人心底裏都藏著一份無奈感
[00:03:10.500 --> 00:03:15.060]  很多年前鄉村音樂歌手Glenn Campbell
[00:03:15.060 --> 00:03:18.820]  唱過一首歌女子登上榜榜首
[00:03:18.820 --> 00:03:21.540]  這首歌名叫做我心有和
[00:03:21.540 --> 00:03:23.540]  Gentle on my mind
[00:03:23.540 --> 00:03:28.660]  講述他嚮往自由自在無拘無束的生活的人生
[00:03:28.660 --> 00:03:32.420]  不想生命被綑綁
[00:03:32.420 --> 00:03:36.020]  所以不簽署任何合同和契約
[00:03:36.020 --> 00:03:38.020]  因為這太過困生
[00:03:38.020 --> 00:03:41.780]  凡事只想逢場作慶
[00:03:41.780 --> 00:03:45.700]  結婚生子做工
[00:03:45.700 --> 00:03:48.260]  這些全部都不是好主意
[00:03:48.260 --> 00:03:50.260]  他只是渴望到此玩玩
[00:03:50.260 --> 00:03:52.260]  今朝有酒今朝醉
[00:03:52.260 --> 00:03:54.980]  雖然很渴望內心的柔和
[00:03:54.980 --> 00:03:57.460]  但這首歌給你一個印象
[00:03:57.460 --> 00:03:59.140]  他永遠都找不到
[00:03:59.140 --> 00:04:01.140]  仍然在沉覓
[00:04:01.140 --> 00:04:05.220]  就好像薛西弗斯永遠達不到目標
[00:04:05.220 --> 00:04:08.740]  我曾經寫過一首文歌
[00:04:08.740 --> 00:04:10.260]  叫做《追》
[00:04:10.260 --> 00:04:12.260]  歌詞是這樣說的
[00:04:12.260 --> 00:04:14.260]  問你天真何處去
[00:04:14.260 --> 00:04:16.260]  只是三四歲
[00:04:16.260 --> 00:04:18.260]  問你笑面在哪裡
[00:04:18.260 --> 00:04:22.260]  盡取功名美我到醉
[00:04:22.260 --> 00:04:25.700]  問你青春何處去
[00:04:25.700 --> 00:04:27.700]  才十八歲
[00:04:27.700 --> 00:04:29.700]  問你憧憬在哪裡
[00:04:29.700 --> 00:04:32.100]  薄到身心俱敗
[00:04:32.100 --> 00:04:34.100]  常要追
[00:04:34.100 --> 00:04:36.100]  問你剛陰何處去
[00:04:36.100 --> 00:04:38.100]  將近半百歲
[00:04:38.100 --> 00:04:40.100]  問你美夢在哪裡
[00:04:40.100 --> 00:04:43.060]  賺得金銀美我恐懼
[00:04:43.060 --> 00:04:45.060]  問你清福何處去
[00:04:45.060 --> 00:04:47.060]  嘆息唏噓
[00:04:47.060 --> 00:04:49.060]  問你生命在哪裡
[00:04:49.060 --> 00:04:51.060]  薄到身心衰敗
[00:04:51.060 --> 00:04:53.060]  常要追
[00:04:53.060 --> 00:04:55.060]  追到了什麼
[00:04:55.060 --> 00:04:57.060]  得到了什麼
[00:04:57.060 --> 00:04:59.060]  人生又是什麼
[00:04:59.060 --> 00:05:01.060]  真此一首哀歌
[00:05:01.060 --> 00:05:03.060]  耶穌說真你在我
[00:05:03.060 --> 00:05:05.060]  我是活水江河
[00:05:05.060 --> 00:05:07.060]  流浪困倦來找我
[00:05:07.060 --> 00:05:11.060]  就得生命穩妥
[00:05:11.060 --> 00:05:13.060]  蘇東坡在他的手
[00:05:13.060 --> 00:05:17.060]  臨江仙送錢穆虎
[00:05:17.060 --> 00:05:19.060]  這首詞說得非常好
[00:05:19.060 --> 00:05:23.060]  一別都滿三改火
[00:05:23.060 --> 00:05:25.060]  天涯踏盡紅塵
[00:05:25.060 --> 00:05:27.060]  依然一笑作春溫
[00:05:27.060 --> 00:05:29.060]  無波振古井
[00:05:29.060 --> 00:05:31.060]  有節時秋雲
[00:05:31.060 --> 00:05:33.060]  愁將孤帆連夜化
[00:05:33.060 --> 00:05:35.060]  送恨踏月微雲
[00:05:35.060 --> 00:05:37.060]  遵前不用
[00:05:37.060 --> 00:05:39.060]  隨名貧
[00:05:39.060 --> 00:05:41.060]  人生如亦屢
[00:05:41.060 --> 00:05:43.060]  我亦是行人
[00:05:43.060 --> 00:05:45.060]  蘇東坡
[00:05:45.060 --> 00:05:47.060]  武神的人生
[00:05:47.060 --> 00:05:49.060]  對他來說毫無意義
[00:05:49.060 --> 00:05:51.060]  就像旅館
[00:05:51.060 --> 00:05:53.060]  亦像驛站
[00:05:53.060 --> 00:05:55.060]  我們不過是過一下
[00:05:55.060 --> 00:05:57.060]  真是所謂天涯踏盡紅塵
[00:05:57.060 --> 00:05:59.060]  依然一笑作春雲
[00:05:59.060 --> 00:06:01.060]  很無奈
[00:06:01.060 --> 00:06:03.060]  但如果從日光之上看人生
[00:06:03.060 --> 00:06:05.060]  就完全不一樣了
[00:06:05.060 --> 00:06:07.060]  所以我們來看看
[00:06:07.060 --> 00:06:09.060]  所羅門王如何看人生
[00:06:09.060 --> 00:06:11.060]  首先我們看看
[00:06:11.060 --> 00:06:13.060]  所羅門王是一個什麼人
[00:06:13.060 --> 00:06:15.060]  他是一個尋索者
[00:06:15.060 --> 00:06:17.060]  一個過來人
[00:06:17.060 --> 00:06:19.060]  在第一章第一節和十二節
[00:06:19.060 --> 00:06:21.060]  有自我介紹
[00:06:21.060 --> 00:06:23.060]  他有一個人生
[00:06:23.060 --> 00:06:25.060]  他有一個人生
[00:06:25.060 --> 00:06:27.060]  他有一個人生
[00:06:27.060 --> 00:06:29.060]  在第二節有自我介紹
[00:06:29.060 --> 00:06:31.060]  傳道書是一個
[00:06:31.060 --> 00:06:33.060]  追求人生意義的傳記
[00:06:33.060 --> 00:06:35.060]  尋覓人生意義的過程
[00:06:35.060 --> 00:06:37.060]  所以他是一個過來人
[00:06:37.060 --> 00:06:39.060]  他自我介紹說
[00:06:39.060 --> 00:06:41.060]  在耶路撒冷作王
[00:06:41.060 --> 00:06:43.060]  大衛的兒子
[00:06:43.060 --> 00:06:45.060]  傳道者的言語
[00:06:45.060 --> 00:06:47.060]  他是一個皇帝
[00:06:47.060 --> 00:06:49.060]  有權有勢 有錢有智慧
[00:06:49.060 --> 00:06:51.060]  父親大衛東征西伐
[00:06:51.060 --> 00:06:53.060]  奠定了一個好的基礎
[00:06:53.060 --> 00:06:55.060]  國泰民安
[00:06:55.060 --> 00:06:57.060]  他有足夠的時間和智慧
[00:06:57.060 --> 00:06:59.060]  去尋索人生的意義
[00:06:59.060 --> 00:07:01.060]  人生的目的
[00:07:01.060 --> 00:07:03.060]  同時他也是一個傳道者
[00:07:03.060 --> 00:07:05.060]  傳道這個字
[00:07:05.060 --> 00:07:07.060]  和會眾這個字是相同的
[00:07:07.060 --> 00:07:09.060]  就好像今天
[00:07:09.060 --> 00:07:11.060]  董董向人民宣佈重要的事
[00:07:11.060 --> 00:07:13.060]  所有電視台都轉播
[00:07:13.060 --> 00:07:15.060]  他要宣講什麼
[00:07:15.060 --> 00:07:17.060]  第十三節
[00:07:17.060 --> 00:07:19.060]  我專心用智慧尋求
[00:07:19.060 --> 00:07:21.060]  查究天下所做的一切事
[00:07:21.060 --> 00:07:23.060]  乃至神叫世人
[00:07:23.060 --> 00:07:25.060]  所經驗的
[00:07:25.060 --> 00:07:27.060]  是極重的奴婦
[00:07:27.060 --> 00:07:29.060]  所羅門王企圖
[00:07:29.060 --> 00:07:31.060]  用他的智慧和金錢
[00:07:31.060 --> 00:07:33.060]  和時間
[00:07:33.060 --> 00:07:35.060]  去查究兩件事
[00:07:35.060 --> 00:07:37.060]  第一 尋求人生的意義
[00:07:37.060 --> 00:07:39.060]  尋求這個字在希伯來文
[00:07:39.060 --> 00:07:41.060]  是解作用智慧的
[00:07:41.060 --> 00:07:43.060]  尋根問底
[00:07:43.060 --> 00:07:45.060]  就好像博士研究生
[00:07:45.060 --> 00:07:47.060]  尋求某一件事的根源
[00:07:47.060 --> 00:07:49.060]  埋首研究
[00:07:49.060 --> 00:07:51.060]  唯有找出答案
[00:07:51.060 --> 00:07:53.060]  才能真正滿足
[00:07:53.060 --> 00:07:55.060]  究竟
[00:07:55.060 --> 00:07:57.060]  這是什麼呢?
[00:07:57.060 --> 00:07:59.060]  什麼才能真正滿足呢?
[00:07:59.060 --> 00:08:01.060]  尋求學問?
[00:08:01.060 --> 00:08:03.060]  尋求財富?
[00:08:03.060 --> 00:08:05.060]  尋求享受?
[00:08:05.060 --> 00:08:07.060]  第二
[00:08:07.060 --> 00:08:09.060]  所羅門王不但尋求
[00:08:09.060 --> 00:08:11.060]  還要查究
[00:08:11.060 --> 00:08:13.060]  查究這個字
[00:08:13.060 --> 00:08:15.060]  是非常有趣的字
[00:08:15.060 --> 00:08:17.060]  在希伯來文的意思
[00:08:17.060 --> 00:08:19.060]  是實驗
[00:08:19.060 --> 00:08:21.060]  經歷自己親身體驗
[00:08:21.060 --> 00:08:23.060]  和嘗試
[00:08:23.060 --> 00:08:25.060]  即是說所羅門王不只是頭腦上的研究
[00:08:25.060 --> 00:08:27.060]  不是學術上的研究
[00:08:27.060 --> 00:08:29.060]  他要親身體驗一下
[00:08:29.060 --> 00:08:31.060]  嘗試一下
[00:08:31.060 --> 00:08:33.060]  他真正是一個名副其實的
[00:08:33.060 --> 00:08:35.060]  過來人
[00:08:35.060 --> 00:08:37.060]  當他體驗到的時候
[00:08:37.060 --> 00:08:39.060]  他就向著會中
[00:08:39.060 --> 00:08:41.060]  講出他的發佈會
[00:08:41.060 --> 00:08:43.060]  去找到什麼結果
[00:08:43.060 --> 00:08:45.060]  在第二
[00:08:45.060 --> 00:08:47.060]  傳道者說
[00:08:47.060 --> 00:08:49.060]  虛空的虛空
