
[00:00:00.000 --> 00:00:07.040]  各位網友 今天跟大家看很多經文
[00:00:07.040 --> 00:00:12.160]  大家很熟悉的就是以色列人如何離開埃及
[00:00:12.160 --> 00:00:16.520]  我們從這麼長的經文裡看上帝的作為
[00:00:16.520 --> 00:00:20.360]  剛才經文讀了 我們不再讀了
[00:00:20.360 --> 00:00:25.680]  首先從經文裡我們看摩西
[00:00:25.680 --> 00:00:31.200]  摩西的名字與他的出生有關
[00:00:31.200 --> 00:00:33.280]  是從水裡出來的
[00:00:33.280 --> 00:00:37.280]  不過這個字在埃及是相當普遍的
[00:00:37.280 --> 00:00:43.280]  因為在埃及文裡摩西其實是兒子的意思
[00:00:43.280 --> 00:00:47.360]  所以摩西的名字不應該叫摩西
[00:00:47.360 --> 00:00:49.120]  他應該有一個名字
[00:00:49.120 --> 00:00:54.160]  就是他出生的時候按照收養他的埃及公主
[00:00:54.160 --> 00:00:57.920]  為他起了一個名字 加上一個神的名字
[00:00:57.920 --> 00:01:00.960]  但摩西當他離開埃及的時候
[00:01:00.960 --> 00:01:03.920]  他就把神的名字拿走了
[00:01:03.920 --> 00:01:07.680]  所以就剩下一個不是名字的名字
[00:01:07.680 --> 00:01:11.040]  就是兒子 摩西的意思
[00:01:11.040 --> 00:01:14.880]  我們在這裡看到摩西的身份
[00:01:14.880 --> 00:01:20.560]  在他一生裡經歷了三個很不同的階段
[00:01:20.560 --> 00:01:22.160]  第一個就是在皇宮裡
[00:01:22.160 --> 00:01:26.640]  在那個階段裡他成為了一個埃及的王子
[00:01:26.640 --> 00:01:31.680]  之後他就認同以色列人的身份
[00:01:31.680 --> 00:01:32.720]  就要拯救他
[00:01:32.720 --> 00:01:33.680]  但是他失敗了
[00:01:33.680 --> 00:01:38.560]  在曠野 米典裡有幾十年
[00:01:38.560 --> 00:01:42.400]  到最後第三個階段就是帶領以色列人
[00:01:42.400 --> 00:01:44.080]  我們讀埃及的時候
[00:01:44.080 --> 00:01:47.520]  我們時常會問在考古學上
[00:01:47.520 --> 00:01:48.800]  或者埃及的歷史上
[00:01:48.800 --> 00:01:50.640]  從來都沒有記載摩西
[00:01:50.640 --> 00:01:52.640]  如果摩西是一個埃及的王子
[00:01:52.640 --> 00:01:56.080]  他做了這麼多事情
[00:01:56.080 --> 00:01:57.680]  又帶領以色列人
[00:01:57.680 --> 00:01:59.600]  一個這麼偉大的事情
[00:01:59.600 --> 00:02:02.080]  為什麼在埃及的歷史上
[00:02:02.080 --> 00:02:04.800]  竟然一字都沒有記載
[00:02:04.800 --> 00:02:09.040]  這件事對很多學者來說
[00:02:09.040 --> 00:02:11.120]  是有些好奇的
[00:02:11.120 --> 00:02:13.360]  特別是十八、十九世紀
[00:02:13.360 --> 00:02:16.720]  當時有很多所謂聖經批判學者
[00:02:16.720 --> 00:02:17.680]  或者自由批判學者
[00:02:17.680 --> 00:02:20.000]  他們直接否認這件事
[00:02:20.000 --> 00:02:22.000]  這根本是神話
[00:02:22.000 --> 00:02:25.120]  不過在二十世紀之後
[00:02:25.120 --> 00:02:28.720]  根據葡草寺的文獻
[00:02:28.720 --> 00:02:32.160]  雖然找不到摩西的名字
[00:02:32.160 --> 00:02:34.400]  也找不到他做的事情
[00:02:34.400 --> 00:02:35.760]  但是找到這件事是很重要的
[00:02:35.760 --> 00:02:40.240]  當時在摩西的時間裡有個公主
[00:02:40.240 --> 00:02:42.720]  這個公主叫哈雪蘇
[00:02:42.720 --> 00:02:47.520]  她的記載和崔琴記的記載
[00:02:47.520 --> 00:02:48.720]  有很相同的地方
[00:02:48.720 --> 00:02:52.880]  她是法老的獨女
[00:02:52.880 --> 00:02:55.600]  她沒有兒子
[00:02:55.600 --> 00:02:58.000]  沒有兒子當時是很危險的
[00:02:58.000 --> 00:02:59.600]  因為有其他家族要搶
[00:02:59.600 --> 00:03:02.640]  所以名義上是丈夫去統治
[00:03:02.640 --> 00:03:03.600]  她需要一個兒子
[00:03:03.600 --> 00:03:05.600]  她就收養了一個
[00:03:05.600 --> 00:03:10.320]  並且她的作為後來是相當大的
[00:03:10.320 --> 00:03:14.960]  不過因為一個背叛的道德摩西
[00:03:14.960 --> 00:03:18.160]  其實在埃及裡面有很多摩西
[00:03:18.160 --> 00:03:20.160]  道德是一個神的名字
[00:03:20.160 --> 00:03:22.320]  道德就是某某神的兒子
[00:03:22.320 --> 00:03:24.320]  背叛了他
[00:03:24.320 --> 00:03:27.760]  將他所有的東西全部燒毀了
[00:03:27.760 --> 00:03:32.080]  結果摩西和以色列事件
[00:03:32.080 --> 00:03:36.080]  在埃及的歷史上就不再出現了
[00:03:36.080 --> 00:03:43.360]  摩西在他作為埃及的王子的時候
[00:03:43.360 --> 00:03:47.360]  其實他可以享受各樣的榮華富貴
[00:03:47.360 --> 00:03:49.360]  但是他沒有這樣做
[00:03:49.360 --> 00:03:53.360]  歷史雖然沒有記載
[00:03:53.360 --> 00:03:55.360]  但在猶太人的傳說裡面
[00:03:55.360 --> 00:03:59.360]  就有很清楚的說法
[00:03:59.360 --> 00:04:03.360]  因為當摩西在他成長的過程中
[00:04:03.360 --> 00:04:09.360]  他的姐姐被摩西帶回去
[00:04:09.360 --> 00:04:11.360]  被他媽媽養了
[00:04:11.360 --> 00:04:13.360]  然後就一直看著他
[00:04:13.360 --> 00:04:15.360]  摩西的時代
[00:04:15.360 --> 00:04:19.360]  埃及人好像迫不及待
[00:04:19.360 --> 00:04:25.360]  但其實那個政令是沒有完全的推行的
[00:04:25.360 --> 00:04:27.360]  因為我曾經記載
[00:04:27.360 --> 00:04:29.360]  男子要淹死的
[00:04:29.360 --> 00:04:31.360]  但其實沒有完全推行
[00:04:31.360 --> 00:04:33.360]  為什麼呢?
[00:04:33.360 --> 00:04:35.360]  摩西有哥哥的阿倫
[00:04:35.360 --> 00:04:37.360]  所以是沒有死的
[00:04:37.360 --> 00:04:39.360]  摩西同時的男子的數目
[00:04:39.360 --> 00:04:41.360]  不是沒有的
[00:04:41.360 --> 00:04:43.360]  所以是有被迫害過
[00:04:43.360 --> 00:04:47.360]  但上帝是拯救了民族
[00:04:47.360 --> 00:04:49.360]  當摩西在這樣的環境裡
[00:04:49.360 --> 00:04:51.360]  他又認識到自己的母親
[00:04:51.360 --> 00:04:53.360]  又認識到自己的民族
[00:04:53.360 --> 00:04:55.360]  希伯來斯就說
[00:04:55.360 --> 00:04:57.360]  他就不甘心了
[00:04:57.360 --> 00:04:59.360]  他要離開埃及
[00:04:59.360 --> 00:05:01.360]  他要將他自己的身份
[00:05:01.360 --> 00:05:03.360]  這個很重要
[00:05:03.360 --> 00:05:05.360]  他不是埃及人
[00:05:05.360 --> 00:05:07.360]  雖然他有埃及人的
[00:05:07.360 --> 00:05:09.360]  學了他們一切的學問
[00:05:09.360 --> 00:05:11.360]  甚至他母親
[00:05:11.360 --> 00:05:13.360]  即是養母
[00:05:13.360 --> 00:05:15.360]  當時很重視他
[00:05:15.360 --> 00:05:17.360]  因為他沒有兒子
[00:05:17.360 --> 00:05:19.360]  他可以成為一個很大的國家
[00:05:19.360 --> 00:05:21.360]  但他放棄了
[00:05:21.360 --> 00:05:23.360]  當他放棄了之後
[00:05:23.360 --> 00:05:27.360]  他就走一條很不同的路
[00:05:27.360 --> 00:05:29.360]  為了一個自己的同胞
[00:05:29.360 --> 00:05:31.360]  他打死埃及人
[00:05:31.360 --> 00:05:33.360]  結果他就逃亡
[00:05:33.360 --> 00:05:35.360]  對於他來說
[00:05:35.360 --> 00:05:37.360]  他不是很認識耶和華上帝
[00:05:37.360 --> 00:05:41.360]  因為當時四百年後的
[00:05:41.360 --> 00:05:45.360]  以色列人已經不是很敬拜耶和華
[00:05:45.360 --> 00:05:48.360]  他們只是一些很微弱的傳統
[00:05:48.360 --> 00:05:51.360]  以前列祖搬來這裡
[00:05:51.360 --> 00:05:53.360]  他們有個祖宗阿伯拉罕
[00:05:53.360 --> 00:05:55.360]  敬拜耶和華上帝
[00:05:55.360 --> 00:05:57.360]  已經含含糊糊
[00:05:57.360 --> 00:06:01.360]  所以摩西推動他離開埃及
[00:06:01.360 --> 00:06:03.360]  不是他宗教信仰
[00:06:03.360 --> 00:06:05.360]  是他的民族感情
[00:06:05.360 --> 00:06:08.360]  他認為他要幫助自己的民族
[00:06:08.360 --> 00:06:10.360]  所以民族感情就帶動了他
[00:06:10.360 --> 00:06:12.360]  但失敗了
[00:06:12.360 --> 00:06:14.360]  這個失敗就引致他
[00:06:14.360 --> 00:06:17.360]  完全放棄了
[00:06:17.360 --> 00:06:21.360]  他再用民族的力量去革命
[00:06:21.360 --> 00:06:23.360]  去拯救
[00:06:23.360 --> 00:06:25.360]  他覺得沒得做
[00:06:25.360 --> 00:06:27.360]  於是他就離開了埃及
[00:06:27.360 --> 00:06:31.360]  去到米典的地方
[00:06:31.360 --> 00:06:35.360]  摩西就去到那裡
[00:06:35.360 --> 00:06:38.360]  第十五節那裡有一個特別的字
[00:06:38.360 --> 00:06:41.360]  法老聽見這件事
[00:06:41.360 --> 00:06:42.360]  要殺摩西
[00:06:42.360 --> 00:06:44.360]  摩西逃避法老
[00:06:44.360 --> 00:06:47.360]  逃往米典地居住
[00:06:47.360 --> 00:06:51.360]  居住就去長住
[00:06:51.360 --> 00:06:53.360]  不再回去了
[00:06:53.360 --> 00:06:55.360]  同胞都不見了
[00:06:55.360 --> 00:06:57.360]  一生就在那裡
[00:06:57.360 --> 00:06:59.360]  所以摩西在這個階段
[00:06:59.360 --> 00:07:01.360]  可以說他是很絕望
[00:07:01.360 --> 00:07:03.360]  他沒有這個能力
