
[00:00:00.000 --> 00:00:04.000]  新年快樂!
[00:00:04.000 --> 00:00:09.000]  在新年的時候我想和大家說一個似乎不太適合的題目
[00:00:09.000 --> 00:00:11.000]  出賣耶穌
[00:00:11.000 --> 00:00:13.000]  好嗎?我們再一次同心一同祈禱
[00:00:13.000 --> 00:00:15.000]  天父我們再一次感謝你
[00:00:15.000 --> 00:00:17.000]  給你寶貴的話語作為我們生命的指引
[00:00:17.000 --> 00:00:19.000]  提示、警惕
[00:00:19.000 --> 00:00:21.000]  求你改變我們
[00:00:21.000 --> 00:00:23.000]  奉耶穌名求,阿們
[00:00:23.000 --> 00:00:25.000]  誰是你的英雄?
[00:00:25.000 --> 00:00:27.000]  我想問
[00:00:27.000 --> 00:00:31.000]  有多少人看過周潤發主演的電影《英雄本色》?
[00:00:31.000 --> 00:00:35.000]  有多少人很喜歡這套電影?
[00:00:35.000 --> 00:00:37.000]  不是很多
[00:00:37.000 --> 00:00:39.000]  其實這套電影非常精彩
[00:00:39.000 --> 00:00:41.000]  很多年前
[00:00:41.000 --> 00:00:46.000]  周潤發主演的《英雄本色》成為了街知巷聞的電影
[00:00:46.000 --> 00:00:48.000]  他所飾演的Mark哥
[00:00:48.000 --> 00:00:54.000]  成為了成千上萬青年人的英雄偶像
[00:00:54.000 --> 00:00:57.000]  周潤發的造型
[00:00:57.000 --> 00:00:59.000]  他很酷的樣子
[00:00:59.000 --> 00:01:01.000]  戴上了墨鏡
[00:01:01.000 --> 00:01:05.000]  整個英雄的版本
[00:01:05.000 --> 00:01:08.000]  我們會問究竟英雄有什麼特色呢?
[00:01:08.000 --> 00:01:11.000]  麥當雄主演的這套電影
[00:01:11.000 --> 00:01:14.000]  講到狄龍
[00:01:14.000 --> 00:01:16.000]  狄龍是黑社會的頭頭
[00:01:16.000 --> 00:01:19.000]  但他弟弟是當警察的
[00:01:19.000 --> 00:01:21.000]  他想想
[00:01:21.000 --> 00:01:24.000]  做這行的生意真是慘
[00:01:24.000 --> 00:01:27.000]  他開始厭倦這種黑社會的生活
[00:01:27.000 --> 00:01:29.000]  想到最後一步
[00:01:29.000 --> 00:01:32.000]  在台灣販毒完之後就收手了
[00:01:32.000 --> 00:01:34.000]  誰知道
[00:01:34.000 --> 00:01:36.000]  最後就失敗了
[00:01:36.000 --> 00:01:38.000]  結果在這次的交易裡
[00:01:38.000 --> 00:01:40.000]  有內奸
[00:01:40.000 --> 00:01:42.000]  被人詆毀
[00:01:42.000 --> 00:01:44.000]  結果就失手
[00:01:44.000 --> 00:01:47.000]  然後就要被出賣
[00:01:47.000 --> 00:01:49.000]  坐牢
[00:01:49.000 --> 00:01:51.000]  麥當雄
[00:01:51.000 --> 00:01:53.000]  很囂張地逃生
[00:01:53.000 --> 00:01:55.000]  他是江湖人士
[00:01:55.000 --> 00:01:57.000]  講義氣
[00:01:57.000 --> 00:01:59.000]  看不過眼
[00:01:59.000 --> 00:02:01.000]  所以他報仇
[00:02:01.000 --> 00:02:03.000]  雖然受盡凌辱
[00:02:03.000 --> 00:02:05.000]  甚至被人打跛了
[00:02:05.000 --> 00:02:09.000]  都不能夠失去這種江湖義氣
[00:02:09.000 --> 00:02:11.000]  結果他覺得時機成熟了
[00:02:11.000 --> 00:02:13.000]  就在碼頭決戰
[00:02:13.000 --> 00:02:16.000]  麥當雄就壯烈犧牲
[00:02:16.000 --> 00:02:18.000]  為了義氣
[00:02:18.000 --> 00:02:20.000]  為了他的朋友
[00:02:20.000 --> 00:02:22.000]  為了報仇
[00:02:22.000 --> 00:02:24.000]  為了兄弟
[00:02:24.000 --> 00:02:26.000]  去壯烈犧牲
[00:02:26.000 --> 00:02:28.000]  這就是英雄本色
[00:02:28.000 --> 00:02:30.000]  這套電影
[00:02:30.000 --> 00:02:34.000]  除了一幕一幕血腥的暴力場面
[00:02:34.000 --> 00:02:36.000]  心裡不禁會問
[00:02:36.000 --> 00:02:38.000]  在今天這個世代裡
[00:02:38.000 --> 00:02:40.000]  究竟英雄
[00:02:40.000 --> 00:02:42.000]  有什麼本色呢
[00:02:42.000 --> 00:02:45.000]  為什麼周潤發飾演的這個麥當雄
[00:02:45.000 --> 00:02:48.000]  會有這麼多青少年人
[00:02:48.000 --> 00:02:50.000]  這麼嚮往和崇拜呢
[00:02:50.000 --> 00:02:52.000]  我想我們最低限度可以看幾樣
[00:02:52.000 --> 00:02:54.000]  第一他夠義氣
[00:02:54.000 --> 00:02:55.000]  江湖義氣嘛
[00:02:55.000 --> 00:02:57.000]  為了手足之情
[00:02:57.000 --> 00:02:59.000]  為了江湖的道義
[00:02:59.000 --> 00:03:00.000]  不惜犧牲一切
[00:03:00.000 --> 00:03:03.000]  甚至沒了自己的命也不在乎
[00:03:03.000 --> 00:03:06.000]  這就是所謂中國武俠小說
[00:03:06.000 --> 00:03:08.000]  一向所給我們的訊息
[00:03:08.000 --> 00:03:10.000]  最重要江湖道義
[00:03:10.000 --> 00:03:13.000]  一定要有義氣
[00:03:13.000 --> 00:03:15.000]  所以我們中國人說
[00:03:15.000 --> 00:03:19.000]  仗義多出屠九輩
[00:03:19.000 --> 00:03:20.000]  還有
[00:03:20.000 --> 00:03:22.000]  他的造型
[00:03:22.000 --> 00:03:25.000]  高大威猛
[00:03:25.000 --> 00:03:27.000]  樣子
[00:03:27.000 --> 00:03:30.000]  整個很酷的樣子
[00:03:30.000 --> 00:03:32.000]  你說叫曾志偉去扮演這個角色
[00:03:32.000 --> 00:03:34.000]  就慘了
[00:03:34.000 --> 00:03:36.000]  一看就知道不像樣子
[00:03:36.000 --> 00:03:39.000]  給我也做不到這個角色
[00:03:39.000 --> 00:03:41.000]  但周潤發不同了
[00:03:41.000 --> 00:03:43.000]  這個樣子有型有款
[00:03:43.000 --> 00:03:44.000]  又高大
[00:03:44.000 --> 00:03:46.000]  身手又敏捷又酷
[00:03:46.000 --> 00:03:48.000]  戴上墨鏡
[00:03:48.000 --> 00:03:50.000]  像個英雄的樣子
[00:03:50.000 --> 00:03:52.000]  不過我覺得最重要
[00:03:52.000 --> 00:03:54.000]  他飾演這個角色
[00:03:54.000 --> 00:03:57.000]  是一個殉道的角色
[00:03:57.000 --> 00:03:59.000]  這個英雄本色
[00:03:59.000 --> 00:04:02.000]  他之所以感染力這麼強
[00:04:02.000 --> 00:04:05.000]  就是因為他死了
[00:04:05.000 --> 00:04:07.000]  如果他不死呢
[00:04:07.000 --> 00:04:09.000]  感染力就沒那麼厲害
[00:04:09.000 --> 00:04:11.000]  他死在血泊當中
[00:04:11.000 --> 00:04:13.000]  他死在老友懷中
[00:04:13.000 --> 00:04:15.000]  是因為他的犧牲
[00:04:15.000 --> 00:04:18.000]  黑社會的勢力就滅了
[00:04:18.000 --> 00:04:21.000]  是因為他的死亡
[00:04:21.000 --> 00:04:23.000]  狄龍兩兄弟和好如初
[00:04:23.000 --> 00:04:25.000]  他就大功告成
[00:04:25.000 --> 00:04:27.000]  就像耶穌在十字架裡說的
[00:04:27.000 --> 00:04:29.000]  成了
[00:04:29.000 --> 00:04:31.000]  殉道者
[00:04:31.000 --> 00:04:32.000]  英雄造像
[00:04:32.000 --> 00:04:33.000]  在今天
[00:04:33.000 --> 00:04:35.000]  在中國歷史裡
[00:04:35.000 --> 00:04:37.000]  屢見不鮮
[00:04:37.000 --> 00:04:39.000]  但今天我們會問
[00:04:39.000 --> 00:04:41.000]  我們對英雄的形象是怎樣
[00:04:41.000 --> 00:04:45.000]  我想我們很多人都多多少少懷有一種
[00:04:45.000 --> 00:04:47.000]  很浪漫的想法
[00:04:47.000 --> 00:04:49.000]  英雄這樣這樣
[00:04:49.000 --> 00:04:51.000]  但事實告訴你
[00:04:51.000 --> 00:04:53.000]  這個世界裡沒多少人曾經被殺過
[00:04:53.000 --> 00:04:56.000]  有人訪問過
[00:04:56.000 --> 00:04:58.000]  在今天大多數人
[00:04:58.000 --> 00:05:00.000]  你的英雄是誰
[00:05:00.000 --> 00:05:02.000]  現在很多人的英雄是誰
[00:05:02.000 --> 00:05:03.000]  Bill Gates
[00:05:03.000 --> 00:05:05.000]  李嘉誠
[00:05:05.000 --> 00:05:06.000]  馬雲
[00:05:06.000 --> 00:05:08.000]  多厲害
[00:05:08.000 --> 00:05:10.000]  我試過有個朋友去大陸旅行
[00:05:10.000 --> 00:05:11.000]  去西藏
[00:05:11.000 --> 00:05:12.000]  有人問他
[00:05:12.000 --> 00:05:15.000]  全世界最偉大哪三個人
[00:05:15.000 --> 00:05:16.000]  你知道哪三個嗎
[00:05:16.000 --> 00:05:18.000]  第一個孔子
[00:05:18.000 --> 00:05:19.000]  我同意
[00:05:19.000 --> 00:05:20.000]  孔夫子很偉大
[00:05:20.000 --> 00:05:22.000]  第二個愛因斯坦
[00:05:22.000 --> 00:05:23.000]  我同意
[00:05:23.000 --> 00:05:25.000]  你知道第三個是誰嗎
[00:05:25.000 --> 00:05:27.000]  沒人猜得出來
[00:05:27.000 --> 00:05:29.000]  李嘉誠
[00:05:29.000 --> 00:05:30.000]  我頭很痛
[00:05:30.000 --> 00:05:32.000]  為什麼李嘉誠會全世界最偉大
[00:05:32.000 --> 00:05:35.000]  因為他在那座建築物
[00:05:35.000 --> 00:05:36.000]  在那座圖書館
[00:05:36.000 --> 00:05:38.000]  李嘉誠出戰器
[00:05:38.000 --> 00:05:41.000]  今天有很多人認為
[00:05:41.000 --> 00:05:42.000]  什麼叫英雄呢
[00:05:42.000 --> 00:05:43.000]  賺錢多
[00:05:43.000 --> 00:05:45.000]  在斯里根堡
[00:05:45.000 --> 00:05:46.000]  一直爬上去
[00:05:46.000 --> 00:05:48.000]  或者像馬雲一樣
[00:05:48.000 --> 00:05:50.000]  什麼都要結婚
[00:05:50.000 --> 00:05:52.000]  我們會問
[00:05:52.000 --> 00:05:54.000]  究竟什麼是英雄
[00:05:54.000 --> 00:05:57.000]  英雄有什麼特色呢
[00:05:57.000 --> 00:05:58.000]  我們看看這段
[00:05:58.000 --> 00:06:00.000]  很出名的一段聖經
[00:06:00.000 --> 00:06:01.000]  很多人就算
[00:06:01.000 --> 00:06:02.000]  基督教不認識
[00:06:02.000 --> 00:06:05.000]  聽過彼得三次不認主
[00:06:05.000 --> 00:06:07.000]  我們就會問
[00:06:07.000 --> 00:06:10.000]  他是英雄還是懦夫
[00:06:10.000 --> 00:06:11.000]  又問我們
[00:06:11.000 --> 00:06:13.000]  究竟我們是英雄還是懦夫
[00:06:13.000 --> 00:06:15.000]  或者我們詳細看看這段聖經
