
[00:00:00.000 --> 00:00:04.720]  今天和大家來思想一段經文
[00:00:04.720 --> 00:00:07.400]  是《遊行復音》
[00:00:07.400 --> 00:00:09.720]  太初有道
[00:00:09.720 --> 00:00:11.240]  我們所信的主
[00:00:11.240 --> 00:00:13.240]  教會的根基
[00:00:13.240 --> 00:00:14.240]  我們基督
[00:00:14.240 --> 00:00:17.480]  我們先看這五節的經文
[00:00:17.480 --> 00:00:20.920]  我們一起來讀
[00:00:20.920 --> 00:00:22.320]  太初有道
[00:00:22.320 --> 00:00:24.520]  道與上帝同在
[00:00:24.520 --> 00:00:26.400]  道就是上帝
[00:00:26.400 --> 00:00:29.600]  這道太初與上帝同在
[00:00:29.600 --> 00:00:32.400]  萬物是藉他造的
[00:00:32.400 --> 00:00:35.480]  沒有一樣不是藉著他造的
[00:00:35.480 --> 00:00:37.000]  分辨造的
[00:00:37.000 --> 00:00:39.200]  對他自有生命
[00:00:39.200 --> 00:00:41.720]  這生命就是人的光
[00:00:41.720 --> 00:00:43.720]  光照在黑暗裡
[00:00:43.720 --> 00:00:46.720]  黑暗卻沒有勝過光
[00:00:46.720 --> 00:00:50.120]  《遊行復音》是一本很深的書
[00:00:50.120 --> 00:00:52.120]  因為約翰的經歷
[00:00:52.120 --> 00:00:54.120]  非同凡響
[00:00:54.120 --> 00:00:57.520]  我們看回早期教會裡面
[00:00:57.520 --> 00:00:59.840]  約翰在這麼多使徒裡面
[00:00:59.840 --> 00:01:01.840]  年紀是最大的
[00:01:01.840 --> 00:01:05.960]  而在保羅所說的述說裡面
[00:01:05.960 --> 00:01:08.760]  稱他為教會的儲石
[00:01:08.760 --> 00:01:11.520]  他也是主所愛的門徒
[00:01:11.520 --> 00:01:15.080]  而他在伊弗所有一段很長的時間
[00:01:15.080 --> 00:01:16.800]  成為長老
[00:01:16.800 --> 00:01:18.800]  帶領著教會
[00:01:18.800 --> 00:01:20.800]  他早期寫了三本書
[00:01:20.800 --> 00:01:23.440]  就是約翰一書二書三書
[00:01:23.440 --> 00:01:26.040]  來渲染教會如何面對
[00:01:26.040 --> 00:01:28.040]  當時正在來的逼迫
[00:01:28.040 --> 00:01:32.240]  之後教會的逼迫很快就到了
[00:01:32.240 --> 00:01:37.640]  在竇米田的羅馬政府統治裡面
[00:01:37.640 --> 00:01:41.720]  當時很多的教父被殺
[00:01:41.720 --> 00:01:44.240]  約翰作為教會的領袖
[00:01:44.240 --> 00:01:45.440]  又是教會的長老
[00:01:45.440 --> 00:01:46.640]  更加是耶穌的門徒
[00:01:46.640 --> 00:01:50.880]  無可倖免地被抓了
[00:01:50.880 --> 00:01:53.120]  並且被判處死刑
[00:01:53.120 --> 00:01:55.120]  所謂的教會傳說就是這麼說的
[00:01:55.120 --> 00:01:57.720]  他被判處死刑不是釘十字架
[00:01:57.720 --> 00:01:59.720]  不是斬頭而是服毒
[00:01:59.720 --> 00:02:01.720]  有三種的
[00:02:01.720 --> 00:02:03.920]  服毒的時候約翰當然
[00:02:03.920 --> 00:02:05.920]  殉道是一個榮耀
[00:02:05.920 --> 00:02:06.920]  他一點都不怕
