
[00:00:00.000 --> 00:00:05.640]  今天和大家一起分享的經文
[00:00:05.640 --> 00:00:09.080]  就是在加拉太書會從第四章
[00:00:09.080 --> 00:00:11.840]  我們不經不覺已經進入到第四章
[00:00:11.840 --> 00:00:14.640]  從第四章的第一節至第七節
[00:00:14.640 --> 00:00:17.320]  今天我們一起會思想一個題目
[00:00:17.320 --> 00:00:20.480]  是叫做《承繼者成熟的時刻》
[00:00:20.480 --> 00:00:23.080]  演出的《節念不同的生命》
[00:00:23.080 --> 00:00:26.000]  好 讓我們再一次的回到這段聖經
[00:00:26.000 --> 00:00:28.520]  我們去看一下這段聖經裡面
[00:00:28.520 --> 00:00:30.840]  究竟是說什麼給我們知道
[00:00:30.840 --> 00:00:34.920]  我會為大家先讀出和合本的版本
[00:00:34.920 --> 00:00:37.720]  加拉太書的第四章
[00:00:37.720 --> 00:00:39.720]  第一至到第七節
[00:00:39.720 --> 00:00:45.080]  「我說那承受產業的雖然是全業的主人
[00:00:45.080 --> 00:00:50.680]  但為孩童的時候卻與老僕毫無分別
[00:00:50.680 --> 00:00:54.040]  乃在師父和管家的手下
[00:00:54.040 --> 00:00:57.560]  直等他父親預定的時候來到
[00:00:57.560 --> 00:01:00.440]  我們為孩童的時候
[00:01:00.440 --> 00:01:04.760]  受管於世俗小學之下也是如此
[00:01:04.760 --> 00:01:06.760]  及至時候滿足
[00:01:06.760 --> 00:01:11.360]  上帝就差遣他的兒子為女子所生
[00:01:11.360 --> 00:01:13.640]  且生在律法以下
[00:01:13.640 --> 00:01:16.640]  要把律法以下的人屬出來
[00:01:16.640 --> 00:01:19.760]  叫我們得著兒子的名分
[00:01:19.760 --> 00:01:22.160]  你們既為兒子
[00:01:22.160 --> 00:01:26.560]  上帝就差他兒子的靈進入你們的心
[00:01:26.560 --> 00:01:28.560]  呼叫阿爸父
[00:01:28.560 --> 00:01:34.240]  可見從此以後你不是老僕乃是兒子了
[00:01:34.240 --> 00:01:38.080]  既是兒子就靠著上帝為後子」
[00:01:38.080 --> 00:01:40.960]  在投資的事情上
[00:01:40.960 --> 00:01:47.960]  除非你是真的在投資界很熟悉它的運作
[00:01:47.960 --> 00:01:53.160]  相信一般的人其實都一定會做一件事
[00:01:53.160 --> 00:01:56.760]  知道一件事叫做定期存款
[00:01:56.760 --> 00:01:58.760]  Time Deposit
[00:01:58.760 --> 00:02:02.520]  什麼叫定期存款Time Deposit呢
[00:02:02.520 --> 00:02:05.960]  其實基本上它就建基於一個原則
[00:02:05.960 --> 00:02:11.960]  就是說你去借一筆錢給銀行在一個指定的時間
[00:02:11.960 --> 00:02:15.960]  當這個指定的時間到期之後
[00:02:15.960 --> 00:02:19.760]  銀行就會以一個比較高的利息
[00:02:19.760 --> 00:02:23.760]  然後派發給這些借了錢給他的人
[00:02:23.760 --> 00:02:29.760]  所以通常這些做定期存款的存戶
[00:02:29.760 --> 00:02:34.760]  都會比一般的所謂活期或者儲蓄戶口的人
[00:02:34.760 --> 00:02:37.760]  所賺到的利息為之多
[00:02:37.760 --> 00:02:42.760]  但是你就會說為什麼銀行這麼闊綽呢
[00:02:42.760 --> 00:02:45.760]  這麼願意給高一點的利息
[00:02:45.760 --> 00:02:50.760]  真的問你借錢來做什麼呢
[00:02:50.760 --> 00:02:53.760]  原來銀行有自己銀行的洞路
[00:02:53.760 --> 00:02:56.760]  銀行當你借了一筆錢
[00:02:56.760 --> 00:03:00.760]  譬如我要借這筆錢給你一個月一年
[00:03:00.760 --> 00:03:03.760]  或者是三個月或者半年
[00:03:03.760 --> 00:03:05.760]  這些年期之後
[00:03:05.760 --> 00:03:09.760]  銀行就會拿了我們借給他的那筆錢
[00:03:09.760 --> 00:03:15.760]  去到一些真的賺得更多錢的投資活動裡面
[00:03:15.760 --> 00:03:19.760]  銀行就利用這個機會
[00:03:19.760 --> 00:03:26.760]  賺取他所賺的高息和給我們的利息之間的息差
[00:03:26.760 --> 00:03:28.760]  所以銀行其實很會做生意的
[00:03:28.760 --> 00:03:30.760]  利用這些方法去賺錢
[00:03:30.760 --> 00:03:34.760]  他從來可以說不需要自己打本的
[00:03:34.760 --> 00:03:36.760]  只需要你給錢他
[00:03:36.760 --> 00:03:39.760]  一家便宜兩家著的想法
[00:03:39.760 --> 00:03:41.760]  就能夠去賺取金錢
[00:03:41.760 --> 00:03:45.760]  但是大家就要明白
[00:03:45.760 --> 00:03:48.760]  所謂這個叫定期存款
[00:03:48.760 --> 00:03:51.760]  有他自己的條例
[00:03:51.760 --> 00:03:52.760]  有他的規則
[00:03:52.760 --> 00:03:55.760]  有他的合約的訂定
[00:03:55.760 --> 00:03:58.760]  他有所有的規矩
[00:03:58.760 --> 00:04:00.760]  當然很多人就不理的
[00:04:00.760 --> 00:04:01.760]  只是說我收多少息
[00:04:01.760 --> 00:04:02.760]  什麼時候什麼月
[00:04:02.760 --> 00:04:04.760]  我可以借多少給你收多少息
[00:04:04.760 --> 00:04:07.760]  但是其實從銀行的角度來看
[00:04:07.760 --> 00:04:10.760]  當你看一下他那份所謂定期存款
[00:04:10.760 --> 00:04:13.760]  那份合約的合同內容
[00:04:13.760 --> 00:04:15.760]  那些很小的字
[00:04:15.760 --> 00:04:17.760]  我們叫做fine print的地方
[00:04:17.760 --> 00:04:22.760]  其實他就很多的規矩已經訂立了下來
[00:04:22.760 --> 00:04:25.760]  其實當你簽名
[00:04:25.760 --> 00:04:28.760]  要他真的去把這筆錢借給銀行
[00:04:28.760 --> 00:04:31.760]  其實很多時候我們沒有看那些小字
[00:04:31.760 --> 00:04:33.760]  其實那些小字有很多地方
[00:04:33.760 --> 00:04:35.760]  原來銀行都可以賺到很多錢
[00:04:35.760 --> 00:04:37.760]  從我們身上
[00:04:37.760 --> 00:04:41.760]  似乎我們好像是他的債權人借錢給他
[00:04:41.760 --> 00:04:44.760]  但實質上原來他在當中
[00:04:44.760 --> 00:04:47.760]  好像原來還有更高的權威
[00:04:47.760 --> 00:04:49.760]  譬如很簡單
[00:04:49.760 --> 00:04:53.760]  定期存款一定有一個限期
[00:04:53.760 --> 00:04:57.760]  我們稱之為合約期滿的日子
[00:04:57.760 --> 00:04:59.760]  Maturity date
[00:04:59.760 --> 00:05:06.760]  如果當我們真的履行合約的協定的話
[00:05:06.760 --> 00:05:09.760]  譬如我借了一筆錢給銀行一年
[00:05:09.760 --> 00:05:11.760]  一年之後的同一天
[00:05:11.760 --> 00:05:14.760]  我就回來才拿回這筆錢
[00:05:14.760 --> 00:05:16.760]  銀行就會給我多少錢利息
[00:05:16.760 --> 00:05:18.760]  那看起來多好
[00:05:18.760 --> 00:05:21.760]  但原來在那些fine print的裏面
[00:05:21.760 --> 00:05:23.760]  銀行原來訂定很多規矩
[00:05:23.760 --> 00:05:27.760]  如果你不能夠履行你的合約的話
[00:05:27.760 --> 00:05:29.760]  結果會怎樣
[00:05:29.760 --> 00:05:33.760]  最普遍的銀行一毫子利息都不給你
[00:05:33.760 --> 00:05:36.760]  這是最普遍的情況
[00:05:36.760 --> 00:05:38.760]  因為你不守約
[00:05:38.760 --> 00:05:40.760]  但銀行說還有
[00:05:40.760 --> 00:05:44.760]  如果因為你不守約而連累到我會罰錢的話
[00:05:44.760 --> 00:05:46.760]  或者我會有損失的話
[00:05:46.760 --> 00:05:51.760]  銀行於是乎在你還沒開始這個合約期的時候
[00:05:51.760 --> 00:05:55.760]  他已經跟你說到時有什麼罰款
[00:05:55.760 --> 00:05:58.760]  譬如可能甚至連你的本金
[00:05:58.760 --> 00:06:06.760]  原本某程度上都要扣一個所謂罰款的百分比
[00:06:06.760 --> 00:06:10.760]  那你就會想原本我借錢給你
[00:06:10.760 --> 00:06:12.760]  我打算賺利息
[00:06:12.760 --> 00:06:14.760]  但原來當我如果不守約的時候
[00:06:14.760 --> 00:06:17.760]  有這樣的後果還要虧損給你
[00:06:17.760 --> 00:06:19.760]  所以換句話來說
[00:06:19.760 --> 00:06:22.760]  其實銀行差不多可以說是賺錢
[00:06:22.760 --> 00:06:24.760]  賺你差不多
[00:06:24.760 --> 00:06:27.760]  你借錢給他其實差不多
[00:06:27.760 --> 00:06:29.760]  你賺的只有雞碎那麼多
[00:06:29.760 --> 00:06:33.760]  但他用你的錢賺了很多錢回來
[00:06:33.760 --> 00:06:35.760]  如果我們不履行合約
[00:06:35.760 --> 00:06:37.760]  我們可能甚至要虧本
[00:06:37.760 --> 00:06:41.760]  今天我不是跟大家一起去說理財
[00:06:41.760 --> 00:06:45.760]  或者是投資課程的101
[00:06:45.760 --> 00:06:50.760]  也不是跟大家去做研究這些課程的問題
[00:06:50.760 --> 00:06:53.760]  雖然你們牧師我以前都是做投資的人物
[00:06:53.760 --> 00:06:55.760]  讀投資的人
[00:06:55.760 --> 00:07:02.760]  但是其實從這個所謂定期存款
[00:07:02.760 --> 00:07:06.760]  這件事裡面就讓我們學會了幾樣東西
[00:07:06.760 --> 00:07:11.760]  第一樣東西原來如果我們想要去獲取一些利益
[00:07:11.760 --> 00:07:15.760]  或者用定期存款所謂利息
[00:07:15.760 --> 00:07:17.760]  我們賺一些利息的話
[00:07:17.760 --> 00:07:22.760]  我們必須要有一個等候的元素在裡面
[00:07:22.760 --> 00:07:25.760]  實質上等候這個元素
[00:07:25.760 --> 00:07:32.760]  其實在很多事情上都有這個特性
[00:07:32.760 --> 00:07:34.760]  如果我們要去賺取一些東西
[00:07:34.760 --> 00:07:36.760]  要得到一些成果的話
[00:07:36.760 --> 00:07:39.760]  我們是需要等的
[00:07:39.760 --> 00:07:42.760]  而不是說我們放進去就像魔術一樣
[00:07:42.760 --> 00:07:44.760]  就馬上變了有利益
[00:07:44.760 --> 00:07:46.760]  我們想得到的好處
[00:07:46.760 --> 00:07:47.760]  不是的 需要等
[00:07:47.760 --> 00:07:48.760]  其實這個世界上
[00:07:48.760 --> 00:07:53.760]  實質上也有很多事情是需要我們去等的
[00:07:53.760 --> 00:07:56.760]  而在等的過程裡面
[00:07:56.760 --> 00:07:58.760]  就需要一方面
[00:07:58.760 --> 00:08:02.760]  我們要對承諾會給利益我的人
[00:08:02.760 --> 00:08:05.760]  我們要對他所說的有信心
[00:08:05.760 --> 00:08:08.760]  如果他說了的話不算數
[00:08:08.760 --> 00:08:09.760]  那你也不會借給他
[00:08:09.760 --> 00:08:10.760]  就像銀行一樣
[00:08:10.760 --> 00:08:11.760]  銀行借了錢
[00:08:11.760 --> 00:08:12.760]  他說他不會還給你
[00:08:12.760 --> 00:08:13.760]  那你會不會借給他
[00:08:13.760 --> 00:08:14.760]  當然不會了
[00:08:14.760 --> 00:08:16.760]  首先你要對這家銀行
[00:08:16.760 --> 00:08:18.760]  他有信心
[00:08:18.760 --> 00:08:19.760]  他不會倒閉
[00:08:19.760 --> 00:08:21.760]  他一定會到期的時候
[00:08:21.760 --> 00:08:23.760]  會答應了的
[00:08:23.760 --> 00:08:25.760]  會給你的利息
[00:08:25.760 --> 00:08:26.760]  他一定會給你
[00:08:26.760 --> 00:08:28.760]  但另外同時
[00:08:28.760 --> 00:08:30.760]  你自己也要對自己
