
[00:00:00.000 --> 00:00:05.600]  各位電視姐妹、各位朋友,你們好
[00:00:05.600 --> 00:00:10.600]  歡迎大家參加我們三華市報道會網上五堂崇拜
[00:00:10.600 --> 00:00:13.800]  我們今天繼續思想啟示錄的訊息
[00:00:13.800 --> 00:00:16.200]  我們去到第33講了
[00:00:16.200 --> 00:00:20.200]  是啟示錄14章第一節至第五節
[00:00:20.200 --> 00:00:24.200]  題目是「十四萬四千人」
[00:00:24.200 --> 00:00:27.600]  在開始未思想這段聖經之前
[00:00:27.600 --> 00:00:30.600]  由我們同心低頭 我們同禱告
[00:00:30.600 --> 00:00:33.600]  慈悲人 我的天父 我們多謝你
[00:00:33.600 --> 00:00:35.600]  因為藉著耶穌基督的補血
[00:00:35.600 --> 00:00:39.600]  買熟了我們成為神的子民
[00:00:39.600 --> 00:00:48.600]  求你藉著啟示錄的訊息去提醒、勸勉、教導、督責、警惕、改變我們
[00:00:48.600 --> 00:00:52.200]  讓我們能夠容得下你的話語在我們生命裏面
[00:00:52.200 --> 00:00:55.600]  我們這樣的禱告乃是奉耶穌基督名給
[00:00:55.600 --> 00:00:57.600]  我們的天父 阿門
[00:00:57.600 --> 00:01:00.600]  我未跟大家思想這段經文之前
[00:01:00.600 --> 00:01:03.600]  我想跟大家分享兩個故事
[00:01:03.600 --> 00:01:08.600]  兩個故事都是和日本在第二次世界大戰的時候有關
[00:01:08.600 --> 00:01:11.600]  第一個故事叫做《忘向》
[00:01:11.600 --> 00:01:17.600]  《忘向》這套電影是改編自《山崎鵬子》的小說
[00:01:17.600 --> 00:01:23.600]  是1973年拍成電影並獲得亞太區最佳電影
[00:01:23.600 --> 00:01:29.600]  1975年更獲得柏林國際電影節最佳女主角和多項獎狀
[00:01:29.600 --> 00:01:33.600]  是一個非常動人、令人心酸的故事
[00:01:33.600 --> 00:01:38.600]  故事講到研究亞洲婦女史的山谷貴子
[00:01:38.600 --> 00:01:41.600]  為了做研究起見
[00:01:41.600 --> 00:01:46.600]  他就去到一個天草這個荒涼的地方
[00:01:46.600 --> 00:01:49.600]  做一些實地的考察和訪問
[00:01:49.600 --> 00:01:54.600]  在這裡他意外遇上一個老婆婆叫做阿琪婆
[00:01:54.600 --> 00:01:58.600]  原來阿琪在第二次世界大戰前後期間
[00:01:58.600 --> 00:02:03.600]  是被販賣到山打根做妓女
[00:02:03.600 --> 00:02:06.600]  當時稱為「南陽姐」
[00:02:06.600 --> 00:02:11.600]  阿琪出生在天草 六歲的時候爸爸去世了
[00:02:11.600 --> 00:02:17.600]  為了生活 母親就帶著他和他哥哥改嫁給了他的伯父
[00:02:17.600 --> 00:02:19.600]  但是生活非常艱難
[00:02:19.600 --> 00:02:23.600]  阿琪雖然年紀還小 但要出來賺錢
[00:02:23.600 --> 00:02:29.600]  贖回土地 建房子給他哥哥娶妻子
[00:02:29.600 --> 00:02:32.600]  後來更和一個叫太郎的男人
[00:02:32.600 --> 00:02:37.600]  去到南陽被迫賣入妓院
[00:02:37.600 --> 00:02:42.600]  雖然阿琪知道受騙 極之不願意
[00:02:42.600 --> 00:02:48.600]  但在無奈之下 在壓力之下 威逼利誘之下
[00:02:48.600 --> 00:02:51.600]  終於就範 過著非人的生活
[00:02:51.600 --> 00:02:56.600]  那時他只是一個十四歲的女孩子
[00:02:56.600 --> 00:03:00.600]  在極痛苦做妓女的生涯當中
[00:03:00.600 --> 00:03:06.600]  他愛上了一個日本青年叫做竹山秀子
[00:03:06.600 --> 00:03:10.600]  他以為他帶來他人生的一些希望
[00:03:10.600 --> 00:03:14.600]  並且企圖拼命賺多點錢來贖身
[00:03:14.600 --> 00:03:19.600]  以致可以和秀夫成家立室
[00:03:19.600 --> 00:03:22.600]  但是這個夢想成了泡影
[00:03:22.600 --> 00:03:25.600]  秀夫因為他是妓女的緣故
[00:03:25.600 --> 00:03:30.600]  妓女的身份無法接納他 就偷偷走了
[00:03:30.600 --> 00:03:36.600]  失望的阿琪又過著生不如死的日子
[00:03:36.600 --> 00:03:38.600]  隨著日本經濟復甦
[00:03:38.600 --> 00:03:43.600]  日本政府不再需要靠販賣少女到南洋做大姐
[00:03:43.600 --> 00:03:46.600]  來增加國防收入
[00:03:46.600 --> 00:03:51.600]  妓院的生意也隨之而一落千丈
[00:03:51.600 --> 00:03:54.600]  阿琪的妓院當時也被轉手
[00:03:54.600 --> 00:03:59.600]  由一個先前做妓女的叫做阿菊買下來
[00:03:59.600 --> 00:04:02.600]  做了老闆娘
[00:04:02.600 --> 00:04:06.600]  阿菊自己是經歷過這些痛楚
[00:04:06.600 --> 00:04:10.600]  也明白做妓女的辛酸
[00:04:10.600 --> 00:04:14.600]  善良的阿菊用了她一生的積蓄
[00:04:14.600 --> 00:04:20.600]  為所有在日本的南洋姐修建了一座墳地
[00:04:20.600 --> 00:04:24.600]  她臨終的時候就祝福那些姐妹
[00:04:24.600 --> 00:04:26.600]  千萬不要回日本
[00:04:26.600 --> 00:04:29.600]  因為他們去日本的時候是沒有辦法生存的
[00:04:29.600 --> 00:04:33.600]  她主張他們仍然留在山打根
[00:04:33.600 --> 00:04:38.600]  葬在她為大家預備的墳地當中
[00:04:38.600 --> 00:04:41.600]  但是阿琪沒有聽阿菊的勸告
[00:04:41.600 --> 00:04:43.600]  她回到日本的家鄉
[00:04:43.600 --> 00:04:46.600]  發覺哥哥已經娶妻生子
[00:04:46.600 --> 00:04:48.600]  家裡用不下她
[00:04:48.600 --> 00:04:53.600]  並且以她是南洋姐的妓女身份
[00:04:53.600 --> 00:04:56.600]  被家人和鄰居歧視
[00:04:56.600 --> 00:05:00.600]  令她更悲痛無奈
[00:05:00.600 --> 00:05:02.600]  她再次離開日本
[00:05:02.600 --> 00:05:04.600]  去到中國的東北省
[00:05:04.600 --> 00:05:08.600]  在東北省當時是日本人統治
[00:05:08.600 --> 00:05:11.600]  在那裡她嫁給了一個皮匠
[00:05:11.600 --> 00:05:14.600]  後來日本打敗仗了
[00:05:14.600 --> 00:05:16.600]  她又再次回到日本
[00:05:16.600 --> 00:05:20.600]  在途中的時候丈夫病逝
[00:05:20.600 --> 00:05:22.600]  留下阿琪和一個兒子
[00:05:22.600 --> 00:05:24.600]  兒子長大了
[00:05:24.600 --> 00:05:27.600]  母親曾經是妓女
[00:05:27.600 --> 00:05:30.600]  把阿琪送回天草的老家
[00:05:30.600 --> 00:05:32.600]  自己娶了一個太太
[00:05:32.600 --> 00:05:33.600]  留在城裡
[00:05:33.600 --> 00:05:35.600]  再沒有見過媽媽
[00:05:35.600 --> 00:05:41.600]  阿琪就在窮鄉僻壤的天草度過餘生
[00:05:41.600 --> 00:05:43.600]  非常淒涼
[00:05:43.600 --> 00:05:47.600]  後來季子訪問完阿琪之後
[00:05:47.600 --> 00:05:51.600]  有機會去到山打根做考察
[00:05:51.600 --> 00:05:57.600]  發現了阿谷為日本人建造的墳地
[00:05:57.600 --> 00:06:00.600]  在雜草聳立當中
[00:06:00.600 --> 00:06:04.600]  就看到有很多妓女的墓碑
[00:06:04.600 --> 00:06:11.600]  全部這些墓碑都面對著日本祖國
[00:06:11.600 --> 00:06:14.600]  他們都是亡鄉的一族
[00:06:14.600 --> 00:06:17.600]  第二個故事是講到一個叫做
[00:06:17.600 --> 00:06:21.600]  史尼玉吾的人
[00:06:21.600 --> 00:06:24.600]  史尼玉吾是台灣的亞美族人
[00:06:24.600 --> 00:06:27.600]  在唐東河鄉長大
[00:06:27.600 --> 00:06:30.600]  1943年被日本政府召入伍
[00:06:30.600 --> 00:06:35.600]  當時被送到印尼摩洛泰島和美軍作戰
[00:06:35.600 --> 00:06:37.600]  1944年9月
[00:06:37.600 --> 00:06:40.600]  美軍登陸摩洛泰島
[00:06:40.600 --> 00:06:43.600]  和日本短兵相戰
[00:06:43.600 --> 00:06:46.600]  日軍節節敗退
[00:06:46.600 --> 00:06:50.600]  史尼玉吾在混亂當中逃走
[00:06:50.600 --> 00:06:52.600]  越走越迷路
[00:06:52.600 --> 00:06:54.600]  走到森林裏面
[00:06:54.600 --> 00:06:57.600]  大戰結束之後
[00:06:57.600 --> 00:06:59.600]  1974年一日
[00:06:59.600 --> 00:07:04.600]  摩洛泰島的居民向警察報案
[00:07:04.600 --> 00:07:10.600]  在叢林發現一個幾乎全裸的野人
[00:07:10.600 --> 00:07:15.600]  當時印尼警方馬上動員搜索
[00:07:15.600 --> 00:07:18.600]  花了30小時終於找到這個野人
[00:07:18.600 --> 00:07:21.600]  原來這個野人就是史尼玉吾
[00:07:21.600 --> 00:07:23.600]  當他被發現的時候
[00:07:23.600 --> 00:07:25.600]  他身邊還有兩支步槍
[00:07:25.600 --> 00:07:27.600]  18發子彈
[00:07:27.600 --> 00:07:29.600]  一頂鋼盔
[00:07:29.600 --> 00:07:31.600]  一把軍刀
[00:07:31.600 --> 00:07:34.600]  當時他還以為是被美軍抓到
[00:07:34.600 --> 00:07:39.600]  史尼玉吾是亞美族的名字
[00:07:39.600 --> 00:07:44.600]  重軍之後他的名字就改為中村輝夫
[00:07:44.600 --> 00:07:47.600]  1975年回到台灣家鄉的時候
[00:07:47.600 --> 00:07:50.600]  就改了一個漢名叫李光輝
[00:07:50.600 --> 00:07:55.600]  到機場接機的有他的兒子和嫁了人的妻子
[00:07:55.600 --> 00:07:59.600]  因為30年前日軍通知他太太說
[00:07:59.600 --> 00:08:01.600]  他丈夫已經陣亡
[00:08:01.600 --> 00:08:04.600]  從叢林回到家鄉的李光輝
[00:08:04.600 --> 00:08:07.600]  當時已經55歲
[00:08:07.600 --> 00:08:09.600]  為了謀生
[00:08:09.600 --> 00:08:11.600]  他就在亞美族的文化村
[00:08:11.600 --> 00:08:14.600]  做野人的樣子
[00:08:14.600 --> 00:08:17.600]  供日本遊客拍照
[00:08:17.600 --> 00:08:20.600]  這兩個故事都有一個共同點
[00:08:20.600 --> 00:08:22.600]  是講到故鄉
[00:08:22.600 --> 00:08:26.600]  流離飄蕩嚇死異鄉
[00:08:26.600 --> 00:08:28.600]  真是不好受
[00:08:28.600 --> 00:08:30.600]  所以屈賢有一個詩文
[00:08:30.600 --> 00:08:32.600]  有一個詩的說法
[00:08:32.600 --> 00:08:35.600]  鳥飛反故鄉兮
[00:08:35.600 --> 00:08:37.600]  狐死必受憂
[00:08:37.600 --> 00:08:40.600]  古人相信狐狸雖然是禽獸
[00:08:40.600 --> 00:08:42.600]  但當牠們死亡之際
[00:08:42.600 --> 00:08:46.600]  就一定將頭朝向昔日藏身的幽屈
[00:08:46.600 --> 00:08:49.600]  表示不會忘本
[00:08:49.600 --> 00:08:51.600]  飛鳥也是一樣
[00:08:51.600 --> 00:08:53.600]  始終都是飛回故鄉
[00:08:53.600 --> 00:08:55.600]  我們今天常見的三文魚
[00:08:55.600 --> 00:08:58.600]  也是拼命游回昔日出生的地方
[00:08:58.600 --> 00:09:01.600]  禽獸尚且如是
[00:09:01.600 --> 00:09:03.600]  人更加是
[00:09:03.600 --> 00:09:05.600]  所以望向這套電影
[00:09:05.600 --> 00:09:08.600]  流落在南洋的南洋姐
[00:09:08.600 --> 00:09:11.600]  知道回到鄉下更慘
[00:09:11.600 --> 00:09:14.600]  死時他們的墳墓
[00:09:14.600 --> 00:09:17.600]  仍然向著日出之地
[00:09:17.600 --> 00:09:19.600]  日本的故鄉
[00:09:19.600 --> 00:09:22.600]  似乎他們以為死了之後
[00:09:22.600 --> 00:09:24.600]  就可以得到好的歸宿
[00:09:24.600 --> 00:09:29.600]  但是回到故鄉之後
[00:09:29.600 --> 00:09:32.600]  是否就不再需要流離顛沛呢?
[00:09:32.600 --> 00:09:35.600]  還是更慘呢?
[00:09:35.600 --> 00:09:37.600]  阿琪回到鄉下
[00:09:37.600 --> 00:09:42.600]  眾家人、鄰居、自己國家的同胞所拒絕
[00:09:42.600 --> 00:09:48.600]  要自己一個人獨自回到天草的茅寮
[00:09:48.600 --> 00:09:51.600]  有隻貓陪伴
[00:09:51.600 --> 00:09:54.600]  似乎阿菊有先見之明
[00:09:54.600 --> 00:09:57.600]  吩咐姐妹們不要回日本
[00:09:57.600 --> 00:10:00.600]  因為那不再是你的家鄉
[00:10:00.600 --> 00:10:03.600]  如果你說阿琪是淒涼
[00:10:03.600 --> 00:10:08.600]  這樣,此離欲不起不是更淒涼嗎?
[00:10:08.600 --> 00:10:10.600]  有人曾經問她
[00:10:10.600 --> 00:10:13.600]  她一個人在印尼森林裡做野人
[00:10:13.600 --> 00:10:14.600]  做了三十年
[00:10:14.600 --> 00:10:18.600]  有什麼可以逼使她仍然有勇氣繼續生存下去呢?
[00:10:18.600 --> 00:10:21.600]  她的答案是:我想回家
[00:10:21.600 --> 00:10:24.600]  回到我的家鄉
[00:10:24.600 --> 00:10:26.600]  她真的回到家鄉
[00:10:26.600 --> 00:10:28.600]  但是為了生計
[00:10:28.600 --> 00:10:32.600]  她要在文化村裡扮演一個野人的角色
