
[00:00:00.000 --> 00:00:04.000]  好了
[00:00:04.000 --> 00:00:06.000]  剛剛派了一張
[00:00:06.000 --> 00:00:08.000]  你不要看我有什麼秘本
[00:00:08.000 --> 00:00:10.000]  我這張放大了
[00:00:10.000 --> 00:00:12.000]  我的眼睛已經很壞
[00:00:12.000 --> 00:00:14.000]  你如果看不到
[00:00:14.000 --> 00:00:16.000]  在座各位應該看到
[00:00:16.000 --> 00:00:18.000]  否則你自己回家放大
[00:00:18.000 --> 00:00:20.000]  等於那個大表
[00:00:20.000 --> 00:00:22.000]  我自己做了一個很大的表
[00:00:22.000 --> 00:00:24.000]  總比較表非常重要
[00:00:24.000 --> 00:00:26.000]  你可以剪開幾個部分
[00:00:26.000 --> 00:00:28.000]  每個部分放上A3
[00:00:28.000 --> 00:00:30.000]  再放上去就很大
[00:00:30.000 --> 00:00:32.000]  這麼簡單的方法
[00:00:32.000 --> 00:00:34.000]  這個就是由
[00:00:34.000 --> 00:00:36.000]  我下面註明的
[00:00:36.000 --> 00:00:38.000]  由我自己兩本書
[00:00:38.000 --> 00:00:40.000]  你可以看到剪貼的痕跡
[00:00:40.000 --> 00:00:42.000]  我今早四點多
[00:00:42.000 --> 00:00:44.000]  剪完後拍照
[00:00:44.000 --> 00:00:46.000]  家裡設備又不齊
[00:00:46.000 --> 00:00:48.000]  又沒那麼科技
[00:00:48.000 --> 00:00:50.000]  又用普製方法
[00:00:50.000 --> 00:00:52.000]  就是我兩本書
[00:00:52.000 --> 00:00:54.000]  一本十幾年前出的
[00:00:54.000 --> 00:00:56.000]  天地和我出了四本
[00:00:56.000 --> 00:00:58.000]  一本讀孔子
[00:00:58.000 --> 00:01:00.000]  一本讀老子
[00:01:00.000 --> 00:01:02.000]  一本讀孫子
[00:01:02.000 --> 00:01:04.000]  一本讀導師
[00:01:04.000 --> 00:01:06.000]  其中一本讀孔子
[00:01:06.000 --> 00:01:08.000]  開頭那裡
[00:01:08.000 --> 00:01:10.000]  二十四頁至二十九頁
[00:01:10.000 --> 00:01:12.000]  你如果找到這本書
[00:01:12.000 --> 00:01:14.000]  你自己看看
[00:01:14.000 --> 00:01:16.000]  另外一本就是
[00:01:16.000 --> 00:01:18.000]  十年前香港中華書局出的一套
[00:01:18.000 --> 00:01:20.000]  中國經典的導讀
[00:01:20.000 --> 00:01:22.000]  第一本論語找我做導讀
[00:01:22.000 --> 00:01:24.000]  現在印的那本書
[00:01:24.000 --> 00:01:26.000]  我看出了才算
[00:01:26.000 --> 00:01:28.000]  但是那個導讀裡
[00:01:28.000 --> 00:01:30.000]  由一頁至四十三頁
[00:01:30.000 --> 00:01:32.000]  整個論語
[00:01:32.000 --> 00:01:34.000]  有些人導讀讀兩頁
[00:01:34.000 --> 00:01:36.000]  我做了四十幾頁
[00:01:36.000 --> 00:01:38.000]  介紹論語等於介紹
[00:01:38.000 --> 00:01:40.000]  儒家思想
[00:01:40.000 --> 00:01:42.000]  也等於檢討得失
[00:01:42.000 --> 00:01:44.000]  我絕不是因為自己讀中文系
[00:01:44.000 --> 00:01:46.000]  我也尊重儒家思想
[00:01:46.000 --> 00:01:48.000]  將它稱讚到天上有地下無
[00:01:48.000 --> 00:01:50.000]  孔子是很神聖的
[00:01:50.000 --> 00:01:52.000]  偉大的沒有缺點的
[00:01:52.000 --> 00:01:54.000]  儒家思想最好的就是後人不爭氣
[00:01:54.000 --> 00:01:56.000]  所以搞成這麼糟糕
[00:01:56.000 --> 00:01:58.000]  民主科學也是如此
[00:01:58.000 --> 00:02:00.000]  這種說話
[00:02:00.000 --> 00:02:02.000]  你想想有沒有道理呢
[00:02:02.000 --> 00:02:04.000]  如果那種學說是至高無上的
[00:02:04.000 --> 00:02:06.000]  為什麼後人可以不爭氣
[00:02:06.000 --> 00:02:08.000]  能夠給後人機會不爭氣
[00:02:08.000 --> 00:02:10.000]  就已經有問題
[00:02:10.000 --> 00:02:12.000]  當然後人自己有責任
[00:02:12.000 --> 00:02:14.000]  但是那種學說本身
[00:02:14.000 --> 00:02:16.000]  因為人的東西總是有他的弱點
[00:02:16.000 --> 00:02:18.000]  這也是我們基督徒的基本看法
[00:02:18.000 --> 00:02:20.000]  我希望在一張紙的範圍之內
[00:02:20.000 --> 00:02:22.000]  能夠講到這裡
[00:02:22.000 --> 00:02:24.000]  然後跟大家講講
[00:02:24.000 --> 00:02:26.000]  我很鼓勵大家
[00:02:26.000 --> 00:02:28.000]  這幾堂也是
[00:02:28.000 --> 00:02:30.000]  用你現代的方法
[00:02:30.000 --> 00:02:32.000]  將我那部口試裡面
[00:02:32.000 --> 00:02:34.000]  即是剛剛派的
[00:02:34.000 --> 00:02:36.000]  評論儒道法那些
[00:02:36.000 --> 00:02:38.000]  預先看了它
[00:02:38.000 --> 00:02:40.000]  思想一下說得對不對
[00:02:40.000 --> 00:02:42.000]  或者有什麼不足的地方
[00:02:42.000 --> 00:02:44.000]  我們堂上互相研討就好
[00:02:44.000 --> 00:02:46.000]  中間是自錄的
[00:02:46.000 --> 00:02:48.000]  很多儒家者門學
[00:02:48.000 --> 00:02:50.000]  還沒有就來拿
[00:02:50.000 --> 00:02:52.000]  是不是每個人都有
[00:02:52.000 --> 00:02:54.000]  從論語之中
[00:02:54.000 --> 00:02:56.000]  順便一提有人主張讀論語
[00:02:56.000 --> 00:02:58.000]  不過這個是枝節問題
[00:02:58.000 --> 00:03:00.000]  無關思想的
[00:03:00.000 --> 00:03:02.000]  這個論不是說理論
[00:03:02.000 --> 00:03:04.000]  這麼上下的意思
[00:03:04.000 --> 00:03:06.000]  這個論其實就等於我們現在
[00:03:06.000 --> 00:03:08.000]  集體研討
[00:03:08.000 --> 00:03:10.000]  類似英文symposium
