
[00:00:00.000 --> 00:00:04.000]  早晨各位大英姊妹
[00:00:04.000 --> 00:00:10.000]  2017年好像我今天是第一次和大家見面
[00:00:10.000 --> 00:00:12.000]  是不是?我都不是很記得
[00:00:12.000 --> 00:00:14.000]  多久沒有回來
[00:00:14.000 --> 00:00:16.000]  我先報告一下行蹤
[00:00:16.000 --> 00:00:21.000]  我有一段時間,今年都要多一些時間
[00:00:21.000 --> 00:00:24.000]  在我們香港生命堂那裏
[00:00:24.000 --> 00:00:26.000]  來有一些服侍
[00:00:26.000 --> 00:00:33.000]  不過感謝主,邱牧師安排了我一個月都應該有一次機會
[00:00:33.000 --> 00:00:35.000]  回來和大家分享
[00:00:35.000 --> 00:00:42.000]  感謝主,今天可以聽見師班這麼感人的現場
[00:00:42.000 --> 00:00:47.000]  又有這麼好的這個,叫做什麼?Flute
[00:00:47.000 --> 00:00:51.000]  這個,我們真的給一點掌聲
[00:00:51.000 --> 00:00:58.000]  有時候禮拜堂裏面是太含蓄的,做得多好又沒有人拍掌
[00:00:58.000 --> 00:01:02.000]  應該給點鼓勵好一點
[00:01:02.000 --> 00:01:07.000]  今天和大家思想的是我們八福裏面的第一福
[00:01:07.000 --> 00:01:12.000]  如果你有聖經,歡迎你打開馬太夫音第五章
[00:01:12.000 --> 00:01:18.000]  邱牧師給了我一個很大挑戰的任務
[00:01:18.000 --> 00:01:23.000]  在2017裏面都和大家學習如何做天國人
[00:01:23.000 --> 00:01:28.000]  做天國人最基本是做八福人
[00:01:28.000 --> 00:01:32.000]  八福每一福到底是怎樣的一回事
[00:01:32.000 --> 00:01:38.000]  馬太寫給第一代的猶太基督徒
[00:01:38.000 --> 00:01:43.000]  讓他們能夠肯定自己所得到的新信仰
[00:01:43.000 --> 00:01:45.000]  其實並不是新的
[00:01:45.000 --> 00:01:52.000]  但是根據他們祖先列祖所有的那個允許
[00:01:52.000 --> 00:01:56.000]  在耶穌基督身上一脈相承的
[00:01:56.000 --> 00:02:00.000]  是見到上帝實現他的允許
[00:02:00.000 --> 00:02:04.000]  亦都是實現以色列的盼望
[00:02:04.000 --> 00:02:10.000]  揭開了人類最終極的那個新天新地
[00:02:10.000 --> 00:02:15.000]  天國的實現這個的序幕
[00:02:15.000 --> 00:02:22.000]  亦都讓教會真是理解到耶穌基督到底是哪一位
[00:02:22.000 --> 00:02:24.000]  他所為何事
[00:02:24.000 --> 00:02:27.000]  並且使這一班跟從耶穌基督的人
[00:02:27.000 --> 00:02:30.000]  無論是當代的猶太基督徒
[00:02:30.000 --> 00:02:37.000]  和後世的基督徒都在信仰和生活上得到指引
[00:02:37.000 --> 00:02:41.000]  所以福音書的作者最重要的
[00:02:41.000 --> 00:02:49.000]  就是要讓教會能夠去理解到耶穌基督並他所成就的事
[00:02:49.000 --> 00:02:57.000]  然後是讓他們世世代代懂得來遵循上帝的心意
[00:02:57.000 --> 00:03:00.000]  馬太福音一共有28章
[00:03:00.000 --> 00:03:04.000]  這28章裡面是很清楚的那個結構
[00:03:04.000 --> 00:03:07.000]  是分成術士
[00:03:07.000 --> 00:03:10.000]  然後是講論
[00:03:10.000 --> 00:03:13.000]  術士講論
[00:03:13.000 --> 00:03:16.000]  用英文來講就是所謂的narrative discourse
[00:03:16.000 --> 00:03:21.000]  我們今天思想的就是頭一個的所謂的discourse
[00:03:21.000 --> 00:03:24.000]  耶穌基督所講的
[00:03:24.000 --> 00:03:27.000]  由第四章開始
[00:03:27.000 --> 00:03:29.000]  已經讓我們看到主耶穌基督
[00:03:29.000 --> 00:03:32.000]  他出來工作的時候
[00:03:32.000 --> 00:03:35.000]  他就來宣告
[00:03:35.000 --> 00:03:38.000]  來宣講
[00:03:38.000 --> 00:03:42.000]  耶穌基督的宣告是說天國近了
[00:03:42.000 --> 00:03:45.000]  你們應當悔改
[00:03:45.000 --> 00:03:50.000]  而在這個登山寶墳是在第五章出現
[00:03:50.000 --> 00:03:52.000]  有時候我們有一個錯覺
[00:03:52.000 --> 00:03:57.000]  以為這個就是第四章耶穌基督到處傳道
[00:03:57.000 --> 00:04:00.000]  之外之後才發生的事
[00:04:00.000 --> 00:04:02.000]  其實不是
[00:04:02.000 --> 00:04:05.000]  而是這一段山上的寶墳
[00:04:05.000 --> 00:04:09.000]  主耶穌在他一直宣講天國的道的時候
[00:04:09.000 --> 00:04:13.000]  聽到的人後來將他錄下來
[00:04:13.000 --> 00:04:17.000]  到底這個記錄是好像現在講道
[00:04:17.000 --> 00:04:22.000]  有人在撿筆連我的什麼語氣都寫完了
[00:04:22.000 --> 00:04:25.000]  還是聽了道的人
[00:04:25.000 --> 00:04:29.000]  將道的精華濃縮
[00:04:29.000 --> 00:04:31.000]  用這些好像格言的方式
[00:04:31.000 --> 00:04:33.000]  有福了有福了有福了
[00:04:33.000 --> 00:04:36.000]  很工整地寫出來
[00:04:36.000 --> 00:04:42.000]  學者研究相信多數是經過精深的編輯
[00:04:42.000 --> 00:04:45.000]  將重點寄下來
[00:04:45.000 --> 00:04:47.000]  既然是這樣的話
[00:04:47.000 --> 00:04:51.000]  所說的都是耶穌基督說過的內容
[00:04:51.000 --> 00:04:57.000]  也都是帶著主耶穌基督所說的話的權威
[00:04:57.000 --> 00:04:59.000]  山上的寶墳
[00:04:59.000 --> 00:05:01.000]  開始的時候是這樣講
[00:05:01.000 --> 00:05:03.000]  是有四方八面的人來到
[00:05:03.000 --> 00:05:05.000]  而當他們來到
[00:05:05.000 --> 00:05:07.000]  滿土都來到
[00:05:07.000 --> 00:05:10.000]  耶穌就上了山上
[00:05:10.000 --> 00:05:14.000]  坐下開口教訓滿土說
[00:05:14.000 --> 00:05:18.000]  有人說這個一幕的擺設
[00:05:18.000 --> 00:05:21.000]  就好像叫人回想到
[00:05:21.000 --> 00:05:24.000]  當以色列百姓從埃及出來
[00:05:24.000 --> 00:05:27.000]  在西乃山的時候
[00:05:27.000 --> 00:05:31.000]  上主親自來到山上
[00:05:31.000 --> 00:05:34.000]  將這個律法
[00:05:34.000 --> 00:05:37.000]  將這個十誡來頒刺他的子民
[00:05:37.000 --> 00:05:41.000]  是有一個互相呼應的情景
[00:05:41.000 --> 00:05:45.000]  這位從天上來的尼塞亞耶穌基督
[00:05:45.000 --> 00:05:47.000]  他在這個山上
[00:05:47.000 --> 00:05:48.000]  他坐下
[00:05:48.000 --> 00:05:50.000]  就好像這個猶太拉比
[00:05:50.000 --> 00:05:54.000]  猶太拉比有權威的來宣講上帝的說話
[00:05:54.000 --> 00:05:56.000]  開口來講
[00:05:56.000 --> 00:05:59.000]  所以有人說這個山上的寶墳
[00:05:59.000 --> 00:06:02.000]  乃是天國的憲章
[00:06:02.000 --> 00:06:04.000]  第一句的說話
[00:06:04.000 --> 00:06:08.000]  是虛心的人有福料
[00:06:08.000 --> 00:06:12.000]  因為天國是他們的
[00:06:12.000 --> 00:06:15.000]  在這段說話裡面
[00:06:15.000 --> 00:06:17.000]  是講到天國
[00:06:17.000 --> 00:06:21.000]  我想我們今天在今生今世的基督徒
[00:06:21.000 --> 00:06:23.000]  是有必要、有義務
[00:06:23.000 --> 00:06:25.000]  重新去明白
[00:06:25.000 --> 00:06:28.000]  天國到底所講的是什麼
[00:06:28.000 --> 00:06:31.000]  在福音書裡面有兩個說法
[00:06:31.000 --> 00:06:33.000]  一個叫做天國
[00:06:33.000 --> 00:06:35.000]  一個叫做上帝國
[00:06:35.000 --> 00:06:37.000]  是一二二、二二一
[00:06:37.000 --> 00:06:40.000]  不過我們華人基督徒
[00:06:40.000 --> 00:06:43.000]  往往是側重了天
[00:06:43.000 --> 00:06:48.000]  而那個天將它變成一個來生
[00:06:48.000 --> 00:06:51.000]  將它變成一個另外的境界
[00:06:51.000 --> 00:06:53.000]  到底是不是這樣呢
[00:06:53.000 --> 00:06:57.000]  我相信裡面都是有它的價值和意義的
[00:06:57.000 --> 00:06:59.000]  如果我們知道我們有來生
[00:06:59.000 --> 00:07:01.000]  知道我們有另外一個地方去
[00:07:01.000 --> 00:07:04.000]  這個是固然給我們一個盼望
[00:07:04.000 --> 00:07:06.000]  但是如果我們的盼望
[00:07:06.000 --> 00:07:09.000]  只是一種將來式的
[00:07:09.000 --> 00:07:11.000]  或者是另外的地域式的
[00:07:11.000 --> 00:07:15.000]  那到底跟我們今天有什麼意義呢
[00:07:15.000 --> 00:07:18.000]  我覺得我們今天活在這個世代
[00:07:18.000 --> 00:07:21.000]  我們有必要去認識到
[00:07:21.000 --> 00:07:24.000]  原來天國、上帝的國
[00:07:24.000 --> 00:07:27.000]  與其說是一個的時間
[00:07:27.000 --> 00:07:28.000]  一個的地方
[00:07:28.000 --> 00:07:33.000]  不如說是一個的管治權的轉型
[00:07:33.000 --> 00:07:37.000]  如果上帝今天不是我生命裡面的主宰
[00:07:37.000 --> 00:07:39.000]  我將來要去的那個地方
[00:07:39.000 --> 00:07:41.000]  其實都和我沒有什麼關係
