
[00:00:00.000 --> 00:00:03.500]  我們今天要開始一個新的系列
[00:00:03.500 --> 00:00:05.500]  就是《使徒行傳》
[00:00:05.500 --> 00:00:09.500]  其實今年我們說的兩本書都是賦予行動
[00:00:09.500 --> 00:00:12.000]  一本是舊約 一本是新約
[00:00:12.000 --> 00:00:14.500]  舊約就是《約書亞記》
[00:00:14.500 --> 00:00:16.500]  為什麼會賦予行動?
[00:00:16.500 --> 00:00:19.500]  因為以色列人進入迦蘭地
[00:00:19.500 --> 00:00:21.500]  那裡是未得之地
[00:00:21.500 --> 00:00:25.500]  所以賦予行動要征服那未得之地
[00:00:25.500 --> 00:00:32.500]  使徒行傳 耶穌基督教門徒是要從耶路撒冷到猶大全地
[00:00:32.500 --> 00:00:35.500]  撒瑪利亞 然後去到地極
[00:00:35.500 --> 00:00:37.500]  都是有很多未得之地
[00:00:37.500 --> 00:00:40.500]  所以一樣是賦予行動
[00:00:40.500 --> 00:00:46.500]  我們今天就看看早期的教會是怎樣來推行大使命
[00:00:46.500 --> 00:00:50.500]  今天當然是要說使徒行傳的介紹
[00:00:50.500 --> 00:00:52.500]  我以前都說過
[00:00:52.500 --> 00:00:56.500]  我每一本書開始介紹的時候
[00:00:56.500 --> 00:00:59.500]  我都叫它為何要讀什麼書
[00:00:59.500 --> 00:01:01.500]  為何要讀《約書亞記》
[00:01:01.500 --> 00:01:04.500]  為何要讀使徒行傳
[00:01:04.500 --> 00:01:09.500]  如果你只想知道這本書大概是說什麼
[00:01:09.500 --> 00:01:11.500]  你想得到一個中覽
[00:01:11.500 --> 00:01:16.500]  你只聽這篇為何要讀使徒行傳就可以
[00:01:16.500 --> 00:01:19.500]  但是如果你說想知道在使徒行傳
[00:01:19.500 --> 00:01:23.500]  每一本書細節的內容是說什麼
[00:01:23.500 --> 00:01:27.500]  你就要聽完全部使徒行傳的系列
[00:01:27.500 --> 00:01:31.500]  使徒行傳是在新約的第五部書
[00:01:31.500 --> 00:01:33.500]  是跟著四復印
[00:01:33.500 --> 00:01:38.500]  跟著馬太 馬可 路加 約翰的第五部書
[00:01:38.500 --> 00:01:42.500]  使徒行傳我們相信最初的時候是沒有名字
[00:01:42.500 --> 00:01:46.500]  希臘的聖經給使徒行傳的名字就是
[00:01:46.500 --> 00:01:49.500]  Hen-dʒun(行傳)
[00:01:49.500 --> 00:01:52.500]  Praxis(希臘文)的名字
[00:01:52.500 --> 00:01:55.500]  什麼意思呢?就是事蹟
[00:01:55.500 --> 00:01:59.500]  通常是毀人的事蹟
[00:01:59.500 --> 00:02:03.500]  後來才加上使徒這個字
[00:02:03.500 --> 00:02:05.500]  變成使徒行傳
[00:02:05.500 --> 00:02:08.500]  就是The Acts of the Apostles(使徒行傳)
[00:02:08.500 --> 00:02:13.500]  使徒行傳是有關早期教會領袖的事蹟
[00:02:13.500 --> 00:02:16.500]  第一個就是彼得
[00:02:16.500 --> 00:02:19.500]  在《述語使徒行傳》的1至12章
[00:02:19.500 --> 00:02:22.500]  就是說到彼得的事蹟
[00:02:22.500 --> 00:02:25.500]  保羅就是跟著彼得
[00:02:25.500 --> 00:02:29.500]  在《述語使徒行傳》的13至28章
[00:02:29.500 --> 00:02:31.500]  就是說到保羅的事蹟
[00:02:31.500 --> 00:02:34.500]  相信這本書更好的名字
[00:02:34.500 --> 00:02:39.500]  是聖靈透過使徒的行傳
[00:02:39.500 --> 00:02:44.500]  因為聖靈的工作是非常非常重要
[00:02:44.500 --> 00:02:48.500]  比任何人能夠做的事工還要重要
[00:02:48.500 --> 00:02:52.500]  是聖靈的帶領、聖靈的掌管、授權
[00:02:52.500 --> 00:02:56.500]  給使徒進行教會的工作
[00:02:56.500 --> 00:03:01.500]  我們看到由聖靈的帶領下
[00:03:01.500 --> 00:03:05.500]  教會的成長人數不斷增加
[00:03:05.500 --> 00:03:10.500]  無論是在於屬靈的質素和影響力
[00:03:10.500 --> 00:03:13.500]  都大大地增加了
[00:03:13.500 --> 00:03:17.500]  這本書所以真正的主角不是使徒
[00:03:17.500 --> 00:03:20.500]  真正的主角是神自己
[00:03:20.500 --> 00:03:23.500]  其實跟舊約的書本都是一樣
[00:03:23.500 --> 00:03:25.500]  主角就是神
[00:03:25.500 --> 00:03:29.500]  去到新約也是神
[00:03:29.500 --> 00:03:32.500]  但是神道成育身來到世上
[00:03:32.500 --> 00:03:34.500]  是耶穌基督的事工
[00:03:34.500 --> 00:03:38.500]  使徒行傳仍然都是神
[00:03:38.500 --> 00:03:41.500]  耶穌回到父的右手邊
[00:03:41.500 --> 00:03:45.500]  是由三位一體的第三位格的聖靈
[00:03:45.500 --> 00:03:48.500]  帶領使徒所做的事
[00:03:48.500 --> 00:03:52.500]  所以我們看到在聖經裡的主角是神
[00:03:52.500 --> 00:03:54.500]  你說配角呢
[00:03:54.500 --> 00:03:58.500]  或者是神用來做他的工具
[00:03:58.500 --> 00:04:01.500]  或者媒介又是些什麼
[00:04:01.500 --> 00:04:05.500]  在舊約的時候神是被以色列人律法
[00:04:05.500 --> 00:04:08.500]  不是要他們靠著律法得救
[00:04:08.500 --> 00:04:11.500]  加拉太書的第三章告訴我們
[00:04:11.500 --> 00:04:14.500]  從來沒有人靠律法得救
[00:04:14.500 --> 00:04:17.500]  律法是被人看到自己行不出
[00:04:17.500 --> 00:04:20.500]  自己不能夠滿足神的要求
[00:04:20.500 --> 00:04:24.500]  所以將我們的注意力歸向神
[00:04:24.500 --> 00:04:28.500]  去到新約就是耶穌基督來到世上
[00:04:28.500 --> 00:04:30.500]  為我們釘十字架
[00:04:30.500 --> 00:04:32.500]  這個工具就是十字架
[00:04:32.500 --> 00:04:34.500]  透過十字架的射序
[00:04:34.500 --> 00:04:36.500]  人是能夠得救
[00:04:36.500 --> 00:04:41.500]  使徒行傳神的工具又是什麼呢?
[00:04:41.500 --> 00:04:43.500]  首先是使徒
[00:04:43.500 --> 00:04:45.500]  接著就是教會
[00:04:45.500 --> 00:04:50.500]  是你和我繼續推行福音的工作
[00:04:50.500 --> 00:04:53.500]  如果你是喜歡舊約
[00:04:53.500 --> 00:04:56.500]  因為你看到舊約有很多很多的應許
[00:04:56.500 --> 00:04:58.500]  而這些應許都是實驗了
[00:04:58.500 --> 00:05:00.500]  應驗了在耶穌基督的身上
[00:05:00.500 --> 00:05:02.500]  你覺得很有意思
[00:05:02.500 --> 00:05:06.500]  你一定是會喜歡使徒行傳
[00:05:06.500 --> 00:05:10.500]  而使徒行傳的工作仍然在進行中
[00:05:10.500 --> 00:05:16.500]  你和我就在繼續推行福音的工作
[00:05:16.500 --> 00:05:22.500]  使徒行傳沒有說到作者是誰
[00:05:22.500 --> 00:05:24.500]  但是在開場白
[00:05:24.500 --> 00:05:27.500]  使徒行傳就是我們剛才讀的經文
[00:05:27.500 --> 00:05:29.500]  一章一節
[00:05:29.500 --> 00:05:31.500]  經文話題:阿非羅先生
[00:05:31.500 --> 00:05:33.500]  我已經寫了前書
[00:05:33.500 --> 00:05:37.500]  敘述耶穌開始所行所做的一切
[00:05:37.500 --> 00:05:41.500]  讓我們看到這本書原來是一本前書
[00:05:41.500 --> 00:05:45.500]  所以一般的學者都認為
[00:05:45.500 --> 00:05:49.500]  這本前書就是路加福音
[00:05:49.500 --> 00:05:52.500]  路加福音是前書
[00:05:52.500 --> 00:05:54.500]  使徒行傳就是後書
[00:05:54.500 --> 00:05:57.500]  其實本來兩本書是一本書
[00:05:57.500 --> 00:05:59.500]  所以我們看到
[00:05:59.500 --> 00:06:05.500]  都有同一位修信人提阿非羅先生
[00:06:05.500 --> 00:06:10.500]  所以我們知道路加福音的作者是誰
[00:06:10.500 --> 00:06:11.500]  是路加
[00:06:11.500 --> 00:06:14.500]  所以使徒行傳都是一樣
[00:06:14.500 --> 00:06:17.500]  作者並非其人就是路加
[00:06:17.500 --> 00:06:20.500]  他是一個歷史學家
[00:06:20.500 --> 00:06:23.500]  他還是保羅的私人醫生
[00:06:23.500 --> 00:06:26.500]  在哥羅西書的四章十四節告訴我們
[00:06:26.500 --> 00:06:28.500]  他是保羅的私人醫生
[00:06:28.500 --> 00:06:31.500]  路加福音和使徒行傳
[00:06:31.500 --> 00:06:34.500]  無論在文筆結構作風
[00:06:34.500 --> 00:06:36.500]  都是非常一致
[00:06:36.500 --> 00:06:38.500]  所以早期的教父
[00:06:38.500 --> 00:06:40.500]  教會的教父
[00:06:40.500 --> 00:06:45.500]  他們都一致認為路加就是使徒行傳的作者
[00:06:45.500 --> 00:06:50.500]  另外有早期的教會領袖耶遊米
[00:06:50.500 --> 00:06:56.500]  還有早期的著作叫做Muratorian Canon
[00:06:56.500 --> 00:06:59.500]  在公元170年成書
[00:06:59.500 --> 00:07:03.500]  都說路加就是使徒行傳的作者
[00:07:03.500 --> 00:07:07.500]  其實路加不是一個很出名的作者
[00:07:07.500 --> 00:07:11.500]  在聖經裡路加的名字只出現三次
[00:07:11.500 --> 00:07:15.500]  剛才我說的哥羅西書的四章十四節
[00:07:15.500 --> 00:07:18.500]  提摩太后書的四章十一節
[00:07:18.500 --> 00:07:22.500]  和肥理門書的二十四節
[00:07:22.500 --> 00:07:25.500]  肥理門書只有一章經文
[00:07:25.500 --> 00:07:27.500]  所以是二十四節
[00:07:27.500 --> 00:07:29.500]  都提到路加這個人
[00:07:29.500 --> 00:07:34.500]  除此以外其他的書信沒有提到路加
[00:07:34.500 --> 00:07:37.500]  如果你想冒認人的筆跡
[00:07:37.500 --> 00:07:40.500]  你也找個比較出名的作者來冒認
[00:07:40.500 --> 00:07:42.500]  路加不是那麼出名
[00:07:42.500 --> 00:07:46.500]  所以我不相信有人冒認路加的筆跡來寫使徒行傳
[00:07:46.500 --> 00:07:51.500]  我絕對相信使徒行傳是由路加來執筆
[00:07:51.500 --> 00:07:54.500]  收信人我們剛才也看到了
[00:07:54.500 --> 00:07:57.500]  就是提亞非羅大人
[00:07:57.500 --> 00:08:04.500]  提亞非羅這個名字是解釋愛神的人的意思
[00:08:04.500 --> 00:08:07.500]  這個名字在路加福音的一章一節
[00:08:07.500 --> 00:08:09.500]  和使徒行傳的一章一節
[00:08:09.500 --> 00:08:11.500]  都有記載
[00:08:11.500 --> 00:08:14.500]  其他的書信都沒有提到
[00:08:14.500 --> 00:08:16.500]  只出現兩次
[00:08:16.500 --> 00:08:19.500]  究竟這個人是一個信徒
[00:08:19.500 --> 00:08:23.500]  還是路加醫生想和他傳福音的一個對象呢
[00:08:23.500 --> 00:08:29.500]  不同的解經家聖經學者都有不同的意見
[00:08:29.500 --> 00:08:32.500]  但有一樣東西我們要注意的
[00:08:32.500 --> 00:08:36.500]  就是路加叫做提亞非羅大人
[00:08:36.500 --> 00:08:38.500]  在路加福音的一章一節
[00:08:38.500 --> 00:08:43.500]  在使徒行傳裡每叫一個人做大人
[00:08:43.500 --> 00:08:48.500]  這個人就是羅馬政府裡的一個高級官員
[00:08:48.500 --> 00:08:52.500]  在使徒行傳的二十四章二節
[00:08:52.500 --> 00:08:55.500]  保羅叫菲力斯做大人
[00:08:55.500 --> 00:08:57.500]  他是一個巡撫
[00:08:57.500 --> 00:09:00.500]  之後菲力斯退位之後
[00:09:00.500 --> 00:09:04.500]  是由一個叫做菲斯都的人來繼位
[00:09:04.500 --> 00:09:07.500]  使徒行傳的二十六章二十五節
[00:09:07.500 --> 00:09:09.500]  又是叫他做大人
[00:09:09.500 --> 00:09:12.500]  所以我們看到在使徒行傳裡
[00:09:12.500 --> 00:09:15.500]  叫大人的都是高級的官員
[00:09:15.500 --> 00:09:21.500]  而這個提亞非羅路加就叫他做大人
[00:09:21.500 --> 00:09:24.500]  也是因為這一點有很多人認為
[00:09:24.500 --> 00:09:27.500]  路加福音和使徒行傳
[00:09:27.500 --> 00:09:30.500]  都是保羅在羅馬入獄的時候
[00:09:30.500 --> 00:09:34.500]  路加為他預備的呈堂證供
[00:09:34.500 --> 00:09:37.500]  為他預備的辯護文件
[00:09:37.500 --> 00:09:39.500]  就是這兩本書
[00:09:39.500 --> 00:09:44.500]  所以是呈交給提亞非羅大人
[00:09:44.500 --> 00:09:47.500]  就是一個羅馬的高級官員
[00:09:47.500 --> 00:09:51.500]  路加醫生是歷史學家
[00:09:51.500 --> 00:09:53.500]  除了他是醫生之外
[00:09:53.500 --> 00:09:57.500]  所以他的寫作都是經過精心的研究
[00:09:57.500 --> 00:09:59.500]  考察才寫出來
[00:09:59.500 --> 00:10:03.500]  所以他很熟悉羅馬當時的律法
[00:10:03.500 --> 00:10:07.500]  他也很熟悉羅馬人的生活習慣
[00:10:07.500 --> 00:10:12.500]  他更加認識到巴勒斯坦、小亞、西亞
[00:10:12.500 --> 00:10:17.500]  和意大利所有地方的地理環境
[00:10:17.500 --> 00:10:20.500]  路加寫使徒行傳的時候
[00:10:20.500 --> 00:10:22.500]  他訪問了很多人
[00:10:22.500 --> 00:10:27.500]  他訪問了彼得、約翰和其他教會的領袖
[00:10:27.500 --> 00:10:30.500]  在使徒行傳的二十四章二十七節
[00:10:30.500 --> 00:10:36.500]  告訴我們保羅在蓋薩利亞被收監兩年的時候
[00:10:36.500 --> 00:10:41.500]  路加有很多機會去訪問教會的領袖
[00:10:41.500 --> 00:10:46.500]  例如肥力和他的女兒和其他很多領袖
[00:10:46.500 --> 00:10:50.500]  從他們身上得到很多有關教會的資料
[00:10:50.500 --> 00:10:56.500]  路加在使徒行傳中時時都用到「我們」這個字
