
[00:00:00.000 --> 00:00:23.000]  (音)
[00:00:23.000 --> 00:00:32.000]  今天想和大家用30分鐘的時間聽一篇很久以前保羅社給的書信
[00:00:32.000 --> 00:00:38.000]  那個時間雖然很久,但我覺得有個信息是給我們現在這個教會聽的
[00:00:38.000 --> 00:00:43.000]  講不講現在這幾個月的情況呢,我想都不需要重複什麼
[00:00:43.000 --> 00:00:47.000]  不是我們身外之事,都是影響我們每一個人的差不多
[00:00:47.000 --> 00:00:56.000]  有幾個姐姐,三個姐姐在外國,一個姐姐在澳門,我還有一個弟弟在香港
[00:00:56.000 --> 00:01:04.000]  我們六兄弟姐妹大約十年前就一起聚集過一次,從來都沒有再在一起
[00:01:04.000 --> 00:01:14.000]  一年前大家就談好,不如11月我們六個再一起吃一餐好的東西,去拜一山
[00:01:14.000 --> 00:01:21.000]  這些事情,不是安排了,誰知最近我們看到這樣的情況
[00:01:21.000 --> 00:01:27.000]  我在外國的姐姐就把機票改了做經台灣回澳門
[00:01:27.000 --> 00:01:33.000]  有個姐姐買了機票不能動的,就要經赤立角,不過是坐船去澳門
[00:01:33.000 --> 00:01:38.000]  就是沒有人夠膽留在香港,所以就是影響我們的
[00:01:38.000 --> 00:01:43.000]  另外我還有一個很好的舊同學,她從加拿大回來香港
[00:01:43.000 --> 00:01:50.000]  澳門,覺得適合一點,不過因為近期發生的情況
[00:01:50.000 --> 00:01:59.000]  就決定回到加拿大長住,久不久回來香港和澳門
[00:01:59.000 --> 00:02:05.000]  另外早幾個星期我要去一同教會講道,有個負責人打電話給我
[00:02:05.000 --> 00:02:16.000]  她說很感謝你來,孫廣辰的說話,有些事情可不可以麻煩你,希望你講道不要涉及政治
[00:02:16.000 --> 00:02:23.000]  這幾個月我們已經貼身,不只是看報紙
[00:02:23.000 --> 00:02:30.000]  我思考當中有些人連群組都脫了幾個,朋友都不見了去吃飯
[00:02:30.000 --> 00:02:38.000]  吃飯她叫你去那餐廳,你卻說不去那餐廳,看看你什麼顏色的衣服
[00:02:38.000 --> 00:02:46.000]  影響到我們整個城市,Kyoto都沒有例外
[00:02:46.000 --> 00:02:52.000]  有一個感覺是怎樣,我看看能不能講得更大
[00:02:52.000 --> 00:03:00.000]  我們只不過希望很快,早上起床,紅綠燈是有效的,不要打爛
[00:03:00.000 --> 00:03:10.000]  我希望我們去完酒後回家,門口有鐵路回家,上巴士不會被查我們
[00:03:10.000 --> 00:03:16.000]  晚上很吵很吵突然間聞到一些很不想聞的氣味
[00:03:16.000 --> 00:03:22.000]  我們只不過希望這樣,我們希望教會的人不要吵得太吵
[00:03:22.000 --> 00:03:28.000]  大家多年認識,不要為這些事面阻阻
