
[00:00:00.000 --> 00:00:05.000]  此錄音或錄影的版權是屬基督教宣導會不過堂所有
[00:00:05.000 --> 00:00:08.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:08.000 --> 00:00:11.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:11.000 --> 00:00:14.000]  懇請注意未經授權請勿轉錄
[00:00:14.000 --> 00:00:17.000]  或者剪輯本錄音或錄影
[00:00:17.000 --> 00:00:19.000]  各位弟兄姊妹平安
[00:00:19.000 --> 00:00:25.000]  感謝神給我們最後機會在神的家中一起敬拜
[00:00:25.000 --> 00:00:30.000]  我也很久沒有來SetPoint見到很多熟悉的面孔
[00:00:30.000 --> 00:00:33.000]  弟兄姊妹我們感恩可以一起敬拜神
[00:00:33.000 --> 00:00:36.000]  大家知道今天是一個比較特別的日子
[00:00:36.000 --> 00:00:42.000]  今天是我們教會的73週年的堂慶主日
[00:00:42.000 --> 00:00:48.000]  我們都會在這個時候想念到很多我們的先輩、前輩
[00:00:48.000 --> 00:00:53.000]  他們如何在艱辛當中開展了教會的服事
[00:00:53.000 --> 00:00:55.000]  我講一點點歷史
[00:00:55.000 --> 00:00:59.000]  大家知道73年之前的10月12日
[00:00:59.000 --> 00:01:03.000]  就是北宣的開堂日
[00:01:03.000 --> 00:01:06.000]  明天的日子
[00:01:06.000 --> 00:01:09.000]  當時很多人都會問
[00:01:09.000 --> 00:01:12.000]  為什麼會有人來到這個地方傳福音呢?
[00:01:12.000 --> 00:01:15.000]  其實大家如果留心一些香港的歷史
[00:01:15.000 --> 00:01:18.000]  你會知道在50年代的時候
[00:01:18.000 --> 00:01:21.000]  因為中國內地的政權的轉變
[00:01:21.000 --> 00:01:24.000]  所以大量的難民湧來香港
[00:01:24.000 --> 00:01:30.000]  而香港政府當時就將難民集中在一條頸嶺的地方
[00:01:30.000 --> 00:01:34.000]  那裡變成一個難民集中營的地方
[00:01:34.000 --> 00:01:38.000]  那個地方大家不要以為現在很快地鐵兩步就去到了
[00:01:38.000 --> 00:01:41.000]  其實當時是一些很荒蕪的山嶺
[00:01:41.000 --> 00:01:45.000]  是沒有交通工具去到那個地方
[00:01:45.000 --> 00:01:47.000]  我們稱為「條頸嶺」
[00:01:47.000 --> 00:01:53.000]  其實因為這個地方以前的名稱叫「條頸嶺」
[00:01:53.000 --> 00:01:55.000]  因為荒蕪的山嶺
[00:01:55.000 --> 00:01:59.000]  所有人自殺就躲在那裡吊頸
[00:01:59.000 --> 00:02:01.000]  當時的難民在那個地方
[00:02:01.000 --> 00:02:03.000]  你可以想像是很艱難的生活
[00:02:03.000 --> 00:02:07.000]  但是當時的九龍塘宣道會的背崗道牧師
[00:02:07.000 --> 00:02:09.000]  大同婦女會的姐妹們
[00:02:09.000 --> 00:02:13.000]  他們就去這個營地救濟
[00:02:13.000 --> 00:02:17.000]  去關心也在當地傳福音
[00:02:17.000 --> 00:02:21.000]  後來他們就邀請宣道會的西差會同工
[00:02:21.000 --> 00:02:25.000]  就在那裡開設了教會的工作
[00:02:25.000 --> 00:02:27.000]  感謝上帝的工作
[00:02:27.000 --> 00:02:30.000]  是當時人以為是最艱難的日子
[00:02:30.000 --> 00:02:33.000]  但是最多人信主的日子
[00:02:33.000 --> 00:02:35.000]  短短兩年之間
[00:02:35.000 --> 00:02:39.000]  教會又超過二千人信主
[00:02:39.000 --> 00:02:43.000]  我想到今天都未必有這樣的情況
[00:02:43.000 --> 00:02:45.000]  很多人信主
[00:02:45.000 --> 00:02:48.000]  但是在信主之後就發覺很困難
[00:02:48.000 --> 00:02:52.000]  但是也有神所興起的牧者
[00:02:52.000 --> 00:02:57.000]  教會開始了一個當時的宣道聖經學校
[00:02:57.000 --> 00:03:01.000]  他們訓練神學生來承擔很多牧職的工作
[00:03:01.000 --> 00:03:04.000]  這些神學生在暑假期間
[00:03:04.000 --> 00:03:08.000]  本來應該馬上找機會去賺點錢
[00:03:08.000 --> 00:03:09.000]  生活很艱難
[00:03:09.000 --> 00:03:12.000]  他們都是當地的一些居民
[00:03:12.000 --> 00:03:14.000]  一些逃離香港的難民
[00:03:14.000 --> 00:03:18.000]  但是他們全部都願意用那段時間
[00:03:18.000 --> 00:03:20.000]  在香港四處去走
[00:03:20.000 --> 00:03:22.000]  說要能夠傳福音
[00:03:22.000 --> 00:03:25.000]  其中一班就來了北角
[00:03:25.000 --> 00:03:28.000]  當時來北角都很艱難
[00:03:28.000 --> 00:03:29.000]  沒有交通
[00:03:29.000 --> 00:03:31.000]  搭船搭一些街道
[00:03:31.000 --> 00:03:32.000]  來到這個地方
[00:03:32.000 --> 00:03:35.000]  來到北角碼頭地區傳福音
[00:03:35.000 --> 00:03:40.000]  有很多朋友是當時的信徒主
[00:03:40.000 --> 00:03:42.000]  經過一段時間之後
[00:03:42.000 --> 00:03:45.000]  這班神農生要回到學校上課
[00:03:45.000 --> 00:03:50.000]  但是有很多信徒主的北角的街坊怎麼辦呢?
[00:03:50.000 --> 00:03:53.000]  神就安排一些宣教士和一些弟兄姊妹
[00:03:53.000 --> 00:03:58.000]  就在這個地方開始了宣道會北角堂
[00:03:58.000 --> 00:04:04.000]  他們當時租用了在北角道十四號的地方
[00:04:04.000 --> 00:04:07.000]  在現在北角道麻布道交界的地方
[00:04:07.000 --> 00:04:12.000]  租用了一個地下單位開始教會崇拜
[00:04:12.000 --> 00:04:17.000]  在當時我自己都未曾參與教會
[00:04:17.000 --> 00:04:20.000]  但是後來看到有關的消息的時候
[00:04:20.000 --> 00:04:22.000]  我的心是很感動的
[00:04:22.000 --> 00:04:25.000]  是很多的前人
[00:04:25.000 --> 00:04:28.000]  他們是真的付上了很大的代價
[00:04:28.000 --> 00:04:35.000]  很辛勞去帶領在這個地區的人認識住
[00:04:35.000 --> 00:04:39.000]  他們當時每一天都在北角碼頭的地方
[00:04:39.000 --> 00:04:43.000]  是趁著很多船隻下船上船
[00:04:43.000 --> 00:04:44.000]  很多的乘客
[00:04:44.000 --> 00:04:46.000]  亦都有些時候傍晚的時候
[00:04:46.000 --> 00:04:48.000]  很多人在乘涼的時候
[00:04:48.000 --> 00:04:55.000]  就會公開用一些手風琴去拉奏
[00:04:55.000 --> 00:04:57.000]  吸引一些人來聽福音
[00:04:57.000 --> 00:05:00.000]  在這個過程當中很多人信了主
[00:05:00.000 --> 00:05:07.000]  我自己是1969年來到北角宣道會的
[00:05:07.000 --> 00:05:08.000]  當時我來到的時候
[00:05:08.000 --> 00:05:11.000]  心裏面開始知道一些歷史
[00:05:11.000 --> 00:05:13.000]  心裡就很感動
[00:05:13.000 --> 00:05:15.000]  我知道如果不是有一群人
[00:05:15.000 --> 00:05:20.000]  今天我都不會可以像今天那麼順遂
[00:05:20.000 --> 00:05:21.000]  不過到十四號
[00:05:21.000 --> 00:05:22.000]  不知道大家有沒有留意
[00:05:22.000 --> 00:05:25.000]  今天已經是完全北角北堂了
[00:05:25.000 --> 00:05:27.000]  不過當你經過的時候
[00:05:27.000 --> 00:05:29.000]  你會發現一座建築物
[00:05:29.000 --> 00:05:31.000]  外面寫了四個大英文字母
[00:05:31.000 --> 00:05:34.000]  叫做NPAC
[00:05:34.000 --> 00:05:35.000]  什麼是NPAC?
[00:05:35.000 --> 00:05:37.000]  北角宣道會
[00:05:37.000 --> 00:05:39.000]  North Point Alliance Church
[00:05:39.000 --> 00:05:42.000]  為什麼還有這間教會呢?
[00:05:42.000 --> 00:05:45.000]  當然已經不是以前的教會
[00:05:45.000 --> 00:05:49.000]  已經全棟建築物都已經拆卸重建了
[00:05:49.000 --> 00:05:51.000]  但是剛好建了一座建築物
[00:05:51.000 --> 00:05:57.000]  這座建築物的英文名就是NPAC
[00:05:57.000 --> 00:06:00.000]  大家可能經過的時候會看到
[00:06:00.000 --> 00:06:01.000]  我們都會問一個問題
[00:06:01.000 --> 00:06:06.000]  為什麼上帝會這樣做呢?
[00:06:06.000 --> 00:06:09.000]  或者是神要我們不要忘記
[00:06:09.000 --> 00:06:12.000]  在那個地方有一群人
[00:06:12.000 --> 00:06:15.000]  他們是付上生命的代價
[00:06:15.000 --> 00:06:17.000]  他們毀身在福音上面
[00:06:17.000 --> 00:06:20.000]  來建立教會
[00:06:20.000 --> 00:06:23.000]  而我們今天不是在那個地方聚會
[00:06:23.000 --> 00:06:24.000]  但是經過的時候
[00:06:24.000 --> 00:06:30.000]  都要再思想神自己的恩惠
[00:06:30.000 --> 00:06:33.000]  今天是北村家的堂慶崇拜
[00:06:33.000 --> 00:06:34.000]  大家知道崇拜
[00:06:34.000 --> 00:06:37.000]  當然主日崇拜我們常常都有參與
[00:06:37.000 --> 00:06:40.000]  但是堂慶是一個慶祝
[00:06:40.000 --> 00:06:44.000]  那你說慶祝什麼呢?
[00:06:44.000 --> 00:06:48.000]  慶祝這間教會在這個地方73年
[00:06:48.000 --> 00:06:50.000]  沒錯是慶祝這間教會
[00:06:50.000 --> 00:06:52.000]  但是教會是什麼呢?
[00:06:52.000 --> 00:06:55.000]  教會就是神的子民
[00:06:55.000 --> 00:06:57.000]  就是我們
[00:06:57.000 --> 00:06:59.000]  我們就是教會
[00:06:59.000 --> 00:07:02.000]  所以今天如果說是堂慶
[00:07:02.000 --> 00:07:08.000]  你可以說今天都是我們的生日慶祝
[00:07:08.000 --> 00:07:14.000]  所以和你旁邊的弟兄姊妹說聲生日快樂
[00:07:14.000 --> 00:07:17.000]  各位北村家弟兄姊妹生日快樂
[00:07:17.000 --> 00:07:19.000]  祝福我們教會
