
[00:00:00.000 --> 00:00:02.000]  各位頂姐妹 晚安
[00:00:02.000 --> 00:00:03.000]  (晚安)
[00:00:03.000 --> 00:00:07.000]  我平時叫她做慧蓮的
[00:00:07.000 --> 00:00:08.000]  為什麼呢?
[00:00:08.000 --> 00:00:13.000]  因為我太太和我以前在學園傳道會做同工
[00:00:13.000 --> 00:00:16.000]  我太太跟著她去謀生
[00:00:16.000 --> 00:00:20.000]  所以我很尊敬張牧師
[00:00:20.000 --> 00:00:22.000]  其實我自己心底裡
[00:00:22.000 --> 00:00:24.000]  還有她的先生Daniel
[00:00:24.000 --> 00:00:28.000]  德強就是我師弟
[00:00:28.000 --> 00:00:31.000]  不過放心
[00:00:31.000 --> 00:00:36.000]  他只不過是我一年
[00:00:36.000 --> 00:00:39.000]  應該是我在中神讀書的時候
[00:00:39.000 --> 00:00:42.000]  他就辭我一屆畢業
[00:00:42.000 --> 00:00:45.000]  德強和我說在這個Camp裡面
[00:00:45.000 --> 00:00:48.000]  主要想講這個生命記
[00:00:48.000 --> 00:00:52.000]  剛才張牧師介紹生命記在我的研究範圍
[00:00:52.000 --> 00:00:54.000]  其實我在英國讀書的時候
[00:00:54.000 --> 00:00:56.000]  我的研究範圍是歷代誌
[00:00:56.000 --> 00:00:58.000]  不過要看得明歷代誌
[00:00:58.000 --> 00:01:02.000]  必須要看得明生命記才能解到歷代誌
[00:01:02.000 --> 00:01:04.000]  所以略略有少少研究
[00:01:04.000 --> 00:01:06.000]  但不是很深入
[00:01:06.000 --> 00:01:10.000]  我也很想透過今晚和大家一起分享
[00:01:10.000 --> 00:01:13.000]  這個生命記上帝的話語
[00:01:13.000 --> 00:01:16.000]  我們開始之前有個祈禱
[00:01:16.000 --> 00:01:19.000]  親愛的天父 多謝你
[00:01:19.000 --> 00:01:23.000]  因為你啟示你的話語給我們
[00:01:23.000 --> 00:01:27.000]  讓我們知道這卷是非常重要的書卷
[00:01:27.000 --> 00:01:31.000]  求主你藉著這卷書卷和我們說話
[00:01:31.000 --> 00:01:34.000]  你吩咐我們以色列人要聽
[00:01:34.000 --> 00:01:37.000]  耶和華我們神是獨一的主
[00:01:37.000 --> 00:01:39.000]  我們一群屬神的子民
[00:01:39.000 --> 00:01:42.000]  都是真正的以色列人
[00:01:42.000 --> 00:01:46.000]  我們的眼目 我們的耳朵要聽清楚你的恩言
[00:01:46.000 --> 00:01:49.000]  就讓你今晚給我們發沉的耳朵
[00:01:49.000 --> 00:01:52.000]  即是黑眼能夠挪開
[00:01:52.000 --> 00:01:56.000]  讓我們的心田能夠保守一個柔軟的土壤
[00:01:56.000 --> 00:01:58.000]  去到勝在你永恆的道
[00:01:58.000 --> 00:02:01.000]  也幫助孩子講解得清楚明白
[00:02:01.000 --> 00:02:04.000]  我們同心領受今天的訊息
[00:02:04.000 --> 00:02:07.000]  禱告是奉耶穌基督的名求 阿們
[00:02:07.000 --> 00:02:12.000]  我們今晚主要會說生命記
[00:02:12.000 --> 00:02:15.000]  和明晚也會說生命記
[00:02:15.000 --> 00:02:18.000]  但是我們選取的經文
[00:02:18.000 --> 00:02:21.000]  大家的刑訊六章我都會提到
[00:02:21.000 --> 00:02:24.000]  因為無可避免地讀生命記
[00:02:24.000 --> 00:02:27.000]  一定要讀到六章四節
[00:02:27.000 --> 00:02:31.000]  六章四節我可以說是整個猶太教徒
[00:02:31.000 --> 00:02:34.000]  主要的我們可以說是信經
[00:02:34.000 --> 00:02:36.000]  如果你認識猶太主義
[00:02:36.000 --> 00:02:39.000]  他們就沒有基督教那麼多信經
[00:02:39.000 --> 00:02:41.000]  基督教有使徒信經 有尼西亞信經
[00:02:41.000 --> 00:02:44.000]  有加敦信經 很多不同的信經
[00:02:44.000 --> 00:02:47.000]  但是猶太教徒基本上是沒有什麼信經
[00:02:47.000 --> 00:02:50.000]  你姑且都可以找一個信經給他的話
[00:02:50.000 --> 00:02:53.000]  我們就可以說是生命記的六章四到五節
[00:02:53.000 --> 00:02:55.000]  就是他們的信經
[00:02:55.000 --> 00:02:57.000]  他們的信經就告訴你
[00:02:57.000 --> 00:03:00.000]  以色列你們要聽
[00:03:00.000 --> 00:03:04.000]  其實和合本的次序有一點倒轉
[00:03:04.000 --> 00:03:08.000]  倒轉就是一開始不是說以色列先的
[00:03:08.000 --> 00:03:11.000]  一開始就是原文讀成Shema
[00:03:11.000 --> 00:03:14.000]  Shema就是聽
[00:03:14.000 --> 00:03:16.000]  這個就是很出名
[00:03:16.000 --> 00:03:19.000]  通常六章四節他給了一個名字
[00:03:19.000 --> 00:03:22.000]  猶太人就稱之為Shema
[00:03:22.000 --> 00:03:24.000]  跟我讀一次 好嗎?
[00:03:24.000 --> 00:03:28.000]  Shema 如果你和猶太教徒說
[00:03:28.000 --> 00:03:30.000]  請你唸中Shema
[00:03:30.000 --> 00:03:33.000]  他就馬上和你Shema Israel Adonai Eloheilu
[00:03:33.000 --> 00:03:36.000]  這樣說出來
[00:03:36.000 --> 00:03:41.000]  但是他這段經文之所以重要
[00:03:41.000 --> 00:03:47.000]  原因就是以色列民只能夠敬拜一個神
[00:03:47.000 --> 00:03:50.000]  這是六章四節的主要意思
[00:03:50.000 --> 00:03:53.000]  我們神是獨一的主
[00:03:53.000 --> 00:03:55.000]  當然我們要了解這個一
[00:03:55.000 --> 00:03:59.000]  就不代表其他神明不存在
[00:03:59.000 --> 00:04:01.000]  我舉個例子你就明白了
[00:04:01.000 --> 00:04:05.000]  我要介紹我自己是有一個老婆
[00:04:05.000 --> 00:04:07.000]  和有一個女兒
[00:04:07.000 --> 00:04:09.000]  我老婆是一個
[00:04:09.000 --> 00:04:13.000]  就不代表其他女人不存在
[00:04:13.000 --> 00:04:16.000]  只不過在眾多樹木當中
[00:04:16.000 --> 00:04:18.000]  我就揀選了
[00:04:18.000 --> 00:04:20.000]  可能她也揀選了我
[00:04:20.000 --> 00:04:23.000]  和我老婆結婚
[00:04:23.000 --> 00:04:27.000]  從此我一生人只能和一個女人
[00:04:27.000 --> 00:04:29.000]  去到發生愛的關係
[00:04:29.000 --> 00:04:31.000]  和她發生愛的關係
[00:04:31.000 --> 00:04:34.000]  所以其他女性在我面前
[00:04:34.000 --> 00:04:38.000]  就變得不再在愛的關係裡不再重要
[00:04:38.000 --> 00:04:40.000]  和絕對不關事
[00:04:40.000 --> 00:04:43.000]  這個一就不代表其他神明不存在
[00:04:43.000 --> 00:04:45.000]  當然黃大仙或者是觀音
[00:04:45.000 --> 00:04:47.000]  都有祂背後的勢力
[00:04:47.000 --> 00:04:50.000]  那個勢力都是正常的
[00:04:50.000 --> 00:04:53.000]  但是我們知道我們作為基督徒
[00:04:53.000 --> 00:04:56.000]  只能夠和一位上帝
[00:04:56.000 --> 00:04:59.000]  發生文約性和愛的關係
[00:04:59.000 --> 00:05:01.000]  所以面對一個這樣的上帝
[00:05:01.000 --> 00:05:05.000]  祂的一就不是用一個我們叫做
[00:05:05.000 --> 00:05:07.000]  存在性去了解的一
[00:05:07.000 --> 00:05:11.000]  那個一是用一種叫做關係性去理解的
[00:05:11.000 --> 00:05:13.000]  而這個關係性同樣地
[00:05:13.000 --> 00:05:15.000]  在第五節有講的
[00:05:15.000 --> 00:05:17.000]  那個關係就是一個叫做
[00:05:17.000 --> 00:05:21.000]  盡心盡性盡力用愛的關係
[00:05:21.000 --> 00:05:24.000]  去了解那個一
[00:05:24.000 --> 00:05:28.000]  這個愛我們絕對不要誤會
[00:05:28.000 --> 00:05:31.000]  是一個叫做感受性的愛
[00:05:31.000 --> 00:05:35.000]  這個愛是一個命令性的愛
[00:05:35.000 --> 00:05:39.000]  怎樣表達這個愛真是為之愛人呢
[00:05:39.000 --> 00:05:41.000]  或者叫做愛神呢
[00:05:41.000 --> 00:05:44.000]  我們等一下詮釋下面聖經的時候
[00:05:44.000 --> 00:05:45.000]  我們就會分解
[00:05:45.000 --> 00:05:48.000]  不過我們六章四節到五節
[00:05:48.000 --> 00:05:50.000]  大概我們可以這樣理解
[00:05:50.000 --> 00:05:54.000]  基於這個叫做生命記主要的前提
[00:05:54.000 --> 00:05:57.000]  我們就可以探討兩段經文
