
[00:00:00.000 --> 00:00:05.120]  不知道大家有沒有想過一個情況
[00:00:05.120 --> 00:00:09.360]  作為一個基督徒
[00:00:09.360 --> 00:00:15.040]  當你人生完結的時候
[00:00:15.040 --> 00:00:19.360]  上帝給你多一次機會
[00:00:19.360 --> 00:00:23.280]  在你離開這個世界之前
[00:00:23.280 --> 00:00:29.040]  再打個招呼和你所相識的人說句再見
[00:00:29.040 --> 00:00:35.840]  如果是這樣的話 那一刻你的心情如何呢?
[00:00:35.840 --> 00:00:43.360]  我相信如果當我作為一個牧者的身份
[00:00:43.360 --> 00:00:49.920]  當我再次在臨離開這個世界之前見一見所有的人
[00:00:49.920 --> 00:00:54.400]  我曾經和他碰過面
[00:00:54.400 --> 00:00:59.840]  和他傾談過 和他講過福音 全部是福音的
[00:00:59.840 --> 00:01:02.400]  全部是神國道理的
[00:01:02.400 --> 00:01:06.800]  特別是那些仍然不信的人
[00:01:06.800 --> 00:01:09.920]  我會覺得很雜心
[00:01:09.920 --> 00:01:14.240]  我用了我一生的時間
[00:01:14.240 --> 00:01:18.080]  上帝把我們放在一個很特別的空間的時候
[00:01:18.080 --> 00:01:22.000]  為甚麼到最後
[00:01:22.000 --> 00:01:25.200]  你為甚麼不信呢?
[00:01:25.200 --> 00:01:32.720]  特別是在教會很多年的弟兄姊妹
[00:01:32.720 --> 00:01:36.480]  看著他們的屬靈生命仍然浮浮沉沉
[00:01:36.480 --> 00:01:42.480]  你說他不信 又不是
[00:01:42.480 --> 00:01:49.040]  你說他信 又好像不是真的很相信
[00:01:49.040 --> 00:01:53.680]  這種約束約離的關係
[00:01:53.680 --> 00:01:57.760]  我相信同樣會很雜心
[00:01:57.760 --> 00:02:02.080]  每次當我思想到如果有這樣一刻的時候
[00:02:02.080 --> 00:02:07.760]  我就回到上帝的面前和我們的主講
[00:02:07.760 --> 00:02:15.120]  主啊 主啊 我唯有將祂交給你
[00:02:16.080 --> 00:02:19.120]  我相信保羅來到司徒行遠
[00:02:19.120 --> 00:02:22.000]  第21章和第22章的時候的心情
[00:02:22.000 --> 00:02:26.480]  就是這樣的情況
[00:02:26.480 --> 00:02:32.240]  他千辛萬苦回到耶路撒冷
[00:02:32.240 --> 00:02:37.920]  明知山有虎
[00:02:37.920 --> 00:02:42.960]  偏向虎山行 是為甚麼緣故呢?
[00:02:42.960 --> 00:02:49.600]  是為了上帝我們的主交給他的使命
[00:02:49.600 --> 00:02:54.400]  他刻苦耐心去完成這個使命
[00:02:54.400 --> 00:02:58.160]  去到外邦的世界
[00:02:58.160 --> 00:03:01.520]  將主的道理傳開去
[00:03:01.520 --> 00:03:07.600]  但最後換來的是他的同胞猶太人的攻擊
[00:03:07.600 --> 00:03:14.640]  最後一次機會
[00:03:14.640 --> 00:03:20.080]  被同胞逼打的時候
[00:03:20.080 --> 00:03:24.080]  他仍然不放棄
[00:03:24.080 --> 00:03:27.200]  把握最後機會和我們分享心底裏
[00:03:27.200 --> 00:03:29.680]  渴望他們認識真道的心智
[00:03:29.680 --> 00:03:33.440]  希望他們能夠誠心抵制
[00:03:33.440 --> 00:03:36.320]  希望他們能夠渴望了解上帝的心
[00:03:36.320 --> 00:03:38.880]  這就是我們今天看的第22章的經文
[00:03:38.880 --> 00:03:43.360]  第21章我們說了保羅已經被逼
[00:03:43.360 --> 00:03:47.040]  走到耶路撒冷然後被困鎖了
[00:03:47.040 --> 00:03:51.040]  前面已經說了他被逼回到耶路撒冷被困鎖
[00:03:51.040 --> 00:03:53.520]  但這種困鎖反而拯救了保羅
[00:03:53.520 --> 00:03:56.480]  也打開了保羅一個很不同的侍奉空間
[00:03:56.480 --> 00:04:00.560]  在這種困鎖打開了保羅一個不同的侍奉空間
[00:04:00.560 --> 00:04:03.120]  但在這個侍奉空間的開端
[00:04:03.120 --> 00:04:04.960]  在這個侍奉的開端
[00:04:04.960 --> 00:04:07.280]  保羅仍然把握最後機會
[00:04:07.280 --> 00:04:11.040]  希望他的同胞猶太人
[00:04:11.040 --> 00:04:16.560]  能夠真正認識他們自己生命的問題
[00:04:16.560 --> 00:04:18.880]  能夠認識他們自己生命的問題
[00:04:18.880 --> 00:04:20.880]  立實真正改變過來
[00:04:20.880 --> 00:04:23.040]  在上帝的道理上
[00:04:23.040 --> 00:04:24.480]  走到上帝道的那一生命
[00:04:24.480 --> 00:04:26.240]  於是乎怎樣呢?
[00:04:26.240 --> 00:04:28.320]  在第22章我們看見第一節
[00:04:28.320 --> 00:04:32.360]  就是保羅能夠請求最後一次
[00:04:32.360 --> 00:04:35.760]  千夫長准許他向所有群眾說話
[00:04:35.760 --> 00:04:40.800]  在第一至第五節當中
[00:04:40.800 --> 00:04:43.560]  就是他這番說話的開端語
[00:04:43.560 --> 00:04:49.120]  他說諸位父親請聽
[00:04:49.120 --> 00:04:54.520]  他說這些事情要很細心地向大家分述
[00:04:54.520 --> 00:04:59.440]  在這個世界裏面
[00:04:59.440 --> 00:05:01.200]  一群人如果你再跟他們說話
[00:05:01.200 --> 00:05:02.520]  他們不想聽的時候
[00:05:02.520 --> 00:05:03.760]  如果你想跟他們說話
[00:05:03.760 --> 00:05:04.760]  他們不想聽的時候
[00:05:04.760 --> 00:05:05.880]  你的回應是怎樣?
[00:05:05.880 --> 00:05:07.120]  我的回應是
[00:05:07.120 --> 00:05:11.680]  你跟他們說話浪費時間
[00:05:11.680 --> 00:05:13.280]  浪費時間
[00:05:13.280 --> 00:05:17.080]  以前有首流行曲叫做《浪費時間》
[00:05:17.080 --> 00:05:20.000]  說了這些話他們都不聽
[00:05:20.000 --> 00:05:21.720]  浪費時間
[00:05:21.720 --> 00:05:23.120]  但保羅沒有因為
[00:05:23.120 --> 00:05:25.600]  就算說了他們不聽就不說
[00:05:25.600 --> 00:05:27.040]  保羅並不是因為這樣
[00:05:27.040 --> 00:05:28.880]  是講他們不聽還是不講
[00:05:28.880 --> 00:05:31.160]  保羅馬上在第二節告訴我
[00:05:31.160 --> 00:05:33.040]  他轉用了他們熟悉的語言
[00:05:33.040 --> 00:05:34.880]  他馬上轉用他們熟悉的語言
[00:05:34.880 --> 00:05:37.200]  和合本身譯為希伯來語
[00:05:37.200 --> 00:05:39.520]  和合翻譯成希伯來語
[00:05:39.520 --> 00:05:40.760]  但在原文裏面
[00:05:40.760 --> 00:05:43.720]  原來是用阿拉文跟他們說話
[00:05:43.720 --> 00:05:46.360]  原文是說亞拉文
[00:05:46.360 --> 00:05:48.680]  阿拉文其實是包含了
[00:05:48.680 --> 00:05:52.000]  希伯來語的其中一個國際語言
[00:05:52.000 --> 00:05:54.400]  就是它包含了希伯來語這種國際語言
[00:05:54.400 --> 00:05:56.200]  當時在古晉東文化裏面
[00:05:56.200 --> 00:05:57.440]  當時在古晉東文化裏面
[00:05:57.440 --> 00:06:00.680]  大部分的人都是用阿拉語
[00:06:00.680 --> 00:06:02.280]  大部分都是用阿拉語
[00:06:02.280 --> 00:06:06.280]  作為生活的基本語言
[00:06:06.280 --> 00:06:08.200]  作為生活的基本語言
[00:06:08.200 --> 00:06:10.120]  當所有的群眾聽
[00:06:10.120 --> 00:06:13.720]  突然保羅用阿拉文跟他們說話
[00:06:13.720 --> 00:06:16.960]  當所有人聽到保羅用阿拉文跟他們說話
[00:06:16.960 --> 00:06:19.000]  馬上安靜下來
[00:06:19.000 --> 00:06:20.840]  鄧英文我們已經講過
[00:06:20.840 --> 00:06:23.080]  當聖經一用到一個語言
[00:06:23.080 --> 00:06:25.520]  特別介紹用一種語言去說話
[00:06:25.520 --> 00:06:28.400]  當聖經特別介紹用一種語言去說話
[00:06:28.400 --> 00:06:31.800]  其實就是說這段說話希望所有人都聽
[00:06:31.800 --> 00:06:33.200]  希望所有人都能聽到
[00:06:33.200 --> 00:06:34.640]  保羅來到這一刻
[00:06:34.640 --> 00:06:37.080]  仍然想說的不是唱高調
[00:06:37.080 --> 00:06:38.480]  想所有人都明白
[00:06:38.480 --> 00:06:40.440]  這個時候保羅並不是唱高調
[00:06:40.440 --> 00:06:42.160]  他希望所有人都能明白
[00:06:42.160 --> 00:06:43.080]  明白些什麼?
[00:06:43.080 --> 00:06:43.760]  明白什麼?
[00:06:43.760 --> 00:06:44.800]  他開一段語就說
[00:06:44.800 --> 00:06:46.680]  我其實自己都是一個猶太人
[00:06:46.680 --> 00:06:48.680]  我自己也是猶太人
[00:06:48.680 --> 00:06:52.480]  我生於基尼加在外國的一個地方叫大數
[00:06:52.480 --> 00:06:55.440]  我生於基尼加外國的一個地方叫大數
[00:06:55.440 --> 00:06:58.200]  在成長過程當中我受最好的教育
[00:06:58.200 --> 00:06:59.920]  在成長過程當中我受最好的教育
[00:06:59.920 --> 00:07:01.720]  是加瑪列門下的訓練
[00:07:01.720 --> 00:07:02.720]  加瑪列門下的訓練
[00:07:02.720 --> 00:07:06.920]  加瑪列門下的訓練是當時在猶太教當中首屈一指的教師
[00:07:06.920 --> 00:07:09.920]  是當時在猶太教當中首屈一指的教師
[00:07:09.920 --> 00:07:14.720]  是掌握了當時猶太教其中一半的主流神學
[00:07:14.720 --> 00:07:17.720]  掌握了猶太教當時一半的主流神學
[00:07:17.720 --> 00:07:18.720]  換句話來說
[00:07:18.720 --> 00:07:19.240]  換句話來說
[00:07:19.240 --> 00:07:21.480]  保羅說我是承受正宗神學教育
[00:07:21.480 --> 00:07:23.840]  我承受正宗神學教育
[00:07:23.840 --> 00:07:25.160]  所以聖經就說
[00:07:25.160 --> 00:07:27.560]  我是嚴謹地受這個律法的訓練
[00:07:27.560 --> 00:07:29.640]  我嚴謹地受律法訓練
[00:07:29.640 --> 00:07:32.000]  以心愛上服侍上帝
[00:07:32.000 --> 00:07:33.000]  以心愛上服侍上帝
[00:07:33.000 --> 00:07:34.880]  好像你們今天一樣
[00:07:34.880 --> 00:07:36.280]  好像你們今天一樣
[00:07:36.280 --> 00:07:38.680]  將自己和對方拉近關係
[00:07:38.680 --> 00:07:40.840]  將自己和對方拉近關係
[00:07:40.840 --> 00:07:42.320]  而在這個過程當中
[00:07:42.320 --> 00:07:43.360]  在這個過程當中
[00:07:43.360 --> 00:07:45.160]  保羅開始說他做過的事情
[00:07:45.160 --> 00:07:46.360]  保羅說他做過的事情
[00:07:46.360 --> 00:07:48.360]  做過的事情其實有一個目的
[00:07:48.360 --> 00:07:49.480]  做過的事情有一個目的
[00:07:49.480 --> 00:07:52.160]  就是要和這幫群眾拉近
[00:07:52.160 --> 00:07:55.040]  原來我做的事情其實和你們現在想的事情
[00:07:55.040 --> 00:07:56.720]  可能不無兩樣
[00:07:56.720 --> 00:07:58.920]  就我所做的和你們今天所想的
[00:07:58.920 --> 00:08:00.560]  可能不無兩樣
[00:08:00.560 --> 00:08:03.280]  我曾經是逼迫這道的人
[00:08:03.280 --> 00:08:04.840]  我曾經是逼迫這道的人
[00:08:04.840 --> 00:08:06.760]  在原文聖經這裡用
[00:08:06.760 --> 00:08:09.120]  這道這個字眼
[00:08:09.120 --> 00:08:10.840]  其實出現了很多次
[00:08:10.840 --> 00:08:12.920]  這道在這裡出現了很多次
[00:08:12.920 --> 00:08:14.520]  這道是被形容為
[00:08:14.520 --> 00:08:20.640]  當時一批信了基督耶穌的猶太人
[00:08:20.640 --> 00:08:23.800]  就是信了耶穌基督的猶太人
[00:08:23.800 --> 00:08:25.800]  說得俗一點的就是說
[00:08:25.800 --> 00:08:26.880]  講得俗一點的話
[00:08:26.880 --> 00:08:29.880]  當時你們所做的事情
[00:08:29.880 --> 00:08:32.120]  其實我以前都做過的
[00:08:32.120 --> 00:08:33.280]  就是你們今天所做的
[00:08:33.280 --> 00:08:33.960]  我以前都做過
[00:08:33.960 --> 00:08:36.400]  就是逼迫那些人信這道東西的人
[00:08:36.400 --> 00:08:38.160]  就是這些信耶穌的人
[00:08:38.160 --> 00:08:40.200]  哪一道東西?信耶穌
[00:08:40.200 --> 00:08:41.000]  信耶穌
[00:08:41.000 --> 00:08:43.320]  原來是一種這樣的鄙視的態度
[00:08:43.320 --> 00:08:44.800]  是這種鄙視的態度
[00:08:44.800 --> 00:08:46.840]  當時猶太教裡面的人
[00:08:46.840 --> 00:08:49.760]  因為信了耶穌的猶太人
[00:08:49.760 --> 00:08:51.600]  當時在猶太教裡面
[00:08:51.600 --> 00:08:54.920]  那麼信耶穌的人只是信錯了
[00:08:54.920 --> 00:08:56.720]  只是信錯了
[00:08:56.720 --> 00:08:58.960]  信了一味這樣的東西
[00:08:58.960 --> 00:09:01.280]  就是信錯了
[00:09:01.280 --> 00:09:03.160]  丁子梅
[00:09:03.160 --> 00:09:04.800]  當時的基督教
[00:09:04.800 --> 00:09:05.880]  當時的基督教
[00:09:05.880 --> 00:09:09.600]  和猶太教其實是千絲萬縷的關係
[00:09:09.600 --> 00:09:11.600]  它之間有千絲萬縷的關係
[00:09:11.600 --> 00:09:13.880]  實質上也是千絲萬縷的關係
[00:09:13.880 --> 00:09:15.400]  實際上也是千絲萬縷的關係
[00:09:15.400 --> 00:09:18.200]  只不過當我們再看神的道理的時候
[00:09:18.200 --> 00:09:19.760]  特別是我們看神的道理的時候
[00:09:19.760 --> 00:09:21.560]  需要一個新的層面
[00:09:21.560 --> 00:09:22.640]  需要一個新的層面
[00:09:22.640 --> 00:09:24.320]  這個層面不是人所創造的
[00:09:24.320 --> 00:09:25.400]  這不是人所創造的
[00:09:25.400 --> 00:09:27.280]  是上帝主耶穌來這個世界去介紹的
[00:09:27.280 --> 00:09:30.120]  是上帝主耶穌來這個世界介紹的
[00:09:30.120 --> 00:09:31.640]  講什麼呢?
[00:09:31.640 --> 00:09:33.840]  是要將上帝的拯救
[00:09:33.840 --> 00:09:35.560]  人悔改的道去傳開
[00:09:35.560 --> 00:09:37.840]  將上帝的拯救
[00:09:37.840 --> 00:09:39.040]  從匪敢道傳開
[00:09:39.040 --> 00:09:42.200]  但是普羅說我曾經也都向這批人去迫害過
[00:09:42.200 --> 00:09:43.680]  我曾經也迫害過這批人
[00:09:43.680 --> 00:09:45.760]  因為我原本想著自己是猶太人
[00:09:45.760 --> 00:09:46.840]  我想著自己是猶太人
[00:09:46.840 --> 00:09:48.280]  猶太教的正宗
[00:09:48.280 --> 00:09:49.240]  猶太教的正宗
[00:09:49.240 --> 00:09:50.640]  我相信的就一定對
[00:09:50.640 --> 00:09:51.600]  我相信的一定對
[00:09:51.600 --> 00:09:53.000]  傳統一定對
[00:09:53.000 --> 00:09:54.680]  傳統一定對
[00:09:54.680 --> 00:09:56.640]  大眾人都相信的就一定對
[00:09:56.640 --> 00:09:59.800]  大眾人都相信的一定對
[00:09:59.800 --> 00:10:01.400]  少數應該服從多數
[00:10:01.400 --> 00:10:02.840]  少數應服從多數
[00:10:02.840 --> 00:10:05.280]  普羅他每天都好像
[00:10:05.280 --> 00:10:07.480]  現在他面對的那批猶太人一樣
[00:10:07.480 --> 00:10:10.080]  普羅他每天都好像現在他面對的那批猶太人一樣
[00:10:10.080 --> 00:10:11.960]  他說你們看到我以前是這樣的
[00:10:11.960 --> 00:10:13.320]  你們以前知道我是這樣的
[00:10:13.320 --> 00:10:14.960]  我迫害過多少基督徒
[00:10:14.960 --> 00:10:16.280]  我迫害過多少基督徒
[00:10:16.280 --> 00:10:18.440]  甚至我拿了牌照
[00:10:18.440 --> 00:10:19.600]  甚至我拿了牌照
[00:10:19.600 --> 00:10:21.360]  甚至我拿了一封書信
[00:10:21.360 --> 00:10:22.240]  甚至我拿了一封書信
[00:10:22.240 --> 00:10:26.120]  去迫害所相信耶穌基督的猶太人
[00:10:26.120 --> 00:10:26.160]  去迫害所相信耶穌基督的猶太人
[00:10:26.160 --> 00:10:26.160]  去迫害所相信耶穌基督的猶太人
[00:10:26.160 --> 00:10:26.760]  去迫害所相信耶穌基督的猶太人
[00:10:26.760 --> 00:10:29.440]  迫害所相信耶穌基督的猶太人
[00:10:29.440 --> 00:10:30.800]  迫害所相信耶穌基督的猶太人
[00:10:30.800 --> 00:10:31.800]  去大馬士革
[00:10:31.800 --> 00:10:33.200]  去大馬士革
[00:10:33.200 --> 00:10:35.080]  準備迫害所有基督徒
[00:10:35.080 --> 00:10:35.080]  準備迫害所有基督徒
[00:10:35.080 --> 00:10:35.080]  準備迫害所有基督徒
[00:10:35.080 --> 00:10:35.120]  準備迫害所有基督徒
[00:10:35.120 --> 00:11:00.120]  準備迫害所有基督徒
[00:11:00.120 --> 00:11:05.120]  當中有很多基督徒
[00:11:05.120 --> 00:11:08.960]  當時耶路撒冷教會處的環境
[00:11:08.960 --> 00:11:08.960]  當時耶路撒冷教會處的環境
[00:11:08.960 --> 00:11:10.960]  當時耶路撒冷教會處的環境
[00:11:10.960 --> 00:11:13.440]  很多已經開始接受保羅
[00:11:13.440 --> 00:11:14.600]  開始接受保羅
[00:11:14.600 --> 00:11:17.920]  不過這班人漸漸想和保羅保持距離
[00:11:17.920 --> 00:11:17.920]  不過這班人漸漸想和保羅保持距離
[00:11:17.920 --> 00:11:20.200]  他們想和保羅保持距離
[00:11:20.200 --> 00:11:23.400]  把保羅拋在自己處理自己的問題
[00:11:23.400 --> 00:11:23.440]  把保羅拋在自己處理自己的問題
[00:11:23.440 --> 00:11:25.760]  把保羅拋在自己處理自己的問題
[00:11:25.760 --> 00:11:29.520]  耶路撒冷教會也把保羅放在一邊
[00:11:29.520 --> 00:11:31.520]  耶路撒冷教會也把保羅放在一邊
[00:11:31.520 --> 00:11:31.520]  這番說話分分鐘會觸怒到兩批人
[00:11:31.520 --> 00:11:35.520]  這番說話分分鐘會觸怒到兩批人
[00:11:35.520 --> 00:11:35.520]  分分鐘會觸怒到兩批人
[00:11:35.520 --> 00:11:37.520]  分分鐘會觸怒到兩批人
[00:11:37.520 --> 00:11:39.520]  耶路撒冷教會的人
[00:11:39.520 --> 00:11:39.520]  耶路撒冷教會的人
[00:11:39.520 --> 00:11:40.760]  耶路撒冷教會的人
[00:11:40.760 --> 00:11:40.760]  你提這些做什麼?
[00:11:40.760 --> 00:11:42.400]  你提這些做什麼?
[00:11:42.400 --> 00:11:43.400]  你提這些做什麼?
[00:11:43.400 --> 00:11:43.400]  是不是想轉頭迫害我們?
[00:11:43.400 --> 00:11:45.280]  是不是想轉頭迫害我們?
[00:11:45.280 --> 00:11:46.800]  是兩個頭在變
