
[00:00:00.000 --> 00:00:05.380]  今天我們講另一個人物
[00:00:05.380 --> 00:00:08.460]  大家對這個人物熟不熟悉
[00:00:08.460 --> 00:00:09.840]  就是參孫
[00:00:09.840 --> 00:00:14.080]  有些朋友說未聽過參孫的故事
[00:00:14.080 --> 00:00:19.200]  上次說的基癲和今天說的參孫
[00:00:19.200 --> 00:00:22.520]  可謂是完全不同的兩個人物
[00:00:22.520 --> 00:00:25.600]  因為上次的基癲是膽怯的
[00:00:25.600 --> 00:00:28.420]  今天的參孫是英勇的
[00:00:28.420 --> 00:00:33.800]  而基癲可以說是由軟弱變剛強
[00:00:33.800 --> 00:00:39.180]  但今天的參孫是由剛強變成軟弱
[00:00:39.180 --> 00:00:41.400]  基癲上次也很感恩
[00:00:41.400 --> 00:00:42.760]  很多弟兄姊妹都說
[00:00:42.760 --> 00:00:46.600]  好像那堂崇拜好像是跟我說一樣
[00:00:46.600 --> 00:00:48.380]  因為我真的沒甚麼信心
[00:00:48.380 --> 00:00:49.420]  我真的很軟弱
[00:00:49.420 --> 00:00:50.700]  我真的好像基癲
[00:00:50.700 --> 00:00:53.760]  但今天可能你沒甚麼共鳴
[00:00:53.760 --> 00:00:55.040]  表面上
[00:00:55.040 --> 00:00:57.340]  因為如果你熟悉這個故事
[00:00:57.340 --> 00:00:59.120]  可能你就會知道
[00:00:59.120 --> 00:01:02.960]  參孫就是沉迷女色
[00:01:02.960 --> 00:01:04.760]  如果你是姐妹的話
[00:01:04.760 --> 00:01:06.720]  那你沒機會沉迷女色
[00:01:06.720 --> 00:01:08.080]  那你可能就覺得
[00:01:08.080 --> 00:01:10.400]  是不是跟我沒有關係呢
[00:01:10.400 --> 00:01:14.740]  但原來當你真的回答這個故事的時候
[00:01:14.740 --> 00:01:16.280]  可能你會驚訝
[00:01:16.280 --> 00:01:18.840]  參孫所犯的錯
[00:01:18.840 --> 00:01:20.640]  或者他有的問題
[00:01:20.640 --> 00:01:23.460]  可能在我們每一個人身上
[00:01:23.460 --> 00:01:26.520]  都有他的影子
[00:01:26.520 --> 00:01:27.560]  我亦發現
[00:01:27.560 --> 00:01:30.060]  如果你是為人父母
[00:01:30.060 --> 00:01:30.820]  我們有啦
[00:01:30.820 --> 00:01:32.100]  在上面有啦
[00:01:32.100 --> 00:01:34.400]  如果你是公公婆婆
[00:01:34.400 --> 00:01:35.440]  爺爺媽媽
[00:01:35.440 --> 00:01:36.800]  這裡也有啦
[00:01:36.800 --> 00:01:38.760]  或者很多兒童工作者
[00:01:38.760 --> 00:01:41.060]  我們有機會接觸很多小朋友
[00:01:41.060 --> 00:01:45.660]  如果你只是有機會跟他說一個舊約的故事
[00:01:45.660 --> 00:01:46.900]  我想懇請你
[00:01:46.900 --> 00:01:49.760]  記得說參孫這個故事
[00:01:49.760 --> 00:01:51.420]  因為參孫的人生
[00:01:51.420 --> 00:01:53.020]  原來他的失敗
[00:01:53.020 --> 00:01:54.640]  有幾樣東西令他失敗
[00:01:54.640 --> 00:01:55.400]  第一
[00:01:55.400 --> 00:01:58.600]  是不聽從父母
[00:01:58.600 --> 00:01:59.400]  第二
[00:01:59.400 --> 00:02:02.200]  是不聽從上帝
[00:02:02.200 --> 00:02:03.120]  第三
[00:02:03.120 --> 00:02:05.200]  是淫蟲
[00:02:05.200 --> 00:02:09.280]  所以我想大家都不想我們的小朋友犯到以上的錯誤
[00:02:09.280 --> 00:02:11.400]  而我們如果大朋友
[00:02:11.400 --> 00:02:14.880]  都能夠做到以上幾項的相反
[00:02:14.880 --> 00:02:16.680]  我想我們的基督徒生命
[00:02:16.680 --> 00:02:18.840]  一定會更精彩
[00:02:18.840 --> 00:02:21.840]  今天參孫這個故事和基癲的故事一樣
[00:02:21.840 --> 00:02:25.280]  都是由一句很不開心的經文
[00:02:25.280 --> 00:02:26.880]  做開始
[00:02:26.880 --> 00:02:29.280]  在我們剛才讀經文的第一節
[00:02:29.280 --> 00:02:30.400]  它說以色列人
[00:02:30.400 --> 00:02:33.600]  又行耶和華眼中看為惡的事
[00:02:33.600 --> 00:02:35.440]  耶和華將他們交在
[00:02:35.440 --> 00:02:38.720]  非理士人的手中四十年
[00:02:38.720 --> 00:02:40.800]  這段是最長的一段
[00:02:40.800 --> 00:02:45.760]  當時斯時代被人欺壓的最長的一年份
[00:02:45.760 --> 00:02:48.480]  以色列人之前受過那麼多教訓
[00:02:48.480 --> 00:02:53.240]  但仍然是一次又一次又一次地犯錯
[00:02:53.240 --> 00:02:55.080]  令到上帝傷心之餘
[00:02:55.080 --> 00:02:59.840]  亦令到自己陷於一個更加惡劣的境地
[00:02:59.840 --> 00:03:03.040]  那麼非理士人究竟是什麼人呢?
[00:03:03.040 --> 00:03:05.400]  原來大約在公元前1190年
[00:03:05.400 --> 00:03:09.720]  非理士人被埃及蘭塞三世打敗
[00:03:09.720 --> 00:03:14.800]  並為我們所認識的外籍僱傭兵
[00:03:14.800 --> 00:03:16.440]  去駐守一些地方
[00:03:16.440 --> 00:03:18.320]  就是以上這五個
[00:03:18.320 --> 00:03:20.680]  一會兒你會再看到這些地方的出現
[00:03:20.680 --> 00:03:28.640]  在加薩、阿什基倫、阿什特、以甲倫和迦特這些沿海城市
[00:03:28.640 --> 00:03:30.360]  所以當你讀舊約聖經的時候
[00:03:30.360 --> 00:03:32.400]  你會發覺以色列人出埃及
[00:03:32.400 --> 00:03:34.360]  是避開了這些城市
[00:03:34.360 --> 00:03:36.200]  他們要走內陸的
[00:03:36.200 --> 00:03:39.440]  因為他們要避開這些敵人
[00:03:39.440 --> 00:03:41.000]  當進入迦南之後
[00:03:41.000 --> 00:03:44.960]  非理士人仍然成為以色列人的一個敵人
[00:03:44.960 --> 00:03:47.800]  一直到蘇羅王
[00:03:47.800 --> 00:03:49.160]  都是和他們對敵
[00:03:49.160 --> 00:03:52.920]  不過最後蘇羅王都是死在他們的手上
[00:03:52.920 --> 00:03:57.120]  而到了大衛才將他們征服
[00:03:57.120 --> 00:04:00.320]  我們今天的主角參孫的出世
[00:04:00.320 --> 00:04:04.080]  和你們的子女、孫子、孫女一樣
[00:04:04.080 --> 00:04:06.560]  都是帶給你很大的驚喜
[00:04:06.560 --> 00:04:07.880]  這個更特別
[00:04:07.880 --> 00:04:08.480]  就是什麼呢?
[00:04:08.480 --> 00:04:10.480]  因為原本我們剛才讀的聖經
[00:04:10.480 --> 00:04:13.880]  他媽媽是不可以生育的
[00:04:13.880 --> 00:04:17.160]  但是竟然給他生一個嬰兒
[00:04:17.160 --> 00:04:19.560]  在十三章五節說
[00:04:19.560 --> 00:04:22.160]  你不可以用剃頭刀剃他的頭
[00:04:22.160 --> 00:04:23.600]  當然是頭髮
[00:04:23.600 --> 00:04:25.640]  沒有人用剃頭刀剃自己的頭
[00:04:25.640 --> 00:04:27.040]  就是頭髮
[00:04:27.040 --> 00:04:29.560]  因為這個孩子一出胎
[00:04:29.560 --> 00:04:33.480]  一出世就要歸給上帝做拿西爾人
[00:04:33.480 --> 00:04:35.200]  因為他有一項很重要的任務
[00:04:35.200 --> 00:04:38.880]  就是要拯救以色列人脫離非理士人的手
[00:04:38.880 --> 00:04:40.720]  什麼叫拿西爾人呢?
[00:04:40.720 --> 00:04:42.600]  原來拿西爾人有兩類
[00:04:42.600 --> 00:04:45.120]  一類是短期的
[00:04:45.120 --> 00:04:48.320]  由三十日到七年不等
[00:04:48.320 --> 00:04:53.200]  原來使徒保羅就是曾經做短期的拿西爾人
[00:04:53.200 --> 00:04:55.400]  而另一類是終身的
[00:04:55.400 --> 00:04:57.760]  他們或者是由上帝所選召
[00:04:57.760 --> 00:05:00.840]  或者一出世的時候奉獻給上帝
[00:05:00.840 --> 00:05:03.480]  所以參孫和施浸約翰
[00:05:03.480 --> 00:05:07.040]  就是長期的拿西爾人
[00:05:07.040 --> 00:05:10.560]  然後在文素記六章一至二十一節
[00:05:10.560 --> 00:05:14.480]  很清楚說到拿西爾人有四件事是不能做的
[00:05:14.480 --> 00:05:15.760]  你留意這四件事
[00:05:15.760 --> 00:05:20.360]  因為待會的參孫是所有東西都犯了
[00:05:20.360 --> 00:05:21.560]  第一件事
[00:05:21.560 --> 00:05:24.520]  拿西爾人是要離族歸給耶和華
[00:05:24.520 --> 00:05:27.200]  就是分別為姓
[00:05:27.200 --> 00:05:31.600]  第二件事就是一切關於葡萄的出產
[00:05:31.600 --> 00:05:33.480]  都不可以碰的
[00:05:33.480 --> 00:05:34.440]  不可以吃的
[00:05:34.440 --> 00:05:36.920]  葡萄渣、葡萄乾不可以
[00:05:36.920 --> 00:05:37.720]  第三件事
[00:05:37.720 --> 00:05:39.840]  不可以剃他的頭髮
[00:05:39.840 --> 00:05:42.000]  因為是要成為一個記號
[00:05:42.000 --> 00:05:42.720]  第四件事
[00:05:42.720 --> 00:05:44.280]  不可以靠近
[00:05:44.280 --> 00:05:47.520]  不可以碰死屍
[00:05:47.520 --> 00:05:51.600]  原來這個拿西爾人是一個很明顯的記號
[00:05:51.600 --> 00:05:53.960]  在古代覺得長頭髮
[00:05:53.960 --> 00:05:55.720]  那些鬍子很長
[00:05:55.720 --> 00:05:58.240]  都是一個很Man的記號
[00:05:58.240 --> 00:05:59.600]  如果你是拿西爾人
[00:05:59.600 --> 00:06:02.040]  更加是一個神聖的身份
[00:06:02.040 --> 00:06:03.920]  但是今天說的參孫
[00:06:03.920 --> 00:06:07.040]  待會你會看到所有都犯了
[00:06:07.040 --> 00:06:10.080]  其中一樣令他人生失敗
[00:06:10.080 --> 00:06:14.640]  就是用眼睛去指揮腦袋
[00:06:14.640 --> 00:06:17.400]  什麼叫用眼睛去指揮腦袋呢?
[00:06:17.400 --> 00:06:20.200]  這幅圖很恐怖
[00:06:20.200 --> 00:06:24.840]  《時詩記》第14章第一節記載參孫有兩個行動
[00:06:24.840 --> 00:06:26.320]  在第1節14章
[00:06:26.320 --> 00:06:28.920]  他說參孫到達庭拿
[00:06:28.920 --> 00:06:31.200]  在那裏見到一個女子
[00:06:31.200 --> 00:06:33.320]  是非利士人的女兒
[00:06:33.320 --> 00:06:36.320]  第一個行動就是他到達庭拿
[00:06:36.320 --> 00:06:37.880]  原來庭拿這個地方
[00:06:37.880 --> 00:06:41.120]  讓我們了解參孫的故事
[00:06:41.120 --> 00:06:42.040]  是很重要的
[00:06:42.040 --> 00:06:43.680]  它這個背景
[00:06:43.680 --> 00:06:45.680]  原來庭拿在以色列的歷史上
[00:06:45.680 --> 00:06:47.600]  是很重要的城市
[00:06:47.600 --> 00:06:49.400]  它是一個應該來
[00:06:49.400 --> 00:06:52.040]  單單敬拜上帝的地方
[00:06:52.040 --> 00:06:54.320]  但是考古學家發現
[00:06:54.320 --> 00:06:55.200]  去到當時
[00:06:55.200 --> 00:06:57.240]  因為被非利士人入侵
[00:06:57.240 --> 00:06:59.240]  它已經搞到那裏烏煙瘴氣
[00:06:59.240 --> 00:07:01.520]  特別很多異教
[00:07:01.520 --> 00:07:02.960]  有考古學家找到
[00:07:02.960 --> 00:07:05.800]  有些公牛的宗教祭品
[00:07:05.800 --> 00:07:10.360]  證明拜假神已經滲入庭拿這個地方
[00:07:10.360 --> 00:07:12.320]  然後行動第二個就是
[00:07:12.320 --> 00:07:16.120]  參孫見到一個女子
[00:07:16.120 --> 00:07:18.280]  對眼一看到一個女孩
[00:07:18.280 --> 00:07:21.120]  他就覺得一見鍾情
[00:07:21.120 --> 00:07:22.840]  好像很浪漫一樣
[00:07:22.840 --> 00:07:24.760]  一見鍾情
[00:07:24.760 --> 00:07:26.360]  結果他不理會她的人品
