
[00:00:00.000 --> 00:00:03.920]  不要客氣 我自己覺得是一個很難得的機會
[00:00:03.920 --> 00:00:06.560]  和大家一起在今天早上崇拜
[00:00:06.560 --> 00:00:09.800]  和一起思想這個題目
[00:00:09.800 --> 00:00:12.800]  生命不可以沒有的是什麼
[00:00:12.800 --> 00:00:16.900]  大家可能知道這個題目和今天我們的崇拜
[00:00:16.900 --> 00:00:20.000]  是一個福音的主日 一個報道的主日
[00:00:20.000 --> 00:00:22.960]  就是說我們希望能夠有些
[00:00:22.960 --> 00:00:24.840]  不單止我們基督徒
[00:00:24.840 --> 00:00:28.340]  如果你是在信仰裡面尋索的
[00:00:28.340 --> 00:00:31.220]  你的基督徒親友邀請你來的話
[00:00:31.220 --> 00:00:33.780]  我們都很歡迎你
[00:00:33.780 --> 00:00:36.580]  我們很想在這裡和你很坦誠的
[00:00:36.580 --> 00:00:39.080]  一起思想基督教的福音
[00:00:39.080 --> 00:00:40.840]  基督教的信仰是什麼
[00:00:40.840 --> 00:00:44.540]  我就用這個題目來作為一個起始點
[00:00:44.540 --> 00:00:48.360]  這個題目也是我自己在過去這40年
[00:00:48.360 --> 00:00:51.360]  數數40年的一個研究
[00:00:51.360 --> 00:00:54.500]  作為一個比較簡單
[00:00:54.500 --> 00:00:58.240]  但是短時間在這裡講完的一個總結
[00:00:58.240 --> 00:01:01.700]  我在這40年裡面都是研究一個課題
[00:01:01.700 --> 00:01:07.840]  就是中國的和信仰的和宗教的人生哲學
[00:01:07.840 --> 00:01:10.440]  我40年前決定
[00:01:10.440 --> 00:01:13.600]  40年前是1975年
[00:01:13.600 --> 00:01:16.900]  40年前我是決定放棄
[00:01:16.900 --> 00:01:22.060]  不再去美國放棄美國的大學的獎學金
[00:01:22.060 --> 00:01:26.940]  不再讀物理學的理論物理研究的博士
[00:01:26.940 --> 00:01:30.640]  然後轉去讀哲學和神學
[00:01:30.640 --> 00:01:33.140]  就是想尋索這個問題
[00:01:33.140 --> 00:01:35.140]  生命究竟是什麼?
[00:01:35.140 --> 00:01:38.260]  為什麼可以有一些更好的生命?
[00:01:38.260 --> 00:01:41.840]  於是我由哲學轉到神學信仰
[00:01:41.840 --> 00:01:43.520]  今天站在這裡和你分享的時候
[00:01:43.520 --> 00:01:46.500]  我希望能夠將我心裡面一些
[00:01:46.500 --> 00:01:50.380]  我想到的很真誠的話和你一起分享
[00:01:50.380 --> 00:01:51.840]  所以如果你不是一個基督徒
[00:01:51.840 --> 00:01:53.400]  不要緊 我們很歡迎你
[00:01:53.400 --> 00:01:54.980]  希望今天我們一起很坦誠的
[00:01:54.980 --> 00:01:57.480]  去面對這個信仰的問題
[00:01:57.480 --> 00:02:02.440]  我今天一早從中文大學這麼遠來到這裡
[00:02:02.440 --> 00:02:03.680]  為了這個原因
[00:02:03.680 --> 00:02:05.840]  不是想勸你入教
[00:02:05.840 --> 00:02:08.040]  你千萬不要誤會
[00:02:08.040 --> 00:02:10.800]  信一個宗教沒什麼特別
[00:02:10.800 --> 00:02:12.240]  今天我想介紹
[00:02:12.240 --> 00:02:13.940]  剛才我們所讀的聖經裡面
[00:02:13.940 --> 00:02:16.640]  那位創造宇宙的主宰
[00:02:16.640 --> 00:02:18.380]  透過你認識他
[00:02:18.380 --> 00:02:21.080]  你的生命有一種很深的改變
[00:02:21.080 --> 00:02:22.420]  改變成怎麼樣呢?
[00:02:22.420 --> 00:02:26.820]  我想就好像邀請你來的那個你的親友
[00:02:26.820 --> 00:02:28.500]  經常想你信耶穌
[00:02:28.500 --> 00:02:30.000]  這樣的樣子
[00:02:30.000 --> 00:02:31.340]  為什麼他會這樣呢?
[00:02:31.340 --> 00:02:34.640]  因為他真的心裡面經驗到這個神很真實
[00:02:34.640 --> 00:02:36.760]  但是有時候不知道為什麼都讓你聽
[00:02:36.760 --> 00:02:38.780]  於是就說不如你來聽吧
[00:02:38.780 --> 00:02:41.260]  所以他是無論怎麼樣都想辦法
[00:02:41.260 --> 00:02:42.500]  軟硬兼施的
[00:02:42.500 --> 00:02:44.300]  說一會請你吃午餐
[00:02:44.300 --> 00:02:45.460]  諸如此類
[00:02:45.460 --> 00:02:46.500]  都是想你來
[00:02:46.500 --> 00:02:48.300]  其實他沒有什麼陰謀的
[00:02:48.300 --> 00:02:49.220]  沒有什麼陰謀的
[00:02:49.220 --> 00:02:51.580]  你說有什麼好處呢?
[00:02:51.580 --> 00:02:53.420]  對他有什麼好處呢?
[00:02:53.420 --> 00:02:55.860]  我今天走到這裡跟你這樣說有什麼好處
[00:02:55.860 --> 00:02:57.700]  我真的不覺得有什麼好處
[00:02:57.700 --> 00:02:59.500]  不是為了我有什麼好處
[00:02:59.500 --> 00:03:02.020]  我今天中堂的時候
[00:03:02.020 --> 00:03:04.260]  趁楊牧師不在講個笑
[00:03:04.260 --> 00:03:06.580]  說難道你今天決定信耶穌
[00:03:06.580 --> 00:03:10.220]  楊牧師就給他一個擁抱嗎?
[00:03:10.220 --> 00:03:12.220]  不會的嘛
[00:03:12.220 --> 00:03:14.300]  沒有的
[00:03:14.300 --> 00:03:16.220]  還要出錢請你吃東西
[00:03:16.220 --> 00:03:17.860]  為了什麼呢?
[00:03:17.860 --> 00:03:20.460]  有什麼好處呢?
[00:03:20.460 --> 00:03:23.140]  更加不要以為基督教
[00:03:23.140 --> 00:03:26.580]  或者只是我們香港堂你就知道了
[00:03:26.580 --> 00:03:29.380]  剛才你進來的時候排隊排到死死的
[00:03:29.380 --> 00:03:31.300]  說得很刻薄的
[00:03:31.300 --> 00:03:33.700]  多你一個不多少你一個不少
[00:03:33.700 --> 00:03:35.900]  不是邀請你來湊夠人數
[00:03:35.900 --> 00:03:37.420]  大家撐一下場面
[00:03:37.420 --> 00:03:38.300]  不是的
[00:03:38.300 --> 00:03:39.820]  又不是不夠錢
[00:03:39.820 --> 00:03:42.620]  待會你奉獻的千萬不要給錢
[00:03:42.620 --> 00:03:43.660]  你不知道什麼原因
[00:03:43.660 --> 00:03:45.340]  你不要把錢放在袋子裡
[00:03:45.340 --> 00:03:46.380]  我們不是
[00:03:46.380 --> 00:03:47.180]  你知道的
[00:03:47.180 --> 00:03:49.260]  其實我知道你心裡面知道的
[00:03:49.260 --> 00:03:52.500]  就是我們真的經驗過神自己的真實
[00:03:52.500 --> 00:03:55.380]  很想你都能夠經驗得到
[00:03:55.380 --> 00:03:57.620]  這個就是那種很想和你分享
[00:03:57.620 --> 00:03:59.660]  所以我們基督徒見到人信耶穌很開心的
[00:03:59.660 --> 00:04:01.060]  有些人不知道他是誰
[00:04:01.060 --> 00:04:01.660]  不認識他
[00:04:01.660 --> 00:04:02.620]  但是眼淚流出來
[00:04:02.620 --> 00:04:03.220]  為什麼呢?
[00:04:03.220 --> 00:04:04.540]  我們心裡面說他明白了
[00:04:04.540 --> 00:04:05.780]  終於他明白了
[00:04:05.780 --> 00:04:08.420]  如果你身邊的朋友是基督徒的話
[00:04:08.420 --> 00:04:10.420]  我相信他的心更加是這樣
[00:04:10.420 --> 00:04:11.700]  他很想有一天明白
[00:04:11.700 --> 00:04:13.460]  究竟為什麼他會信
[00:04:13.460 --> 00:04:15.420]  他信過神是怎麼真實的
[00:04:15.420 --> 00:04:17.980]  但是這個需要你自己走出信仰的第一步
[00:04:17.980 --> 00:04:18.980]  所以我們都很坦誠的說
[00:04:18.980 --> 00:04:20.380]  今天我真的邀請你
[00:04:20.380 --> 00:04:22.100]  和神有一個新的關係
[00:04:22.100 --> 00:04:23.900]  當然這個邀請之前
[00:04:23.900 --> 00:04:26.140]  我稍微解釋給你聽為什麼這麼重要
[00:04:26.140 --> 00:04:26.660]  好嗎?
[00:04:26.660 --> 00:04:27.060]  好
[00:04:27.060 --> 00:04:30.060]  我們一起用今天這個課題
[00:04:30.060 --> 00:04:31.660]  和大家思想
[00:04:31.660 --> 00:04:34.500]  生命不可以沒有的是什麼?
[00:04:34.500 --> 00:04:37.020]  我就打了三個答案
[00:04:37.020 --> 00:04:39.780]  三個我認為在我的研究裡面
[00:04:39.780 --> 00:04:41.180]  相當重要的
[00:04:41.180 --> 00:04:43.180]  相當重要的內容
[00:04:43.180 --> 00:04:48.140]  生命不可以沒有什麼
[00:04:48.140 --> 00:04:52.860]  (什麼是生命不可以沒有?)
[00:04:52.860 --> 00:04:55.140]  很多人第一個很容易的答案
[00:04:55.140 --> 00:04:56.020]  你相信就是
[00:04:56.020 --> 00:04:57.020]  我知道
[00:04:57.020 --> 00:04:59.420]  生命最重要的是吃得好
[00:04:59.420 --> 00:05:01.820]  睡得好
[00:05:01.820 --> 00:05:03.340]  有好的健康
[00:05:03.340 --> 00:05:03.780]  是嗎?
[00:05:03.780 --> 00:05:04.380]  對不對?
[00:05:04.380 --> 00:05:05.340]  對
[00:05:05.340 --> 00:05:06.180]  當然對了
[00:05:06.180 --> 00:05:08.820]  一個人沒有好的健康怎麼可以呢?
[00:05:08.820 --> 00:05:09.940]  沒有吃得好
[00:05:09.940 --> 00:05:10.940]  睡得不好
