
[00:00:00.000 --> 00:00:05.000]  請姐妹主內平安
[00:00:05.000 --> 00:00:13.000]  今年我們從一月開始
[00:00:13.000 --> 00:00:19.000]  就讀春愛及記的主題信息
[00:00:19.000 --> 00:00:26.000]  你記得我們說過是從尾看上來
[00:00:26.000 --> 00:00:31.000]  所以我們由40章開始一月
[00:00:31.000 --> 00:00:35.000]  已經很久之前的日子
[00:00:35.000 --> 00:00:42.000]  今天我們就來到春愛及記的14章
[00:00:42.000 --> 00:00:50.000]  就是屬於春愛及記的第一個部分
[00:00:50.000 --> 00:00:57.000]  如果用《西乃立約》作為這本書的中間
[00:00:57.000 --> 00:01:06.000]  去年我們讀了約書21章至23章
[00:01:06.000 --> 00:01:10.000]  之前的三分之一至18章
[00:01:10.000 --> 00:01:14.000]  就是記載春愛及
[00:01:14.000 --> 00:01:18.000]  好像書名的意思
[00:01:18.000 --> 00:01:20.000]  第三部分
[00:01:20.000 --> 00:01:24.000]  今年我們連續開頭兩次都集中看
[00:01:24.000 --> 00:01:31.000]  神的榮耀彰顯在百姓所建造的回望
[00:01:31.000 --> 00:01:37.000]  你不要被那些主日學圖片騙了你
[00:01:37.000 --> 00:01:39.000]  畫得很漂亮的
[00:01:39.000 --> 00:01:41.000]  很宏偉的
[00:01:41.000 --> 00:01:44.000]  在曠野
[00:01:44.000 --> 00:01:53.000]  這班以色列人匆匆忙忙離開埃及進入曠野
[00:01:53.000 --> 00:01:56.000]  能夠做一個怎樣的回望
[00:01:56.000 --> 00:01:58.000]  但是神的同在
[00:01:58.000 --> 00:02:04.000]  神的榮耀彰顯在這一個回望
[00:02:04.000 --> 00:02:11.000]  這是40章春愛及記結束的時候提醒我們
[00:02:11.000 --> 00:02:16.000]  所以上帝不是只會彰顯祂的榮耀
[00:02:16.000 --> 00:02:24.000]  在我們人認為「嘩」的情況
[00:02:24.000 --> 00:02:26.000]  廣恩堂
[00:02:26.000 --> 00:02:28.000]  你可能來到
[00:02:28.000 --> 00:02:30.000]  你未必會「嘩」
[00:02:30.000 --> 00:02:34.000]  去旅行去到一些景點
[00:02:34.000 --> 00:02:37.000]  你會有這個「嘩」的感覺
[00:02:37.000 --> 00:02:47.000]  不要將你的感覺和神的榮耀混淆、擾亂
[00:02:47.000 --> 00:02:50.000]  神的榮耀在我們中間
[00:02:50.000 --> 00:02:57.000]  從春愛及記40章開始的應許
[00:02:57.000 --> 00:03:00.000]  「是呀,我們還有很多甩漏的情況」
[00:03:00.000 --> 00:03:05.000]  「是呀,不需要等到我們很完美」
[00:03:05.000 --> 00:03:08.000]  「人人來到都會說嘩」
[00:03:08.000 --> 00:03:12.000]  「這麼大間戲院都變成教會了」
[00:03:12.000 --> 00:03:14.000]  不一定的
[00:03:14.000 --> 00:03:15.000]  明白嗎?
[00:03:15.000 --> 00:03:19.000]  這是春愛及記提到神的榮耀
[00:03:19.000 --> 00:03:24.000]  今天我們進入到春愛及記的開頭
[00:03:24.000 --> 00:03:32.000]  我們的題目是「法老心硬神得榮耀」
[00:03:32.000 --> 00:03:37.000]  我們要很小心去讀聖經
[00:03:37.000 --> 00:03:43.000]  因為很容易會誤會的
[00:03:43.000 --> 00:03:49.000]  頭十八章離開春愛及的記載
[00:03:49.000 --> 00:03:55.000]  焦點是在十載
[00:03:55.000 --> 00:03:59.000]  我們的興趣都是在十載
[00:03:59.000 --> 00:04:05.000]  上帝用神蹟騎士、大能的磅壁
[00:04:05.000 --> 00:04:10.000]  帶領以色列人出埃及
[00:04:10.000 --> 00:04:15.000]  所以十載成為了我們好奇心
[00:04:15.000 --> 00:04:22.000]  我們很喜歡尋根究底的一段記載
[00:04:22.000 --> 00:04:24.000]  不怪弟兄姊妹
[00:04:24.000 --> 00:04:29.000]  像聖經學者一樣打爛沙盤聞到毒
[00:04:29.000 --> 00:04:33.000]  每一個災如何在埃及發生
[00:04:33.000 --> 00:04:37.000]  很有邏輯的關係
[00:04:37.000 --> 00:04:44.000]  但這不是聖經的記載的目的
[00:04:44.000 --> 00:04:46.000]  你看不到,很小的
[00:04:46.000 --> 00:04:49.000]  我簡單解釋給你聽
[00:04:49.000 --> 00:04:53.000]  猶太的拉比提醒我們
[00:04:53.000 --> 00:05:01.000]  原來十載的記載可以分開三組
[00:05:01.000 --> 00:05:03.000]  怎樣分呢?
[00:05:03.000 --> 00:05:09.000]  頭一組都是記載發生在朝頭早
[00:05:09.000 --> 00:05:10.000]  在河邊
[00:05:10.000 --> 00:05:13.000]  我們從來讀聖經不留意這些
[00:05:13.000 --> 00:05:16.000]  猶太人很小心讀聖經
[00:05:16.000 --> 00:05:18.000]  他們注意到
[00:05:18.000 --> 00:05:22.000]  所以第一個載水變血
[00:05:22.000 --> 00:05:26.000]  第四載烏煙蒼蠅
[00:05:26.000 --> 00:05:29.000]  第七載冰雹
[00:05:29.000 --> 00:05:33.000]  你留意經文都是從清早
[00:05:33.000 --> 00:05:36.000]  從河邊開始
[00:05:36.000 --> 00:05:38.000]  你懂得看下去
[00:05:38.000 --> 00:05:43.000]  第二組包括第二、第五、第八載
[00:05:43.000 --> 00:05:44.000]  你不記得了
[00:05:44.000 --> 00:05:50.000]  青蛙、蓄液、瘟疫和蝗蟲
[00:05:50.000 --> 00:05:54.000]  第三次的記載或第二組的記載
[00:05:54.000 --> 00:05:57.000]  經文很清楚
[00:05:57.000 --> 00:06:05.000]  上帝吩咐摩西去見法老
[00:06:05.000 --> 00:06:08.000]  但不是在河邊
[00:06:08.000 --> 00:06:12.000]  不是朝頭早撞到法老在河邊
[00:06:12.000 --> 00:06:16.000]  摩西是要特意用我們今天英文說
[00:06:16.000 --> 00:06:19.000]  make appointment
[00:06:19.000 --> 00:06:22.000]  你去醫院有一個appointment
[00:06:22.000 --> 00:06:24.000]  在皇宮
[00:06:24.000 --> 00:06:26.000]  第三組
[00:06:26.000 --> 00:06:30.000]  第三、第六、第九個載
[00:06:30.000 --> 00:06:34.000]  完全沒有警告
[00:06:34.000 --> 00:06:37.000]  沒有約見法老
[00:06:37.000 --> 00:06:42.000]  也沒有在河邊清早去找他
[00:06:42.000 --> 00:06:43.000]  撞他
[00:06:43.000 --> 00:06:46.000]  完全沒有警告
[00:06:46.000 --> 00:06:50.000]  這樣的結構
[00:06:50.000 --> 00:06:53.000]  猶太拉比指出
[00:06:53.000 --> 00:06:56.000]  剩下最後第十個載
[00:06:56.000 --> 00:06:59.000]  殺長子之載
[00:06:59.000 --> 00:07:03.000]  我們可以接受這樣的觀察
[00:07:03.000 --> 00:07:06.000]  不過我想再補充一句
[00:07:06.000 --> 00:07:10.000]  猶太拉比看到第十載
[00:07:10.000 --> 00:07:12.000]  最後滅長子
[00:07:12.000 --> 00:07:15.000]  以色列十二支派
[00:07:15.000 --> 00:07:18.000]  終於可以離開
[00:07:18.000 --> 00:07:20.000]  但其實這樣的結構
[00:07:20.000 --> 00:07:24.000]  這麼整齊分開三個組別
