
[00:00:00.000 --> 00:00:07.640]  好 今年的主題就是成為宣教的群體
[00:00:07.640 --> 00:00:12.600]  講宣教或者講世界上大部份的東西
[00:00:12.600 --> 00:00:15.640]  都一定要講一樣東西 就是講錢
[00:00:15.640 --> 00:00:19.200]  所以今天教會就講到不是經常講錢
[00:00:19.200 --> 00:00:22.200]  今天就選了一篇道跟你講錢的
[00:00:22.200 --> 00:00:27.200]  講錢之前先讀經 要盛化一下錢
[00:00:27.200 --> 00:00:31.640]  我們就路加福音16章1-13節
[00:00:31.640 --> 00:00:34.440]  我們用啟認的方法
[00:00:34.440 --> 00:00:37.840]  我讀單數的經文 大家讀雙數的經文
[00:00:38.080 --> 00:00:40.280]  耶穌又對門徒說:
[00:00:40.280 --> 00:00:42.640]  有一個財主的管家
[00:00:42.640 --> 00:00:47.640]  別人向他主人告他浪費主人的財物
[00:00:47.640 --> 00:00:51.040]  主人叫他來 對他說:
[00:00:51.040 --> 00:00:55.040]  我聽見你這事怎麼樣呢?
[00:00:55.040 --> 00:00:58.640]  把你所經管的交代明白
[00:00:58.640 --> 00:01:01.640]  因你不能再作我的管家
[00:01:01.640 --> 00:01:03.840]  那管家心裏說:
[00:01:03.840 --> 00:01:07.840]  主人辭我 不用我再作管家
[00:01:07.840 --> 00:01:09.840]  我將來做什麼?
[00:01:09.840 --> 00:01:14.840]  鋤地呢? 武力? 討飯呢? 怕醜?
[00:01:14.840 --> 00:01:16.840]  我知道怎麼行
[00:01:16.840 --> 00:01:19.840]  好叫人在我不作管家之後
[00:01:19.840 --> 00:01:22.840]  接我到他們家裏去
[00:01:22.840 --> 00:01:28.840]  於是把欠他主人財的一個一個地叫了來
[00:01:28.840 --> 00:01:30.840]  問頭一個說:
[00:01:30.840 --> 00:01:32.840]  你欠我主人多少?
[00:01:32.840 --> 00:01:35.840]  他說:一百劉油
[00:01:35.840 --> 00:01:40.840]  管家說:拿你的帳 快坐下 寫五十
[00:01:40.840 --> 00:01:43.840]  又問一個說:你欠多少?
[00:01:43.840 --> 00:01:46.840]  他說:一百石 墨紙
[00:01:46.840 --> 00:01:49.840]  管家說:拿你的帳 寫八十
[00:01:49.840 --> 00:01:53.840]  主人就誇獎這不義的管家造事聰明
[00:01:53.840 --> 00:01:57.840]  因為今世之子在世事之上
[00:01:57.840 --> 00:02:01.840]  較比光明之子更加聰明
[00:02:01.840 --> 00:02:03.840]  我又告訴你們
[00:02:03.840 --> 00:02:08.840]  要藉著那不義的錢財結交朋友
[00:02:08.840 --> 00:02:11.840]  到錢財無用的時候
[00:02:11.840 --> 00:02:16.840]  他們可以接你們到永存的帳幕裏去
[00:02:16.840 --> 00:02:19.840]  人在最小的事上忠心
[00:02:19.840 --> 00:02:22.840]  在大事上也忠心
[00:02:22.840 --> 00:02:24.840]  在最小的事上不義
[00:02:24.840 --> 00:02:27.840]  在大事上也不義
[00:02:27.840 --> 00:02:32.840]  倘若你們在不義的錢財上不忠心
[00:02:32.840 --> 00:02:37.840]  誰還把那真實的錢財託付你們呢?
[00:02:37.840 --> 00:02:41.840]  倘若你們在別人的東西上不忠心
[00:02:41.840 --> 00:02:46.840]  誰還把你們自己的東西給你們呢?
[00:02:46.840 --> 00:02:49.840]  我們一起讀一十三節
[00:02:49.840 --> 00:02:52.840]  一個僕人不能侍奉兩個主
[00:02:52.840 --> 00:02:55.840]  不是惡者個愛那個
[00:02:55.840 --> 00:02:58.840]  就是重者個輕那個
[00:02:58.840 --> 00:03:03.840]  你們不能又侍奉神又侍奉馬門
[00:03:03.840 --> 00:03:04.840]  我們第一天做個祈禱
[00:03:04.840 --> 00:03:06.840]  主耶穌求你幫助我們
[00:03:06.840 --> 00:03:09.840]  我們的生命是要侍奉神
[00:03:09.840 --> 00:03:12.840]  我們也要懂得好好善用馬門
[00:03:12.840 --> 00:03:14.840]  善用我們有一切資源
[00:03:14.840 --> 00:03:17.840]  求你今天聽到的時候
[00:03:17.840 --> 00:03:18.840]  你賜給我們智慧
[00:03:18.840 --> 00:03:22.840]  教導我們如何好好用我們的生命
[00:03:22.840 --> 00:03:24.840]  我們將以下時間交託
[00:03:24.840 --> 00:03:26.840]  祈禱供耶穌基督命
[00:03:26.840 --> 00:03:32.840]  這節經文大家應該都很熟悉
[00:03:32.840 --> 00:03:35.840]  你做基督徒的話一定聽過這節經文
[00:03:35.840 --> 00:03:38.840]  不過有時我們讀完這節經文
[00:03:38.840 --> 00:03:40.840]  就好像給人一個感覺
[00:03:40.840 --> 00:03:42.840]  基督徒不要說錢
[00:03:42.840 --> 00:03:45.840]  說錢很世俗
[00:03:45.840 --> 00:03:49.840]  但其實聖經是說錢的
[00:03:49.840 --> 00:03:51.840]  四本福音書
[00:03:51.840 --> 00:03:53.840]  特別是路加福音
[00:03:53.840 --> 00:03:56.840]  是很喜歡說錢的
[00:03:56.840 --> 00:03:59.840]  路加福音有幾個故事
[00:03:59.840 --> 00:04:01.840]  只有路加福音有
[00:04:01.840 --> 00:04:06.840]  這幾個故事通常都是和錢銀有關
[00:04:06.840 --> 00:04:10.840]  教會傳統是路加是醫生
[00:04:10.840 --> 00:04:14.840]  路加比較多錢
[00:04:14.840 --> 00:04:19.840]  所以他比較緊張到底信徒是如何看錢
[00:04:19.840 --> 00:04:21.840]  多點反省這個問題
[00:04:21.840 --> 00:04:25.840]  路加福音其實我們讀了十六章
[00:04:25.840 --> 00:04:27.840]  不過十五十六章
[00:04:27.840 --> 00:04:31.840]  在路加福音是一個完整的單元
[00:04:31.840 --> 00:04:35.840]  十六章開始耶穌對門道說
[00:04:35.840 --> 00:04:38.840]  十五章耶穌對誰說呢
[00:04:38.840 --> 00:04:41.840]  對瑞利和眾人都靠近耶穌
[00:04:41.840 --> 00:04:43.840]  耶穌要聽他講道
[00:04:43.840 --> 00:04:45.840]  十五章一節說
[00:04:45.840 --> 00:04:48.840]  為什麼路加要強調是瑞利呢
[00:04:48.840 --> 00:04:51.840]  因為瑞利在耶穌的年代
[00:04:51.840 --> 00:04:55.840]  就是所謂貪官的代表
[00:04:55.840 --> 00:04:58.840]  不知道大家有沒有看《焚城》
[00:04:58.840 --> 00:05:01.840]  我看了其實也不太好
[00:05:01.840 --> 00:05:05.840]  總之《焚城》裡的壞人就是地產商
[00:05:05.840 --> 00:05:08.840]  你想像我們香港人想到地產商
[00:05:08.840 --> 00:05:10.840]  都一定很奸詐
[00:05:10.840 --> 00:05:14.840]  瑞利也是很貪錢很奸詐的人
[00:05:14.840 --> 00:05:16.840]  所以路加特別強調
[00:05:16.840 --> 00:05:21.840]  是耶穌和瑞利和其他罪人講這些故事
[00:05:21.840 --> 00:05:24.840]  然後耶穌講什麼故事呢
[00:05:24.840 --> 00:05:25.840]  十五章提到的
[00:05:25.840 --> 00:05:27.840]  九十九隻羊不見了一隻羊
[00:05:27.840 --> 00:05:30.840]  你就會放下九十九隻去找失落的羊
[00:05:30.840 --> 00:05:33.840]  十個錢幣不見了一個
[00:05:33.840 --> 00:05:38.840]  你就會放下九個錢幣去找不見了的錢幣
[00:05:38.840 --> 00:05:40.840]  其實兩個故事都是在講錢的
[00:05:40.840 --> 00:05:42.840]  因為羊是很值錢的
[00:05:42.840 --> 00:05:44.840]  套用今天的比喻
[00:05:44.840 --> 00:05:45.840]  一隻羊
[00:05:45.840 --> 00:05:47.840]  不要說當日
[00:05:47.840 --> 00:05:49.840]  今天一隻羊也很值錢
[00:05:49.840 --> 00:05:52.840]  你買一隻羊還給你也要幾百塊港幣
[00:05:52.840 --> 00:05:54.840]  一隻羊我不知道要不要一萬塊
[00:05:54.840 --> 00:05:56.840]  應該也要的
[00:05:56.840 --> 00:05:59.840]  是一個有價值的東西
[00:05:59.840 --> 00:06:00.840]  你不見了當然去找
[00:06:00.840 --> 00:06:02.840]  一隻羊這麼值錢
[00:06:02.840 --> 00:06:04.840]  錢幣也會
[00:06:04.840 --> 00:06:06.840]  我們也有這樣的經驗
[00:06:06.840 --> 00:06:08.840]  掉了錢幣在床底
[00:06:08.840 --> 00:06:10.840]  多辛苦
[00:06:10.840 --> 00:06:12.840]  在全屋找了所有東西
[00:06:12.840 --> 00:06:14.840]  怎樣才能拿回那五塊錢幣
[00:06:14.840 --> 00:06:16.840]  那五塊而已
[00:06:16.840 --> 00:06:19.840]  總之就是拿不回就很不服氣
[00:06:19.840 --> 00:06:22.840]  耶穌講到一些很實際的東西
[00:06:22.840 --> 00:06:27.840]  十五章下半段是講浪子的故事
[00:06:27.840 --> 00:06:29.840]  大家都應該熟悉的
[00:06:29.840 --> 00:06:31.840]  小孩跟爸爸說
[00:06:31.840 --> 00:06:33.840]  我要拿你一半家產
[00:06:33.840 --> 00:06:35.840]  然後就把錢都拿回家
[00:06:35.840 --> 00:06:37.840]  最後就回家找爸爸
[00:06:37.840 --> 00:06:39.840]  我們通常講這個故事
[00:06:39.840 --> 00:06:41.840]  就是強調爸爸的恩慈
[00:06:41.840 --> 00:06:44.840]  但從另一個角度來說
[00:06:44.840 --> 00:06:46.840]  這個故事是講錢的
[00:06:46.840 --> 00:06:48.840]  小孩問爸爸
[00:06:48.840 --> 00:06:50.840]  拿一半的家產
[00:06:50.840 --> 00:06:52.840]  分家
[00:06:52.840 --> 00:06:54.840]  你還沒死他就要跟你分家
[00:06:54.840 --> 00:06:56.840]  這個故事當然強調
[00:06:56.840 --> 00:07:00.840]  爸爸是事前財如糞土
[00:07:00.840 --> 00:07:02.840]  兒子比較重要
[00:07:02.840 --> 00:07:04.840]  你拿我一半家產
[00:07:04.840 --> 00:07:06.840]  算了
[00:07:06.840 --> 00:07:08.840]  因為你是兒子
[00:07:08.840 --> 00:07:10.840]  一半家產都無所謂
[00:07:10.840 --> 00:07:12.840]  我不想失去兒子
[00:07:12.840 --> 00:07:14.840]  爸爸做到
[00:07:14.840 --> 00:07:16.840]  你做不做到
[00:07:16.840 --> 00:07:18.840]  我有三個女兒
[00:07:18.840 --> 00:07:20.840]  一個只能拿三分一家產
[00:07:20.840 --> 00:07:22.840]  但我想像如果女兒跟我說
[00:07:22.840 --> 00:07:24.840]  老爸你雖然沒死
[00:07:24.840 --> 00:07:26.840]  但我想我先拿三分一家產
[00:07:26.840 --> 00:07:28.840]  我就跟她說
[00:07:28.840 --> 00:07:30.840]  你瘋了
[00:07:30.840 --> 00:07:32.840]  我怎麼會這麼快分家產給她
[00:07:32.840 --> 00:07:34.840]  但故事還是強調
[00:07:34.840 --> 00:07:36.840]  爸爸是不介意的
[00:07:36.840 --> 00:07:38.840]  錢財很小事
[00:07:38.840 --> 00:07:40.840]  反而是兒子介意
[00:07:40.840 --> 00:07:42.840]  即是大兒子介意
[00:07:42.840 --> 00:07:44.840]  小兒子回來後
[00:07:44.840 --> 00:07:46.840]  爸爸就宰了一隻牛
[00:07:46.840 --> 00:07:48.840]  慈燕歡迎浪子回來
[00:07:48.840 --> 00:07:50.840]  然後哥哥就投訴
[00:07:50.840 --> 00:07:52.840]  我在你家這麼久
[00:07:52.840 --> 00:07:54.840]  你都沒為我宰過一隻牛
[00:07:54.840 --> 00:07:56.840]  你還不如給我一隻牛
[00:07:56.840 --> 00:07:58.840]  我現在就要跟你分家產
[00:07:58.840 --> 00:08:00.840]  你這麼久都沒為我宰過一隻牛
[00:08:00.840 --> 00:08:02.840]  你這個臭小子
[00:08:02.840 --> 00:08:04.840]  你這個臭小子回來
[00:08:04.840 --> 00:08:06.840]  你就馬上宰了一隻牛
[00:08:06.840 --> 00:08:08.840]  又是比較
[00:08:08.840 --> 00:08:10.840]  你想像
[00:08:10.840 --> 00:08:14.840]  假如你有兩個小孩
[00:08:14.840 --> 00:08:18.840]  大兒子生日的時候
[00:08:18.840 --> 00:08:20.840]  你就租了麥當勞
[00:08:20.840 --> 00:08:22.840]  請他的同學
[00:08:22.840 --> 00:08:24.840]  辦個生日派對
[00:08:24.840 --> 00:08:26.840]  到你的小女兒生日
[00:08:26.840 --> 00:08:28.840]  你就去美心
[00:08:28.840 --> 00:08:30.840]  隨便買個紙包蛋糕回來
[00:08:30.840 --> 00:08:32.840]  慶祝生日
[00:08:32.840 --> 00:08:34.840]  你的女兒一定對你充滿不滿
