
[00:00:01.000 --> 00:00:02.000]  虛空
[00:00:02.000 --> 00:00:05.480]  這個題目徒勞無奈有主
[00:00:05.480 --> 00:00:07.200]  然後是第一句
[00:00:07.200 --> 00:00:11.480]  虛空的虛空
[00:00:11.480 --> 00:00:15.760]  虛空的虛空
[00:00:15.760 --> 00:00:18.760]  凡事都是虛空
[00:00:18.760 --> 00:00:21.920]  類似的說話
[00:00:21.920 --> 00:00:24.080]  從傳道書
[00:00:24.080 --> 00:00:25.880]  舊約有卷叫傳道書
[00:00:25.880 --> 00:00:28.840]  第一章第二節開始
[00:00:29.360 --> 00:00:32.960]  直到最後第十二章
[00:00:32.960 --> 00:00:36.040]  出現了三十多次
[00:00:36.040 --> 00:00:38.960]  大家有興趣可以統計一下
[00:00:38.960 --> 00:00:42.080]  又例如所謂日光之下
[00:00:42.080 --> 00:00:44.320]  在傳道書的卷裡面
[00:00:44.320 --> 00:00:47.040]  也出現了三十多次
[00:00:47.040 --> 00:00:51.920]  正如虛空的虛空
[00:00:51.920 --> 00:00:53.440]  日光之下什麼什麼
[00:00:53.440 --> 00:00:56.280]  正如廣播劇的主題音樂
[00:00:56.280 --> 00:00:59.160]  我不知道這裡最流行的廣播劇是什麼
[00:00:59.160 --> 00:01:00.240]  所以不能舉例
[00:01:00.240 --> 00:01:02.720]  如果想舉例我們那個年代
[00:01:02.720 --> 00:01:04.160]  有時候很老土的在座
[00:01:04.160 --> 00:01:05.640]  不知道有沒有這個年紀在香港
[00:01:05.640 --> 00:01:08.720]  現在說成六十年前也有
[00:01:08.720 --> 00:01:12.200]  (唱歌)
[00:01:12.200 --> 00:01:13.360]  那些是鄧寄塵
[00:01:13.360 --> 00:01:18.760]  一聽見任何主題
[00:01:18.760 --> 00:01:20.560]  任何這個廣播劇都是的
[00:01:20.560 --> 00:01:21.440]  都是肥皂劇
[00:01:21.440 --> 00:01:23.720]  一聽見那個旋律
[00:01:23.720 --> 00:01:25.480]  你就知道又來了
[00:01:27.080 --> 00:01:29.640]  虛空的虛空你知道又是說這個
[00:01:29.640 --> 00:01:30.600]  傳道書
[00:01:30.600 --> 00:01:34.760]  似乎是一場令人心灰意冷
[00:01:34.760 --> 00:01:37.760]  感慨萬千的荒謬劇
[00:01:37.760 --> 00:01:41.600]  跟競敗隊剛才第一首那個充滿活力
[00:01:41.600 --> 00:01:43.440]  這個有歡欣
[00:01:43.440 --> 00:01:44.720]  有跳動節奏
[00:01:44.720 --> 00:01:47.240]  盤若雲泥完全相反
[00:01:47.240 --> 00:01:48.240]  人生就是這樣
[00:01:48.240 --> 00:01:51.160]  心灰意冷感慨萬千
[00:01:51.160 --> 00:01:53.400]  眾生包括自己
[00:01:53.400 --> 00:01:55.160]  形形易易
[00:01:56.200 --> 00:01:58.160]  都不知道為了什麼辛苦幾十年
[00:01:58.160 --> 00:02:01.480]  難怪以前
[00:02:01.480 --> 00:02:03.800]  這個有人懷疑
[00:02:03.800 --> 00:02:05.960]  這個聖經之中
[00:02:05.960 --> 00:02:09.040]  為什麼零零丁丁有這一卷傳道書
[00:02:09.040 --> 00:02:11.720]  那個主調那個色調
[00:02:11.720 --> 00:02:13.240]  好像跟其他各卷不同
[00:02:13.240 --> 00:02:16.280]  3927
[00:02:16.280 --> 00:02:17.880]  66卷這個聖經
[00:02:17.880 --> 00:02:19.760]  唯獨在這一卷好像前面很多
[00:02:19.760 --> 00:02:21.800]  有時說如果東方的人
[00:02:21.800 --> 00:02:24.240]  中國的人你對佛教的道理
[00:02:24.240 --> 00:02:25.760]  對道家的哲學
[00:02:25.960 --> 00:02:27.000]  很有興趣
[00:02:27.000 --> 00:02:29.360]  你不妨看一下傳道書比較一下
[00:02:29.360 --> 00:02:31.000]  你會發覺原來有了
[00:02:31.000 --> 00:02:32.760]  真的有了
[00:02:32.760 --> 00:02:34.160]  為如不信自己看看
[00:02:34.160 --> 00:02:37.400]  但是跟其他各卷的主調很不同
[00:02:37.400 --> 00:02:39.560]  為什麼又有卷這樣說
[00:02:39.560 --> 00:02:40.560]  說很多虛空
[00:02:40.560 --> 00:02:41.640]  很多消極
[00:02:41.640 --> 00:02:42.640]  很多頹廢
[00:02:42.640 --> 00:02:45.640]  很多好像老年人在那裡哀聲嘆氣
[00:02:45.640 --> 00:02:46.640]  為什麼
[00:02:46.640 --> 00:02:48.440]  唉之類的
[00:02:48.440 --> 00:02:50.800]  虛空的虛空
[00:02:50.800 --> 00:02:54.040]  我知道在座藏龍伏虎
[00:02:54.040 --> 00:02:56.920]  在王牧燒辦公室看到
[00:02:56.920 --> 00:02:58.760]  對聯書法寫得真好
[00:02:58.760 --> 00:03:01.920]  熟悉中國的文學
[00:03:01.920 --> 00:03:03.920]  特別是中國第一古典小說
[00:03:03.920 --> 00:03:06.920]  這本小說的成就超過其他那些
[00:03:06.920 --> 00:03:09.080]  可以跟西洋最好的小說比
[00:03:09.080 --> 00:03:10.080]  《紅樓夢》
[00:03:10.080 --> 00:03:13.320]  一看見虛空量的字就會想起
[00:03:13.320 --> 00:03:15.240]  一開頭
[00:03:15.240 --> 00:03:17.960]  說把那個通靈寶玉
[00:03:17.960 --> 00:03:19.920]  帶入紅塵
[00:03:19.920 --> 00:03:21.320]  後來江西為人
[00:03:21.320 --> 00:03:22.320]  那個又是江西為人
[00:03:22.320 --> 00:03:23.160]  就變成假寶玉
[00:03:23.160 --> 00:03:24.680]  大家知道《紅樓夢》那些人名
[00:03:24.680 --> 00:03:26.680]  全部是有寓意的
[00:03:26.680 --> 00:03:28.680]  假寶玉就是假的寶玉
[00:03:28.680 --> 00:03:31.400]  所以有些人說那個小說
[00:03:31.400 --> 00:03:33.680]  是比喻一個政權
[00:03:33.680 --> 00:03:34.600]  一個政治權力
[00:03:34.600 --> 00:03:35.880]  有些人這樣說
[00:03:35.880 --> 00:03:37.800]  譬如假寶玉那四個姐姐
[00:03:37.800 --> 00:03:40.120]  元春 瑩春 譚春 色春
[00:03:40.120 --> 00:03:42.320]  加上元英 譚色
[00:03:42.320 --> 00:03:43.880]  就是本來哭得一句一句
[00:03:43.880 --> 00:03:44.600]  為什麼
[00:03:44.600 --> 00:03:46.040]  是這樣的意思
[00:03:46.040 --> 00:03:47.040]  不是牽強附會
[00:03:47.040 --> 00:03:48.440]  這些很多
[00:03:48.440 --> 00:03:51.640]  薛寶釵是偷回來的寶釵
[00:03:51.920 --> 00:03:53.080]  他是當了少奶奶
[00:03:53.080 --> 00:03:54.240]  見過虛空的虛空
[00:03:54.240 --> 00:03:56.960]  那個丈夫出了家
[00:03:56.960 --> 00:03:58.640]  薛寶釵就很有機謀
[00:03:58.640 --> 00:04:00.320]  很識世故
[00:04:00.320 --> 00:04:01.960]  林黛玉就很率性
[00:04:01.960 --> 00:04:05.400]  這個假寶玉就是整個兒童公子
[00:04:05.400 --> 00:04:06.400]  很有意思
[00:04:06.400 --> 00:04:09.320]  大家有時間回去看看《紅樓夢》
[00:04:09.320 --> 00:04:11.480]  聽見虛空量的字
[00:04:11.480 --> 00:04:13.040]  你想起《紅樓夢》一開頭
[00:04:13.040 --> 00:04:15.280]  就說有兩個
[00:04:15.280 --> 00:04:16.880]  一爭一盜
[00:04:16.880 --> 00:04:19.000]  一個叫做亡亡大事
[00:04:19.000 --> 00:04:20.880]  一個就是渺渺真人
[00:04:20.880 --> 00:04:22.000]  亡亡渺渺
[00:04:22.000 --> 00:04:23.120]  虛空的虛空
[00:04:23.120 --> 00:04:24.440]  把這個通靈寶玉
[00:04:24.440 --> 00:04:25.640]  當初說這個女兒
[00:04:25.640 --> 00:04:26.800]  練石補天
[00:04:26.800 --> 00:04:28.960]  用光了 用剩一塊
[00:04:28.960 --> 00:04:31.520]  那塊寶玉就通靈性
[00:04:31.520 --> 00:04:33.680]  覺得自己好像懷才不如
[00:04:33.680 --> 00:04:36.120]  你只可以想像
[00:04:36.120 --> 00:04:37.120]  鍛鍊一堆人
[00:04:37.120 --> 00:04:37.840]  做太空人
[00:04:37.840 --> 00:04:39.200]  去繼承這個楊利偉
[00:04:39.200 --> 00:04:41.040]  個個都能上去
[00:04:41.040 --> 00:04:45.080]  唯獨是陳茂茂
[00:04:45.080 --> 00:04:46.200]  或者茂茂嵐
