
[00:00:00.000 --> 00:00:04.600]  我們繼續看菲勒比書
[00:00:04.600 --> 00:00:10.200]  是我們這幾個月都有在看的一卷書
[00:00:10.200 --> 00:00:18.240]  真的很感謝我們有機會經常來到溫哥華播圖會和大家分享
[00:00:18.240 --> 00:00:21.760]  我數一數,這是尾二的一次
[00:00:21.760 --> 00:00:26.160]  最後一次是在五月的時間
[00:00:26.160 --> 00:00:28.400]  所以我很珍惜這些機會和大家分享
[00:00:28.400 --> 00:00:33.720]  很可能我們沒機會看完整個菲勒比書
[00:00:33.720 --> 00:00:38.240]  這次之後我們再看第四章的經文
[00:00:38.240 --> 00:00:41.320]  有機會再和大家分享
[00:00:41.320 --> 00:00:45.280]  或者大家可以再看其他菲勒比書的經文
[00:00:45.280 --> 00:00:49.840]  今天看的經文是菲勒比書第三章第1到第16節
[00:00:49.840 --> 00:00:51.520]  剛才主席幫我們讀出的一段聖經
[00:00:51.520 --> 00:00:55.120]  這段聖經可以說是菲勒比書第二個大段落
[00:00:55.120 --> 00:01:03.600]  留心,我們上次提到菲勒比書整個第二章都處理一個問題
[00:01:03.600 --> 00:01:07.800]  那就是鼓勵他們同心合意,興亡福音
[00:01:07.800 --> 00:01:10.920]  我們再看回菲勒比書第一章
[00:01:10.920 --> 00:01:12.360]  如果聖經請你翻開
[00:01:12.360 --> 00:01:17.320]  我再次鼓勵大家盡量打開聖經來聽
[00:01:17.320 --> 00:01:20.920]  這樣慢慢就會更加熟悉聖經
[00:01:20.920 --> 00:01:27.200]  菲勒比書第一章是由第27節開始
[00:01:27.200 --> 00:01:30.200]  保羅由交代他坐牢
[00:01:30.200 --> 00:01:33.080]  交代他問安這間教會的情況
[00:01:33.080 --> 00:01:36.280]  一直轉到直接對這間教會提醒
[00:01:36.280 --> 00:01:41.000]  27節說:只要你們行事為人,與基督的福音相斥
[00:01:41.000 --> 00:01:43.200]  希望大家還記得,我經常看這些聖經
[00:01:43.200 --> 00:01:46.120]  其實整個教導的方向就是這樣
[00:01:46.120 --> 00:01:50.280]  你所聽的福音和你的生活應該是相斥的
[00:01:50.280 --> 00:01:54.760]  你行事為人與你所聽的領受的福音是相斥的
[00:01:54.760 --> 00:01:56.560]  具體來說怎麼做呢?
[00:01:56.560 --> 00:02:00.960]  在27節下半節說:你們要站脈得穩
[00:02:00.960 --> 00:02:03.280]  為所順利的福音齊心努力
[00:02:03.280 --> 00:02:06.640]  保羅第一方面看到的就是
[00:02:06.640 --> 00:02:09.240]  這個福音怎麼可以彰顯出來呢?
[00:02:09.240 --> 00:02:10.880]  第一個地方就是教會
[00:02:10.880 --> 00:02:12.680]  就是基督徒站在一起的時間
[00:02:12.680 --> 00:02:17.480]  能不能夠將他們的生活顯明他們所順利的福音
[00:02:17.480 --> 00:02:18.600]  這是第一點
[00:02:18.600 --> 00:02:21.920]  所以在第二章裡面保羅用了直接的教導
[00:02:21.920 --> 00:02:23.600]  比如第一到第四節
[00:02:23.600 --> 00:02:26.080]  教導他們不要只自我中心
[00:02:26.080 --> 00:02:27.680]  要彼此的同心
[00:02:27.680 --> 00:02:29.800]  然後引用耶穌基督做例子
[00:02:29.800 --> 00:02:30.760]  大家還記得嗎?
[00:02:30.760 --> 00:02:33.360]  當以基督耶穌的心為心
[00:02:33.360 --> 00:02:34.400]  他怎麼謙卑
[00:02:34.400 --> 00:02:38.120]  然後為我們賦上無限的愛的代價
[00:02:38.120 --> 00:02:39.840]  然後他再轉到第十二節
[00:02:39.840 --> 00:02:41.160]  就是上次我們看的經文
[00:02:41.160 --> 00:02:43.520]  就是保羅提到他們
[00:02:43.520 --> 00:02:44.840]  不單止耶穌基督的信服
[00:02:44.840 --> 00:02:46.000]  我們也要信服
[00:02:46.000 --> 00:02:47.680]  最後他舉兩個例子
[00:02:47.680 --> 00:02:50.040]  提摩太和爾巴弗提
[00:02:50.040 --> 00:02:52.280]  他們真的好像耶穌基督那樣
[00:02:52.280 --> 00:02:54.400]  也因為教會的緣故
[00:02:54.400 --> 00:02:56.200]  放下了自己一個好的榜樣
[00:02:56.200 --> 00:02:57.960]  一個同心的好的榜樣
[00:02:57.960 --> 00:02:59.960]  這個大概是第二章所說的
[00:02:59.960 --> 00:03:01.600]  不過原來在菲律賓書裡面
[00:03:01.600 --> 00:03:03.240]  除了這個方向之外
[00:03:03.240 --> 00:03:04.360]  還有一個方向
[00:03:04.360 --> 00:03:05.440]  一章二十七節說
[00:03:05.440 --> 00:03:07.480]  你們要為福音
[00:03:07.480 --> 00:03:08.840]  所聽的福音
[00:03:08.840 --> 00:03:10.360]  你的生活要鑲請
[00:03:10.360 --> 00:03:12.600]  除了二十七節下半節說
[00:03:12.600 --> 00:03:13.960]  要齊心努力福音之外
[00:03:13.960 --> 00:03:14.960]  二十八節說
[00:03:14.960 --> 00:03:17.960]  凡事不怕敵人的驚嚇
[00:03:17.960 --> 00:03:21.360]  你看到這本書早已鋪排了
[00:03:21.360 --> 00:03:24.400]  兩個重點在他引言的時候已經說了
[00:03:24.400 --> 00:03:25.720]  第一個重點要同心
[00:03:25.720 --> 00:03:27.160]  第二個重點就是
[00:03:27.160 --> 00:03:28.640]  不要怕敵人驚嚇
[00:03:28.640 --> 00:03:30.440]  這樣你就能顯明
[00:03:30.440 --> 00:03:32.080]  你所信的福音
[00:03:32.080 --> 00:03:34.840]  你的生活和你所信的福音是相清的
[00:03:34.840 --> 00:03:37.200]  怎樣不怕敵人驚嚇呢
[00:03:37.200 --> 00:03:38.400]  第三章開始說
[00:03:38.400 --> 00:03:40.280]  今天的經文主要說這件事
[00:03:40.280 --> 00:03:41.080]  第三章
[00:03:41.080 --> 00:03:42.760]  不怕敵人驚嚇
[00:03:42.760 --> 00:03:46.760]  在我分析經文之前
[00:03:46.760 --> 00:03:48.080]  我想提一個人叫做
[00:03:48.080 --> 00:03:48.880]  駱家輝
[00:03:48.880 --> 00:03:50.000]  不知道大家認不認識他
[00:03:50.000 --> 00:03:51.000]  有沒有聽過他的名字
[00:03:51.000 --> 00:03:54.080]  是美國駐華大使
[00:03:54.080 --> 00:03:57.080]  他也是中國人
[00:03:57.080 --> 00:03:58.080]  華裔
[00:03:58.080 --> 00:04:00.480]  但就是美國駐華的大使
[00:04:00.480 --> 00:04:03.280]  他說了一篇很精彩的東西
[00:04:03.280 --> 00:04:06.440]  他說他觀察中國人
[00:04:06.440 --> 00:04:08.360]  有十二個特點
[00:04:08.360 --> 00:04:11.320]  不知道大家有沒有看過這篇報道
[00:04:11.320 --> 00:04:12.600]  中國人十二個特點
[00:04:12.600 --> 00:04:15.920]  今天我沒有打算全部讀出來
[00:04:15.920 --> 00:04:16.920]  我只是讀幾個
[00:04:16.920 --> 00:04:18.600]  他說中國人第一個特點
[00:04:18.600 --> 00:04:19.600]  是非常聰明
[00:04:19.600 --> 00:04:22.600]  但很奇怪的
[00:04:22.600 --> 00:04:24.600]  就是非常相信傳言
[00:04:24.600 --> 00:04:28.600]  在街邊聽到誰說就很相信
[00:04:28.600 --> 00:04:30.600]  然後呢
[00:04:30.600 --> 00:04:33.600]  中國人第二個特點就是
[00:04:33.600 --> 00:04:36.600]  如果能夠透過關係造成的事
[00:04:36.600 --> 00:04:40.600]  就絕對不會通過正當的途徑來解決
[00:04:40.600 --> 00:04:44.600]  你同不同意嗎
[00:04:44.600 --> 00:04:46.600]  要不要再聽一次
[00:04:46.600 --> 00:04:50.600]  如果這件事能夠透過關係來搞定的話
[00:04:50.600 --> 00:04:54.600]  就絕對不會透過正當的途徑來解決
[00:04:54.600 --> 00:04:59.600]  另外一個特點就是
[00:04:59.600 --> 00:05:02.600]  很容易批評外界
[00:05:02.600 --> 00:05:03.600]  很容易批評的
[00:05:03.600 --> 00:05:06.600]  不過很少反省自己的人生
[00:05:06.600 --> 00:05:14.600]  他說他不是為長遠來謀幸福
