
[00:00:00.000 --> 00:00:06.640]  請師妹讓我們在聆聽主的說話之中
[00:00:06.640 --> 00:00:09.200]  讓我們再次同心低頭禱告
[00:00:09.200 --> 00:00:10.240]  讓我們轉化起神
[00:00:10.240 --> 00:00:13.040]  親愛的父神多謝你
[00:00:13.040 --> 00:00:16.240]  讓我們再次回到你的啟示當中
[00:00:16.240 --> 00:00:18.560]  去認識主你的心思意念
[00:00:18.560 --> 00:00:22.160]  你怎樣在這個世界上掌管一切
[00:00:22.160 --> 00:00:24.800]  讓我們作為神的子民
[00:00:24.800 --> 00:00:29.760]  讓我們掌握到怎樣與你同在
[00:00:29.760 --> 00:00:35.600]  也要怎樣依靠主你的引導走在面前的路
[00:00:35.600 --> 00:00:37.760]  免得我們所行所想的
[00:00:37.760 --> 00:00:42.560]  甚至我們以為自己已經走在上帝的路上的時候
[00:00:42.560 --> 00:00:48.400]  原來我們卻悄悄然地走在自己所盼望的路上
[00:00:48.400 --> 00:00:49.760]  求你的帶領
[00:00:49.760 --> 00:00:51.360]  求聖靈的光照
[00:00:51.360 --> 00:00:56.000]  希望我們能夠準確地去拖緊上主你的手
[00:00:56.000 --> 00:00:57.760]  隨著你的引導
[00:00:57.760 --> 00:01:01.280]  禱告奉靠主耶穌基督得勝的明智而求
[00:01:01.280 --> 00:01:02.240]  阿們
[00:01:02.240 --> 00:01:09.280]  很多年前當我第一次接觸基督教的時候
[00:01:09.280 --> 00:01:12.080]  其實不是一些名門正派
[00:01:12.080 --> 00:01:16.720]  是一個叫做魔門教的異端
[00:01:16.720 --> 00:01:18.560]  他們很雀躍
[00:01:18.560 --> 00:01:20.400]  我記得當時的環境
[00:01:20.400 --> 00:01:23.120]  我家裡還住在一些舊唐樓
[00:01:23.120 --> 00:01:26.960]  我們家裡舊唐樓有一疊閘
[00:01:26.960 --> 00:01:28.960]  閘住了他不能進來
[00:01:28.960 --> 00:01:30.800]  他就在閘門拍門
[00:01:30.800 --> 00:01:32.400]  他就走進來跟我們說
[00:01:32.400 --> 00:01:35.280]  他說我們是想來報道的
[00:01:35.280 --> 00:01:36.960]  跟我們說了很久
[00:01:36.960 --> 00:01:38.400]  我媽說了很久之後
[00:01:38.400 --> 00:01:41.760]  他說阿權你看看他究竟在搞什麼
[00:01:41.760 --> 00:01:43.520]  我就跟他這樣說
[00:01:43.520 --> 00:01:46.240]  他就不斷地重重覆覆地說
[00:01:46.240 --> 00:01:49.440]  你們要信我們的上帝
[00:01:49.440 --> 00:01:53.040]  信了之後你們就可以進天堂
[00:01:53.040 --> 00:01:56.560]  他就給我一本小冊子
[00:01:56.560 --> 00:01:59.680]  那本小冊子其實現在到處都可以拿到
[00:01:59.680 --> 00:02:03.520]  如果大家有機會去到一些商場
[00:02:03.520 --> 00:02:06.640]  他就站在商場門口
[00:02:06.640 --> 00:02:11.440]  他就說介紹我們怎樣建立一個和諧的家庭
[00:02:11.440 --> 00:02:15.520]  能夠在這個世界有一個平安的生命生活
[00:02:15.520 --> 00:02:17.200]  只要你相信上帝
[00:02:17.200 --> 00:02:20.400]  上帝就會帶你去到天堂裡面
[00:02:20.400 --> 00:02:23.840]  讓你活在天堂一樣的快樂
[00:02:23.840 --> 00:02:26.720]  當時我聽了他講了一大段
[00:02:26.720 --> 00:02:30.000]  後來因為知道他是一個異端
[00:02:30.000 --> 00:02:34.880]  所以就沒有再跟他們有交談
[00:02:34.880 --> 00:02:39.360]  每次來的時候我們都趕他走
[00:02:39.360 --> 00:02:44.320]  後來當我自己去接觸福音
[00:02:44.320 --> 00:02:46.560]  讀聖經的時候
[00:02:46.560 --> 00:02:48.800]  明白了上帝的話
[00:02:48.800 --> 00:02:51.840]  開始明白到一點
[00:02:51.840 --> 00:02:54.880]  他們的錯在哪裡
[00:02:54.880 --> 00:02:57.760]  當我看回他們的錯
[00:02:57.760 --> 00:03:00.960]  其實很多時候只是為了要進天堂而相信主
[00:03:00.960 --> 00:03:03.840]  這個推廣
[00:03:03.840 --> 00:03:09.040]  我們就以為基督教的傳道應該都對
[00:03:09.040 --> 00:03:12.960]  我們又去到一些名門正派
[00:03:12.960 --> 00:03:15.600]  浸信會 宣道會
[00:03:15.600 --> 00:03:19.120]  聖公會有些人覺得是尖端的
[00:03:19.120 --> 00:03:23.840]  我們應該傳的道是很正確
[00:03:23.840 --> 00:03:26.000]  但結局
[00:03:26.000 --> 00:03:28.080]  當我在教會這麼多年
[00:03:28.080 --> 00:03:29.840]  我看到的現象就是
[00:03:29.840 --> 00:03:33.680]  不要以為我們在基督教會裡面
[00:03:33.680 --> 00:03:37.600]  我們和這些異端有所不同
[00:03:37.600 --> 00:03:40.480]  多次我和很多基督徒
[00:03:40.480 --> 00:03:42.640]  或者當時我初信的時候
[00:03:42.640 --> 00:03:45.280]  有很多所謂資深的基督徒
[00:03:45.280 --> 00:03:47.680]  甚至一些很著名的牧者
[00:03:47.680 --> 00:03:50.720]  都經常這樣去推廣
[00:03:50.720 --> 00:03:52.240]  你要和人傳福音
[00:03:52.240 --> 00:03:53.280]  傳了福音
[00:03:53.280 --> 00:03:56.640]  那些人就能夠上天堂
[00:03:56.640 --> 00:04:02.880]  就讓我勾起小時候和魔門教的對話
[00:04:02.880 --> 00:04:10.000]  原來基督教傳的東西和魔門教沒什麼分別
[00:04:10.000 --> 00:04:13.920]  那究竟誰才是對的呢
[00:04:13.920 --> 00:04:16.160]  這個就引發到我
[00:04:16.160 --> 00:04:20.240]  在聖經裡面用很多時間去重新看
[00:04:20.240 --> 00:04:22.160]  信的基礎是什麼
[00:04:22.160 --> 00:04:23.680]  什麼叫信上帝
[00:04:23.680 --> 00:04:26.320]  什麼叫信耶穌
[00:04:26.320 --> 00:04:29.440]  信的基礎是什麼呢
[00:04:29.440 --> 00:04:31.680]  今天我就希望透過這段聖經
[00:04:31.680 --> 00:04:35.360]  和大家去詳細的去看
[00:04:35.360 --> 00:04:37.360]  就是但以利書第十二章
[00:04:37.360 --> 00:04:40.080]  第一至第四節
[00:04:40.080 --> 00:04:42.480]  在這段聖經裡面
[00:04:42.480 --> 00:04:48.400]  表面上好像在看猶太人的遭遇將會怎麼樣
[00:04:48.400 --> 00:04:51.440]  但其實對於我們今天來看
[00:04:51.440 --> 00:04:55.920]  正是糾正我們很多時候
[00:04:55.920 --> 00:05:03.040]  我們對信耶穌或信上帝這件事的一些錯誤
[00:05:03.040 --> 00:05:10.480]  尤其是我們以為信上帝是為了有天堂相
[00:05:10.480 --> 00:05:11.600]  而去相信
[00:05:11.600 --> 00:05:16.720]  這個看法其實是一個很大的錯誤
[00:05:16.720 --> 00:05:18.640]  而在今天這段聖經
[00:05:18.640 --> 00:05:21.840]  但以利書第十二章一至四節裡面
[00:05:21.840 --> 00:05:24.400]  天使加伯尼的啟示
[00:05:24.400 --> 00:05:28.480]  就正是要讓但以利在這方面
[00:05:28.480 --> 00:05:31.120]  有一個清楚的介紹給
[00:05:31.120 --> 00:05:34.400]  往後所有讀但以利書的人知道
[00:05:34.400 --> 00:05:36.880]  如果大家去看但以利
[00:05:36.880 --> 00:05:38.320]  一路我們所看的
[00:05:38.320 --> 00:05:42.160]  他們會擔心現在的猶太人
[00:05:42.160 --> 00:05:48.320]  雖然他們已經經歷了這個秘魯七十年的日子
[00:05:48.320 --> 00:05:51.600]  回歸回到巴勒斯坦地
[00:05:51.600 --> 00:05:56.480]  是不是因此他們可以建立自己的國度
[00:05:56.480 --> 00:05:58.640]  平步青雲的生活
[00:05:58.640 --> 00:06:05.360]  並且能夠讓他們在神的照顧之下
[00:06:05.360 --> 00:06:10.880]  得到一個順利的生活
[00:06:10.880 --> 00:06:13.040]  無驚無險的生活
[00:06:13.040 --> 00:06:15.600]  好像上了天堂一樣
[00:06:15.600 --> 00:06:18.400]  原來正正不是這樣的現象
[00:06:18.400 --> 00:06:20.080]  那什麼叫信呢
[00:06:20.080 --> 00:06:23.440]  我們就仔細去看這段聖經
[00:06:23.440 --> 00:06:29.040]  免得我們很多時候錯誤的建立我們信
[00:06:29.040 --> 00:06:33.840]  如果你要我簡單的去籠統地
[00:06:33.840 --> 00:06:36.720]  去做一個結語的話
[00:06:36.720 --> 00:06:41.040]  或者是一個標題告訴大家
[00:06:41.040 --> 00:06:45.280]  信上帝其實是完全是因為一個
[00:06:45.280 --> 00:06:54.560]  嚮往和羨慕和上帝建立一份永恆關係的一個基礎
[00:06:54.560 --> 00:07:00.320]  因為我們希望和上帝建立一個永恆的關係
[00:07:00.320 --> 00:07:03.520]  所以我們才相信他
[00:07:03.520 --> 00:07:06.480]  如果你根本不是為了和他建立關係
[00:07:06.480 --> 00:07:09.680]  只是想得到好處的話
[00:07:09.680 --> 00:07:14.160]  你這個信其實不是上帝所指的信
[00:07:14.160 --> 00:07:17.360]  也不是聖經裡面所指的信
[00:07:17.360 --> 00:07:23.200]  今天很多信徒以入天堂為招來信主的人
[00:07:23.200 --> 00:07:29.520]  這個宣傳其實完全錯過了
[00:07:29.520 --> 00:07:36.880]  原本相信上帝和上帝建立關係所帶來的副產品
[00:07:36.880 --> 00:07:38.480]  簡單來說
[00:07:38.480 --> 00:07:42.480]  我們因為想和上帝建立一個永恆的關係
[00:07:42.480 --> 00:07:45.360]  而上帝是一位永恆的主
[00:07:45.360 --> 00:07:50.640]  所以容許了我們可以在永恆當中有份
[00:07:50.640 --> 00:07:54.160]  但很可惜的就是今天很多信徒
[00:07:54.160 --> 00:07:56.720]  因為為了有永恆生命
[00:07:56.720 --> 00:08:00.320]  才轉頭相信上帝
[00:08:00.320 --> 00:08:03.840]  這種情況就等同於我們吃正餐
[00:08:03.840 --> 00:08:07.120]  但只是專注在半碟上
[00:08:07.120 --> 00:08:10.640]  我經常用一個例子
[00:08:10.640 --> 00:08:14.320]  好像去吃韓國的餐
[00:08:14.320 --> 00:08:16.320]  吃韓國的餐
[00:08:16.320 --> 00:08:18.400]  譬如燒肉也好
[00:08:18.400 --> 00:08:22.560]  未來正餐之前一定有大堆的配菜給你
[00:08:22.560 --> 00:08:26.000]  那你是不是只吃完配菜才走呢?
[00:08:26.000 --> 00:08:28.320]  而不吃燒肉呢?
[00:08:28.320 --> 00:08:30.000]  真正的主菜呢?
[00:08:30.000 --> 00:08:32.400]  基督徒今天的信就是這樣的現象
[00:08:32.400 --> 00:08:35.600]  不如我們先讀讀這四節經文
[00:08:35.600 --> 00:08:40.080]  再次準確地拿捏一下這段經文的內容
[00:08:40.080 --> 00:08:42.880]  然後我們再仔細去看
[00:08:42.880 --> 00:08:46.240]  這段聖經如何糾正我們對於
[00:08:46.240 --> 00:08:51.200]  今天是不是信徒因為要進入天堂才相信上帝呢?
[00:08:51.200 --> 00:08:54.160]  找到之後我們一起去讀
[00:08:54.160 --> 00:08:59.520]  我們隨便用廣東話或者普通話或者國語
[00:08:59.520 --> 00:09:01.520]  英文也可以
[00:09:01.520 --> 00:09:03.520]  我們一起讀
[00:09:04.240 --> 00:09:11.200]  那時保佑你本國之民的天使長米加勒必站起來
[00:09:11.200 --> 00:09:13.200]  並且有大艱難
[00:09:13.200 --> 00:09:18.240]  從有國以來直到此時沒有這樣的
[00:09:18.240 --> 00:09:24.240]  你本國的民眾凡名錄在冊上的必得拯救
[00:09:24.240 --> 00:09:28.720]  誰在塵埃中的必有多人復醒
[00:09:28.720 --> 00:09:34.800]  其中有得永生的有受修育永遠被憎惡的
[00:09:34.800 --> 00:09:39.200]  智慧人必發光如同天上的光
[00:09:39.200 --> 00:09:43.760]  那使多人皈依的必發光如星
