
[00:00:00.000 --> 00:00:02.000]  (廣播中)
[00:00:03.000 --> 00:00:05.000]  聽眾朋友早晨
[00:00:05.000 --> 00:00:12.000]  很高興再一次在主日的時候和大家一起分享訊息
[00:00:12.000 --> 00:00:14.000]  今天是年廿九
[00:00:14.000 --> 00:00:16.000]  昨天應該已經洗完垃圾了
[00:00:16.000 --> 00:00:18.000]  不知道有沒有時間洗垃圾
[00:00:18.000 --> 00:00:20.000]  現在也不是太流行
[00:00:20.000 --> 00:00:22.000]  可能不知道
[00:00:22.000 --> 00:00:26.000]  還是很多家居都有工人
[00:00:26.000 --> 00:00:28.000]  工人做就自己治一下
[00:00:28.000 --> 00:00:32.000]  因為只有我和太太兩個人
[00:00:32.000 --> 00:00:34.000]  所以很隨便
[00:00:34.000 --> 00:00:36.000]  不用洗垃圾
[00:00:36.000 --> 00:00:38.000]  新年呢
[00:00:38.000 --> 00:00:41.000]  農曆年的味道真的不同新曆年的
[00:00:41.000 --> 00:00:45.000]  如果大家還記得一個月之前
[00:00:45.000 --> 00:00:47.000]  十二月三十一日又倒數了
[00:00:47.000 --> 00:00:50.000]  新曆年最多都是倒數
[00:00:50.000 --> 00:00:52.000]  農曆年是很多工作
[00:00:52.000 --> 00:00:54.000]  現在也少很多
[00:00:54.000 --> 00:00:58.000]  我小時候真的很多工作
[00:00:58.000 --> 00:01:01.000]  去拜年等人來拜年
[00:01:01.000 --> 00:01:05.000]  去拜年初一初二初三都很累
[00:01:05.000 --> 00:01:07.000]  小朋友開心一點
[00:01:07.000 --> 00:01:10.000]  我小時候六七年之前還有燒炮仗
[00:01:10.000 --> 00:01:11.000]  那時候火箭很危險
[00:01:11.000 --> 00:01:13.000]  火箭到處飛
[00:01:13.000 --> 00:01:15.000]  我試過一次
[00:01:15.000 --> 00:01:17.000]  被火箭射穿了一個洞
[00:01:17.000 --> 00:01:19.000]  三穿洞的人沒事
[00:01:19.000 --> 00:01:21.000]  六七之後就禁了
[00:01:21.000 --> 00:01:25.000]  雖然燒炮仗還是有的
[00:01:25.000 --> 00:01:31.000]  新年你出街去花市
[00:01:31.000 --> 00:01:35.000]  如果你去虛市或者甚至有街市
[00:01:35.000 --> 00:01:37.000]  譬如你去北角才算
[00:01:37.000 --> 00:01:40.000]  不知道大家是不是全部都是九龍人
[00:01:40.000 --> 00:01:42.000]  或者新界人從來都不過香港
[00:01:42.000 --> 00:01:45.000]  當然新界九龍都有虛市
[00:01:45.000 --> 00:01:47.000]  或者通常是買菜的地方
[00:01:47.000 --> 00:01:49.000]  旺角街市
[00:01:49.000 --> 00:01:50.000]  深水埗街市
[00:01:50.000 --> 00:01:53.000]  北角又有少少味道不同
[00:01:53.000 --> 00:01:55.000]  很多人都擺地攤
[00:01:55.000 --> 00:01:57.000]  長洲以前都會的
[00:01:57.000 --> 00:01:59.000]  我初初去到建築教書的時候
[00:01:59.000 --> 00:02:02.000]  九零年代二千年頭都還會
[00:02:02.000 --> 00:02:05.000]  新年就個個都在家裡拿東西出來買
