
[00:00:00.000 --> 00:00:05.260]  多謝你們這麼熱都來聽這麼激烈的東西
[00:00:05.260 --> 00:00:08.240]  更加熱 因為15歲
[00:00:08.240 --> 00:00:13.180]  如果你真的有一個心恩仔到這個範圍
[00:00:13.180 --> 00:00:15.900]  你會少了很多信心
[00:00:15.900 --> 00:00:17.900]  你可以跟他相處得很好
[00:00:17.900 --> 00:00:20.380]  原因就是他獨立了
[00:00:20.380 --> 00:00:24.820]  而你發現你對他獨立是挺辛苦的
[00:00:24.820 --> 00:00:27.940]  因為本身的矛盾就在你那裡
[00:00:27.940 --> 00:00:32.400]  你想他不跟你一起還是想他跟你一起呢?
[00:00:32.400 --> 00:00:35.400]  如果他獨立就是不跟你一起的意思
[00:00:35.400 --> 00:00:37.400]  但是你又想他獨立
[00:00:37.400 --> 00:00:39.720]  但是你又不喜歡他不跟你一起
[00:00:39.720 --> 00:00:41.960]  所以很多時候我都問太太
[00:00:41.960 --> 00:00:44.560]  特別是媽媽 其實你想怎樣
[00:00:44.560 --> 00:00:47.560]  所以在講的時候你會覺得很多概念
[00:00:47.560 --> 00:00:50.460]  我今天很精簡 比如我剛才回答你
[00:00:50.460 --> 00:00:54.200]  其實獨立不是最後的目的
[00:00:54.200 --> 00:00:57.320]  依賴也不是應該有的目的
[00:00:57.320 --> 00:00:59.040]  英文有個字很漂亮 就是
[00:00:59.040 --> 00:01:01.540]  最後的目的是interdependence
[00:01:01.540 --> 00:01:04.040]  就是互相倚靠
[00:01:04.040 --> 00:01:06.220]  一個心恩仔長大
[00:01:06.220 --> 00:01:08.220]  不管是十幾歲、二十幾歲、三十幾歲
[00:01:08.220 --> 00:01:11.200]  甚至到你一百歲 他八十五歲
[00:01:11.200 --> 00:01:14.660]  是用互相倚靠 是interdependence
[00:01:14.660 --> 00:01:17.860]  所以不是dependence 也不是independence
[00:01:17.860 --> 00:01:19.460]  所以去到第三期
[00:01:19.460 --> 00:01:22.780]  interdependence是一個挺困難的一課
[00:01:22.780 --> 00:01:25.420]  我大約認識你們一些朋友
[00:01:25.420 --> 00:01:28.800]  我都隱約猜你們有些小朋友
[00:01:28.800 --> 00:01:31.500]  比15歲大很多 你還來
[00:01:31.500 --> 00:01:34.500]  是不是想著孫子的問題
[00:01:34.500 --> 00:01:36.820]  也有一些是還沒有的
[00:01:36.820 --> 00:01:38.420]  其實還沒有的有福
[00:01:38.420 --> 00:01:40.120]  我經常覺得
[00:01:40.120 --> 00:01:43.220]  雖然我們推廣的今天這個題目
[00:01:43.220 --> 00:01:46.160]  應該這個題目是給幼稚園家長參加
[00:01:46.160 --> 00:01:48.400]  因為如果你沒有六年、十年預備
[00:01:48.400 --> 00:01:50.780]  15歲你是預備不及的
[00:01:50.780 --> 00:01:52.280]  為什麼呢
[00:01:52.280 --> 00:01:56.160]  因為你的角色 你要訓練自己很久的
[00:01:56.160 --> 00:01:59.700]  今天為了省卻 我就說三個model
[00:01:59.700 --> 00:02:02.420]  每個model說四個英文字
[00:02:02.420 --> 00:02:04.900]  你拼在一起 你就能評估
[00:02:04.900 --> 00:02:08.400]  你的心恩仔過去、現在和未來
[00:02:08.400 --> 00:02:10.400]  你聽完之後 你在分組討論
[00:02:10.400 --> 00:02:13.700]  你會更加深刻很多 還有保證你記得的
[00:02:13.700 --> 00:02:15.960]  我解釋的時候 第一個問題就是
[00:02:15.960 --> 00:02:19.400]  其實是11歲至18歲
[00:02:19.400 --> 00:02:21.780]  是三個期間來的
[00:02:21.780 --> 00:02:25.840]  你做錯了期間 你會和他關係很惡劣
[00:02:25.840 --> 00:02:29.680]  比如說你做早了 做遲了 都會很惡劣
[00:02:29.680 --> 00:02:32.780]  比如我們教青少年工作
[00:02:32.780 --> 00:02:35.620]  一定會分成三個組合
[00:02:35.620 --> 00:02:38.560]  混不在一起 如果主學混不在一起就很大件事
[00:02:38.560 --> 00:02:41.060]  11至14是一個組合來的
[00:02:41.060 --> 00:02:44.560]  是一定不可以和15、16歲相處的
[00:02:44.560 --> 00:02:48.200]  而17、18又不可以和15、16歲相處的
[00:02:48.200 --> 00:02:50.000]  你能夠分了這三個組合
[00:02:50.000 --> 00:02:52.100]  你就知道做法不同
[00:02:52.100 --> 00:02:57.580]  所以做父母 說話的口語、口音、態度都要不同
[00:02:57.580 --> 00:02:59.580]  你要換三次的
[00:02:59.580 --> 00:03:02.780]  你換不到 你就幼稚化了他
[00:03:02.780 --> 00:03:05.860]  他就很生氣 因為他覺得他身份證
[00:03:05.860 --> 00:03:09.800]  他是14歲 但對他是9歲 所以他很生氣
[00:03:09.800 --> 00:03:11.320]  這個是你要轉的
[00:03:11.320 --> 00:03:16.160]  正如你教中一的班 和教中四是不同的
[00:03:16.160 --> 00:03:18.540]  你用中一的口吻和中四講
[00:03:18.540 --> 00:03:20.540]  他會很惡劣的
[00:03:20.540 --> 00:03:23.980]  特別是小朋友 他們會很生氣
[00:03:23.980 --> 00:03:27.480]  所以希望今天你能搞定這三個期間
[00:03:27.480 --> 00:03:31.040]  這11歲之前的那個期叫做潛伏期
[00:03:31.040 --> 00:03:33.220]  為什麼這麼容易會有衝突呢?
[00:03:33.220 --> 00:03:36.780]  就是因為他在10和9這兩個年歲
[00:03:36.780 --> 00:03:40.000]  普遍來說都非常乖
