
[00:00:00.000 --> 00:00:04.480]  各位警察会平安
[00:00:04.480 --> 00:00:08.000]  不知道大家有没有听过
[00:00:08.000 --> 00:00:13.200]  今天如果你不想输了你的人生
[00:00:13.200 --> 00:00:16.800]  你一定要赢在起跑线前
[00:00:16.800 --> 00:00:20.400]  所谓起跑线就是越早起步
[00:00:20.400 --> 00:00:23.280]  你就带出来你就越好
[00:00:23.280 --> 00:00:26.320]  我最近因为个妹妹离世的事
[00:00:26.320 --> 00:00:33.160]  我就上来广州探望我的外甥
[00:00:33.160 --> 00:00:35.960]  他的儿子等等
[00:00:35.960 --> 00:00:38.080]  我们在吃饭的时候
[00:00:38.080 --> 00:00:42.120]  我就知道原来带着她的儿子和她哥哥的儿子
[00:00:42.120 --> 00:00:43.720]  去补习
[00:00:43.720 --> 00:00:47.880]  补完习就送他们回家
[00:00:47.880 --> 00:00:52.440]  我就问他你们补什么
[00:00:52.440 --> 00:00:57.560]  他说补学校未教的东西
[00:00:57.560 --> 00:01:00.880]  我问他什么意思
[00:01:00.880 --> 00:01:06.960]  他说你不知道现在的补习
[00:01:06.960 --> 00:01:10.120]  不是补他上堂时不明白的东西
[00:01:10.120 --> 00:01:14.840]  现在的补习是预先教他们
[00:01:14.840 --> 00:01:18.040]  他们上堂还没教的东西
[00:01:18.040 --> 00:01:20.440]  举个例子
[00:01:20.440 --> 00:01:21.840]  教他们中六的东西
[00:01:21.840 --> 00:01:25.720]  甚至中四都已经开始教他们中六的东西
[00:01:25.720 --> 00:01:27.240]  目的是什么
[00:01:27.240 --> 00:01:32.600]  目的就是他们上堂时完全不需要花那么多时间
[00:01:32.600 --> 00:01:35.200]  然后就继续不断地
[00:01:35.200 --> 00:01:40.520]  将未来他们考高考的时候要考的东西
[00:01:40.520 --> 00:01:45.400]  全部都找到有那么难熟的
[00:01:45.400 --> 00:01:49.560]  他们叫这个赢在起跑线
[00:01:49.560 --> 00:01:51.000]  我听到的时候
[00:01:51.000 --> 00:01:55.720]  我心里就非常震惊
[00:01:55.720 --> 00:01:59.600]  比香港更加惊一场
[00:01:59.600 --> 00:02:03.000]  香港上堂时你教他补习
[00:02:03.000 --> 00:02:04.440]  然后教到你懂
[00:02:04.440 --> 00:02:06.600]  现在他们去的地方
[00:02:06.600 --> 00:02:08.920]  就是教学校还没教的东西
[00:02:08.920 --> 00:02:12.720]  甚至有一些是大学才读的东西
[00:02:12.720 --> 00:02:18.160]  在四个以色列人的先祖当中
[00:02:18.160 --> 00:02:23.120]  有一个最受争议性的人就是以色列
[00:02:23.120 --> 00:02:26.920]  很多人都在问一个问题
[00:02:26.920 --> 00:02:33.160]  为什么他都会在这个信心之父的系列
[00:02:33.160 --> 00:02:37.920]  为什么他都被列为
[00:02:37.920 --> 00:02:39.800]  阿伯纳凯的神
[00:02:39.800 --> 00:02:40.920]  以色列的神
[00:02:40.920 --> 00:02:42.320]  雅各的神
[00:02:42.320 --> 00:02:47.920]  先祖当中只有三个有份在这个称号
[00:02:47.920 --> 00:02:51.040]  而以色列竟然是其中一个
[00:02:51.040 --> 00:02:52.720]  为什么?
[00:02:52.720 --> 00:02:56.560]  在人看来这个人反应迟钝
[00:02:56.560 --> 00:03:00.200]  有些人就说烂泥攀不上壁
[00:03:00.200 --> 00:03:02.320]  有些人就说老人痴呆
[00:03:02.320 --> 00:03:04.600]  其实就不是那么老
[00:03:04.600 --> 00:03:09.320]  但是到底以色列
[00:03:09.320 --> 00:03:12.720]  是不是一个真的反应迟钝
[00:03:12.720 --> 00:03:18.920]  弱智或者烂泥不上壁的一个人呢?
[00:03:18.920 --> 00:03:22.400]  如果大家有留意看圣经的记载
[00:03:22.400 --> 00:03:26.760]  你会发觉到绝对不是
[00:03:26.760 --> 00:03:29.240]  希伯来书十一章二十节说
[00:03:29.240 --> 00:03:35.480]  以撒因爵逊来预先喂他的儿子
[00:03:35.480 --> 00:03:42.560]  喂到雅各和以素来说出这些语言
[00:03:42.560 --> 00:03:44.040]  因为这样的缘故
[00:03:44.040 --> 00:03:47.360]  他也被列为信心之父
[00:03:47.360 --> 00:03:49.440]  现在我们就看一看
[00:03:49.440 --> 00:03:50.840]  圣经里面
[00:03:50.840 --> 00:03:56.000]  实际上有很多地方是形容到以撒
[00:03:56.000 --> 00:04:02.320]  他实际上是继续不断享受与神同在的一个品
[00:04:02.320 --> 00:04:05.800]  现在我们试一试看第一段经文
[00:04:05.800 --> 00:04:14.800]  这段经文是讲到当他在非利士人的地方的时候
[00:04:14.800 --> 00:04:18.720]  在那个地方非利士人直接求他
[00:04:18.720 --> 00:04:21.280]  你不要留在我们这里了
[00:04:21.280 --> 00:04:22.800]  是因为你太厉害了
[00:04:22.800 --> 00:04:23.800]  你太厉害了
[00:04:23.800 --> 00:04:26.040]  你不如走吧
[00:04:26.040 --> 00:04:28.280]  原来在这段圣经
[00:04:28.280 --> 00:04:31.560]  十二节以撒在那个地方监众的时候
[00:04:31.560 --> 00:04:33.840]  一年有百倍的收成
[00:04:33.840 --> 00:04:36.040]  百倍
[00:04:36.040 --> 00:04:40.520]  是比人家种的东西多一百倍
[00:04:40.520 --> 00:04:43.000]  耶和华赐福给他
[00:04:43.000 --> 00:04:45.760]  圣经里面就说是耶和华赐福给他
[00:04:45.760 --> 00:04:48.520]  他就发达日渐昌盛
[00:04:48.520 --> 00:04:50.200]  成了大富翁
[00:04:50.200 --> 00:04:53.800]  他有羊群牛群还有很多的僕人
[00:04:53.800 --> 00:04:55.720]  非利士人就执道他
[00:04:55.720 --> 00:05:00.120]  他是令非利士人这一族都执道他的人
[00:05:00.120 --> 00:05:04.200]  明显地他绝对不是一个弱智
[00:05:04.200 --> 00:05:06.680]  他绝对不是一个老人痴呆
[00:05:06.680 --> 00:05:11.000]  绝对不是一个所谓书起喜跑士
[00:05:11.000 --> 00:05:14.360]  接下来我们就问这个问题
[00:05:14.360 --> 00:05:17.080]  如果他是一个这么聪明的人
[00:05:17.080 --> 00:05:20.040]  甚至连非利士人都执道他
[00:05:20.040 --> 00:05:23.560]  为什么下面的东西他不反抗
[00:05:23.560 --> 00:05:25.240]  甚至不出声呢
[00:05:26.200 --> 00:05:28.920]  当他爸爸要献给他
[00:05:28.920 --> 00:05:32.120]  作为祭物献给耶和华的时候
[00:05:32.120 --> 00:05:35.800]  起前一句问题都没有问
[00:05:35.800 --> 00:05:38.920]  然后接着到我爸爸留下的僕人
[00:05:38.920 --> 00:05:42.840]  带他叫他背着柴拿着把刀
[00:05:42.840 --> 00:05:45.960]  拿着火把一起上山的时候
[00:05:45.960 --> 00:05:48.280]  他问都不问下
[00:05:48.280 --> 00:05:51.160]  反抗也不反抗
[00:05:51.160 --> 00:05:54.680]  第三当他说安啊
[00:05:54.680 --> 00:05:58.200]  柴和火都在这里
[00:05:58.200 --> 00:06:01.080]  但祭物在哪里啊
[00:06:01.080 --> 00:06:02.920]  火炬的时候
[00:06:02.920 --> 00:06:06.760]  他爸爸就告诉他
[00:06:06.760 --> 00:06:10.920]  放心耶和华一定有预备
[00:06:10.920 --> 00:06:14.120]  然后当他被绑的时候
[00:06:14.120 --> 00:06:17.080]  他都不出声不反抗
[00:06:17.080 --> 00:06:18.760]  为什么
[00:06:18.760 --> 00:06:21.320]  然后到他爸爸直接拿刀
[00:06:21.320 --> 00:06:23.640]  想要行动要杀他
[00:06:23.640 --> 00:06:25.400]  来到献祭的时候
[00:06:25.400 --> 00:06:28.120]  他仍然都不反抗
[00:06:28.120 --> 00:06:30.040]  甚至不出声
[00:06:30.040 --> 00:06:31.880]  我们问的问题
[00:06:31.880 --> 00:06:33.560]  到底他有没有感受
[00:06:33.560 --> 00:06:35.640]  他知不知道什么叫死啊
[00:06:35.640 --> 00:06:38.120]  他知不知道什么叫献祭啊
[00:06:38.120 --> 00:06:42.120]  他知不知道他会没命的
[00:06:42.120 --> 00:06:44.600]  我们今天就要
[00:06:44.600 --> 00:06:48.200]  从圣经的角度
[00:06:48.200 --> 00:06:50.520]  从圣的角度
[00:06:50.520 --> 00:06:52.520]  去理解
[00:06:52.520 --> 00:06:56.680]  为什么他连一粒声都不出
[00:06:56.680 --> 00:06:58.680]  一点反抗都不做
[00:06:58.680 --> 00:07:01.800]  任由他爸爸这么做呢
[00:07:01.800 --> 00:07:03.800]  一个最合理的解释
[00:07:03.800 --> 00:07:06.040]  就是基于在爸爸的身上
[00:07:06.040 --> 00:07:08.680]  他已经见到神迹
[00:07:08.680 --> 00:07:11.640]  他知道神对他爸爸的应许
[00:07:11.640 --> 00:07:14.760]  他说神必自己预备
[00:07:14.760 --> 00:07:18.360]  作凡祭的羊煲
[00:07:18.360 --> 00:07:20.120]  是他的
[00:07:20.120 --> 00:07:22.600]  他完全信他爸爸
[00:07:22.600 --> 00:07:23.880]  另一方面
[00:07:23.880 --> 00:07:26.440]  他也对神有信心
[00:07:26.440 --> 00:07:30.200]  他知道他的出世是一个实迹
[00:07:30.200 --> 00:07:32.520]  他爸爸他妈妈
[00:07:32.520 --> 00:07:34.680]  所有家里的人
[00:07:34.680 --> 00:07:37.400]  个个都见证他出世的时候
[00:07:37.400 --> 00:07:39.080]  他爸爸已经一百岁
[00:07:39.080 --> 00:07:40.600]  他妈妈已经九十岁
[00:07:40.600 --> 00:07:41.880]  这个当时
[00:07:41.880 --> 00:07:43.960]  就是一年三百六十日
[00:07:43.960 --> 00:07:45.480]  这样计算法
[00:07:45.480 --> 00:07:47.000]  那种年岁
[00:07:47.000 --> 00:07:48.280]  但无论如何
[00:07:48.280 --> 00:07:52.440]  这已经是超乎一切的常人
[00:07:52.440 --> 00:07:55.320]  是世间没有的一件事
[00:07:55.320 --> 00:07:58.040]  是因为他经历到
[00:07:58.040 --> 00:07:59.800]  因为他自己就是主角
[00:07:59.800 --> 00:08:01.080]  他的出世
[00:08:01.080 --> 00:08:02.440]  是不可能
[00:08:02.440 --> 00:08:05.400]  是由一个九十岁的妈妈生出来
[00:08:05.400 --> 00:08:08.760]  是不可能由一个一百岁的爸爸生出来
[00:08:08.760 --> 00:08:10.040]  因为这样的意义
[00:08:10.040 --> 00:08:12.040]  他有信心
[00:08:12.040 --> 00:08:13.880]  第二他看到他爸爸
[00:08:13.880 --> 00:08:17.720]  每一件事都经历神的痛楚
[00:08:17.720 --> 00:08:18.680]  是因为这样
[00:08:18.680 --> 00:08:21.320]  他完全相信他爸爸的话
[00:08:21.320 --> 00:08:23.400]  既然他爸爸说
[00:08:23.400 --> 00:08:27.320]  神必自己预备作凡制的羊羔
[00:08:27.320 --> 00:08:29.400]  他就相信
[00:08:29.400 --> 00:08:29.960]  好了
[00:08:29.960 --> 00:08:31.480]  第二件事
