
[00:00:00.000 --> 00:00:05.000]  大蕙傳第十講
[00:00:05.000 --> 00:00:07.000]  我們剛剛講完羅馬書
[00:00:07.000 --> 00:00:09.000]  現在又來講大蕙傳
[00:00:09.000 --> 00:00:11.000]  羅馬書是充滿了神學
[00:00:11.000 --> 00:00:13.000]  大蕙傳舊約呢
[00:00:13.000 --> 00:00:15.000]  很多的故事
[00:00:15.000 --> 00:00:17.000]  我們由故事當中
[00:00:17.000 --> 00:00:19.000]  來探索神學
[00:00:19.000 --> 00:00:21.000]  來看舊約的故事
[00:00:21.000 --> 00:00:23.000]  教我們什麼的真理
[00:00:23.000 --> 00:00:25.000]  我們有什麼可以學習到
[00:00:25.000 --> 00:00:29.000]  今天會講撒姆爾夏的第一章和第二章
[00:00:29.000 --> 00:00:31.000]  之前我們講了撒姆爾上
[00:00:31.000 --> 00:00:33.000]  有關大蕙的故事
[00:00:33.000 --> 00:00:35.000]  今天的題目呢
[00:00:35.000 --> 00:00:39.000]  處事正確的目的和抉擇
[00:00:39.000 --> 00:00:41.000]  我們每個人做事
[00:00:41.000 --> 00:00:43.000]  都有我們的目的和動機
[00:00:43.000 --> 00:00:45.000]  你說不是的
[00:00:45.000 --> 00:00:47.000]  牧師我做事完全沒有動機
[00:00:47.000 --> 00:00:49.000]  完全沒有目的
[00:00:49.000 --> 00:00:51.000]  那你就盲目做事盲目處事
[00:00:51.000 --> 00:00:53.000]  那不是很危險嗎
[00:00:53.000 --> 00:00:55.000]  我們每個人做事都有目的
[00:00:55.000 --> 00:00:57.000]  都有動機
[00:00:57.000 --> 00:00:59.000]  我們看到一共有四組人
[00:00:59.000 --> 00:01:01.000]  他們做的事都有不同的動機
[00:01:01.000 --> 00:01:03.000]  有不同的目的
[00:01:03.000 --> 00:01:05.000]  去到最後我們會回來看看
[00:01:05.000 --> 00:01:07.000]  這位合沉心意的人
[00:01:07.000 --> 00:01:09.000]  這位大蕙
[00:01:09.000 --> 00:01:11.000]  在同樣的事上他會做什麼
[00:01:11.000 --> 00:01:13.000]  他會有什麼回應
[00:01:13.000 --> 00:01:15.000]  為什麼他會成為一個合沉心意的人
[00:01:15.000 --> 00:01:17.000]  在結束的時候
[00:01:17.000 --> 00:01:19.000]  我們就會回來看這一點
[00:01:19.000 --> 00:01:21.000]  在希伯來文的聖經裏面
[00:01:21.000 --> 00:01:23.000]  其實撒姆爾上和撒姆爾夏
[00:01:23.000 --> 00:01:25.000]  都是同一部書
[00:01:25.000 --> 00:01:27.000]  我們剛剛說完撒姆爾上
[00:01:27.000 --> 00:01:29.000]  說了很多有關
[00:01:29.000 --> 00:01:31.000]  數羅的故事
[00:01:31.000 --> 00:01:33.000]  數羅的崛起
[00:01:33.000 --> 00:01:35.000]  數羅的死亡
[00:01:35.000 --> 00:01:37.000]  現在去到撒姆爾夏
[00:01:37.000 --> 00:01:39.000]  我們將注意力放在大蕙的身上
[00:01:39.000 --> 00:01:41.000]  我們看到第一至三章
[00:01:41.000 --> 00:01:43.000]  大蕙將會登上猶太人的皇位
[00:01:43.000 --> 00:01:45.000]  然後在撒姆爾夏的四至六章
[00:01:45.000 --> 00:01:47.000]  我們看到他會登上
[00:01:47.000 --> 00:01:49.000]  以色列人的皇位
[00:01:49.000 --> 00:01:51.000]  他統治猶大國
[00:01:51.000 --> 00:01:53.000]  一共有六個人
[00:01:53.000 --> 00:01:55.000]  他統治猶大國一共七年半
[00:01:55.000 --> 00:01:57.000]  登上了以色列的皇位
[00:01:57.000 --> 00:01:59.000]  他再要統治三十三年
[00:01:59.000 --> 00:02:01.000]  所以他一共統治
[00:02:01.000 --> 00:02:03.000]  以色列人四十年
[00:02:03.000 --> 00:02:05.000]  去到撒姆爾夏的第七章
[00:02:05.000 --> 00:02:07.000]  神還和大蕙來納約
[00:02:07.000 --> 00:02:09.000]  將會給他有永遠的國度
[00:02:09.000 --> 00:02:11.000]  這個國度是去到永遠
[00:02:11.000 --> 00:02:13.000]  在這部書
[00:02:13.000 --> 00:02:15.000]  撒姆爾夏
[00:02:15.000 --> 00:02:17.000]  我們看到大蕙真的很關心神
[00:02:17.000 --> 00:02:19.000]  將神放在首位
[00:02:19.000 --> 00:02:21.000]  他關心神的約慧
[00:02:21.000 --> 00:02:23.000]  他關心神的聖殿
[00:02:23.000 --> 00:02:25.000]  大蕙在他身上有很多軍事上的戰績
[00:02:25.000 --> 00:02:27.000]  他也是一個非常有才華的軍事領袖
[00:02:27.000 --> 00:02:29.000]  他也是一個非常有才華的軍事領袖
[00:02:29.000 --> 00:02:31.000]  他也是一個非常有才華的軍事領袖
[00:02:31.000 --> 00:02:33.000]  他也是一個非常有才華的軍事領袖
[00:02:33.000 --> 00:02:35.000]  今日我們的大綱很簡單
[00:02:35.000 --> 00:02:37.000]  一共五點
[00:02:37.000 --> 00:02:39.000]  一至四點
[00:02:39.000 --> 00:02:41.000]  就是有四種不同的人
[00:02:41.000 --> 00:02:43.000]  第一種人就像一個亞馬利人
[00:02:43.000 --> 00:02:45.000]  他去到大蕙那裡
[00:02:45.000 --> 00:02:47.000]  他告訴大蕙
[00:02:47.000 --> 00:02:49.000]  他說蘇羅是我殺死的
[00:02:49.000 --> 00:02:51.000]  我已經幫你報仇
[00:02:51.000 --> 00:02:53.000]  他這樣做又有什麼目的呢
[00:02:53.000 --> 00:02:55.000]  我們看看第二種人
[00:02:55.000 --> 00:02:57.000]  就是基列瓦比人
[00:02:57.000 --> 00:02:59.000]  記不記得基列瓦比人
[00:02:59.000 --> 00:03:01.000]  他們走到去將
[00:03:01.000 --> 00:03:03.000]  蘇羅和他兒子的屍體
[00:03:03.000 --> 00:03:05.000]  搶回來
[00:03:05.000 --> 00:03:07.000]  記不記得被斐理士人搶了
[00:03:07.000 --> 00:03:09.000]  蘇羅和他兒子的屍體
[00:03:09.000 --> 00:03:11.000]  在這裡收獄屍體
[00:03:11.000 --> 00:03:13.000]  這些基列瓦比人就搶回這些屍體
[00:03:13.000 --> 00:03:15.000]  但是最後他們又作出了什麼決定呢
[00:03:15.000 --> 00:03:17.000]  但是最後他們又作出了什麼決定呢
[00:03:17.000 --> 00:03:19.000]  第三種人就是亞利爾
[00:03:19.000 --> 00:03:21.000]  亞利爾是蘇羅的元帥
[00:03:21.000 --> 00:03:23.000]  蘇羅死了之後
[00:03:23.000 --> 00:03:25.000]  他又會作出什麼決定呢
[00:03:25.000 --> 00:03:27.000]  還有第四種人
[00:03:27.000 --> 00:03:29.000]  就好像伊斯波切
[00:03:29.000 --> 00:03:31.000]  伊斯波切是蘇羅第四的兒子
[00:03:31.000 --> 00:03:33.000]  伊斯波切是蘇羅第四的兒子
[00:03:33.000 --> 00:03:35.000]  他是一個很軟弱的人
[00:03:35.000 --> 00:03:37.000]  他願意被亞利爾
[00:03:37.000 --> 00:03:39.000]  將他成為傀儡
[00:03:39.000 --> 00:03:41.000]  將他推上去的王位
[00:03:41.000 --> 00:03:43.000]  究竟他又為了什麼呢
[00:03:43.000 --> 00:03:45.000]  最後在結束的時候
[00:03:45.000 --> 00:03:47.000]  我們會回來看
[00:03:47.000 --> 00:03:49.000]  如果大衛面對同樣的事
[00:03:49.000 --> 00:03:51.000]  他會怎樣來回應
[00:03:51.000 --> 00:03:53.000]  他就是一個合神心意的人
[00:03:53.000 --> 00:03:55.000]  今年我們的主題就是
[00:03:55.000 --> 00:03:57.000]  怎樣做一個合神心意的人
[00:03:57.000 --> 00:03:59.000]  我們要學習大衛
[00:03:59.000 --> 00:04:01.000]  看看他怎樣來回應
[00:04:01.000 --> 00:04:03.000]  首先我們要看的就是
[00:04:03.000 --> 00:04:05.000]  在薩姆以下第一章
[00:04:05.000 --> 00:04:07.000]  講到蘇羅的死訊
[00:04:07.000 --> 00:04:09.000]  在聖經裡面
[00:04:09.000 --> 00:04:11.000]  蘇羅的死是有兩個不同的版本
[00:04:11.000 --> 00:04:13.000]  在聖經裡面
[00:04:13.000 --> 00:04:15.000]  蘇羅的死是有兩個不同的版本
[00:04:15.000 --> 00:04:17.000]  一個版本是他自己自殺
[00:04:17.000 --> 00:04:19.000]  倒在自己的刀下
[00:04:19.000 --> 00:04:21.000]  在《述薩姆》以上的31章
[00:04:21.000 --> 00:04:23.000]  和《歷代志》上的10章
[00:04:23.000 --> 00:04:25.000]  都是講他自殺的
[00:04:25.000 --> 00:04:27.000]  但是另外一個版本
[00:04:27.000 --> 00:04:29.000]  現在殺出一個程咬金
[00:04:29.000 --> 00:04:31.000]  這個亞馬力人
[00:04:31.000 --> 00:04:33.000]  他居然說是自己殺死蘇羅
[00:04:33.000 --> 00:04:35.000]  這個就是我們今天的經文
[00:04:35.000 --> 00:04:37.000]  這個亞馬力人
[00:04:37.000 --> 00:04:39.000]  如果真的殺死蘇羅的話
[00:04:39.000 --> 00:04:41.000]  那就報應循環了
[00:04:41.000 --> 00:04:43.000]  因為神叫蘇羅殺死亞馬力人
[00:04:43.000 --> 00:04:45.000]  將他們趕盡殺絕
[00:04:45.000 --> 00:04:47.000]  在《述薩姆》以上的第15章
[00:04:47.000 --> 00:04:49.000]  但是蘇羅沒有做到
[00:04:49.000 --> 00:04:51.000]  如果他現在真的被亞馬力人殺死
[00:04:51.000 --> 00:04:53.000]  那就真的報應循環了
[00:04:53.000 --> 00:04:55.000]  但是有人說
[00:04:55.000 --> 00:04:57.000]  牧師
[00:04:57.000 --> 00:04:59.000]  所以我說
[00:04:59.000 --> 00:05:01.000]  聖經就是充滿矛盾的
[00:05:01.000 --> 00:05:03.000]  你看這裡又來了
[00:05:03.000 --> 00:05:05.000]  兩個不同的版本
[00:05:05.000 --> 00:05:07.000]  一個說他自殺
[00:05:07.000 --> 00:05:09.000]  一個說亞馬力人殺死他
[00:05:09.000 --> 00:05:11.000]  誰才是正確的版本呢?
[00:05:11.000 --> 00:05:13.000]  其實有兩個可能性
[00:05:13.000 --> 00:05:15.000]  一個可能性
[00:05:15.000 --> 00:05:17.000]  就是這個亞馬力人
[00:05:17.000 --> 00:05:19.000]  根本在說謊
[00:05:19.000 --> 00:05:21.000]  他去到的時候
[00:05:21.000 --> 00:05:23.000]  蘇羅已經死了
[00:05:23.000 --> 00:05:25.000]  他為了要邀功
[00:05:25.000 --> 00:05:27.000]  所以就自認說他殺死蘇羅
[00:05:27.000 --> 00:05:29.000]  希望能夠得到獎賞
[00:05:29.000 --> 00:05:31.000]  這個是其中一個可能性
[00:05:31.000 --> 00:05:33.000]  另外一個呢
[00:05:33.000 --> 00:05:35.000]  他去到的時候
[00:05:35.000 --> 00:05:37.000]  蘇羅真的還沒死
[00:05:37.000 --> 00:05:39.000]  蘇羅倒在自己的刀上
[00:05:39.000 --> 00:05:41.000]  但是還沒死
[00:05:41.000 --> 00:05:43.000]  奄奄一息
[00:05:43.000 --> 00:05:45.000]  他看到斐理士人就快追趕到來
[00:05:45.000 --> 00:05:47.000]  他不想落在斐理士人的手上
[00:05:47.000 --> 00:05:49.000]  所以他看到亞馬力人
[00:05:49.000 --> 00:05:51.000]  就說快點殺死我吧
[00:05:51.000 --> 00:05:53.000]  而這個亞馬力人真的殺死了他
[00:05:53.000 --> 00:05:55.000]  所以
[00:05:55.000 --> 00:05:57.000]  聖經絕對是沒有矛盾的
[00:05:57.000 --> 00:05:59.000]  這個亞馬力人
[00:05:59.000 --> 00:06:01.000]  他說殺死蘇羅
[00:06:01.000 --> 00:06:03.000]  他的動機是什麼呢?
[00:06:03.000 --> 00:06:05.000]  很明顯就是為了要邀功
[00:06:05.000 --> 00:06:07.000]  他以為
[00:06:07.000 --> 00:06:09.000]  告訴大衛聽蘇羅的死訊
[00:06:09.000 --> 00:06:11.000]  大衛和他的手下
[00:06:11.000 --> 00:06:13.000]  就會怎樣呢?
[00:06:13.000 --> 00:06:15.000]  哇! 歡喜得不得了
[00:06:15.000 --> 00:06:17.000]  被人追殺了十幾年
[00:06:17.000 --> 00:06:19.000]  現在終於這個仇人死了
[00:06:19.000 --> 00:06:21.000]  哇! 還不獎賞
[00:06:21.000 --> 00:06:23.000]  這個亞馬力人嗎?
[00:06:23.000 --> 00:06:25.000]  但是
[00:06:25.000 --> 00:06:27.000]  這個人似乎完全不認識大衛
[00:06:27.000 --> 00:06:29.000]  大衛從來沒有
[00:06:29.000 --> 00:06:31.000]  當蘇羅是他的敵人
[00:06:31.000 --> 00:06:33.000]  當這個亞馬力人
[00:06:33.000 --> 00:06:35.000]  看到大衛和他的手下
[00:06:35.000 --> 00:06:37.000]  撕裂衣服哀悼蘇羅的時候
[00:06:37.000 --> 00:06:39.000]  他覺得很驚訝
[00:06:39.000 --> 00:06:41.000]  他甚至
[00:06:41.000 --> 00:06:43.000]  我相信他開始懼怕
[00:06:43.000 --> 00:06:45.000]  發生什麼事?
[00:06:45.000 --> 00:06:47.000]  為什麼會這樣?
[00:06:47.000 --> 00:06:49.000]  這個人真是索油索著火水
[00:06:49.000 --> 00:06:51.000]  引火自焚
[00:06:51.000 --> 00:06:53.000]  招來殺身之禍
[00:06:53.000 --> 00:06:55.000]  大衛立刻將他處死
[00:06:55.000 --> 00:06:57.000]  你說大衛
[00:06:57.000 --> 00:06:59.000]  為什麼要處死他?
[00:06:59.000 --> 00:07:01.000]  有三個原因
[00:07:01.000 --> 00:07:03.000]  第一個原因就是
[00:07:03.000 --> 00:07:05.000]  大衛說不可伸手
[00:07:05.000 --> 00:07:07.000]  害神的受高者
[00:07:07.000 --> 00:07:09.000]  大衛有兩次可以自己殺死
[00:07:09.000 --> 00:07:11.000]  蘇羅他都沒有做到
[00:07:11.000 --> 00:07:13.000]  現在你是誰?
[00:07:13.000 --> 00:07:15.000]  一個亞馬力人居然膽敢
[00:07:15.000 --> 00:07:17.000]  傷害神的受高者
[00:07:17.000 --> 00:07:19.000]  所以這個人
[00:07:19.000 --> 00:07:21.000]  你說他是否死有餘辜
[00:07:21.000 --> 00:07:23.000]  這是第一個原因
[00:07:23.000 --> 00:07:25.000]  還有另外一個原因
[00:07:25.000 --> 00:07:27.000]  就是他根本沒有將
[00:07:27.000 --> 00:07:29.000]  蘇羅和他兒子的屍體
[00:07:29.000 --> 00:07:31.000]  保護他們
[00:07:31.000 --> 00:07:33.000]  沒有殮葬蘇羅和他兒子的屍體
[00:07:33.000 --> 00:07:35.000]  以致讓你
[00:07:35.000 --> 00:07:37.000]  使人能夠獲得屍體
[00:07:37.000 --> 00:07:39.000]  殘害屍體
[00:07:39.000 --> 00:07:41.000]  示眾
[00:07:41.000 --> 00:07:43.000]  以致羞辱屍體
[00:07:43.000 --> 00:07:45.000]  大衛說你應該起碼
[00:07:45.000 --> 00:07:47.000]  保護這些屍體
[00:07:47.000 --> 00:07:49.000]  甚至將他們殮葬
[00:07:49.000 --> 00:07:51.000]  但他沒有做到
[00:07:51.000 --> 00:07:53.000]  這是第二樣罪
[00:07:53.000 --> 00:07:55.000]  還有第三個罪
[00:07:55.000 --> 00:07:57.000]  我相信這是最重要
[00:07:57.000 --> 00:08:01.000]  所有猶太人要將亞馬力人趕盡殺絕
[00:08:01.000 --> 00:08:03.000]  這是出埃及記的十七章
[00:08:03.000 --> 00:08:05.000]  和新命記的二十五章
[00:08:05.000 --> 00:08:09.000]  我們看到亞馬力人和以色列人是細手
[00:08:09.000 --> 00:08:13.000]  亞馬力人的確做了很多不為神喜悅的事
[00:08:13.000 --> 00:08:15.000]  所以神要將他們趕盡殺絕
[00:08:15.000 --> 00:08:17.000]  蘇羅沒有做到
[00:08:17.000 --> 00:08:19.000]  大衛說你不做我來做
[00:08:19.000 --> 00:08:21.000]  讓我殺死這個亞馬力人
[00:08:21.000 --> 00:08:23.000]  所以一共有三個原因
[00:08:23.000 --> 00:08:25.000]  這個人引火自焚
[00:08:25.000 --> 00:08:27.000]  其實他還說
[00:08:27.000 --> 00:08:29.000]  衰多口
[00:08:29.000 --> 00:08:33.000]  親口承認自己殺死神高末的王
[00:08:33.000 --> 00:08:35.000]  在撒姆爾夏的一章十六節
[00:08:35.000 --> 00:08:37.000]  大衛對他說
[00:08:37.000 --> 00:08:39.000]  你流人血的罪歸到你自己的頭上
[00:08:39.000 --> 00:08:41.000]  因為你親口作見證
[00:08:41.000 --> 00:08:45.000]  說我殺了耶和華的受告者
[00:08:45.000 --> 00:08:49.000]  這個也好像在路加福音的十九章
[00:08:49.000 --> 00:08:53.000]  有一個主人對他的惡毒所說的話
[00:08:53.000 --> 00:08:57.000]  這個惡毒明明知道他的主人是嚴厲
[00:08:57.000 --> 00:08:59.000]  但仍然都是犯罪
[00:08:59.000 --> 00:09:03.000]  這個主人說我要憑你的口定你的罪
[00:09:03.000 --> 00:09:07.000]  你既知道我是嚴厲的人
[00:09:07.000 --> 00:09:11.000]  在詩篇的一百零一篇七至八節也說
[00:09:11.000 --> 00:09:15.000]  行鬼詐的必不得住在我的家裡
[00:09:15.000 --> 00:09:19.000]  說謊話的必不得立在我的眼前
[00:09:19.000 --> 00:09:23.000]  我每天晨早要滅絕國中所有的惡人
[00:09:23.000 --> 00:09:29.000]  好把一切作業的從耶和華的城裡剪除
[00:09:29.000 --> 00:09:31.000]  這個人居然去到大衛的面前
[00:09:31.000 --> 00:09:33.000]  誇口說自己犯了罪
[00:09:33.000 --> 00:09:35.000]  他死有餘辜
[00:09:35.000 --> 00:09:37.000]  他是罪加一等
[00:09:37.000 --> 00:09:41.000]  於是大衛就作了一首哀歌
[00:09:41.000 --> 00:09:43.000]  來紀念訴羅
[00:09:43.000 --> 00:09:45.000]  哀歌就等於是玩歌
[00:09:45.000 --> 00:09:49.000]  玩歌是喪禮的時候唱的歌
[00:09:49.000 --> 00:09:52.000]  我在說耶利米哀歌的時候
[00:09:52.000 --> 00:09:54.000]  我也說過哀歌和玩歌
[00:09:54.000 --> 00:09:57.000]  其實你不要以為只有舊約有
[00:09:57.000 --> 00:09:59.000]  新約的你還記得我說羅馬書的時候
[00:09:59.000 --> 00:10:01.000]  羅馬書第七章
[00:10:01.000 --> 00:10:03.000]  我都說保羅寫了有哀歌在那裡
[00:10:03.000 --> 00:10:05.000]  你還記得嗎?
[00:10:05.000 --> 00:10:07.000]  保羅說什麼?
[00:10:07.000 --> 00:10:09.000]  我不明白我不愛的東西
[00:10:09.000 --> 00:10:11.000]  我所恨惡的我就做了
[00:10:11.000 --> 00:10:13.000]  我反而我願意做的
[00:10:13.000 --> 00:10:15.000]  我是沒有做到
[00:10:15.000 --> 00:10:17.000]  我真苦
[00:10:17.000 --> 00:10:19.000]  這個就是羅馬書第七章的哀歌
[00:10:19.000 --> 00:10:23.000]  其實東方人的社會都很喜歡用歌曲
[00:10:23.000 --> 00:10:27.000]  來紀念他們的事蹟
[00:10:27.000 --> 00:10:29.000]  無論是快樂的無論是悲哀的
[00:10:29.000 --> 00:10:33.000]  這個就是原因我們中國人都是一樣的
[00:10:33.000 --> 00:10:35.000]  在北京有什麼?
[00:10:35.000 --> 00:10:37.000]  有京劇
[00:10:37.000 --> 00:10:39.000]  在廣東呢有粵劇
[00:10:39.000 --> 00:10:43.000]  在上海有黃梅調
[00:10:43.000 --> 00:10:47.000]  還有很多山歌的人彼此對唱
[00:10:47.000 --> 00:10:49.000]  紀念民間的事蹟
[00:10:49.000 --> 00:10:53.000]  在舊約我們知道有摩西之歌
[00:10:53.000 --> 00:10:55.000]  摩西之歌都有兩個版本
[00:10:55.000 --> 00:10:59.000]  第一個版本是出埃及記的十五章
[00:10:59.000 --> 00:11:01.000]  當摩西帶領以色列人出埃及
[00:11:01.000 --> 00:11:05.000]  他作了一首摩西之歌來紀念神的恩典
[00:11:05.000 --> 00:11:07.000]  這個是讚頌神
[00:11:07.000 --> 00:11:11.000]  但有另外一個摩西之歌
[00:11:11.000 --> 00:11:13.000]  在新命記的三十二章
[00:11:13.000 --> 00:11:19.000]  在那裡神其實預先知道以色列人會反叛
[00:11:19.000 --> 00:11:23.000]  所以已經在那裡在新命記的三十二章
[00:11:23.000 --> 00:11:25.000]  叫摩西警告以色列人
[00:11:25.000 --> 00:11:27.000]  這個可以說是一首哀歌
[00:11:27.000 --> 00:11:33.000]  另外在舊約有很多先知警告以色列人的時候
[00:11:33.000 --> 00:11:37.000]  他們說出來的話都好像哀歌和患歌一樣
[00:11:37.000 --> 00:11:43.000]  這些經文在很多先知書裡我們都看到
[00:11:43.000 --> 00:11:47.000]  大衛作了這首哀歌來紀念訴羅有什麼目的呢?
[00:11:47.000 --> 00:11:49.000]  有三個目的
[00:11:49.000 --> 00:11:54.000]  第一就是證實前政壇已經結束了
[00:11:54.000 --> 00:11:56.000]  現在有一個新的政壇
[00:11:56.000 --> 00:12:00.000]  第二個目的是給人有個表達的方式
[00:12:00.000 --> 00:12:05.000]  以色列王向訴羅致敬
[00:12:05.000 --> 00:12:07.000]  還有第三個原因
[00:12:07.000 --> 00:12:11.000]  給人看到大衛是有感情的
[00:12:11.000 --> 00:12:13.000]  而且他是很寬宏
[00:12:13.000 --> 00:12:15.000]  他願意原諒訴羅
[00:12:15.000 --> 00:12:21.000]  大衛下令所有猶太人都要唱這首哀歌
[00:12:21.000 --> 00:12:25.000]  在薩姆爾夏的二章十八節我們看到
[00:12:25.000 --> 00:12:28.000]  這首哀歌被稱為功歌
[00:12:28.000 --> 00:12:32.000]  而且是記錄在阿薩爾書裡面
[00:12:32.000 --> 00:12:34.000]  阿薩爾是什麼意思呢?
[00:12:34.000 --> 00:12:36.000]  是正直的意思
[00:12:36.000 --> 00:12:42.000]  在約書亞記的十章和薩姆爾夏的一章我們看到阿薩爾書
[00:12:42.000 --> 00:12:44.000]  阿薩爾書是一部詩歌
[00:12:44.000 --> 00:12:48.000]  是紀念以色列人有偉大的事蹟的時候
[00:12:48.000 --> 00:12:51.000]  就會放在阿薩爾書裡面
[00:12:51.000 --> 00:12:56.000]  現在大衛居然將訴羅的事蹟放在阿薩爾書裡面
[00:12:56.000 --> 00:13:00.000]  讓我們看到他很尊重訴羅
[00:13:00.000 --> 00:13:04.000]  在這個功歌裡面有一節經文重複出現
[00:13:04.000 --> 00:13:07.000]  就是勇士何以倒下
[00:13:07.000 --> 00:13:09.000]  重點是說到
[00:13:09.000 --> 00:13:13.000]  雖然訴羅和他的兒子死了
[00:13:13.000 --> 00:13:15.000]  但是他們是勇士
[00:13:15.000 --> 00:13:16.000]  大衛紀念他們
[00:13:16.000 --> 00:13:18.000]  講出他們的勇敢
[00:13:18.000 --> 00:13:21.000]  講出他們願意為國來捐軀
[00:13:21.000 --> 00:13:24.000]  注意在這些哀歌裡面
[00:13:24.000 --> 00:13:27.000]  大衛沒有數算訴羅的罪
[00:13:27.000 --> 00:13:29.000]  雖然訴羅犯了很多罪
[00:13:29.000 --> 00:13:33.000]  這個和在希伯來書十一章
[00:13:33.000 --> 00:13:36.000]  記不記得有個信心的龍虎榜
[00:13:36.000 --> 00:13:40.000]  這個信心的龍虎榜上說了很多有信心的人
[00:13:40.000 --> 00:13:43.000]  但其實在這裡上如果你注意的話
[00:13:43.000 --> 00:13:45.000]  有很多人都有瑕疵
[00:13:45.000 --> 00:13:47.000]  有很多人都不足
[00:13:47.000 --> 00:13:49.000]  就好像參選一樣
[00:13:49.000 --> 00:13:52.000]  但是在希伯來書十一章
[00:13:52.000 --> 00:13:54.000]  是沒有講到這些人的罪
[00:13:54.000 --> 00:13:56.000]  只是講到他們的信心
[00:13:56.000 --> 00:14:00.000]  現在大衛作這首哀歌都是一樣
[00:14:00.000 --> 00:14:04.000]  大衛就叫猶太人要唱這首歌
[00:14:04.000 --> 00:14:07.000]  來紀念形式訴羅
[00:14:07.000 --> 00:14:09.000]  他就是他們的領袖
[00:14:09.000 --> 00:14:14.000]  我們真的看到大衛對他的敵人非常歡暢
[00:14:14.000 --> 00:14:19.000]  正如在針研裡面二十四章十七節所說
[00:14:19.000 --> 00:14:22.000]  你的仇敵跌倒你不要歡喜
[00:14:22.000 --> 00:14:25.000]  他傾倒你心不要快樂
[00:14:25.000 --> 00:14:28.000]  換作是我們就不會了
[00:14:28.000 --> 00:14:29.000]  你和我
[00:14:29.000 --> 00:14:32.000]  嘩這個人追趕了我這麼久
[00:14:32.000 --> 00:14:35.000]  現在死了我還不唱衰他
[00:14:35.000 --> 00:14:37.000]  我們中國人會做什麼
[00:14:37.000 --> 00:14:40.000]  鞭屍很流行的鞭屍
[00:14:40.000 --> 00:14:42.000]  但是大衛有沒有鞭屍
[00:14:42.000 --> 00:14:43.000]  他沒有鞭屍
[00:14:43.000 --> 00:14:46.000]  大衛就是一個合神心意的人
[00:14:46.000 --> 00:14:48.000]  他謙卑他寬容
[00:14:48.000 --> 00:14:49.000]  他信靠神
[00:14:49.000 --> 00:14:53.000]  他知道一切都掌握在神的手裡
[00:14:53.000 --> 00:14:58.000]  他叫人民哀悼訴羅來認識訴羅
