
[00:00:00.000 --> 00:00:06.500]  好,今天就來到這個論盡時事成與敗,第六講啦
[00:00:06.500 --> 00:00:13.000]  我們都說過我們不會有機會看完所有的時事
[00:00:13.000 --> 00:00:19.000]  我們skip了一部分小時事,也skip了一些大時事
[00:00:19.000 --> 00:00:23.000]  最大的其中一個就是機電,我們也skip了
[00:00:23.000 --> 00:00:31.000]  耶佛他是比較少接觸到的一個時事
[00:00:31.000 --> 00:00:35.000]  如果無厘頭就這樣說,大家認識耶佛他吧
[00:00:35.000 --> 00:00:40.000]  應該不會很多人認識,會不會呀?
[00:00:40.000 --> 00:00:45.000]  耶佛他在時事記裏面都算是一個不是很出名的人
[00:00:45.000 --> 00:00:49.000]  不過其實他佔了兩帳
[00:00:49.000 --> 00:00:53.000]  所以他應該是一個可以eye catching的人
[00:00:53.000 --> 00:00:56.000]  不過比較少人談論他
[00:00:56.000 --> 00:01:00.000]  所以我們今天都花點時間認識一下耶佛他
[00:01:00.000 --> 00:01:05.000]  當然我們都不會看完他所有的豐功偉績
[00:01:05.000 --> 00:01:09.000]  我們因為是講成與敗,論盡時事成與敗
[00:01:09.000 --> 00:01:13.000]  我們看看今天耶佛他有些爭議性的題目
[00:01:13.000 --> 00:01:17.000]  我們希望能夠在這一堂有些討論
[00:01:17.000 --> 00:01:21.000]  開始之前我們先低頭祈禱
[00:01:21.000 --> 00:01:25.000]  最感謝你讓我們今天一齊回來這個地方學習
[00:01:25.000 --> 00:01:29.000]  我們盼望透過多時間來認識一些時事
[00:01:29.000 --> 00:01:35.000]  以致我們能夠知道我們在人生裏面會遭遇到甚麼事情
[00:01:35.000 --> 00:01:39.000]  有甚麼事情我們可能會面對
[00:01:39.000 --> 00:01:43.000]  以致我們懂得或不懂得去處理的時候
[00:01:43.000 --> 00:01:45.000]  我們又如何靠著去處理
[00:01:45.000 --> 00:01:48.000]  我們盡我們這一堂時間來去公認交上
[00:01:48.000 --> 00:01:50.000]  求主你帶領我們的談論
[00:01:50.000 --> 00:01:52.000]  我們要好好靠耶穌基督的名
[00:01:52.000 --> 00:01:55.000]  好 耶佛他
[00:01:55.000 --> 00:02:00.000]  耶佛他我和大家集中在某些段落裏面來看
[00:02:00.000 --> 00:02:04.000]  耶佛他已經佔了兩張聖經
[00:02:04.000 --> 00:02:10.000]  但是我只是和大家集中討論一部分的內容
[00:02:10.000 --> 00:02:14.000]  所以我們請大家試試記
[00:02:14.000 --> 00:02:18.000]  我們看第十一章的一至十一節
[00:02:18.000 --> 00:02:23.000]  試試記十一章的一到十一節
[00:02:23.000 --> 00:02:26.000]  然後我們會看二十九節到四十節
[00:02:26.000 --> 00:02:31.000]  十一章第一至十一節
[00:02:31.000 --> 00:02:33.000]  不如一起讀好嗎?
[00:02:33.000 --> 00:02:34.000]  預備起
[00:02:34.000 --> 00:02:38.000]  激烈人耶佛他是個大能的勇士
[00:02:38.000 --> 00:02:41.000]  是濟累的兒子
[00:02:41.000 --> 00:02:44.000]  耶佛他是激烈所生的
[00:02:44.000 --> 00:02:47.000]  激烈的妻也生了幾個兒子
[00:02:47.000 --> 00:02:50.000]  他妻所生的兒子長大了
[00:02:50.000 --> 00:02:53.000]  就講俗耶佛他說
[00:02:53.000 --> 00:02:57.000]  你不可在我們父家承受產業
[00:02:57.000 --> 00:03:00.000]  因為你是濟累的兒子
[00:03:00.000 --> 00:03:06.000]  耶佛他就逃避去旺河落他地
[00:03:06.000 --> 00:03:10.000]  有些匪徒到他那裏聚集
[00:03:10.000 --> 00:03:12.000]  與他一同出入
[00:03:12.000 --> 00:03:14.000]  過了些日子
[00:03:14.000 --> 00:03:16.000]  阿們人攻打以色列
[00:03:16.000 --> 00:03:19.000]  阿們人攻打以色列的時候
[00:03:19.000 --> 00:03:22.000]  激烈的長老到陀伯地去
[00:03:22.000 --> 00:03:24.000]  要叫耶佛他回來
[00:03:24.000 --> 00:03:26.000]  對耶佛他說
[00:03:26.000 --> 00:03:28.000]  請你來作我們的元帥
[00:03:28.000 --> 00:03:31.000]  我們好與阿們人爭戰
[00:03:31.000 --> 00:03:34.000]  耶佛他回答激烈的長老說
[00:03:34.000 --> 00:03:36.000]  從前你們不是恨我
[00:03:36.000 --> 00:03:39.000]  趕著我出來父家嗎?
[00:03:39.000 --> 00:03:41.000]  現在你們遭遇急難
[00:03:41.000 --> 00:03:44.000]  為何到我這裡來呢?
[00:03:44.000 --> 00:03:45.000]  激烈的長老回答
[00:03:45.000 --> 00:03:46.000]  耶佛他說
[00:03:46.000 --> 00:03:49.000]  現在我們到你這裡來
[00:03:49.000 --> 00:03:53.000]  是要你和我們去與阿們人爭戰
[00:03:53.000 --> 00:03:57.000]  你可以作激烈一切居民的領袖
[00:03:57.000 --> 00:04:00.000]  耶佛他對激烈的長老說
[00:04:00.000 --> 00:04:04.000]  你們叫我回去與阿們人爭戰
[00:04:04.000 --> 00:04:06.000]  要我把他交給我
[00:04:06.000 --> 00:04:09.000]  我可以作你們的領袖嗎?
[00:04:09.000 --> 00:04:11.000]  激烈的長老回答
[00:04:11.000 --> 00:04:12.000]  耶佛他說
[00:04:12.000 --> 00:04:16.000]  有耶和華在你我中間作見證
[00:04:16.000 --> 00:04:18.000]  我們必定照你的話行
[00:04:18.000 --> 00:04:22.000]  於是耶佛他和激烈的長老回去
[00:04:22.000 --> 00:04:25.000]  百姓就立耶佛他作首領
[00:04:25.000 --> 00:04:26.000]  作元帥
[00:04:26.000 --> 00:04:30.000]  耶佛他在米斯巴將自己的一切還
[00:04:30.000 --> 00:04:33.000]  臣命在耶和華面前
[00:04:33.000 --> 00:04:35.000]  好,我們先看這個段落
[00:04:35.000 --> 00:04:40.000]  我們稍為認識一下耶佛他這個人
[00:04:40.000 --> 00:04:42.000]  耶佛他是什麼人呢?
[00:04:42.000 --> 00:04:45.000]  我們看看耶佛他這個人的名字的意思
[00:04:45.000 --> 00:04:49.000]  就是釋放的意思
[00:04:49.000 --> 00:04:53.000]  當然有其他的人都有其他的解釋
[00:04:53.000 --> 00:04:55.000]  但主要都是講到釋放的意思
[00:04:55.000 --> 00:04:59.000]  他是激烈米斯巴的人
[00:04:59.000 --> 00:05:04.000]  中文就譯他是一個什麼人的兒子呢?
[00:05:04.000 --> 00:05:07.000]  就是一個妓女的兒子
[00:05:07.000 --> 00:05:14.000]  就是說耶佛他不是他父親的正室所生
[00:05:14.000 --> 00:05:17.000]  是一個妓女的兒子
[00:05:17.000 --> 00:05:20.000]  被眾子所欺
[00:05:20.000 --> 00:05:26.000]  但神反而用這個人成為一個大能的勇士
[00:05:26.000 --> 00:05:28.000]  作為以色列人的事司
[00:05:28.000 --> 00:05:34.000]  當時他為了拯救他的同胞
[00:05:34.000 --> 00:05:36.000]  來和亞滿人來爭取
[00:05:36.000 --> 00:05:39.000]  如果大家有以前的地圖
[00:05:39.000 --> 00:05:42.000]  大家還記得亞滿人在哪裡嗎?
[00:05:42.000 --> 00:05:43.000]  大家還記得嗎?
[00:05:43.000 --> 00:05:45.000]  這幅圖看不完的
[00:05:45.000 --> 00:05:47.000]  但你看到在右下角
[00:05:47.000 --> 00:05:51.000]  在這個沿海的北部
[00:05:51.000 --> 00:05:55.000]  就是亞滿人入侵的地方
[00:05:55.000 --> 00:05:59.000]  在右下角就是沿海的北部
[00:05:59.000 --> 00:06:01.000]  激烈的南部
[00:06:01.000 --> 00:06:06.000]  就有這個亞滿人入侵的路線
[00:06:06.000 --> 00:06:09.000]  亞滿人主要集中在和摩崖一樣
[00:06:09.000 --> 00:06:11.000]  都是在這個約旦河東
[00:06:11.000 --> 00:06:14.000]  這個巴勒斯坦地
[00:06:14.000 --> 00:06:17.000]  河東邊的比較偏南的地方
[00:06:17.000 --> 00:06:22.000]  這個就是亞滿人來侵襲他們
[00:06:23.000 --> 00:06:27.000]  這個就讓我們看到
[00:06:27.000 --> 00:06:28.000]  這個大約亞滿
[00:06:28.000 --> 00:06:30.000]  我們之前也看過亞滿人的背景
[00:06:30.000 --> 00:06:35.000]  所以我們今天就不和大家仔細講亞滿人的背景
[00:06:35.000 --> 00:06:37.000]  在這兩張聖經
[00:06:37.000 --> 00:06:39.000]  十一和十二章裏面
[00:06:39.000 --> 00:06:41.000]  事件就包括了什麼呢?
[00:06:41.000 --> 00:06:43.000]  包括了耶佛他
[00:06:43.000 --> 00:06:46.000]  接受了這個邀請
[00:06:46.000 --> 00:06:51.000]  然後他不是一去就和亞滿人打的
[00:06:51.000 --> 00:06:53.000]  大家就知道了
[00:06:53.000 --> 00:06:55.000]  耶佛他在第十二節
