
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 主內平安
[00:00:04.000 --> 00:00:11.000]  以利亞 以利沙的事蹟
[00:00:11.000 --> 00:00:19.000]  記載在「列王記」上下十九章的聖經
[00:00:19.000 --> 00:00:26.000]  今朝我們所讀的是轉折的位置
[00:00:26.000 --> 00:00:37.000]  以利亞要離開 以利沙接續他的使命
[00:00:37.000 --> 00:00:41.000]  你記得耶穌登山變像嗎?
[00:00:41.000 --> 00:00:45.000]  旁邊有兩個舊約的人物
[00:00:45.000 --> 00:00:52.000]  一個是摩西 另一個就是以利亞
[00:00:52.000 --> 00:01:03.000]  這是代表舊約聖經 律法和先知兩個主要的部分
[00:01:03.000 --> 00:01:09.000]  這個典故其實不是福音書耶穌登山變像
[00:01:09.000 --> 00:01:19.000]  才開始用摩西和以利亞去代表聖經
[00:01:19.000 --> 00:01:23.000]  馬拉基書第四章
[00:01:23.000 --> 00:01:27.000]  即是舊約聖經去到最後一卷
[00:01:27.000 --> 00:01:29.000]  總結的時候
[00:01:29.000 --> 00:01:35.000]  也都已經提到上帝說我差遣摩西
[00:01:35.000 --> 00:01:40.000]  我差遣以利亞
[00:01:40.000 --> 00:01:44.000]  以利亞是一個很特別的人物
[00:01:44.000 --> 00:01:48.000]  他所做的事情不多
[00:01:48.000 --> 00:01:58.000]  列王記上十七章記載他宣佈不下雨
[00:01:58.000 --> 00:02:02.000]  那就三年沒有雨下
[00:02:02.000 --> 00:02:06.000]  後來他去見阿哈王
[00:02:06.000 --> 00:02:09.000]  阿哈王指責他
[00:02:09.000 --> 00:02:13.000]  你使我們人民受苦
[00:02:13.000 --> 00:02:15.000]  以利亞說不是
[00:02:15.000 --> 00:02:21.000]  使百姓離開耶和華的
[00:02:21.000 --> 00:02:26.000]  是在位的君王
[00:02:26.000 --> 00:02:29.000]  以利亞的出現
[00:02:29.000 --> 00:02:36.000]  是在北國以色列全盛時期
[00:02:36.000 --> 00:02:39.000]  我們主要學沒有這樣的印象
[00:02:39.000 --> 00:02:42.000]  因為阿哈不是一個好的皇帝
[00:02:42.000 --> 00:02:45.000]  想起他就神憎鬼厭
[00:02:45.000 --> 00:02:52.000]  但是其實如果在考古的文獻上
[00:02:52.000 --> 00:02:57.000]  阿哈的父親暗尼
[00:02:57.000 --> 00:03:04.000]  是將北國以色列的首都遷到撒瑪利亞
[00:03:04.000 --> 00:03:09.000]  然後建立一個很強盛的王國
[00:03:09.000 --> 00:03:13.000]  以至到亞述的軍隊
[00:03:13.000 --> 00:03:18.000]  頭一次入侵迦南的時候
[00:03:18.000 --> 00:03:26.000]  是阿哈王率領聯軍擊退強敵
[00:03:26.000 --> 00:03:33.000]  文獻上是稱以色列國為暗利王朝
[00:03:33.000 --> 00:03:44.000]  就好像歷史上稱猶大南國為大衛王朝一樣
[00:03:44.000 --> 00:03:48.000]  在以色列最強盛的時候
[00:03:48.000 --> 00:03:55.000]  也是巴力宗教氾濫的日子
[00:03:55.000 --> 00:03:58.000]  列王記給我們的印象是說皇帝
[00:03:58.000 --> 00:04:00.000]  名字也叫列王記
[00:04:00.000 --> 00:04:05.000]  不是的 其實如果你留意他的篇幅安排
[00:04:05.000 --> 00:04:08.000]  在核心的地方這十九章
[00:04:08.000 --> 00:04:11.000]  記載以利亞、以利沙先知的經文
[00:04:11.000 --> 00:04:19.000]  先至是列王記的中心重要的焦點
[00:04:19.000 --> 00:04:25.000]  以利亞的名字就是耶和華
[00:04:25.000 --> 00:04:30.000]  先至是我的上帝
[00:04:30.000 --> 00:04:34.000]  巴力不是我的上帝
[00:04:34.000 --> 00:04:36.000]  所以我們記得的當然就是
[00:04:36.000 --> 00:04:41.000]  他在加密山頂叱吒風雲
[00:04:41.000 --> 00:04:48.000]  以一一個耶和華的先知面對
[00:04:48.000 --> 00:04:54.000]  看清楚聖經 是八百五十個假先知
[00:04:54.000 --> 00:04:57.000]  一半是巴力的先知
[00:04:57.000 --> 00:05:02.000]  一半是阿舍拉的先知
[00:05:02.000 --> 00:05:05.000]  在阿哈王的時期
[00:05:05.000 --> 00:05:11.000]  巴力這個迦南本土的信仰
