
[00:00:00.000 --> 00:00:09.560]  我相信無論我們安在教會之中或者在家裡看網上直播
[00:00:09.560 --> 00:00:12.140]  我們相信主耶穌基督對我們說的這句話
[00:00:12.140 --> 00:00:19.080]  「願你們平安」是我們到現在的情況來說是非常需要的
[00:00:19.080 --> 00:00:21.700]  是上帝自己給我們的一個平安
[00:00:21.700 --> 00:00:26.300]  我想在過去的一段日子裡面
[00:00:26.300 --> 00:00:32.300]  每一位牧師、每一位傳道在港台上宣講上帝的信息
[00:00:32.300 --> 00:00:35.680]  都是一件較為困難的事情
[00:00:35.680 --> 00:00:41.760]  很多人在質疑到底港道還有沒有用
[00:00:41.760 --> 00:00:44.640]  或者有些人就說到底我們讀的經文
[00:00:44.640 --> 00:00:48.000]  對我們今天的生活起了什麼作用
[00:00:48.000 --> 00:00:51.460]  因此很多人無論在家裡、在街上
[00:00:51.460 --> 00:00:54.280]  他們生命裡遇到困難的時候
[00:00:54.280 --> 00:01:00.580]  總覺得港台上的信息對他們好像離得太遠了
[00:01:00.580 --> 00:01:05.720]  但是我們人的生命總是在一些緊張的關頭的時候
[00:01:05.720 --> 00:01:07.080]  就會想起一些事情
[00:01:07.080 --> 00:01:09.320]  我真的希望今天經文裡面所說的
[00:01:09.320 --> 00:01:12.020]  主耶穌基督能夠開我們的心窍
[00:01:12.020 --> 00:01:16.020]  在一些特定的時刻裡面能夠想起聖經的說話
[00:01:16.020 --> 00:01:20.620]  想起聖經裡面對我們的教導
[00:01:20.620 --> 00:01:25.460]  其實《馬來路加福音》第24章整篇的聖經
[00:01:25.460 --> 00:01:27.140]  是記載了一件事
[00:01:27.140 --> 00:01:32.720]  我們剛剛所讀的44到49節是其中最後的一個片段
[00:01:32.720 --> 00:01:34.720]  實際上我們在主義學裡面
[00:01:34.720 --> 00:01:36.520]  或者在傳教裡面或者在港台上
[00:01:36.520 --> 00:01:38.620]  都經常說這段經文
[00:01:38.620 --> 00:01:42.540]  那段經文就是耶穌基督和二馬五師路上的兩個門徒
[00:01:42.540 --> 00:01:45.160]  在這裡相遇的故事
[00:01:45.160 --> 00:01:46.620]  耶穌基督已經復活了
[00:01:46.620 --> 00:01:49.280]  耶路撒冷整個城在大聲的
[00:01:49.280 --> 00:01:51.280]  每個人都在喊
[00:01:51.280 --> 00:01:53.820]  竟然有一件這樣的事情在我們中間發生
[00:01:53.820 --> 00:01:58.520]  這兩個門徒離開耶路撒冷往二馬五師的路上走
[00:01:58.520 --> 00:02:00.520]  他們在路上走的時候
[00:02:00.520 --> 00:02:03.520]  在說耶路撒冷裡面所發生的事情
[00:02:03.520 --> 00:02:05.120]  耶穌基督怎樣復活了
[00:02:05.120 --> 00:02:09.120]  他們只是說將耶穌基督已經復活的事情
[00:02:09.120 --> 00:02:12.720]  嘴邊不斷地說
[00:02:12.720 --> 00:02:17.020]  心裡面好像沒有什麼盼望地一直向前走
[00:02:17.020 --> 00:02:20.220]  直到主耶穌基督在路上遇見他們
[00:02:20.220 --> 00:02:21.620]  和他們一起同行
[00:02:21.620 --> 00:02:23.620]  到那個時候他們都不知道
[00:02:23.620 --> 00:02:25.720]  他們在說的那個人
[00:02:25.720 --> 00:02:28.020]  已經復活了的這位耶穌
[00:02:28.020 --> 00:02:30.820]  就與他們同行在二馬五師路上
[00:02:30.820 --> 00:02:34.020]  他們自己都不覺得
[00:02:34.020 --> 00:02:38.320]  驚天動地的事情已經發生
[00:02:38.320 --> 00:02:42.020]  耶穌基督與兩個門徒同行
[00:02:42.020 --> 00:02:46.220]  但是這兩個門徒竟然懵然不知
[00:02:46.220 --> 00:02:48.120]  還在說
[00:02:48.120 --> 00:02:51.120]  當作是新聞一樣在說
[00:02:51.120 --> 00:02:53.520]  雖然事實已經發生了
[00:02:53.520 --> 00:02:56.520]  他們仍然帶著一個較為悲觀的心
[00:02:56.520 --> 00:02:58.320]  到底會怎樣呢?
[00:02:58.320 --> 00:02:59.720]  這位耶穌已經復活了
[00:02:59.720 --> 00:03:01.720]  與我們有什麼關係呢?
[00:03:01.720 --> 00:03:03.420]  以後的教會會怎樣呢?
[00:03:03.420 --> 00:03:05.320]  門徒的前路會怎樣呢?
[00:03:05.320 --> 00:03:07.020]  信眾會怎樣呢?
[00:03:07.020 --> 00:03:08.520]  但是當我們這樣想
[00:03:08.520 --> 00:03:10.920]  思維裡面這樣爭辯
[00:03:10.920 --> 00:03:12.120]  自己和自己說
[00:03:12.120 --> 00:03:15.120]  到底我們的信仰還有沒有什麼前途呢?
[00:03:15.120 --> 00:03:18.320]  這位復活了的主耶穌基督與他們同行
[00:03:18.320 --> 00:03:20.520]  站在他們中間
[00:03:20.520 --> 00:03:25.520]  但是他們竟然懵然不知
[00:03:25.520 --> 00:03:27.720]  我希望在我們的教會裡面
[00:03:27.720 --> 00:03:30.420]  或者廣大的信徒
[00:03:30.420 --> 00:03:32.120]  不要忘記
[00:03:32.120 --> 00:03:34.920]  好像我們剛才師哥所說的
[00:03:34.920 --> 00:03:36.820]  求主開我們的心眼
[00:03:36.820 --> 00:03:40.320]  讓我們看到那個不能看見的主
[00:03:40.320 --> 00:03:41.620]  那個不能看見的主
[00:03:41.620 --> 00:03:45.220]  與我們同行了很久很長的時間
[00:03:45.220 --> 00:03:48.520]  但是我們慢慢慢慢不覺得祂自己的同在
[00:03:48.520 --> 00:03:51.220]  甚至忘記祂自己的同在
[00:03:51.220 --> 00:03:55.620]  在生命裡面要遇到這樣的困境的時候
[00:03:55.620 --> 00:03:57.020]  遇到這麼大的艱難
[00:03:57.020 --> 00:03:59.420]  不知如何是好的時候
[00:03:59.420 --> 00:04:03.020]  我願意上帝仍然來憐憫我們
[00:04:03.020 --> 00:04:05.720]  我相信這位憐憫人的上帝並沒有放棄我們
[00:04:05.720 --> 00:04:08.120]  讓我們仍然在艱難的時間裡面
[00:04:08.120 --> 00:04:11.220]  能夠想起祂自己
[00:04:11.220 --> 00:04:13.420]  說到這裏的時候
[00:04:13.420 --> 00:04:15.520]  有一本小說
[00:04:15.520 --> 00:04:18.020]  半自傳體的一本小說
[00:04:18.020 --> 00:04:20.620]  很能夠幫助到我的
[00:04:20.620 --> 00:04:23.420]  我比較喜歡看小說、看散文
[00:04:23.420 --> 00:04:27.820]  看寫作的人怎樣看人生
[00:04:27.820 --> 00:04:31.020]  這位是一位韓國的作者叫做申經淑
[00:04:31.020 --> 00:04:37.020]  他寫了一本書叫做《請紀念我媽媽》
[00:04:37.020 --> 00:04:38.920]  故事開始是怎樣呢?
[00:04:38.920 --> 00:04:43.620]  有人說這本書是申經淑的半自傳體的小說
[00:04:43.620 --> 00:04:47.520]  講述她自己在家裡所發生的事
[00:04:47.520 --> 00:04:52.920]  有一次她請她的幾兄弟姐妹
[00:04:52.920 --> 00:04:55.320]  請她的父母從鄉下的那裡
[00:04:55.320 --> 00:04:57.520]  來到省城首爾那裡
[00:04:57.520 --> 00:05:02.320]  一起開心、玩耍、探望子女和兒孫
[00:05:02.320 --> 00:05:03.720]  一起生活
[00:05:03.720 --> 00:05:06.020]  所以請兩個老人家
[00:05:06.020 --> 00:05:07.420]  很少會出大城的
[00:05:07.420 --> 00:05:09.420]  請兩個老人家從鄉下請出來
[00:05:09.420 --> 00:05:10.420]  但是很可惜的
[00:05:10.420 --> 00:05:11.620]  一出了門口之後
[00:05:11.620 --> 00:05:12.820]  爸爸上了火車
[00:05:12.820 --> 00:05:14.420]  媽媽又上不了
[00:05:14.420 --> 00:05:16.220]  所以留下一個從來都沒有出門
[00:05:16.220 --> 00:05:17.920]  或者很少出門的媽媽
[00:05:17.920 --> 00:05:19.720]  單獨一個人
[00:05:19.720 --> 00:05:21.420]  那怎麼辦呢?
[00:05:21.420 --> 00:05:22.820]  兩個老人家
[00:05:22.820 --> 00:05:24.720]  未事先未曾說過
[00:05:24.720 --> 00:05:26.420]  如果我一個上到一個上不到
[00:05:26.420 --> 00:05:27.520]  在哪個站等
[00:05:27.520 --> 00:05:29.620]  完全沒有這樣的打算
[00:05:29.620 --> 00:05:31.820]  所以爸爸上了火車
[00:05:31.820 --> 00:05:33.820]  就去到城市裏面
[00:05:33.820 --> 00:05:36.120]  下腳去到幾個子女的家
[00:05:36.120 --> 00:05:39.320]  但是媽媽會懂得自己坐火車來
[00:05:39.320 --> 00:05:43.720]  怎樣去到張躍的子女家
[00:05:43.720 --> 00:05:45.220]  所以他們全家人
[00:05:45.220 --> 00:05:47.320]  想著媽媽一定會識路的
[00:05:47.320 --> 00:05:49.520]  一定會來到的
[00:05:49.520 --> 00:05:51.020]  誰知等了一個星期
[00:05:51.020 --> 00:05:52.620]  媽媽都沒有出現
[00:05:52.620 --> 00:05:54.220]  那個故事就說到
[00:05:54.220 --> 00:05:55.420]  一個星期之後
[00:05:55.420 --> 00:05:58.220]  他們發生了什麼事
[00:05:58.220 --> 00:05:59.220]  那幾兄弟姐妹
[00:05:59.220 --> 00:06:01.120]  包括爸爸在裏面就想
[00:06:01.120 --> 00:06:03.020]  媽媽為什麼這麼久都沒有來呢?
[00:06:03.020 --> 00:06:04.620]  有什麼事會發生呢?
[00:06:04.620 --> 00:06:05.920]  所以第一樣想到的
[00:06:05.920 --> 00:06:06.920]  在沒有Facebook
[00:06:06.920 --> 00:06:08.020]  沒有Mask Media
[00:06:08.020 --> 00:06:09.920]  沒有媒體的日子裏面
