
[00:00:00.000 --> 00:00:05.000]  各位聽眾 各位主持人 早安
[00:00:05.000 --> 00:00:09.000]  沙士之後 我沒有想過我們再一次
[00:00:09.000 --> 00:00:12.000]  全部戴口罩來崇拜
[00:00:12.000 --> 00:00:17.000]  感謝主 能戴口罩已經感謝主
[00:00:17.000 --> 00:00:20.000]  有些地方可能比較困難
[00:00:20.000 --> 00:00:25.000]  我本來計劃講一篇
[00:00:25.000 --> 00:00:27.000]  和今年教會主題有關
[00:00:27.000 --> 00:00:30.000]  鼓勵大家侍奉的信息
[00:00:30.000 --> 00:00:32.000]  昨晚因為是年初一
[00:00:32.000 --> 00:00:35.000]  有些親人在家拜年
[00:00:35.000 --> 00:00:38.000]  當送了他們回去之後
[00:00:38.000 --> 00:00:41.000]  已經是晚上差不多12點
[00:00:41.000 --> 00:00:45.000]  我就想 再聽新聞
[00:00:45.000 --> 00:00:51.000]  我覺得如果我今天好像完全不提到
[00:00:51.000 --> 00:00:55.000]  現在社會世界發生的事
[00:00:55.000 --> 00:00:57.000]  我心裏不太平安
[00:00:57.000 --> 00:01:00.000]  所以我們要臨時改降窗
[00:01:00.000 --> 00:01:04.000]  改降窗的緣故 事情來得非常急
[00:01:04.000 --> 00:01:08.000]  我今天和大家講的題目是
[00:01:08.000 --> 00:01:10.000]  風浪下的小船
[00:01:10.000 --> 00:01:11.000]  昨晚我掙扎了很久
[00:01:11.000 --> 00:01:13.000]  究竟用什麼聖經去講呢
[00:01:13.000 --> 00:01:16.000]  我就想起這段聖經
[00:01:16.000 --> 00:01:19.000]  就是剛才主席大衆讀出
[00:01:19.000 --> 00:01:20.000]  可能大家熟悉的
[00:01:20.000 --> 00:01:23.000]  耶穌平靜風浪的這段聖經
[00:01:23.000 --> 00:01:26.000]  我講的原因相信大家都不需要多講
[00:01:26.000 --> 00:01:28.000]  過去這七、八個月
[00:01:28.000 --> 00:01:30.000]  香港發生的事
[00:01:30.000 --> 00:01:32.000]  其實不只是香港
[00:01:32.000 --> 00:01:41.000]  整個世界都是走向一個非常不安全的情況
[00:01:41.000 --> 00:01:43.000]  中東的難民
[00:01:43.000 --> 00:01:45.000]  也都成為了全世界
[00:01:45.000 --> 00:01:48.000]  特別是歐洲一個很嚴重的問題
[00:01:48.000 --> 00:01:50.000]  可能大家都聽過
[00:01:50.000 --> 00:01:53.000]  最近新聞說
[00:01:53.000 --> 00:01:58.000]  世界末日的鐘再向前撥向20秒
[00:01:58.000 --> 00:02:00.000]  即是說如果估計的話
[00:02:00.000 --> 00:02:02.000]  還有兩分鐘
[00:02:02.000 --> 00:02:04.000]  確實我不知道怎麼計算
[00:02:04.000 --> 00:02:05.000]  還有兩分鐘
[00:02:05.000 --> 00:02:08.000]  這個就是世界應該會走向滅亡的地方
[00:02:08.000 --> 00:02:09.000]  這個不是聖經講的
[00:02:09.000 --> 00:02:13.000]  是世界的科學家和專家來這樣講
[00:02:13.000 --> 00:02:17.000]  當然就是由武漢爆發的
[00:02:17.000 --> 00:02:21.000]  新冠病毒新型肺炎
[00:02:21.000 --> 00:02:23.000]  如果今早留意新聞的話
[00:02:23.000 --> 00:02:27.000]  就知道官方的數字已經超過2000人受感染
[00:02:27.000 --> 00:02:33.000]  也都傳到全世界很多不同的地方
[00:02:33.000 --> 00:02:35.000]  我估大家和我一樣
[00:02:35.000 --> 00:02:39.000]  心裏都好像是一個農曆年的時間
[00:02:39.000 --> 00:02:45.000]  但是卻是很難有真正的歡樂和平安
[00:02:45.000 --> 00:02:47.000]  基督徒在這樣的環境裏
[00:02:47.000 --> 00:02:49.000]  其實和很多人都一樣
[00:02:49.000 --> 00:02:52.000]  一樣面對著很多的挑戰
[00:02:52.000 --> 00:02:56.000]  究竟信仰對我們在這些環境裏是甚麼意思呢?
[00:02:56.000 --> 00:02:59.000]  如果大家有留意到國內的新聞的話
[00:02:59.000 --> 00:03:04.000]  你都知道基本上國內的教會被通知
[00:03:04.000 --> 00:03:07.000]  因為肺炎的緣故
[00:03:07.000 --> 00:03:11.000]  所以不單止是戲院庭
[00:03:11.000 --> 00:03:18.000]  很多的大型活動廳、教會活動都被要求停止
[00:03:18.000 --> 00:03:21.000]  我希望香港不需要走到這樣的地步
[00:03:21.000 --> 00:03:27.000]  所以珍惜我們能夠一起敬拜、一起學習的時間
[00:03:27.000 --> 00:03:32.000]  我選了這段聖經《平靜風浪》
[00:03:32.000 --> 00:03:35.000]  這是我們破路神學院搬到美孚之後
[00:03:35.000 --> 00:03:39.000]  其中一幅的《馬賽克》
[00:03:39.000 --> 00:03:42.000]  我剛剛很急於找到這張照片
[00:03:42.000 --> 00:03:45.000]  是海珠和太太拍的照片
[00:03:45.000 --> 00:03:48.000]  我想這張照片都很應景
[00:03:48.000 --> 00:03:51.000]  耶穌平靜風浪
[00:03:51.000 --> 00:03:52.000]  這幅圖畫
[00:03:52.000 --> 00:03:54.000]  這篇經文相信大家讀的時候
[00:03:54.000 --> 00:03:56.000]  如果你回教會那段時間
[00:03:56.000 --> 00:03:58.000]  你都不會覺得陌生
[00:03:58.000 --> 00:04:01.000]  當我再細讀這篇經文的時候
[00:04:01.000 --> 00:04:05.000]  它有很多值得我們去思想的地方
[00:04:05.000 --> 00:04:06.000]  這篇聖經說
[00:04:06.000 --> 00:04:13.000]  「那天晚上耶穌對門道說:我們到對岸去吧」
[00:04:13.000 --> 00:04:17.000]  大概這個對岸是指加利利湖
[00:04:17.000 --> 00:04:20.000]  或者叫做加利利海
[00:04:20.000 --> 00:04:22.000]  一個非常大的湖
[00:04:22.000 --> 00:04:25.000]  如果去到的時候看上去就像一個海一樣
[00:04:25.000 --> 00:04:27.000]  耶穌傳道的時間
[00:04:27.000 --> 00:04:32.000]  初期傳道的時間主要集中在一個叫加伯隆的城市
[00:04:32.000 --> 00:04:35.000]  大家看到湖最北端的地方嗎?
[00:04:35.000 --> 00:04:37.000]  就是加伯隆的城市
[00:04:37.000 --> 00:04:40.000]  然後到那邊去?
[00:04:40.000 --> 00:04:42.000]  這是馬方第四章的記載
[00:04:42.000 --> 00:04:45.000]  然後接著第五章就去到一個叫格拉森的地方
[00:04:45.000 --> 00:04:48.000]  當然格拉森是一個比較難估計的城市
[00:04:48.000 --> 00:04:51.000]  大概路線是這樣的
[00:04:51.000 --> 00:04:56.000]  由北面去到西面的地方
[00:04:56.000 --> 00:05:02.000]  這段路程遇見一個非常大的風浪
[00:05:02.000 --> 00:05:05.000]  相信大家都知道在耶穌的學生裏面
[00:05:05.000 --> 00:05:08.000]  有好幾位都是聖經明明記載
[00:05:08.000 --> 00:05:09.000]  有些可能沒有記載
[00:05:09.000 --> 00:05:12.000]  明明記載的是有經驗的漁夫
[00:05:12.000 --> 00:05:14.000]  他們打魚的地方就是加利利湖
[00:05:14.000 --> 00:05:16.000]  所以他們相當熟悉的環境
[00:05:16.000 --> 00:05:18.000]  但這場風暴似乎太大了
[00:05:18.000 --> 00:05:24.000]  連一些熟悉的環境的漁夫都覺得我們沒命了
[00:05:24.000 --> 00:05:28.000]  這場風浪是相當的厲害
[00:05:28.000 --> 00:05:32.000]  在風浪之下人很自然
[00:05:32.000 --> 00:05:34.000]  門徒也好我們也好
[00:05:34.000 --> 00:05:38.000]  面對風浪無論是大自然的風浪
[00:05:38.000 --> 00:05:43.000]  又或者是我們人生的風浪
[00:05:43.000 --> 00:05:45.000]  一個很自然的反應
[00:05:45.000 --> 00:05:47.000]  非常惶恐
[00:05:47.000 --> 00:05:50.000]  耶穌的門徒和其他人沒有分別
[00:05:50.000 --> 00:05:51.000]  一樣很惶恐
[00:05:51.000 --> 00:05:54.000]  聖經形容當時的情況是
[00:05:54.000 --> 00:05:56.000]  忽然狂風大作
[00:05:56.000 --> 00:05:58.000]  波浪打入船內
[00:05:58.000 --> 00:06:00.000]  以至船灌滿了水
[00:06:00.000 --> 00:06:05.000]  一隻木的漁船灌滿了水
[00:06:05.000 --> 00:06:10.000]  留意聖經文作者似乎要突出一個字
[00:06:10.000 --> 00:06:13.000]  和本譯作狂風大作
[00:06:13.000 --> 00:06:17.000]  和本修訂本譯作狂風大作
[00:06:17.000 --> 00:06:19.000]  可能是專門將這個字譯出來
[00:06:19.000 --> 00:06:20.000]  大作
[00:06:20.000 --> 00:06:24.000]  原本的和本就說有一個暴風
[00:06:24.000 --> 00:06:26.000]  沒有將它大字譯出來
[00:06:26.000 --> 00:06:28.000]  其實這段經文裏面
[00:06:28.000 --> 00:06:31.000]  原來有一個字是三次出現
[00:06:31.000 --> 00:06:33.000]  都是在形容這個故事裏面
[00:06:33.000 --> 00:06:35.000]  三個不同的情節
[00:06:35.000 --> 00:06:37.000]  第一個情節就是風浪出現的時間
[00:06:37.000 --> 00:06:40.000]  有狂風大作
[00:06:40.000 --> 00:06:43.000]  大家知道九龍灣有一個地方叫Mega Box
[00:06:43.000 --> 00:06:48.000]  Mega這個字原來是大
[00:06:48.000 --> 00:06:50.000]  而這段經文裏面出現了三次
[00:06:50.000 --> 00:06:54.000]  第一個形容的地方就是狂風
[00:06:54.000 --> 00:06:56.000]  那些風浪很大
[00:06:56.000 --> 00:07:00.000]  Mega Box就是很大的箱
[00:07:00.000 --> 00:07:04.000]  我們稍為了解一下當時的情況
[00:07:04.000 --> 00:07:06.000]  這箱再大一點的地圖
[00:07:06.000 --> 00:07:08.000]  除了加利利湖之外
[00:07:08.000 --> 00:07:10.000]  我們再看北一點
[00:07:10.000 --> 00:07:14.000]  加利利湖就是這個地方
[00:07:14.000 --> 00:07:16.000]  就是箭咀紅色紙咀的地方
[00:07:16.000 --> 00:07:22.000]  是耶穌早期活動的三年主要的地方
[00:07:22.000 --> 00:07:26.000]  然後在北邊離開了以色列境外的地方
[00:07:26.000 --> 00:07:28.000]  現在在敘利亞的地方
[00:07:28.000 --> 00:07:30.000]  就是一個叫做黑門山
[00:07:30.000 --> 00:07:32.000]  黑門山是一個高山
[00:07:32.000 --> 00:07:36.000]  所以很多時候一年裏面主要的時間
[00:07:36.000 --> 00:07:38.000]  都是有積雪的
[00:07:38.000 --> 00:07:40.000]  大家都有基本的常識
[00:07:40.000 --> 00:07:43.000]  冷空氣是向下流的
[00:07:43.000 --> 00:07:44.000]  是向下沉的
[00:07:44.000 --> 00:07:47.000]  你會看到中間有一個峽谷
[00:07:47.000 --> 00:07:49.000]  綠色的地方有一個峽谷
[00:07:49.000 --> 00:07:53.000]  冷空氣沿著峽谷一直下來到南邊
[00:07:53.000 --> 00:07:56.000]  下去的地方就是加利利湖
[00:07:56.000 --> 00:08:00.000]  換言之如果有冷風突然間
[00:08:00.000 --> 00:08:03.000]  從北邊吹向南邊的話
[00:08:03.000 --> 00:08:07.000]  加利利湖就會狂風大作
[00:08:07.000 --> 00:08:10.000]  這場風浪剛才我提過
[00:08:10.000 --> 00:08:15.000]  可能是超過了平時門徒所預見的
[00:08:15.000 --> 00:08:17.000]  所以他們相當的緊張
[00:08:17.000 --> 00:08:20.000]  因此門徒在風浪之下
[00:08:20.000 --> 00:08:23.000]  非常害怕想著要死
[00:08:23.000 --> 00:08:27.000]  不過不單止是環境的因素
[00:08:27.000 --> 00:08:30.000]  他還有一個心靈上的風浪
[00:08:30.000 --> 00:08:33.000]  因為他當時知道耶穌在船上
[00:08:33.000 --> 00:08:36.000]  經文很清楚說耶穌在上文講完之後
[00:08:36.000 --> 00:08:41.000]  因為人太多所以離岸一點
[00:08:41.000 --> 00:08:44.000]  在船上講到群眾站在岸上
[00:08:44.000 --> 00:08:46.000]  所以耶穌沒有下船
[00:08:46.000 --> 00:08:49.000]  然後門徒叫走人就開船
[00:08:49.000 --> 00:08:50.000]  耶穌就在船上
[00:08:50.000 --> 00:08:52.000]  似乎耶穌經過一整天的教導
[00:08:52.000 --> 00:08:54.000]  是相當的疲累
[00:08:54.000 --> 00:08:57.000]  請留意這裡耶穌不是打瞌睡
[00:08:57.000 --> 00:09:02.000]  這裡說耶穌在船尾上枕著枕頭睡覺
[00:09:02.000 --> 00:09:07.000]  即是說他真的準備正常的睡覺
[00:09:07.000 --> 00:09:08.000]  拿著枕頭
[00:09:08.000 --> 00:09:10.000]  就不是我們吃完飯坐在沙發上
[00:09:10.000 --> 00:09:13.000]  特別是四五十歲以上的男士
[00:09:13.000 --> 00:09:14.000]  不知道為什麼
[00:09:14.000 --> 00:09:16.000]  男士多一點的就打瞌睡
[00:09:16.000 --> 00:09:18.000]  就不是那種
[00:09:18.000 --> 00:09:21.000]  是真的準備睡一覺
[00:09:21.000 --> 00:09:23.000]  拿著枕頭去睡覺
[00:09:23.000 --> 00:09:26.000]  而船差不多滿了水
[00:09:26.000 --> 00:09:28.000]  但耶穌竟然去睡覺
[00:09:28.000 --> 00:09:32.000]  所以門徒就說老師我們快死了
[00:09:32.000 --> 00:09:34.000]  你不理嗎
[00:09:34.000 --> 00:09:37.000]  You don't care
[00:09:37.000 --> 00:09:41.000]  你知道原來在風浪下
[00:09:41.000 --> 00:09:46.000]  外在風浪會搞動內在風浪
[00:09:46.000 --> 00:09:50.000]  內在風浪對一個信徒來說
[00:09:50.000 --> 00:09:53.000]  就是上帝好像不理
[00:09:53.000 --> 00:09:56.000]  本來這兩樣東西好像沒有什麼關係
[00:09:56.000 --> 00:09:58.000]  我遇見風浪就解決它
[00:09:58.000 --> 00:10:00.000]  面對它
[00:10:00.000 --> 00:10:02.000]  但風浪對信徒來說
[00:10:02.000 --> 00:10:04.000]  加一重心的意義
[00:10:04.000 --> 00:10:06.000]  因為我們相信上帝愛我們的
[00:10:06.000 --> 00:10:08.000]  我們相信上帝是無所不能的
[00:10:08.000 --> 00:10:10.000]  有能力解決問題的
[00:10:10.000 --> 00:10:12.000]  不過現在似乎他不出手
[00:10:12.000 --> 00:10:14.000]  Absent
[00:10:14.000 --> 00:10:16.000]  他好像缺席一樣
[00:10:16.000 --> 00:10:20.000]  我猜你如果跟從一段時間
[00:10:20.000 --> 00:10:22.000]  人生中中國人說
[00:10:22.000 --> 00:10:25.000]  不如意事十常八九
[00:10:25.000 --> 00:10:27.000]  當你遇見困難的時候
[00:10:27.000 --> 00:10:29.000]  對信徒來說
[00:10:29.000 --> 00:10:33.000]  有時比沒有信仰的人更難度過
[00:10:33.000 --> 00:10:37.000]  原因就是我們宣稱的上帝愛我們保守我們
[00:10:37.000 --> 00:10:40.000]  但現在上帝好像是Silence
[00:10:40.000 --> 00:10:42.000]  上帝停止
[00:10:42.000 --> 00:10:44.000]  上帝不care
[00:10:44.000 --> 00:10:50.000]  中國人有一句說話
[00:10:50.000 --> 00:10:52.000]  哀莫大於心死
[00:10:54.000 --> 00:10:56.000]  有類似的情況
[00:10:56.000 --> 00:11:00.000]  最痛苦不是痛苦的事本身
[00:11:00.000 --> 00:11:02.000]  可能不是病痛本身
[00:11:02.000 --> 00:11:04.000]  可能不是不幸的事本身
[00:11:04.000 --> 00:11:06.000]  最痛苦就是在痛苦裏面
[00:11:06.000 --> 00:11:08.000]  沒有人care
[00:11:08.000 --> 00:11:10.000]  好像沒有人care
[00:11:10.000 --> 00:11:12.000]  你還是那位說愛我們到底
[00:11:12.000 --> 00:11:14.000]  還有能力解決問題的上帝
[00:11:14.000 --> 00:11:16.000]  他好像完全不出手
[00:11:16.000 --> 00:11:20.000]  我不知道你試過這場景沒有
[00:11:20.000 --> 00:11:22.000]  我想
[00:11:22.000 --> 00:11:24.000]  你問我
[00:11:24.000 --> 00:11:26.000]  我試過很多次
[00:11:26.000 --> 00:11:28.000]  最難是
[00:11:28.000 --> 00:11:32.000]  所有環境和你所信的信念
[00:11:32.000 --> 00:11:34.000]  都是相反的
[00:11:34.000 --> 00:11:36.000]  更難的一件事
[00:11:36.000 --> 00:11:38.000]  就是
[00:11:38.000 --> 00:11:40.000]  為何他們開船呢
[00:11:40.000 --> 00:11:42.000]  為何會弄到這樣的情況呢
[00:11:42.000 --> 00:11:44.000]  為何會有這個旅程呢
[00:11:44.000 --> 00:11:46.000]  聖經開始說
[00:11:46.000 --> 00:11:48.000]  那天晚上
[00:11:48.000 --> 00:11:50.000]  耶穌對門徒說
[00:11:50.000 --> 00:11:52.000]  我們到對岸去吧
[00:11:52.000 --> 00:11:54.000]  這個行程是耶穌吩咐的
[00:11:54.000 --> 00:11:56.000]  是耶穌叫我這樣做的
[00:11:56.000 --> 00:11:58.000]  我就跟著祂做的
[00:11:58.000 --> 00:12:00.000]  以為跟著耶穌的說話
[00:12:00.000 --> 00:12:02.000]  就應該是順利的
[00:12:02.000 --> 00:12:04.000]  是不是
[00:12:04.000 --> 00:12:06.000]  很多信徒心中都是這樣想的
[00:12:06.000 --> 00:12:08.000]  我是聽耶穌的話
[00:12:08.000 --> 00:12:10.000]  順利走的
[00:12:10.000 --> 00:12:12.000]  反而已經困難
[00:12:12.000 --> 00:12:14.000]  那些不信主的
[00:12:14.000 --> 00:12:16.000]  或者不聽話的信徒
[00:12:16.000 --> 00:12:18.000]  他用自己的方法去面對困難
[00:12:18.000 --> 00:12:20.000]  那你會怎樣呢
[00:12:20.000 --> 00:12:22.000]  如果你是那些門徒
[00:12:22.000 --> 00:12:24.000]  你會怎樣呢
[00:12:24.000 --> 00:12:26.000]  我不是強行要過對面
[00:12:26.000 --> 00:12:28.000]  是耶穌叫我過對面
[00:12:28.000 --> 00:12:30.000]  現在風浪的時候
[00:12:30.000 --> 00:12:32.000]  耶穌就睡覺
[00:12:32.000 --> 00:12:34.000]  那種的
[00:12:34.000 --> 00:12:36.000]  非常焦急
[00:12:36.000 --> 00:12:38.000]  甚至是憤怒
[00:12:38.000 --> 00:12:40.000]  希望我們不要太快怪責那些門徒
[00:12:40.000 --> 00:12:42.000]  可能我們去的時候
[00:12:42.000 --> 00:12:44.000]  都是這樣
[00:12:44.000 --> 00:12:46.000]  我跟著耶穌走
[00:12:46.000 --> 00:12:48.000]  我跟著耶穌走
[00:12:48.000 --> 00:12:50.000]  結果這樣
[00:12:50.000 --> 00:12:52.000]  我最近也有類似的事件
[00:12:52.000 --> 00:12:54.000]  大家知道我們剛剛買了美孚
[00:12:54.000 --> 00:12:56.000]  美孚整個計劃要4.5億
[00:12:56.000 --> 00:12:58.000]  我們就買了地方
[00:12:58.000 --> 00:13:00.000]  當然要向銀行借錢
[00:13:00.000 --> 00:13:02.000]  我們向銀行借了這麼多錢的原因
[00:13:02.000 --> 00:13:04.000]  是因為我們九龍塘本身有物業
[00:13:04.000 --> 00:13:06.000]  我們向銀行借了這麼多錢的原因
[00:13:06.000 --> 00:13:08.000]  是因為我們九龍塘本身有物業
[00:13:08.000 --> 00:13:10.000]  我們向銀行借了這麼多錢的原因
[00:13:10.000 --> 00:13:12.000]  是因為我們九龍塘本身有物業
[00:13:12.000 --> 00:13:14.000]  我們向銀行借了這麼多錢的原因
[00:13:14.000 --> 00:13:16.000]  因此我們希望按照銀行的計劃
[00:13:16.000 --> 00:13:18.000]  因此我們希望按照銀行的計劃
[00:13:18.000 --> 00:13:20.000]  因此我們希望按照銀行的計劃
[00:13:20.000 --> 00:13:22.000]  短期內買了物業
[00:13:22.000 --> 00:13:24.000]  短期內買了物業
[00:13:24.000 --> 00:13:26.000]  就不需要再向銀行借錢
[00:13:26.000 --> 00:13:28.000]  就不需要再向銀行借錢
[00:13:28.000 --> 00:13:30.000]  才能還錢
[00:13:30.000 --> 00:13:32.000]  但是我們差不多在去年六月初
[00:13:32.000 --> 00:13:34.000]  但是我們差不多在去年六月初
[00:13:34.000 --> 00:13:36.000]  但是我們差不多在去年六月初
[00:13:36.000 --> 00:13:38.000]  對不起是前年
[00:13:38.000 --> 00:13:40.000]  2018年
[00:13:40.000 --> 00:13:42.000]  2018年
[00:13:42.000 --> 00:13:44.000]  在去年六月初的時候成交了
[00:13:44.000 --> 00:13:46.000]  在六月中
[00:13:46.000 --> 00:13:48.000]  就開始中美貿易戰
[00:13:48.000 --> 00:13:50.000]  當時已經有一個
[00:13:50.000 --> 00:13:52.000]  在外面回來的朋友
[00:13:52.000 --> 00:13:54.000]  跟我說這些中美貿易戰
[00:13:54.000 --> 00:13:56.000]  可能兩年
[00:13:56.000 --> 00:13:58.000]  兩三年
[00:13:58.000 --> 00:14:00.000]  我還不以為意
[00:14:00.000 --> 00:14:02.000]  我不懂經濟的東西
[00:14:02.000 --> 00:14:04.000]  我還不以為意
[00:14:04.000 --> 00:14:06.000]  結果到現在似乎是越來越艱難
[00:14:06.000 --> 00:14:08.000]  但艱難都不緊要
[00:14:08.000 --> 00:14:10.000]  艱難都不緊要
[00:14:10.000 --> 00:14:12.000]  而在艱難過程中
[00:14:12.000 --> 00:14:14.000]  然後開始有人會發聲
[00:14:14.000 --> 00:14:16.000]  然後開始有人會發聲
[00:14:16.000 --> 00:14:18.000]  可能有人會提出疑問
[00:14:18.000 --> 00:14:20.000]  可能有人會提出疑問
[00:14:20.000 --> 00:14:22.000]  可能有人會用很多
[00:14:22.000 --> 00:14:24.000]  我們覺得不太對的方法
[00:14:24.000 --> 00:14:26.000]  我們覺得不太對的方法
[00:14:26.000 --> 00:14:28.000]  去教你
[00:14:28.000 --> 00:14:30.000]  去教你
[00:14:30.000 --> 00:14:32.000]  但我一直相信是上帝帶領我們走這條路
[00:14:32.000 --> 00:14:34.000]  但我一直相信是上帝帶領我們走這條路
[00:14:34.000 --> 00:14:36.000]  可以說得很清楚
[00:14:36.000 --> 00:14:38.000]  可以說得很清楚
[00:14:38.000 --> 00:14:40.000]  所以這段經文
[00:14:40.000 --> 00:14:42.000]  我很有共鳴
[00:14:42.000 --> 00:14:44.000]  是上帝帶領我們走這條路
[00:14:44.000 --> 00:14:46.000]  但是現在
[00:14:46.000 --> 00:14:48.000]  一天一天一天這樣說
[00:14:48.000 --> 00:14:50.000]  每天我們在給二萬元的利息
[00:14:50.000 --> 00:14:52.000]  每一天在給二萬元的利息
[00:14:52.000 --> 00:14:54.000]  然後很多人就有很多意見
[00:14:54.000 --> 00:14:56.000]  然後那些意見
[00:14:56.000 --> 00:14:58.000]  就不會拿去董事會
[00:14:58.000 --> 00:15:00.000]  那些意見多數
