
[00:00:00.000 --> 00:00:07.000]  今天會跟大家一起分享創世紀幾章的聖經
[00:00:07.000 --> 00:00:09.000]  是很長的
[00:00:09.000 --> 00:00:13.000]  但我嘗試用一個故事的形式跟大家分享
[00:00:13.000 --> 00:00:20.000]  最近說起「按立女傳道」做牧師的事
[00:00:20.000 --> 00:00:25.000]  似乎我們的焦點擺在男女
[00:00:25.000 --> 00:00:29.000]  其實更重要的一點不是性別
[00:00:30.000 --> 00:00:33.000]  我自己本身按照聖經的教導
[00:00:33.000 --> 00:00:35.000]  雖然我明明知道
[00:00:35.000 --> 00:00:40.000]  神是希望弟兄願意起身
[00:00:40.000 --> 00:00:43.000]  承擔責任做問責的弟兄
[00:00:43.000 --> 00:00:46.000]  因為這是一個問責
[00:00:46.000 --> 00:00:49.000]  因為這是神將來
[00:00:49.000 --> 00:00:57.000]  祂問到有關我們在牧羊、家庭、機構的角色的時候
[00:00:58.000 --> 00:01:02.000]  祂要找弟兄去承擔責任
[00:01:02.000 --> 00:01:04.000]  但另一方面來說
[00:01:04.000 --> 00:01:06.000]  聖經亦有非常清楚的教導
[00:01:06.000 --> 00:01:10.000]  讓我們看見屬靈領袖的氣質
[00:01:10.000 --> 00:01:13.000]  遠比男是女更重要
[00:01:13.000 --> 00:01:20.000]  最近我繼續不斷看到有關屬靈領袖
[00:01:20.000 --> 00:01:22.000]  到底有甚麼氣質呢
[00:01:22.000 --> 00:01:29.000]  一些可以說是全世界都聞名的牧者
[00:01:29.000 --> 00:01:35.000]  包括Maxwell、Montgomery、Sanders等等
[00:01:35.000 --> 00:01:36.000]  很多這些人
[00:01:36.000 --> 00:01:43.000]  不約而同提出下列屬靈領袖的氣質
[00:01:43.000 --> 00:01:45.000]  是非要不可的
[00:01:45.000 --> 00:01:49.000]  第一個,他的品格
[00:01:50.000 --> 00:01:53.000]  這是領導力的基石
[00:01:53.000 --> 00:01:55.000]  有人說了一句話
[00:01:55.000 --> 00:01:59.000]  大事告訴別人你是誰
[00:01:59.000 --> 00:02:05.000]  唯獨小事告訴別人你是怎樣的人
[00:02:05.000 --> 00:02:11.000]  屬靈領袖是在一些小事上提出
[00:02:11.000 --> 00:02:14.000]  不是他做了甚麼大事
[00:02:14.000 --> 00:02:16.000]  而是小事
[00:02:16.000 --> 00:02:19.000]  第二,品格是內在的
[00:02:20.000 --> 00:02:24.000]  是表現在待人接物的生活方式上
[00:02:24.000 --> 00:02:30.000]  第三,品格是要律己而嚴
[00:02:30.000 --> 00:02:32.000]  待人而歡
[00:02:32.000 --> 00:02:38.000]  我自己本身很多時候當看到自己都有一些忽略的地方
[00:02:38.000 --> 00:02:41.000]  說錯的地方
[00:02:41.000 --> 00:02:43.000]  我自己感覺到
[00:02:43.000 --> 00:02:46.000]  聖靈有一種催迫在我裏面
[00:02:46.000 --> 00:02:49.000]  我是非要道歉不可的
[00:02:49.000 --> 00:02:52.000]  各位頂姐妹
[00:02:52.000 --> 00:02:55.000]  這是屬靈領袖其中一個氣質
[00:02:55.000 --> 00:02:59.000]  神不是要求我們每個人成為聖人
[00:02:59.000 --> 00:03:01.000]  但神是要求我們
[00:03:01.000 --> 00:03:04.000]  願意當心裏有些東西
[00:03:04.000 --> 00:03:06.000]  你明知道是做錯的
[00:03:06.000 --> 00:03:08.000]  你不要將它還放在心裏
[00:03:08.000 --> 00:03:10.000]  要將它搬出來
[00:03:10.000 --> 00:03:13.000]  交出來去承認
[00:03:13.000 --> 00:03:15.000]  第二,魄力
[00:03:15.000 --> 00:03:17.000]  魄力
[00:03:17.000 --> 00:03:20.000]  一個領袖一定要熱愛生命
[00:03:20.000 --> 00:03:23.000]  他會注目在出路而不是困難
[00:03:23.000 --> 00:03:25.000]  會注目在將來
[00:03:25.000 --> 00:03:26.000]  不是過去
[00:03:26.000 --> 00:03:30.000]  會注目在改善而不是追究的上面
[00:03:30.000 --> 00:03:37.000]  這些東西對我自己本身過去一直有很大的提醒
[00:03:37.000 --> 00:03:39.000]  以致到困難裏面
[00:03:39.000 --> 00:03:42.000]  不要氣餒
[00:03:42.000 --> 00:03:45.000]  一個願意在逆境裏面
[00:03:45.000 --> 00:03:47.000]  好像絕望裏面
[00:03:47.000 --> 00:03:51.000]  願意站出來承擔責任的人
[00:03:51.000 --> 00:03:54.000]  這些才是教會裏面的領袖
[00:03:54.000 --> 00:03:57.000]  這個才是家庭的領袖
[00:03:57.000 --> 00:04:00.000]  第三,毀身
[00:04:00.000 --> 00:04:02.000]  凡事親力親為
[00:04:02.000 --> 00:04:03.000]  身先士卒
[00:04:03.000 --> 00:04:07.000]  這樣才可以成為一個有效的領袖
[00:04:07.000 --> 00:04:09.000]  第四,承擔責任
[00:04:09.000 --> 00:04:11.000]  就剛才我所說
[00:04:11.000 --> 00:04:15.000]  如果真的有一些錯失
[00:04:15.000 --> 00:04:19.000]  不要將責任推卸給別人
[00:04:19.000 --> 00:04:24.000]  而是我們自己去極力地承擔
[00:04:24.000 --> 00:04:26.000]  第五,一個屬靈的領袖
[00:04:26.000 --> 00:04:29.000]  如果要成為一個有效的領袖
[00:04:29.000 --> 00:04:32.000]  他必須要求同
[00:04:32.000 --> 00:04:36.000]  透過自己的熱誠去激勵其他人
[00:04:36.000 --> 00:04:39.000]  投身在行動裏面
[00:04:39.000 --> 00:04:41.000]  各位頂智妹
[00:04:41.000 --> 00:04:43.000]  過去這麼多年裏
[00:04:43.000 --> 00:04:46.000]  我自己都深深感覺到
[00:04:46.000 --> 00:04:48.000]  如果我們多些溝通
[00:04:48.000 --> 00:04:53.000]  真的免去了很多不必要的誤會
[00:04:53.000 --> 00:04:55.000]  但是如果缺少溝通的時候
[00:04:55.000 --> 00:04:59.000]  原來很多事我們可能會想錯
[00:04:59.000 --> 00:05:02.000]  第六方面,勇氣
[00:05:02.000 --> 00:05:07.000]  臨危不亂,處變不驚
[00:05:07.000 --> 00:05:11.000]  我自己本身深深感覺到
[00:05:11.000 --> 00:05:15.000]  在地上活著最重要是神的面
[00:05:15.000 --> 00:05:17.000]  不是我的面
[00:05:17.000 --> 00:05:19.000]  最重要是神的榮耀
[00:05:19.000 --> 00:05:22.000]  不是我們,甚至不是教會的榮耀
[00:05:22.000 --> 00:05:25.000]  如果我們做的事是為了神的榮耀
[00:05:25.000 --> 00:05:27.000]  就做吧
[00:05:27.000 --> 00:05:29.000]  但如果我們不做的事
[00:05:29.000 --> 00:05:32.000]  是不能彰顯神的榮耀的時候
[00:05:32.000 --> 00:05:34.000]  我們是有虧欠的
[00:05:34.000 --> 00:05:36.000]  這也是我們需要注意的
[00:05:36.000 --> 00:05:38.000]  第七方面
[00:05:38.000 --> 00:05:40.000]  一個真正的屬靈領袖
[00:05:40.000 --> 00:05:46.000]  他對過去有一個了陷式的Hindsight認識
[00:05:46.000 --> 00:05:51.000]  對現在有一個清澈的Insight
[00:05:51.000 --> 00:05:53.000]  一個洞識
[00:05:53.000 --> 00:05:55.000]  第三對將來
[00:05:55.000 --> 00:05:59.000]  也有一種科學的遠見
[00:05:59.000 --> 00:06:03.000]  能夠作最壞的打算
[00:06:03.000 --> 00:06:06.000]  又可以作最好的安排
[00:06:06.000 --> 00:06:07.000]  第八方面
[00:06:07.000 --> 00:06:10.000]  他必須有廣闊的心胸
[00:06:10.000 --> 00:06:12.000]  用人之量
[00:06:12.000 --> 00:06:17.000]  我繼續不斷鼓勵我們的警戒
[00:06:17.000 --> 00:06:20.000]  無論我們教會當中任何的人
[00:06:20.000 --> 00:06:23.000]  犯甚麼錯、犯甚麼罪
[00:06:23.000 --> 00:06:26.000]  我們的針對對象是罪本身
[00:06:26.000 --> 00:06:29.000]  這才是撒旦的作為
[00:06:29.000 --> 00:06:32.000]  不是針對人,是針對罪
[00:06:32.000 --> 00:06:35.000]  目的是要挽回人
[00:06:35.000 --> 00:06:37.000]  如果我們不做這件事
[00:06:37.000 --> 00:06:41.000]  我們是忽略了耶穌基督的心腸
[00:06:41.000 --> 00:06:43.000]  第九方面
[00:06:43.000 --> 00:06:46.000]  將合適的人放在合適的位置
[00:06:46.000 --> 00:06:47.000]  我可以告訴大家
[00:06:47.000 --> 00:06:52.000]  這是我自己做了38年牧師
[00:06:52.000 --> 00:06:54.000]  我仍然要學
[00:06:54.000 --> 00:06:58.000]  亦在過去往往一做錯的時候
[00:06:58.000 --> 00:07:03.000]  亦很容易會產生很多問題
[00:07:03.000 --> 00:07:05.000]  第十方面
[00:07:05.000 --> 00:07:09.000]  他善於把握機會
[00:07:09.000 --> 00:07:10.000]  有人說過
[00:07:10.000 --> 00:07:12.000]  弱者錯失機會
[00:07:12.000 --> 00:07:14.000]  智者把握機會
[00:07:14.000 --> 00:07:17.000]  強者創造機會
[00:07:17.000 --> 00:07:19.000]  最後人際關係
[00:07:19.000 --> 00:07:22.000]  我一而再,再而三
[00:07:22.000 --> 00:07:25.000]  說到教會最重要的東西
[00:07:25.000 --> 00:07:26.000]  是關係
[00:07:26.000 --> 00:07:28.000]  我們和神的關係
[00:07:28.000 --> 00:07:30.000]  第二,人和人的關係
[00:07:30.000 --> 00:07:31.000]  如果我們今天
[00:07:31.000 --> 00:07:34.000]  人和人之間關係不妥的時候
[00:07:34.000 --> 00:07:36.000]  無論事工做得多好
[00:07:36.000 --> 00:07:39.000]  這間教會是弱的教會
[00:07:39.000 --> 00:07:42.000]  這間教會不是神喜悅的教會
[00:07:42.000 --> 00:07:45.000]  我由開始在恩福牧羊
[00:07:45.000 --> 00:07:47.000]  侍奉第一天
[00:07:47.000 --> 00:07:49.000]  我都說了一句話
[00:07:49.000 --> 00:07:51.000]  就是我在受教院進修的時候
[00:07:51.000 --> 00:07:54.000]  一個教授語重心長
[00:07:54.000 --> 00:07:55.000]  跟我們說的說話
[00:07:55.000 --> 00:07:57.000]  Relationship
[00:07:57.000 --> 00:07:59.000]  Is always the first word
[00:07:59.000 --> 00:08:01.000]  and the last word
[00:08:01.000 --> 00:08:03.000]  在我們的事工裏
[00:08:03.000 --> 00:08:05.000]  在我們的侍奉裏
[00:08:05.000 --> 00:08:08.000]  關係永遠是優先
[00:08:08.000 --> 00:08:11.000]  亦是最後重要
[00:08:11.000 --> 00:08:13.000]  是這樣的說話
[00:08:13.000 --> 00:08:14.000]  兄弟姐妹
[00:08:14.000 --> 00:08:15.000]  在今天
[00:08:15.000 --> 00:08:18.000]  我們會問一個問題
[00:08:18.000 --> 00:08:22.000]  到底這些領袖是先天的呢?
[00:08:22.000 --> 00:08:24.000]  還是後天的呢?
[00:08:24.000 --> 00:08:26.000]  我今天很想
[00:08:26.000 --> 00:08:28.000]  和大家一起去看一個
[00:08:28.000 --> 00:08:29.000]  肅靈的領袖
[00:08:29.000 --> 00:08:31.000]  這個肅靈的領袖
[00:08:31.000 --> 00:08:33.000]  差不多等於
[00:08:33.000 --> 00:08:36.000]  身為一個阿拉伯人
[00:08:36.000 --> 00:08:38.000]  去了美國
[00:08:38.000 --> 00:08:40.000]  竟然成為總統
[00:08:40.000 --> 00:08:42.000]  我不知道大家有沒有想過
[00:08:42.000 --> 00:08:43.000]  這個可不可行
[00:08:43.000 --> 00:08:45.000]  可不可能
[00:08:45.000 --> 00:08:47.000]  是沒有可能的事
[00:08:47.000 --> 00:08:49.000]  就是這樣來的發生
[00:08:49.000 --> 00:08:52.000]  我們來看看這個人物
[00:08:52.000 --> 00:08:54.000]  在他身上
[00:08:54.000 --> 00:08:57.000]  我們看到的領袖的氣質
[00:08:57.000 --> 00:08:59.000]  包括了些甚麼呢?
[00:08:59.000 --> 00:09:01.000]  然後我們再問一問
[00:09:01.000 --> 00:09:03.000]  到底這些氣質是後天的呢?
[00:09:03.000 --> 00:09:05.000]  還是先天的呢?
[00:09:05.000 --> 00:09:07.000]  是生出來就有的呢?
[00:09:07.000 --> 00:09:10.000]  還是慢慢在後天裏
[00:09:10.000 --> 00:09:13.000]  學習、信服、謹守遵行
[00:09:13.000 --> 00:09:15.000]  培養出來的呢?
[00:09:15.000 --> 00:09:17.000]  這個人物
[00:09:17.000 --> 00:09:19.000]  就是約瑟
[00:09:19.000 --> 00:09:23.000]  約瑟身為一個猶太人
[00:09:23.000 --> 00:09:25.000]  他被賣成為奴隸
[00:09:25.000 --> 00:09:27.000]  去到埃及
[00:09:27.000 --> 00:09:30.000]  13年過去
[00:09:30.000 --> 00:09:32.000]  坐了兩次牢
[00:09:32.000 --> 00:09:34.000]  但是我告訴大家
[00:09:34.000 --> 00:09:37.000]  神竟然利用這個約瑟
[00:09:37.000 --> 00:09:40.000]  是一個奴隸的這樣的人
[00:09:40.000 --> 00:09:43.000]  去成為整個埃及的宰相
[00:09:43.000 --> 00:09:46.000]  一人之下、萬人之上
[00:09:46.000 --> 00:09:48.000]  各種的抉擇
[00:09:48.000 --> 00:09:51.000]  全部是由他主導
[00:09:51.000 --> 00:09:54.000]  我們現在就看看
[00:09:54.000 --> 00:09:58.000]  約瑟這種屬靈領袖的氣質
[00:09:58.000 --> 00:10:00.000]  是怎樣的呢?
[00:10:00.000 --> 00:10:02.000]  是怎樣來的呢?
[00:10:02.000 --> 00:10:04.000]  首先我們看看
[00:10:04.000 --> 00:10:06.000]  他與哥哥們的相處
[00:10:06.000 --> 00:10:09.000]  是由他自己青少年的時代
[00:10:09.000 --> 00:10:11.000]  已經顯露出來的
[00:10:11.000 --> 00:10:13.000]  這些角色
[00:10:13.000 --> 00:10:15.000]  我們一起看看
[00:10:15.000 --> 00:10:18.000]  他是怎樣來敬畏神
