
[00:00:00.000 --> 00:00:06.280]  好 高興又來到大家當中分享
[00:00:06.280 --> 00:00:08.280]  一年來一次
[00:00:08.280 --> 00:00:11.560]  我最初來季節會講道的時候
[00:00:11.560 --> 00:00:13.560]  應該是叫做助理教授
[00:00:13.560 --> 00:00:15.560]  現在搞著搞著就變成教授
[00:00:15.560 --> 00:00:17.280]  其實就不是特別威風
[00:00:17.280 --> 00:00:22.320]  表示我和你們的長老都一樣在長老
[00:00:22.320 --> 00:00:26.080]  很快又見到剛才的師班很有鼓勵的
[00:00:26.080 --> 00:00:28.640]  我都可以坐在他們的師班當中
[00:00:28.640 --> 00:00:31.240]  其實和剛才的師班一起唱的
[00:00:31.240 --> 00:00:33.440]  所以又來到大家當中分享
[00:00:33.440 --> 00:00:36.160]  今天選了一段經文 以蔡霞書
[00:00:36.160 --> 00:00:42.360]  今天的講道首先會先解釋這段經文的背景
[00:00:42.360 --> 00:00:45.560]  接著再想一下經文所講的東西
[00:00:45.560 --> 00:00:48.280]  和我們今天香港有什麼關係
[00:00:48.280 --> 00:00:51.560]  我們首先讀經文讀一次
[00:00:51.560 --> 00:00:54.040]  我們一起讀完七節
[00:00:54.040 --> 00:00:59.360]  「也覺創造你的耶和華以色列
[00:00:59.360 --> 00:01:03.440]  造成你的那位現在如此說
[00:01:03.440 --> 00:01:05.440]  你不要害怕
[00:01:05.440 --> 00:01:07.800]  因為我夠熟了你
[00:01:07.800 --> 00:01:10.680]  我曾提你的名道你
[00:01:10.680 --> 00:01:12.680]  你是屬我的
[00:01:12.680 --> 00:01:16.360]  你從水中經過
[00:01:16.360 --> 00:01:18.360]  我必與你同在
[00:01:18.360 --> 00:01:20.560]  你渡過江河
[00:01:20.560 --> 00:01:22.880]  水必不慢過你
[00:01:22.880 --> 00:01:27.160]  你在火中行走也不被燒傷
[00:01:27.160 --> 00:01:30.320]  火焰必不燒著你身
[00:01:30.320 --> 00:01:34.440]  因為我是耶和華你的上帝
[00:01:34.440 --> 00:01:38.480]  是以色列的聖者你的救主
[00:01:38.480 --> 00:01:41.520]  我是埃及作你的屬駕
[00:01:41.520 --> 00:01:45.240]  使古實和西巴代替你
[00:01:45.240 --> 00:01:49.360]  因我看你為寶貝為尊貴
[00:01:49.360 --> 00:01:54.000]  又因我愛你可以使人代替你
[00:01:54.000 --> 00:01:57.360]  使萬民契換你的生命
[00:01:57.360 --> 00:01:59.360]  你不要害怕
[00:01:59.360 --> 00:02:01.600]  因我與你同在
[00:02:01.600 --> 00:02:05.280]  我必領你的後裔從東方來
[00:02:05.280 --> 00:02:08.280]  又從西方襲你
[00:02:08.280 --> 00:02:11.720]  我要對北方說交出來
[00:02:11.720 --> 00:02:14.760]  對南方說不可扣留
[00:02:14.760 --> 00:02:18.600]  要將我的兒子從遠方帶來
[00:02:18.600 --> 00:02:22.320]  將我的女兒從地極領回
[00:02:22.320 --> 00:02:26.200]  就是凡稱我為名下的人
[00:02:26.200 --> 00:02:29.720]  是我為自己的榮耀創造的
[00:02:29.720 --> 00:02:33.400]  是我所造所造成的
[00:02:33.400 --> 00:02:35.400]  我們低頭做個禱告
[00:02:35.400 --> 00:02:37.080]  主耶穌我們都知道
[00:02:37.080 --> 00:02:40.000]  其實我們每一個人都是祢所塑造
[00:02:40.000 --> 00:02:42.000]  是祢造成的
[00:02:42.000 --> 00:02:46.160]  祢看我們是寶貴是尊貴的
[00:02:46.160 --> 00:02:47.600]  求祢都幫助我們
[00:02:47.600 --> 00:02:50.640]  當我們面對明日的不可掌握
[00:02:50.640 --> 00:02:54.560]  面對很多叫我們憂慮的事情的時候
[00:02:54.560 --> 00:02:59.600]  讓我們記得我們在祢心中是多麼寶貴
[00:02:59.600 --> 00:03:01.600]  祢一定會保護我們
[00:03:01.600 --> 00:03:03.600]  一定會祝福我們
[00:03:03.600 --> 00:03:06.000]  求祢藉著祢的話語
[00:03:06.000 --> 00:03:08.480]  今天鼓勵我們每一個人
[00:03:08.480 --> 00:03:11.200]  我們交託禱告奉耶穌基督名
[00:03:11.200 --> 00:03:13.200]  心所願
[00:03:13.200 --> 00:03:16.400]  好 我們先說一下這段經文的背景
[00:03:16.400 --> 00:03:19.680]  這段經文來自所謂第二以賽亞
[00:03:19.680 --> 00:03:22.720]  不多說第一、第二、第三這些東西了
[00:03:22.720 --> 00:03:25.360]  總之那個歷史背景
[00:03:25.360 --> 00:03:27.600]  先知我們叫他以賽亞
[00:03:27.600 --> 00:03:33.360]  以賽亞寫給一些被奴到巴比倫的以色列人
[00:03:33.360 --> 00:03:35.040]  就是這段經文的歷史背景
[00:03:35.040 --> 00:03:36.320]  我們又說一點
[00:03:36.320 --> 00:03:38.240]  因為不知道你是不是每個人
[00:03:38.240 --> 00:03:41.280]  都有所謂讀過一些舊有歷史的東西
[00:03:41.280 --> 00:03:43.720]  總之大概故事就是說
[00:03:43.720 --> 00:03:46.040]  從前神祝福一些以色列人
[00:03:46.040 --> 00:03:48.040]  摩西出紅海建立了以色列國
[00:03:48.040 --> 00:03:50.320]  有所羅門、大衛這些王
[00:03:50.320 --> 00:03:53.560]  後來以色列國就亡了
[00:03:53.560 --> 00:03:58.320]  特別猶大國被巴比倫帝國
[00:03:58.320 --> 00:04:00.200]  就亡了國家
[00:04:00.200 --> 00:04:02.760]  你記住雖然我們讀舊約
[00:04:02.760 --> 00:04:04.920]  我們可能以為以色列很威風
[00:04:04.920 --> 00:04:07.400]  但是當時在真正的
[00:04:07.400 --> 00:04:10.520]  當時的近東的所謂的歷史背景之下
[00:04:10.520 --> 00:04:13.520]  其實以色列是個國家仔來的
[00:04:13.520 --> 00:04:15.520]  巴比倫就是超級大國
[00:04:15.520 --> 00:04:17.680]  當時的近東世界
[00:04:17.680 --> 00:04:21.360]  巴比倫和埃及就是當時的兩個超級大國
[00:04:21.360 --> 00:04:26.640]  所以就派大軍在這個烈王記下
[00:04:26.640 --> 00:04:27.720]  最後都有記錄
[00:04:27.720 --> 00:04:29.040]  西底加的年代
[00:04:29.040 --> 00:04:32.360]  以色列國或者猶大國就沒有了
[00:04:32.360 --> 00:04:34.320]  就是城牆被人拆了
[00:04:34.320 --> 00:04:36.840]  聖殿也燒了 沒了
[00:04:36.840 --> 00:04:42.280]  當巴比倫打敗了或者滅亡了猶大國的時候
[00:04:42.280 --> 00:04:45.960]  他就將猶大國的政治領袖
[00:04:45.960 --> 00:04:48.160]  就從猶大和耶路撒冷
[00:04:48.160 --> 00:04:51.160]  就帶到巴比倫自己的地方
[00:04:51.160 --> 00:04:52.720]  帶到首都巴比倫
[00:04:52.720 --> 00:04:55.080]  還有散佈到其它地方
[00:04:55.080 --> 00:04:59.520]  其實這是一種強權管治的方法
[00:04:59.520 --> 00:05:01.760]  就是說如果那些領袖
[00:05:01.760 --> 00:05:05.640]  本地疆留在猶大地方
[00:05:05.640 --> 00:05:07.480]  留在耶路撒冷的話
[00:05:07.480 --> 00:05:09.520]  這些人隨時就搞搞震
[00:05:09.520 --> 00:05:11.240]  就是會分裂國家
[00:05:11.240 --> 00:05:14.960]  搞一些政治活動
[00:05:14.960 --> 00:05:18.040]  所以就要將社會中的那批精英
[00:05:18.040 --> 00:05:20.440]  搬到巴比倫那裡
[00:05:20.440 --> 00:05:25.680]  猶大國的社會精英搬到巴比倫之後
[00:05:25.680 --> 00:05:28.640]  就是你是本地什麼英雄人物都好
[00:05:28.640 --> 00:05:30.800]  你流亡到海外
[00:05:30.800 --> 00:05:34.080]  被遷徙到海外
[00:05:34.080 --> 00:05:36.560]  你都英雄無用武之地了
[00:05:36.560 --> 00:05:38.760]  就是沒什麼可以做的了
[00:05:38.760 --> 00:05:42.960]  所以你可以說從統治的角度來看
[00:05:42.960 --> 00:05:45.680]  是一個有智慧的做法
[00:05:45.680 --> 00:05:48.040]  當然對猶大人來說
[00:05:48.040 --> 00:05:50.680]  這是一個很慘痛的經驗
[00:05:50.680 --> 00:05:52.120]  國家沒有了
[00:05:52.120 --> 00:05:56.080]  見著自己的親人朋友被殺
[00:05:56.080 --> 00:06:00.400]  或者如果是女性可能見著女兒、妻子
[00:06:00.400 --> 00:06:05.000]  或者一些周圍的女性被人強姦等等
[00:06:05.000 --> 00:06:07.720]  經歷了這些事情之後自己死不去
[00:06:07.720 --> 00:06:11.200]  都要被迫離開故鄉
[00:06:11.200 --> 00:06:14.000]  去到一個海外的地方
[00:06:14.000 --> 00:06:16.440]  去到一個滅自己國家的地方
[00:06:16.440 --> 00:06:18.400]  那種慘痛的經驗
[00:06:18.400 --> 00:06:21.720]  大家如果讀一下《詩電》137篇
[00:06:21.720 --> 00:06:25.520]  就會就是我怎能在巴比倫的河邊唱主題歌
[00:06:25.520 --> 00:06:28.280]  你就體會那種苦澀
[00:06:28.280 --> 00:06:33.360]  好了 以塞雅書第二以塞雅的背景就是說
[00:06:33.360 --> 00:06:35.120]  這些人被擄到巴比倫了
[00:06:35.120 --> 00:06:38.000]  其實已經過了一段時間了
[00:06:38.000 --> 00:06:42.080]  然後神就說已經時間到了
[00:06:42.080 --> 00:06:44.520]  這些去到巴比倫的人
[00:06:44.520 --> 00:06:48.320]  是時候回到猶大地了
[00:06:48.320 --> 00:06:52.840]  所以比如第五節那裡說
[00:06:52.840 --> 00:06:56.960]  你就是指那些在巴比倫的猶太人
[00:06:56.960 --> 00:06:58.000]  你不要害怕
[00:06:58.000 --> 00:06:59.280]  因為我與你同在
[00:06:59.280 --> 00:07:02.800]  我必領你的後裔從東方來
[00:07:02.800 --> 00:07:04.120]  又從西方召集你
[00:07:04.120 --> 00:07:05.200]  對北方交出來
[00:07:05.200 --> 00:07:07.080]  對南方說不可扣留
[00:07:07.080 --> 00:07:09.280]  以塞雅就要
[00:07:09.280 --> 00:07:11.120]  港神的話語就說
[00:07:11.120 --> 00:07:15.160]  無論你散居在巴比倫的哪一個地方
[00:07:15.160 --> 00:07:17.240]  我就為你開一條路
[00:07:17.240 --> 00:07:20.880]  你現在要回到猶大地了
[00:07:20.880 --> 00:07:24.160]  其實我們又要明白這件事
[00:07:24.160 --> 00:07:27.920]  當神宣告這個訊息的時候
[00:07:27.920 --> 00:07:32.520]  那些以色列人未必是很開心或者很興奮的
[00:07:32.520 --> 00:07:34.360]  當然有人會很興奮
[00:07:34.360 --> 00:07:37.360]  但也可能有很多人有很多憂慮的
[00:07:37.360 --> 00:07:40.560]  因為他們已經移居到巴比倫
[00:07:40.560 --> 00:07:43.360]  已經幾十年的時間了
[00:07:43.360 --> 00:07:45.880]  那些年輕的時候
[00:07:45.880 --> 00:07:48.960]  離開以色列猶大地年輕的時候
[00:07:48.960 --> 00:07:50.400]  現在已經年老了
[00:07:50.400 --> 00:07:54.000]  他們的子孫在巴比倫出生
[00:07:54.000 --> 00:07:56.400]  可能你可以說在巴比倫已經
[00:07:56.400 --> 00:07:58.280]  如果說今天的說法
[00:07:58.280 --> 00:07:59.960]  有他們的事業了
[00:07:59.960 --> 00:08:02.800]  有他們就算不是很風光也好
[00:08:02.800 --> 00:08:04.400]  起碼在這個地方成長
[00:08:04.400 --> 00:08:10.360]  有了一個穩定的家庭生活也說不定了
[00:08:10.360 --> 00:08:13.480]  於是要他們可以這麼說
