
[00:00:00.000 --> 00:00:05.000]  各位電影節目平安
[00:00:05.000 --> 00:00:17.000]  如果大家有聖經在身旁
[00:00:17.000 --> 00:00:19.000]  請大家打開聖經
[00:00:19.000 --> 00:00:21.000]  看著聖經來聽
[00:00:21.000 --> 00:00:23.000]  這樣會好一點
[00:00:23.000 --> 00:00:32.000]  今日講的經文是第十章十六節至十一章第六節
[00:00:32.000 --> 00:00:37.000]  希望大家打開聖經一起來看
[00:00:37.000 --> 00:00:44.000]  今日題目是人生的懶散和勤勞
[00:00:44.000 --> 00:00:55.000]  其實我這個人是以前很遊手好閒
[00:00:55.000 --> 00:00:59.000]  無心向學不務正業的人
[00:00:59.000 --> 00:01:01.000]  我的人生觀很簡單
[00:01:01.000 --> 00:01:04.000]  就是好玩開心
[00:01:04.000 --> 00:01:07.000]  人生最重要是享受
[00:01:07.000 --> 00:01:09.000]  不要做人做得那麼辛苦
[00:01:09.000 --> 00:01:12.000]  不單要輕鬆而且要享受
[00:01:12.000 --> 00:01:14.000]  這是我的人生觀
[00:01:14.000 --> 00:01:18.000]  我在香港讀書非常差
[00:01:18.000 --> 00:01:20.000]  但我玩得很厲害
[00:01:20.000 --> 00:01:25.000]  我在香港在慈幼會聖女師中學
[00:01:25.000 --> 00:01:28.000]  我專門搞活動
[00:01:28.000 --> 00:01:30.000]  我們聖女師是男校
[00:01:30.000 --> 00:01:33.000]  我專門找女校合作
[00:01:33.000 --> 00:01:37.000]  做話劇,folk song club,folk dance club
[00:01:37.000 --> 00:01:39.000]  我經常搞手
[00:01:39.000 --> 00:01:41.000]  我很喜歡玩
[00:01:41.000 --> 00:01:45.000]  和聖森,Mary Knopp,St Clair
[00:01:45.000 --> 00:01:47.000]  很多不同的女校合作
[00:01:47.000 --> 00:01:49.000]  搞很多活動
[00:01:49.000 --> 00:01:51.000]  所以我讀書非常差
[00:01:51.000 --> 00:01:53.000]  所以到1973年
[00:01:53.000 --> 00:01:58.000]  我家人都覺得我在香港沒什麼出路
[00:01:58.000 --> 00:02:01.000]  就把我送去加拿大,多倫多
[00:02:01.000 --> 00:02:04.000]  認為換一個環境會好一點
[00:02:04.000 --> 00:02:06.000]  實際上都沒有
[00:02:06.000 --> 00:02:08.000]  雖然我1975年信耶穌
[00:02:08.000 --> 00:02:10.000]  但沒有太大的改變
[00:02:10.000 --> 00:02:13.000]  到1976年我才所謂醒悟
[00:02:13.000 --> 00:02:16.000]  1977年我回到學校讀書
[00:02:16.000 --> 00:02:19.000]  我1975年入讀多倫多大學
[00:02:19.000 --> 00:02:21.000]  但讀了不夠一個月就不讀了
[00:02:21.000 --> 00:02:23.000]  因為讀書太辛苦了
[00:02:23.000 --> 00:02:25.000]  要很勤勞很勤力
[00:02:25.000 --> 00:02:28.000]  而且我報的是土木工程
[00:02:28.000 --> 00:02:31.000]  UG的土木工程是學期制
[00:02:31.000 --> 00:02:33.000]  即是semester制
[00:02:33.000 --> 00:02:35.000]  所以非常辛苦
[00:02:35.000 --> 00:02:37.000]  一個月我已經受不了
[00:02:37.000 --> 00:02:39.000]  我讀書了
[00:02:39.000 --> 00:02:41.000]  我去打工
[00:02:41.000 --> 00:02:43.000]  我打了很多工
[00:02:43.000 --> 00:02:45.000]  Pizza又做過,超市又做過
[00:02:45.000 --> 00:02:47.000]  麥當勞都做過,餐館又做過
[00:02:47.000 --> 00:02:49.000]  幫處又做過,油谷又做過
[00:02:49.000 --> 00:02:51.000]  賣百科傳書又做過
[00:02:51.000 --> 00:02:53.000]  我做了很多工
[00:02:53.000 --> 00:02:55.000]  我覺得不用這麼辛苦
[00:02:55.000 --> 00:02:57.000]  但到1976年終於醒悟了
[00:02:57.000 --> 00:03:00.000]  1977年重返校園
[00:03:00.000 --> 00:03:03.000]  我真的開始的起心肝
[00:03:03.000 --> 00:03:06.000]  由懶散變成一個很勤力的學生
[00:03:06.000 --> 00:03:08.000]  我真的很拼命
[00:03:08.000 --> 00:03:10.000]  我上課一定坐第一排
[00:03:10.000 --> 00:03:12.000]  一定坐中間的位置
[00:03:12.000 --> 00:03:15.000]  那時候我是拿著一些行李箱上學的
[00:03:15.000 --> 00:03:19.000]  好像上班的行李箱
[00:03:19.000 --> 00:03:21.000]  我會將行李箱放在膝蓋
[00:03:21.000 --> 00:03:22.000]  筆記本放開
[00:03:22.000 --> 00:03:24.000]  很專心聽教授講每一課的課
[00:03:24.000 --> 00:03:27.000]  因為我覺得我浪費了兩年的時間
[00:03:27.000 --> 00:03:29.000]  我停學停了兩年
[00:03:29.000 --> 00:03:30.000]  所以我很用心
[00:03:30.000 --> 00:03:32.000]  每一課一定會早到
[00:03:32.000 --> 00:03:34.000]  經常在教授的門口等他回來
[00:03:34.000 --> 00:03:36.000]  問他問題
[00:03:36.000 --> 00:03:38.000]  有些教授怕了我
[00:03:38.000 --> 00:03:40.000]  將問題答案給了我
[00:03:40.000 --> 00:03:41.000]  成本給我
[00:03:41.000 --> 00:03:43.000]  他說你不要來找我了
[00:03:43.000 --> 00:03:45.000]  因為你自己回去慢慢看吧
[00:03:45.000 --> 00:03:48.000]  我當時明白到人生是要勤勞的
[00:03:48.000 --> 00:03:51.000]  這是對人生的尊重
[00:03:51.000 --> 00:03:53.000]  這是對人生的珍重
[00:03:53.000 --> 00:03:56.000]  很多人做人不懂得尊重人生
[00:03:56.000 --> 00:03:58.000]  又不懂得珍重人生
