
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹各位朋友你們好
[00:00:05.000 --> 00:00:07.500]  歡迎大家參加我們三藩市播道會
[00:00:07.500 --> 00:00:09.500]  網上的五堂崇拜
[00:00:09.500 --> 00:00:12.300]  我們今天繼續思想希伯來書的信息
[00:00:12.300 --> 00:00:16.000]  我們去到希伯來書第四章一節至十節
[00:00:16.000 --> 00:00:18.500]  題目叫做主懷安息
[00:00:18.500 --> 00:00:21.000]  在未開始思想這段聖經之前
[00:00:21.000 --> 00:00:23.500]  請我們同心低頭我們同禱告
[00:00:23.500 --> 00:00:26.500]  慈悲人啊天父我們滿心多謝你
[00:00:26.500 --> 00:00:30.000]  因為你應許凡勞苦擔重擔的人
[00:00:30.000 --> 00:00:31.500]  可以到你那裡來
[00:00:31.500 --> 00:00:33.500]  你一定讓我們得到安息
[00:00:33.500 --> 00:00:35.500]  求你幫助我們
[00:00:35.500 --> 00:00:40.500]  雖然在人世間裡有很多令我們焦慮不安的地方
[00:00:40.500 --> 00:00:42.500]  但我們可以知道
[00:00:42.500 --> 00:00:47.000]  我們隨時都可以去到主的私人寶座面前
[00:00:47.000 --> 00:00:49.500]  求憐憫得安息
[00:00:49.500 --> 00:00:52.500]  求聖靈在我們心裡動功
[00:00:52.500 --> 00:00:56.000]  藉著你的話語提醒怨念教導安慰督責我們
[00:00:56.000 --> 00:00:58.000]  祈禱奉耶穌基督明教
[00:00:58.000 --> 00:01:00.000]  阿們
[00:01:00.500 --> 00:01:03.500]  Thomas Merton在他的《沙漠中的智慧》
[00:01:03.500 --> 00:01:05.500]  曾經有這樣的描述
[00:01:05.500 --> 00:01:10.500]  我們的社會就好像在大海茫茫中
[00:01:10.500 --> 00:01:12.500]  船隻在下沉
[00:01:12.500 --> 00:01:17.500]  各人拼命地逃入陸海企圖逃生
[00:01:17.500 --> 00:01:19.500]  但大海茫茫
[00:01:19.500 --> 00:01:21.500]  全無陸地
[00:01:21.500 --> 00:01:23.500]  也都不知道應該去哪
[00:01:23.500 --> 00:01:25.500]  只有隨波逐流
[00:01:25.500 --> 00:01:27.500]  任其飄蕩
[00:01:27.500 --> 00:01:30.500]  直到被巨浪或鯊魚所吞噬
[00:01:30.500 --> 00:01:32.500]  葬身在大海之中
[00:01:32.500 --> 00:01:36.500]  這一幅令人非常不安的圖畫
[00:01:36.500 --> 00:01:38.500]  我們經常聽人說
[00:01:38.500 --> 00:01:41.500]  人在江湖身不由己
[00:01:41.500 --> 00:01:44.500]  Thomas Merton所描繪的這幅圖畫
[00:01:44.500 --> 00:01:48.500]  正是我們面臨一個最大的困擾和問題
[00:01:48.500 --> 00:01:52.500]  記得有一次從外地回來三藩市
[00:01:52.500 --> 00:01:55.500]  飛機從機場上空看下來
[00:01:55.500 --> 00:02:01.500]  只見到人和車好像螞蟻般走來走去
[00:02:01.500 --> 00:02:03.500]  看來看去
[00:02:03.500 --> 00:02:06.500]  真的好像鑊裏的螞蟻一樣
[00:02:06.500 --> 00:02:09.500]  不知道甚麼方向才是對的
[00:02:09.500 --> 00:02:12.500]  只知道走來走去
[00:02:12.500 --> 00:02:16.500]  當我抽身從上空看見這幅圖畫
[00:02:16.500 --> 00:02:18.500]  我心裏就有這樣想法
[00:02:18.500 --> 00:02:21.500]  我真的不是很想過這樣的生活
[00:02:21.500 --> 00:02:23.500]  但我一下飛機
[00:02:23.500 --> 00:02:26.500]  沒多久我就立即成為其中一隻螞蟻
[00:02:26.500 --> 00:02:29.500]  跑來跑去 看來看去
[00:02:29.500 --> 00:02:32.500]  就好像完全失去了自己一樣
[00:02:32.500 --> 00:02:34.500]  我們就是這樣的活
[00:02:34.500 --> 00:02:40.500]  上班 下班 每天趕著開會 趕時間表
[00:02:40.500 --> 00:02:43.500]  我們的記事簿就填滿了東西
[00:02:43.500 --> 00:02:46.500]  不容許有一刻剩下來的時間
[00:02:46.500 --> 00:02:48.500]  事實上當我們停下來的時候
[00:02:48.500 --> 00:02:49.500]  甚麼都沒有
[00:02:49.500 --> 00:02:53.500]  我們就發覺好像有點空虛的感覺一樣
[00:02:53.500 --> 00:02:59.500]  所以我們不能容許我們有一點安靜 安寧的時刻
[00:02:59.500 --> 00:03:03.500]  有人說如果我是這樣甚麼都沒得做
[00:03:03.500 --> 00:03:05.500]  我會發瘋
[00:03:05.500 --> 00:03:08.500]  我還在三藩市住的時候
[00:03:08.500 --> 00:03:14.500]  每天都有去海岸的沙灘跑步
[00:03:14.500 --> 00:03:16.500]  我就很喜歡脫下鞋子
[00:03:16.500 --> 00:03:20.500]  赤腳地站在沙灘裏面
[00:03:20.500 --> 00:03:24.500]  任由一個浪接一個浪衝來我的腳前
