
[00:00:00.000 --> 00:00:04.000]  但義理和辦公室有什麼關係呢?
[00:00:04.000 --> 00:00:06.240]  當然它可能有一間辦公室
[00:00:06.240 --> 00:00:08.000]  裡面還有一棵樹
[00:00:08.000 --> 00:00:12.240]  可能看到一個很美的巴比倫海景也說不定
[00:00:12.240 --> 00:00:17.240]  不過在華人教會的處境裡面
[00:00:17.240 --> 00:00:21.240]  我們通常讀但義理書的時候
[00:00:21.240 --> 00:00:26.240]  都是被七十個七騎劫了
[00:00:26.240 --> 00:00:29.240]  提但義理書不提這些寓言
[00:00:29.240 --> 00:00:37.240]  就好像讀另外一本《次經》裡面的但義理的記載
[00:00:37.240 --> 00:00:41.240]  當然我這個說法不是說我們不注意
[00:00:41.240 --> 00:00:45.240]  《聖經》裡面提到將來
[00:00:45.240 --> 00:00:49.240]  提到很多奧秘的事情
[00:00:49.240 --> 00:00:52.240]  但是如果我們要留意
[00:00:52.240 --> 00:00:54.240]  正如我每一次都是這麼說
[00:00:54.240 --> 00:00:57.240]  我們看《聖經》的時候不是利用《聖經》
[00:00:57.240 --> 00:01:01.240]  去達到我們想說的目的
[00:01:01.240 --> 00:01:06.240]  我記得有一次我有機會去參觀
[00:01:06.240 --> 00:01:09.240]  在巴黎的聖母院
[00:01:09.240 --> 00:01:12.240]  導遊很風趣
[00:01:12.240 --> 00:01:14.240]  當然他是真材實料的
[00:01:14.240 --> 00:01:16.240]  他要解釋給我們聽
[00:01:16.240 --> 00:01:19.240]  以前的農民沒有機會讀書
[00:01:19.240 --> 00:01:23.240]  所以他們上教會不是查經的
[00:01:23.240 --> 00:01:29.240]  他們上教會全部是看東西的
[00:01:29.240 --> 00:01:32.240]  當然天主教會的彌撒就是看
[00:01:32.240 --> 00:01:34.240]  很多東西看
[00:01:34.240 --> 00:01:36.240]  很多行動
[00:01:36.240 --> 00:01:38.240]  講得很短
[00:01:38.240 --> 00:01:40.240]  甚至不說
[00:01:40.240 --> 00:01:43.240]  看到很多的戲劇在那裡發生
[00:01:43.240 --> 00:01:47.240]  然後這個導遊就帶我們參觀每一道門
[00:01:47.240 --> 00:01:48.240]  很大的門
[00:01:48.240 --> 00:01:50.240]  不是這些辦公室的門
[00:01:50.240 --> 00:01:53.240]  是大教堂的門
[00:01:53.240 --> 00:01:56.240]  門旁邊有很多的像
[00:01:56.240 --> 00:01:59.240]  我們基督徒一去到就擺偶像
[00:01:59.240 --> 00:02:00.240]  其實我們誤會了
[00:02:00.240 --> 00:02:02.240]  那是基督教教育
[00:02:02.240 --> 00:02:04.240]  那是主學
[00:02:04.240 --> 00:02:06.240]  那是查經班的地方
[00:02:06.240 --> 00:02:08.240]  農民每一次來到的時候
[00:02:08.240 --> 00:02:13.240]  他們進門口對著這些像有很多故事可以說
[00:02:13.240 --> 00:02:15.240]  在說這個故事的過程當中
[00:02:15.240 --> 00:02:19.240]  就是教導他們怎樣做一個虔誠的信徒
[00:02:19.240 --> 00:02:23.240]  這個導遊就立刻實地示範
[00:02:23.240 --> 00:02:25.240]  你們看這道門
[00:02:25.240 --> 00:02:27.240]  這道門是雕刻著十個童女的
[00:02:27.240 --> 00:02:29.240]  大家都很熟悉這個故事
[00:02:29.240 --> 00:02:35.240]  為什麼這五個童女會被棄絕在門外
[00:02:35.240 --> 00:02:37.240]  得不到永生呢?
[00:02:37.240 --> 00:02:41.240]  因為他們平時不聽媽媽的話
[00:02:41.240 --> 00:02:43.240]  不做家務
[00:02:43.240 --> 00:02:44.240]  很懶
[00:02:44.240 --> 00:02:46.240]  睡覺過中
[00:02:46.240 --> 00:02:48.240]  偷吃懶飛
[00:02:48.240 --> 00:02:51.240]  當然還有他們沒有油在燈裡面
[00:02:51.240 --> 00:02:55.240]  為什麼這五個童女又蒙虐納
[00:02:55.240 --> 00:02:59.240]  得永生進入坐高陽的燕籍
[00:02:59.240 --> 00:03:02.240]  因為他們勤力掃地乾淨
[00:03:02.240 --> 00:03:05.240]  總之樣樣都好
[00:03:05.240 --> 00:03:08.240]  當然加上他們燈裡面有油
[00:03:08.240 --> 00:03:10.240]  我講這個意思給大家聽
[00:03:10.240 --> 00:03:15.240]  就是你讀聖經的時候
[00:03:15.240 --> 00:03:18.240]  有很多種讀法
[00:03:18.240 --> 00:03:20.240]  十個童女是不是講這個呢?
[00:03:20.240 --> 00:03:22.240]  沒有錯的
[00:03:22.240 --> 00:03:25.240]  教當時農村的女孩守規矩
[00:03:25.240 --> 00:03:29.240]  做乖乖女孩是應該的
[00:03:29.240 --> 00:03:31.240]  我們每一次拿起聖經
[00:03:31.240 --> 00:03:35.240]  來講一些我們認為正確的道理
[00:03:35.240 --> 00:03:40.240]  當然有很好的造就性質
[00:03:40.240 --> 00:03:43.240]  但最大的損失
[00:03:43.240 --> 00:03:49.240]  就是我們對於聖經原本想講的是什麼
[00:03:49.240 --> 00:03:51.240]  就越來越不關心
[00:03:51.240 --> 00:03:56.240]  但以理書是不是想講七十個七呢?
[00:03:56.240 --> 00:03:57.240]  或者我們同樣問
[00:03:57.240 --> 00:04:00.240]  但以理書是不是要講辦公室呢?
[00:04:00.240 --> 00:04:02.240]  這是開始的時候
[00:04:02.240 --> 00:04:04.240]  我們一定要提出的問題
[00:04:04.240 --> 00:04:06.240]  要回答這個問題
[00:04:06.240 --> 00:04:09.240]  就會佔據了我們今晚一整晚的時間
[00:04:09.240 --> 00:04:14.240]  下一堂我們可能才進入正題
[00:04:14.240 --> 00:04:16.240]  就是辦公室的問題
[00:04:16.240 --> 00:04:19.240]  但我希望你能夠經過今晚的時間
[00:04:19.240 --> 00:04:22.240]  你會看到聖經的訊息
[00:04:22.240 --> 00:04:25.240]  從神而來的說話
[00:04:25.240 --> 00:04:27.240]  其實是很有意思的
[00:04:27.240 --> 00:04:29.240]  我們問問題的時候
[00:04:29.240 --> 00:04:32.240]  我們決定答案
[00:04:32.240 --> 00:04:34.240]  我們想要什麼答案呢?
[00:04:34.240 --> 00:04:36.240]  可能我不知道
[00:04:36.240 --> 00:04:38.240]  在辦公室裡我們要講EQ
[00:04:38.240 --> 00:04:40.240]  我們要講很多Q
[00:04:40.240 --> 00:04:44.240]  我們預先預了答案是怎麼樣
[00:04:44.240 --> 00:04:47.240]  但那個是不是一個好的答案
[00:04:47.240 --> 00:04:49.240]  是不是一個徹底的答案
[00:04:49.240 --> 00:04:52.240]  還是問題根本不在那裡呢?
[00:04:52.240 --> 00:04:54.240]  所以讀聖經的時候
[00:04:54.240 --> 00:04:59.240]  有時不是我們提出我們預計的問題和答案
[00:04:59.240 --> 00:05:03.240]  在聖經裡找找有支持有幫助
[00:05:03.240 --> 00:05:06.240]  而是我們被聖經問我們問題
[00:05:06.240 --> 00:05:08.240]  在一個處境當中
[00:05:08.240 --> 00:05:11.240]  可能我們已經瞎了
[00:05:11.240 --> 00:05:15.240]  已經看不到問題在哪裡
[00:05:15.240 --> 00:05:21.240]  以致到經文要用很多震驚的手法
[00:05:21.240 --> 00:05:23.240]  有些震驚的手法
[00:05:23.240 --> 00:05:26.240]  令到你突然間醒不過來
[00:05:26.240 --> 00:05:28.240]  原來我根本連問題是什麼
[00:05:28.240 --> 00:05:30.240]  我都未必看得很清楚
[00:05:30.240 --> 00:05:32.240]  我們中國人有句話說
[00:05:32.240 --> 00:05:36.240]  鮑魚之視而不聞其臭
[00:05:36.240 --> 00:05:39.240]  你在一個環境裡已經熟習了
[00:05:39.240 --> 00:05:42.240]  所以如果要做評論要檢討
[00:05:42.240 --> 00:05:45.240]  在外面要請專家來香港最流行這件事
[00:05:45.240 --> 00:05:52.240]  聖經好像是一個從外面來的眼光觀點
[00:05:52.240 --> 00:05:54.240]  它所提出的問題
[00:05:54.240 --> 00:05:59.240]  或者不是你預先想到的問題
[00:05:59.240 --> 00:06:01.240]  不過到頭來
[00:06:01.240 --> 00:06:05.240]  如果我們花上足夠的功夫
[00:06:05.240 --> 00:06:08.240]  我們聆聽經文
[00:06:08.240 --> 00:06:12.240]  它本身要跟我們說的話
[00:06:12.240 --> 00:06:15.240]  或者對我們心中的問題
[00:06:15.240 --> 00:06:18.240]  有一定的啟迪
[00:06:18.240 --> 00:06:20.240]  這樣不是繞個大圈
[00:06:20.240 --> 00:06:23.240]  這樣是不走捷徑
[00:06:23.240 --> 00:06:28.240]  在一個只講求效率的社會當中
[00:06:28.240 --> 00:06:29.240]  我們人人都想捷徑
[00:06:29.240 --> 00:06:31.240]  多好啊
[00:06:31.240 --> 00:06:34.240]  不用給錢回家買錄音帶就行了
[00:06:34.240 --> 00:06:40.240]  但是如果你要去享受一個旅程
[00:06:40.240 --> 00:06:44.240]  你不會用這樣的方式去思考
[00:06:44.240 --> 00:06:47.240]  要換一個思考的方式
[00:06:47.240 --> 00:06:49.240]  有時候我們習慣到一個地步
[00:06:49.240 --> 00:06:53.240]  我們已經被我們周圍的環境塑造我們
[00:06:53.240 --> 00:06:59.240]  我們連想事情的自由都被剝奪
[00:06:59.240 --> 00:07:01.240]  一直是這樣想的
