
[00:00:00.000 --> 00:00:10.960]  好多謝大家,各位電影姐妹平安,我確認一下,大家都聽到嗎?
[00:00:10.960 --> 00:00:21.200]  好多謝Leo打開鏡頭,我剛剛想叫你們自動自覺打開,就好,讓我不用那麼孤單
[00:00:21.200 --> 00:00:34.520]  今天和大家分享的題目,我一直和大家講這個聖經人物,六個的新約,六個的舊約,講了舊約六個
[00:00:34.520 --> 00:00:46.280]  由上個禮拜開始就講六個新約的人物,上個禮拜我們講了,不是上個禮拜,上一次我們講了保羅
[00:00:46.280 --> 00:00:56.080]  就是講到不信的敵人和堅信的僕人,我有個副題叫書在起跑線,贏在終點線
[00:00:56.080 --> 00:01:10.480]  提到保羅雖然他是一個過去逼迫教會反對耶穌的人,他的起點線不好,但是感恩的是他人生結束的時候他贏在終點線
[00:01:10.480 --> 00:01:18.680]  提到保羅為什麼能夠由一個不信的敵人變成一個堅信的僕人,而且能夠一直持續到底呢?
[00:01:18.680 --> 00:01:28.920]  有三樣東西,第一就是堅定的盼望,提到一個不貪不怕的人,他是不會倒的,不會跌倒的,不會離開的
[00:01:28.920 --> 00:01:40.960]  提到大家有兩個底,一個是看過去看現在,讓我們成為一個不貪不怕的人,以致我們不會跌倒,能夠繼續跑到終點線
[00:01:40.960 --> 00:01:50.960]  第二樣東西就是真摯的愛心,一個有情有義的人是不會倒的,兩個常關心常禱告
[00:01:50.960 --> 00:02:05.800]  我發現一個人如果有愛的時候,他能夠爭氣他能夠長進,他能夠堅持他能夠忍耐,保羅有真摯的愛心,以致他能夠堅持不變,繼續走下去走到終點線
[00:02:05.800 --> 00:02:14.800]  第三個就是有真實的信心,一個多行多動的人他是不會跌的,兩個要行道要侍奉,意思就是要動
[00:02:14.800 --> 00:02:23.240]  大家學踩單車也是一樣,兩個輪的單車,不是三個輪,四個輪多一點,當你踩的時候,你的單車就不會兩邊跌
[00:02:23.240 --> 00:02:35.640]  當你不踩的時候,不動的時候,他就會自然從某一方面跌,所以多一個保羅讓我們學到的就是能夠有堅定的盼望,真摯的愛心和真實的信心
[00:02:35.640 --> 00:02:48.640]  以致我們能夠贏在終點線,我常常記得我太太常常提醒我,千萬不要壞壞後,有沒有試過賽跑壞壞後,有沒有試過比賽壞壞後
[00:02:48.640 --> 00:03:01.040]  很多東西壞壞後真的很遺憾,人生不要壞壞後,無論我們過去的起點是怎樣,我們的起跑線是怎樣,無論過去是怎樣,我們要贏在終點線
[00:03:01.040 --> 00:03:05.840]  只要仍然有一息的氣息,都可以贏在終點線
[00:03:05.840 --> 00:03:21.120]  今天說的是沒有希望的門徒,有盼望的使徒,說到彼得,我會從福音書去看這個沒有希望的門徒,從彼得的書信去看這個有盼望的使徒
[00:03:21.120 --> 00:03:42.000]  但我只是選擇了彼得前書第一章九節經文去看這位有盼望的使徒,當你認識彼得的前半生或未改變之前的他,你就會看到他後半部所寫的是一個很大的改變
[00:03:42.000 --> 00:04:02.960]  所以我們看沒有希望的門徒怎樣變成有盼望的使徒,我遲些在十一月會跟大家說成本的彼得後書,今天只是看彼得前書其中一段經文來看這位有盼望的使徒
[00:04:02.960 --> 00:04:16.080]  在聖經裏面有很多人物都有一個共同點,就是他們都有改變,而每一個改變當中有一個共通點就是神在他生命當中的改變
[00:04:16.080 --> 00:04:28.400]  我發現無論你的改變或我的改變都有很多不同的因素,但在我們信徒身上的改變,你會發現離不開神在我們生命當中的作為
[00:04:28.400 --> 00:04:42.880]  我自己常常回想過去,像上次說保羅要看過去,你會看到神很大的恩典,這個恩典給我們一個很大的盼望,看回自己的過去
[00:04:42.880 --> 00:04:59.040]  有時候我們看B+可能覺得自己也不錯,過了一兩年或五六年再看回,原來我兩年前是這樣的,我發現原來我一直在變,人不斷在變,我看回我自己過去未信主的時候是怎樣的人
[00:04:59.040 --> 00:05:13.280]  我和大家分享過很多次,我以前試過和別人形容自己是一個爛泥扶不上病的人,是一個沒什麼希望的人,不單是我自己覺得自己沒希望,連我朋友,連我家人都覺得我沒希望
[00:05:13.280 --> 00:05:28.160]  這個弟弟或兒子是沒得救的,我自己也覺得我人生就是這樣,我都沒什麼希望,我不會生性的,我不會有什麼成功的東西,我對自己也會失望的
[00:05:28.160 --> 00:05:44.160]  但我看見我自己在1975年,我信了耶穌之後,我發現我慢慢不斷在變,每一年回顧過去一年,又發現認識自己多了,又發現自己好了一點,不是說好完,是好了一點,不斷在變
[00:05:44.160 --> 00:05:58.880]  我覺得這件事很重要,聖經當中人物都有共通點有改變,有神在生命當中的改變,我們都是一樣,一個有神在生命當中的人,我們是會不斷的改變,不斷的改變
[00:05:58.880 --> 00:06:13.520]  我們先看一看彼得那個沒希望的門徒,我們很快從福音書走一走,看彼得是怎樣,很多人看福音書覺得使徒很偉大,其實你真的看福音書,使徒是很失敗的
[00:06:13.520 --> 00:06:31.760]  當時的使徒,當耶穌一直帶領他們,帶領了幾年,都這麼不爭氣,這麼不聰明,這麼不懂事,所以其實我常常覺得耶穌對我們的忍耐真的很忍耐,你給我我不會要這一班的人
[00:06:31.760 --> 00:06:49.600]  他真的沒有希望,你們看彼得,大家手上帶剛柚,提了幾樣東西,第一,海邊的蒙罩,彼得都體驗自己是一個有罪的人,當耶穌在馬太福音,馬克福音,路加福音都有記載,耶穌叫他出去落網打魚
[00:06:49.600 --> 00:07:11.920]  彼得怎樣說呢,在路加福音第五章第五節說,夫子我們整夜勞力,並沒有打到什麼,依從你的話我就下網,文字沒有語氣,如果我們想像一下,照常理,我覺得他講得很晦氣
[00:07:11.920 --> 00:07:33.120]  你看字句,夫子我們打了一整晚都打不到,不過既然你叫了,我就下網,不是他信耶穌講的話真的可以有什麼結果,既然你說就照,所以後來發現打了很多魚,裝滿兩條船的時候,在第八節,彼得自己說了
[00:07:33.120 --> 00:07:53.120]  他就彼得說,主啊,離開我,我是一個罪人,他看到自己的問題,他看到自己說錯話,看錯了東西,所以我們發現彼得在海邊的蒙罩一開始跟從的時候,他看到自己是罪人,但是不表示他有很大的改變
[00:07:53.120 --> 00:08:06.320]  然後去到馬達福音十四章,當耶穌水面上行走,彼得又懶惰,又下去走,但那裡提到,當他看到風浪很大,他就很害怕,耶穌的反應是怎樣呢?
[00:08:06.320 --> 00:08:24.720]  耶穌就說你是一個小信的人,十四章三十一節,就問為什麼你疑惑呢?彼得是有衝勁,但是沒有什麼後勁,衝衝了下去,然後沒多久就沉下去了,所以彼得是一個有罪的人,彼得是一個小信的人
[00:08:24.720 --> 00:08:41.520]  第三再看,在認耶穌為基督的那件事,馬達福音十六章十三至二十三節,他很厲害,他認了,他說你是基督,是永生神的兒子,耶穌都讚他,他說你是有福的,不是你厲害,是天上的父子時利
[00:08:41.520 --> 00:08:59.520]  然後講到後面,耶穌就告訴門徒,他會怎樣受苦,怎樣被殺,第三就是復活,彼得就拉著他,說這些事情是不可以發生的,耶穌轉過身,怎樣跟彼得說呢?他說你不看著神的意思,只是看著人的意思
[00:08:59.520 --> 00:09:22.320]  第三件事,彼得是有罪的人,小信的人,他不看著神的人,第四,耶穌帶他和雅各約翰上了山,耶穌改變形象,改變形象之後,你看福音書講,其實在馬達福音第九章,彼得和他的同伴,就是雅各和約翰,他們都睡著了
[00:09:22.320 --> 00:09:45.920]  其實那時候耶穌在做什麼呢?和以利亞和摩西講有關他的去世的事情,但是他們就睡著了,後來醒了的時候,一醒了,他說什麼呢?彼得說我們在這裡真是好了,我們弄三座棚,一座給你,一座給摩西,一座給以利亞,然後後面說什麼呢?聖經說他不知道他自己說什麼
[00:09:45.920 --> 00:10:07.280]  所以彼得不單是有罪的人,小信的人,不看著神的人,他還是亂說話的人,第五件事,去到赫西瑪利云,耶穌將要被賣了,耶穌在赫西瑪利云禱告,他叫門徒警醒,但是彼得又睡著了,又和雅各約翰睡著了
[00:10:07.280 --> 00:10:31.480]  耶穌還和彼得說為什麼不能警醒騙事呢?所以你看到的時候,在馬達福音26章33節,當耶穌說到有關木人要被擊打,羊就分散
[00:10:31.480 --> 00:10:51.040]  彼得就說,耶穌預告說,今晚你們為我懸固都要跌倒,眾人都會為你跌倒,我就不會跌倒,耶穌就說你要三次不認我,彼得說就算我和你死,我都不會不認你
[00:10:51.040 --> 00:11:07.820]  彼得不單是有罪的人,不單是小信的人,不看著神的,亂說話的人,就是一個無知誇口的人,後來下面就說到三次不認主,淋危又會亂的人
[00:11:07.820 --> 00:11:27.800]  一直說不認,不認,不認,不認,三次不認主,到了後來耶穌復活了,當瑪利亞回到門徒說,他看到墳墓裡面耶穌不在,在喜漾福音20章記載
[00:11:27.800 --> 00:11:41.940]  他就走到西門彼得和耶穌所愛的門徒約翰,跟他們說有人將主從墳墓裡挪了去,我們不知道他放在哪裡
