
[00:00:00.000 --> 00:00:03.660]  最近兩個星期前
[00:00:03.660 --> 00:00:06.440]  我傳了一個非常感恩的心
[00:00:06.440 --> 00:00:09.860]  看到《先行傳》時代的神蹟奇事
[00:00:09.860 --> 00:00:13.800]  原來現在都可以繼續發生在我們這個地上
[00:00:13.800 --> 00:00:17.600]  是讓我再一次看見聖靈的大能
[00:00:17.600 --> 00:00:20.800]  在這個世界上無處不在
[00:00:20.800 --> 00:00:22.200]  兩個多星期前上去
[00:00:22.200 --> 00:00:24.400]  主要是為了一個主要負責的童工
[00:00:24.400 --> 00:00:27.600]  主持一個他的兒子的婚禮
[00:00:27.600 --> 00:00:31.200]  另一方面也去探望弟子們
[00:00:31.200 --> 00:00:33.000]  做一些培訓
[00:00:33.000 --> 00:00:34.600]  去到那個時候
[00:00:34.600 --> 00:00:38.600]  神給我看到有兩樣令我心裏
[00:00:38.600 --> 00:00:43.400]  不能夠從心裏發出的感恩
[00:00:43.400 --> 00:00:47.400]  第一件事就是帶了一個
[00:00:47.400 --> 00:00:53.800]  當地整個市的煤礦部部長信了主
[00:00:53.800 --> 00:00:58.400]  這個部長的太太信了十幾二十年
[00:00:58.400 --> 00:00:59.800]  但太太信了之後
[00:00:59.800 --> 00:01:02.000]  特別是兒子也信了
[00:01:02.000 --> 00:01:04.200]  他非常抗拒
[00:01:04.200 --> 00:01:06.800]  以前他的兒子和太太
[00:01:06.800 --> 00:01:09.400]  拿任何有關基督教的東西回家
[00:01:09.400 --> 00:01:11.000]  他會把它撕爛
[00:01:11.000 --> 00:01:14.600]  撕爛之後放在廁所沖走
[00:01:14.600 --> 00:01:18.000]  但有一次因為太多了
[00:01:18.000 --> 00:01:19.600]  沖不走
[00:01:19.600 --> 00:01:22.200]  結果把廁所塞了
[00:01:22.200 --> 00:01:24.200]  然後他太太跟他說
[00:01:24.200 --> 00:01:29.800]  真理是沖不走的
[00:01:29.800 --> 00:01:33.800]  他的改變是大概兩年前
[00:01:33.800 --> 00:01:35.600]  因為他的一個同事
[00:01:35.600 --> 00:01:38.400]  也是一個很高級的幹部
[00:01:38.400 --> 00:01:43.400]  兒子來到香港
[00:01:43.400 --> 00:01:45.600]  來舉行一個婚禮
[00:01:45.600 --> 00:01:48.400]  就在我們十八樓舉行婚禮
[00:01:48.400 --> 00:01:50.000]  而他的爸爸呢
[00:01:50.000 --> 00:01:52.600]  是多年前我帶他去信主的
[00:01:52.600 --> 00:01:56.600]  所以他們的爸爸是出錢請了九十多人
[00:01:56.600 --> 00:01:59.000]  在上面包他們
[00:01:59.000 --> 00:02:03.400]  食粟等方面的東西下來
[00:02:03.400 --> 00:02:05.200]  當作是一個旅遊
[00:02:05.200 --> 00:02:08.000]  但其實就是參加這個婚禮
[00:02:08.000 --> 00:02:10.200]  他第一次聽我講道
[00:02:10.200 --> 00:02:11.600]  聽完之後
[00:02:11.600 --> 00:02:14.400]  心裡有很大的感觸
[00:02:14.400 --> 00:02:18.800]  原來基督教的道理這麼好的
[00:02:18.800 --> 00:02:22.600]  原來基督教的家庭是這麼溫馨的
[00:02:22.600 --> 00:02:26.400]  原來基督教所講的愛是這麼不同的
[00:02:26.400 --> 00:02:29.800]  就開始對他的心有些感動
[00:02:29.800 --> 00:02:32.200]  所以經過那次婚禮之後
[00:02:32.200 --> 00:02:34.000]  他回到家裡
[00:02:34.000 --> 00:02:37.200]  吃飯前開始轉變
[00:02:37.200 --> 00:02:39.400]  對他太太和兒子說
[00:02:39.400 --> 00:02:42.600]  「爸爸,叫他們祈禱」
[00:02:42.600 --> 00:02:45.000]  這是一個最大的改變
[00:02:45.000 --> 00:02:48.400]  接著第二個改變就是去年暑假的時候
[00:02:48.400 --> 00:02:50.600]  輪到他的兒子結婚
[00:02:50.600 --> 00:02:55.000]  他的兒子結婚也是娶了主裡面的姐妹
[00:02:55.000 --> 00:02:57.600]  他很感動
[00:02:57.600 --> 00:02:59.800]  他跟我說最感動的是什麼呢?
[00:02:59.800 --> 00:03:02.800]  是二百多人幫他籌備這個婚禮
[00:03:02.800 --> 00:03:04.400]  無怨無求
[00:03:04.400 --> 00:03:07.000]  樂足各方面的本錢
[00:03:07.000 --> 00:03:08.600]  盡心竭力
[00:03:08.600 --> 00:03:11.800]  而他自己工作的地方
[00:03:11.800 --> 00:03:13.600]  雖然他做了幹部這麼久
[00:03:13.600 --> 00:03:17.000]  連一個人都沒有去幫忙
[00:03:17.000 --> 00:03:21.000]  反而喝完喜酒之後
[00:03:21.000 --> 00:03:24.800]  最紛紛的就是他自己的同事
[00:03:24.800 --> 00:03:27.000]  他很尷尬
[00:03:27.000 --> 00:03:30.600]  心裡想這班我數年來都不認識的人
[00:03:30.600 --> 00:03:33.400]  為什麼他當我們好像是家人一樣
[00:03:33.400 --> 00:03:35.200]  來關心我們
[00:03:35.200 --> 00:03:39.800]  全國教會總動員來幫他辦這個婚禮
[00:03:39.800 --> 00:03:42.600]  他開始看到一些不同的一面
[00:03:42.600 --> 00:03:44.400]  這次我上去
[00:03:44.400 --> 00:03:47.800]  就有一個主要負責同工的兒子結婚
[00:03:47.800 --> 00:03:49.400]  也請了他們
[00:03:49.400 --> 00:03:51.200]  因為上次是他們幫他辦的
[00:03:51.200 --> 00:03:54.400]  所以這次他差不多要回報他
[00:03:54.400 --> 00:03:56.400]  一樣
[00:03:56.400 --> 00:03:59.200]  所以他也幫了忙
[00:03:59.200 --> 00:04:02.200]  但是他還沒有相信
[00:04:02.200 --> 00:04:03.600]  我跟他談了兩次
[00:04:03.600 --> 00:04:06.000]  有一次吃晚飯的時候
[00:04:06.000 --> 00:04:08.400]  我就跟他聊天
[00:04:08.400 --> 00:04:10.000]  他就問我
[00:04:10.000 --> 00:04:12.800]  你是不是故意為了這個婚禮而來?
[00:04:12.800 --> 00:04:14.800]  我就告訴他
[00:04:14.800 --> 00:04:16.600]  我說一半
[00:04:16.600 --> 00:04:17.800]  但另一半
[00:04:17.800 --> 00:04:21.000]  我也是來辦移民的
[00:04:21.000 --> 00:04:23.000]  他聽完之後不是很明白
[00:04:23.000 --> 00:04:25.200]  什麼叫做辦移民
[00:04:25.200 --> 00:04:26.200]  我就告訴他
[00:04:26.200 --> 00:04:32.400]  我是專門幫人辦理移民手續的
[00:04:32.400 --> 00:04:35.600]  是由地上移民到天上
[00:04:35.600 --> 00:04:37.600]  他聽完覺得很奇怪
[00:04:37.600 --> 00:04:39.000]  怎麼辦?
[00:04:39.000 --> 00:04:40.800]  他說怎麼辦?
[00:04:40.800 --> 00:04:42.800]  我就告訴他
[00:04:42.800 --> 00:04:44.200]  如果你想辦的話
[00:04:44.200 --> 00:04:46.200]  我就會幫你辦
[00:04:46.200 --> 00:04:47.600]  很簡單的
[00:04:47.600 --> 00:04:49.000]  ABC
[00:04:49.000 --> 00:04:50.400]  A. Admit
[00:04:50.400 --> 00:04:54.200]  我承認我上不了去
[00:04:54.200 --> 00:04:54.600]  第二
[00:04:54.600 --> 00:04:55.800]  B. Believe
[00:04:55.800 --> 00:05:00.000]  我相信耶穌有權讓我去
[00:05:00.000 --> 00:05:01.400]  因為祂幫到我
[00:05:01.400 --> 00:05:03.400]  不能夠變成能夠
[00:05:03.400 --> 00:05:05.600]  做不到做得到
[00:05:05.600 --> 00:05:06.200]  第三
[00:05:06.200 --> 00:05:08.000]  C. Confess
[00:05:08.000 --> 00:05:09.400]  心裡相信
[00:05:09.400 --> 00:05:11.000]  口裡承認
[00:05:11.000 --> 00:05:13.000]  就必得救
[00:05:13.000 --> 00:05:15.000]  就一定搞定
[00:05:15.000 --> 00:05:16.800]  他聽完之後
[00:05:16.800 --> 00:05:18.600]  就是這麼多就行了
[00:05:18.600 --> 00:05:20.400]  我說是
[00:05:20.400 --> 00:05:22.400]  接著他就說
[00:05:22.400 --> 00:05:26.000]  可惜我的身份
[00:05:26.000 --> 00:05:28.800]  暫時不容許我移民
[00:05:28.800 --> 00:05:30.200]  我就說
[00:05:30.200 --> 00:05:31.800]  其實
[00:05:31.800 --> 00:05:33.400]  我的妹夫
[00:05:33.400 --> 00:05:36.600]  都是跟你有同樣身份的人
[00:05:36.600 --> 00:05:40.200]  但是她都已經辦了移民
[00:05:40.200 --> 00:05:41.800]  我也都告訴她
[00:05:41.800 --> 00:05:43.800]  跟你一樣身份的人
[00:05:43.800 --> 00:05:45.400]  大把人
[00:05:45.400 --> 00:05:47.400]  都辦了移民
[00:05:47.400 --> 00:05:50.000]  是我親自幫他們辦的
[00:05:50.000 --> 00:05:51.200]  她聽完之後
[00:05:51.200 --> 00:05:53.600]  很驚訝
[00:05:53.600 --> 00:05:55.600]  我就展示了一些照片
[00:05:55.600 --> 00:05:58.400]  給她看到是一些挺高級的
[00:05:58.400 --> 00:06:00.400]  一些幹部
[00:06:00.400 --> 00:06:04.200]  其實他們都是心裡不相信
[00:06:04.200 --> 00:06:06.000]  她聽完之後
